ID	Average Intensity	UniProt ID	Gene symbol ID
ENSG00000000003	14.57297022301777	O43657	
ENSG00000000419	212.479765983144	O60762	
ENSG00000001036	7.451599363432784	Q9BTY2	
ENSG00000001084	18.87131018040475	P48506	
ENSG00000001167	25.60174875365753	P23511-2	
ENSG00000001497	9.296179440919412	Q9Y4W2-2	
ENSG00000001561	7.609961473519727	Q9Y6X5	
ENSG00000001629	0.6509583285595499	Q9P2G1	
ENSG00000001630	24.683001989966016	Q16850	
ENSG00000002330	23.39320402529428	Q92934	
ENSG00000002549	1258.140902362224	P28838-2	
ENSG00000002586	917.4721332983104	P14209	
ENSG00000002822	28.625927523946395	Q9Y6D9	
ENSG00000002834	6600.210878042417	Q14847	
ENSG00000003056	77.91735302818623	P20645	
ENSG00000003436	18.587971260718014	P10646	
ENSG00000003756	7.851500436897925	P52756	
ENSG00000004059	1563.5841579398718	P84085	
ENSG00000004142	69.71845127727167	Q9Y2S7	
ENSG00000004455	1319.5525042816805	P54819	
ENSG00000004478	1395.2054514012461	Q02790	
ENSG00000004487	41.26512131382839	O60341	
ENSG00000004534	1.9497129382072147	P78332	
ENSG00000004700	70.69351028418791	P46063	
ENSG00000004766	2.5108104177585173	Q96JG6	
ENSG00000004779	430.4028432054409	O14561	
ENSG00000004864	96.62332151385172	Q9UJS0	
ENSG00000004897	37.92796262236561	P30260	
ENSG00000004961	98.92542488188653	P53701	
ENSG00000004975	23.618222940792336	O14641	
ENSG00000005007	526.073982382306	Q92900,Q92900-2	
ENSG00000005022	9292.03618789071	P05141	
ENSG00000005059	6.087477372240625	Q9NWR8	
ENSG00000005075	95.12145580635784	P52435	
ENSG00000005100	0.6961740107779747	Q9H6R0	
ENSG00000005156	6.0671431526571755	P49916	
ENSG00000005175	20.941500091879124	Q9H6T3	
ENSG00000005194	123.95672886545637	Q6FI81	
ENSG00000005249	54.491219907406986	P31323	
ENSG00000005339	2.526479531347272	Q92793	
ENSG00000005486	12.619005658440802	Q6NTF9	
ENSG00000005810	0.7059627640047923	O75592-2	
ENSG00000005884	1155.0052527360679	P26006	
ENSG00000006047	322.7338935891321	Q9Y2T7	
ENSG00000006125	826.1804635195991	P63010	
ENSG00000006327	26.603845194820167	Q9NP84	
ENSG00000006451	249.4118561707515	P11233	
ENSG00000006453	25.190250422295925	Q9UHR4	
ENSG00000006530	125.70188095417569	Q53H12	
ENSG00000006534	80.77997974397923	P43353	
ENSG00000006625	240.44689584924853	O75223	
ENSG00000006652	3.631316388729564	O00458	
ENSG00000006712	29.175221477716526	Q8N7H5	
ENSG00000006744	145.998256574883	Q9BQ52	
ENSG00000007080	342.5522696442433	Q96CT7	
ENSG00000007168	425.3418023680382	P43034	
ENSG00000007392	370.7779168758013	Q9NQ29	
ENSG00000007520	7.153150530220505	Q9UJK0	
ENSG00000007866	15.653959665177874	Q99594	
ENSG00000007923	57.09735928627039	Q9NVH1	
ENSG00000008018	1898.7023325420714	P20618	
ENSG00000008128	70.65842442592688	Q9UQ88,Q9UQ88-8	
ENSG00000008130	3.59846078825597	O95544	
ENSG00000008282	164.18911156374523	Q16563-2	
ENSG00000008294	88.32353681933046	O60271,O60271-2,O60271-9	
ENSG00000008311	30.414680855052495	Q9UDR5	
ENSG00000008394	19.449559768051316	P10620	
ENSG00000008441	4.473969787805444	Q14938-5	
ENSG00000008513	1.2091079977005652	Q11201	
ENSG00000008838	0.7092198338485403	O75448-2	
ENSG00000008869	1.7196913922331434	Q9P2D3	
ENSG00000008952	67.1284377960922	Q99442	
ENSG00000008988	4610.182725094726	P60866	
ENSG00000009307	487.5509432720504	O75534,O75534-2	
ENSG00000009335	44.30551022046069	Q15386	
ENSG00000009844	180.08162526107589	Q9NP79	
ENSG00000009954	37.50606465217718	Q9UIG0	
ENSG00000010017	88.2722461532151	Q96S59	
ENSG00000010165	16.171000144839283	Q8N6R0	
ENSG00000010244	366.1188480878773	O43670,O43670-2	
ENSG00000010256	971.7137142123868	P31930	
ENSG00000010292	160.1311890437986	Q15021	
ENSG00000010322	17.000497820914433	Q9Y2I1,Q9Y2I1-4	
ENSG00000010704	19.81427523687228	Q30201-2	
ENSG00000010810	9.407487644225931	P06241	FYN
ENSG00000011007	5.030214326345993	Q14241	
ENSG00000011009	369.04384441912396	O95372	
ENSG00000011028	1.0599178497701187	Q9UBG0	
ENSG00000011198	3.091049565282445	Q8WTS1	
ENSG00000011201	2.4499972617434245	P23352	
ENSG00000011243	29.254859214696214	Q9ULX6	
ENSG00000011260	37.90405393746647	Q9Y5J1	
ENSG00000011304	4543.316217758473	P26599	
ENSG00000011376	12.774591040407238	Q15031	
ENSG00000011405	1.7286481425207034	O00443	
ENSG00000011422	36.33947888918232	Q03405,Q03405-2	
ENSG00000011426	161.56165626644597	Q9NQW6	
ENSG00000011454	27.77627522677353	Q9Y3P9	
ENSG00000011478	13.69444216537175	Q9NXS2	
ENSG00000011485	246.33576883999413	P53041	
ENSG00000011566	514.216336083463	Q8IVH8-3	
ENSG00000012963	40.41184858836539	Q8N806	
ENSG00000013016	670.2613279069067	Q9NZN3	
ENSG00000013275	1325.5783799185933	P43686	
ENSG00000013364	665.740582455979	Q14764	
ENSG00000013375	249.06324669665224	O95394	
ENSG00000013561	5.434117692883278	Q9UBS8	
ENSG00000013583	421.6616735775718	Q9NRV9	
ENSG00000013588	352.2933750819809	Q8NFJ5	
ENSG00000013810	26.817604336186108	Q9Y6A5	
ENSG00000014123	16.105379363749847	O94874	
ENSG00000014138	12.83909563578067	Q14181	
ENSG00000014216	580.4306600310467	P07384	
ENSG00000014641	2329.1506853767823	P40925	
ENSG00000015171	0.601043850671624	Q15326-3	
ENSG00000015475	96.3890441600036	P55957	
ENSG00000015568	26.625771455413553	Q99666	
ENSG00000015676	46.63917022522265	Q8IVD9	
ENSG00000016864	3.6260646026699628	Q68CQ7	
ENSG00000017260	14.561603775248814	P98194	
ENSG00000018408	8.085894657724229	Q9GZV5	
ENSG00000018510	261.60701312234926	O00116	
ENSG00000018610	2.518774120642365	Q9H5V9	
ENSG00000018699	14.389963790179056	Q6P3X3	
ENSG00000019144	0.532030767034854	Q86UU1-2	
ENSG00000019582	81.13466992152091	P04233	
ENSG00000020129	20.35843891591318	Q9UBB6	
ENSG00000020426	19.774003948680345	P51948	
ENSG00000020577	3.929734413183258	Q9UPU9-3	
ENSG00000020633	2.586746797381724	Q13761	
ENSG00000020922	83.67641423731773	P49959	
ENSG00000021355	1591.9296508260559	P30740	
ENSG00000021574	2.018022072374082	Q9UBP0-3,Q9UBP0-4	
ENSG00000021776	14.899260973608191	O60306	
ENSG00000021826	2.042495388370898	P31327	
ENSG00000022840	2.722428391359516	Q8N5U6	
ENSG00000023191	3204.1243768732556	P13489	
ENSG00000023228	208.36491236085956	P28331	
ENSG00000023287	0.16722431206047877	Q8TDY2-2	
ENSG00000023318	578.5823563794672	Q9BS26	
ENSG00000023516	0.7450130862065458	Q9UKA4	
ENSG00000023697	85.40912179072286	Q9Y315	
ENSG00000023734	1235.4286970530193	Q9Y3F4	
ENSG00000023909	273.01285475046967	P48507	
ENSG00000024048	14.680713607750604	Q8IWV8,Q8IWV8-3	
ENSG00000024422	615.8464018042833	Q9NZN4	
ENSG00000025770	5.373871515678654	Q6IBW4	
ENSG00000025772	443.647531094226	Q15785	
ENSG00000025796	85.55505307176082	Q9UGP8	
ENSG00000026025	NaN		VIM
ENSG00000026508	3747.004446580857	P16070-4	
ENSG00000027001	1.9418229181581683	Q99797	
ENSG00000028116	8.002839719431694	Q86Y07	
ENSG00000028203	0.9739545812624486	Q9HBM0	
ENSG00000028310	1.214217506886761	Q9H8M2-3	
ENSG00000028528	120.03914806767915	Q13596	
ENSG00000028839	0.9879828512719905	P62380	
ENSG00000029363	186.16433369539442	Q9NYF8-2,Q9NYF8-3,Q9NYF8-4	
ENSG00000029534	3.52455801455978	P16157-10	
ENSG00000029725	8.134562887453482	Q15276	
ENSG00000029993	1039.5034700909357	O15347	
ENSG00000030066	28.972038713642633	Q12769	
ENSG00000030110	8.488519042290477	Q16611	
ENSG00000030582	312.1049413782456	P28799	
ENSG00000031698	568.8730317455061	P49591	
ENSG00000031823	443.8928278888289	Q9H6Z4-3	
ENSG00000032389	91.60249305429471	Q53HC9	
ENSG00000032444	7.0547076942377345	Q8IY17-2	
ENSG00000032742	1.1344694193125378	Q13099-2	
ENSG00000033011	33.12405592929444	Q9BT22	
ENSG00000033030	25.41223399513209	Q6NZY4	
ENSG00000033050	276.1882072402789	Q9UG63	
ENSG00000033170	31.53647153565162	Q9BYC5	
ENSG00000033178	552.9880066184477	A0AVT1	
ENSG00000033627	6.578526746143096	Q93050-1,Q93050-3	
ENSG00000033800	2.469548292043112	O75925	
ENSG00000034152	168.70007706867136	P46734	
ENSG00000034510	12512.978270966158	P63313	
ENSG00000034693	2.114383285917031	P56589	
ENSG00000034713	31.834364810273915	P60520	
ENSG00000035115	NaN		SH3YL1
ENSG00000035141	296.303987061283	Q96C01	
ENSG00000035403	1989.8838738190348	P18206-2	
ENSG00000035687	585.0467606641637	P30520	
ENSG00000035862	25.05209622039125	P16035	
ENSG00000035928	6.770434612175153	P35251-2	
ENSG00000036054	31.469923824797192	Q9NUY8,Q9NUY8-2	
ENSG00000036257	19.642343852740133	Q13618	
ENSG00000037241	3459.300039560665	Q9UNX3	
ENSG00000037474	387.58469573339585	Q08J23	
ENSG00000037757	35.123690027986605	Q9BV20	
ENSG00000038219	2.240555052365904	Q8NFC6	
ENSG00000038274	671.5053388943841	Q9NZL9,Q9NZL9-2	
ENSG00000038358	50.73682366261331	Q6P2E9	
ENSG00000038382	4.23398793025186	O75962	
ENSG00000039123	45.797961370119154	P42285	
ENSG00000039319	2.163148918440519	Q7Z3T8	
ENSG00000039523	13.008685621404265	Q6ZS17-2	
ENSG00000039560	21.903825040688673	Q9P0K7	
ENSG00000039650	19.231930940677387	Q96T60	
ENSG00000040275	1.52612712919883	Q96EA4	
ENSG00000041353	4.367716425835118	O00194	
ENSG00000041357	1787.9973869658056	P25789	
ENSG00000041802	16.664456282509693	Q9H089	
ENSG00000041982	0.31618175795701053	P24821,P24821-5	
ENSG00000042088	3.331766158202176	Q9NUW8	
ENSG00000042286	4.7138476078836264	Q9BRQ8	
ENSG00000042429	2.7531462622322627	Q9NVC6	
ENSG00000042445	17.288072561887397	Q6NUM9	
ENSG00000042493	2170.0588141034696	P40121	
ENSG00000042753	161.5118933072467	P53680	
ENSG00000043093	74.37950497934781	Q96GG9	
ENSG00000043143	1.3698141461882523	Q9NQC1-2	
ENSG00000044090	1.5688649973784181	Q14999	
ENSG00000044115	251.44904694218832	P35221	
ENSG00000044574	14995.658327726145	P11021	
ENSG00000046604	45.1960296001279	Q14126	
ENSG00000047188	2.6544134230874388	Q9H6S0	
ENSG00000047230	60.432422439388105	Q9NRF8	
ENSG00000047249	23.168378987482477	Q9UI12-2	
ENSG00000047410	164.6296920296047	P12270	TPR
ENSG00000047579	6.6104537984954685	Q96EV8	
ENSG00000047644	1.8563251547845088	Q9ULE0	
ENSG00000047849	1542.1973941306746	P27816,P27816-5	
ENSG00000047932	21.675970642105302	Q9HD26,Q9HD26-2	
ENSG00000048162	107.06472087681487	Q9Y3C1	
ENSG00000048392	NaN		RRM2B
ENSG00000048544	59.376268736250196	P82664	
ENSG00000048649	7.3632827506668495	Q96T23	
ENSG00000048828	240.71384541528812	Q9NZB2	
ENSG00000049239	21.30941096386456	O95479	
ENSG00000049245	1248.1808136323682	Q15836	
ENSG00000049283	22.12572735928453	Q9H201	
ENSG00000049449	1846.8079726350309	Q15293	
ENSG00000049541	125.96686530916912	P35250	
ENSG00000049656	48.49646784212858	Q96KA5-2	
ENSG00000049759	42.818105138714394	Q96PU5-7	
ENSG00000049860	262.92661505431715	P07686	
ENSG00000050405	387.3336548576282	Q9UHB6,Q9UHB6-4	
ENSG00000050748	25.2930196772052	P45984-2	
ENSG00000051128	9.350905336043024	Q9NSC5	
ENSG00000051382	0.05133291256459613	P42338	
ENSG00000051523	33.32601681047207	P13498	
ENSG00000051596	200.49213047471545	Q96J01	
