ID	Average Intensity	UniProt ID	Gene symbol ID
ENSG00000051620	273.27352659961485	Q9Y5Z4	
ENSG00000052126	17.943177153905218	Q9HAU0	
ENSG00000052749	85.14581876350167	Q5JTH9	
ENSG00000053371	653.0139293656614	O43488	
ENSG00000053372	482.99206789896965	Q9UKD2	
ENSG00000053501	6.294116069925974	Q9NZ43	
ENSG00000054116	104.46798334827699	O43617	
ENSG00000054118	191.0985223962142	Q9Y2W1	
ENSG00000054148	851.1155020354345	Q9NRX4	
ENSG00000054267	0.49575836100593806	Q4LE39-3	
ENSG00000054523	6.603777856337342	O60333,O60333-2,O60333-3	
ENSG00000054611	4.59321632516685	Q8WUA7	
ENSG00000054654	2.3057002815897993	Q8WXH0	
ENSG00000055044	319.83582888629155	Q9Y2X3	
ENSG00000055070	203.46732475298424	Q7Z422-2	
ENSG00000055130	68.05117173261286	Q13616	
ENSG00000055147	4.007047414899443	Q9NRY5	
ENSG00000055332	176.43568744078314	P19525	
ENSG00000055483	0.6741270958000486	Q9P275	
ENSG00000055917	8.625477765795909	Q8TB72-3	
ENSG00000055950	153.73686023334085	Q8N983-4	
ENSG00000056050	25.588373961570305	Q9NWY4	
ENSG00000056097	130.54745315770776	Q96KR1	
ENSG00000056277	3.6571587550477647	Q8ND82	
ENSG00000057019	24.512289384580264	Q96PD2	
ENSG00000057149	105.33888669428555	P29508	
ENSG00000057252	350.1120305441965	P35610	
ENSG00000057294	11.064309767962168	Q99959-2	
ENSG00000057608	3861.161453285228	P50395	
ENSG00000057663	5.1721887600308305	Q9H1Y0	
ENSG00000057757	56.1164173610071	Q9GZP4	
ENSG00000057935	22.029615186414446	Q9BTC8-2	
ENSG00000058056	11.929678028543655	Q92995	
ENSG00000058091	53.00932087179741	O94921-3	
ENSG00000058262	482.68929819163645	P61619	
ENSG00000058272	111.30749524871203	O14974	
ENSG00000058335	NaN		RASGRF1
ENSG00000058404	79.6037193227508	Q13554-4	
ENSG00000058668	108.16506613448203	P23634-7,P23634-8	
ENSG00000058673	87.07694762100942	O75152	
ENSG00000058729	1.7331584328568643	Q9BVS4	
ENSG00000058804	39.09062839173874	Q9BTX1-2	
ENSG00000059378	10.677524364081489	Q9H0J9	
ENSG00000059573	468.1146806101499	P54886,P54886-2	
ENSG00000059758	42.82150382838195	Q00537	
ENSG00000059804	6.792577636610744	P11169	
ENSG00000060138	1396.6339100420623	P16989,P16989-2	
ENSG00000060339	74.50015933591969	Q8IX12-2	
ENSG00000060491	94.99893502925329	Q9NZT2-2	
ENSG00000060688	348.4033454451265	Q96DI7	
ENSG00000060749	1.8402430445221496	Q2KHR3	
ENSG00000060971	102.55224145212284	P09110	
ENSG00000060982	100.73020733815216	P54687	
ENSG00000061676	122.80728926011952	Q9Y2A7	
ENSG00000061794	30.883080809266513	P82673	
ENSG00000061936	3.760553296617752	Q12872	
ENSG00000061938	NaN		TNK2
ENSG00000062582	10.455775482957343	Q96EL2	
ENSG00000062650	7.367416780273097	Q7Z5K2	
ENSG00000062822	71.584652216902	P28340	
ENSG00000063046	520.391666293773	P23588	
ENSG00000063241	149.34488346353834	Q96AB3	
ENSG00000063244	1150.2992165053147	P26368-2	
ENSG00000063245	154.96884571577436	Q9Y6I3	
ENSG00000063322	24.202668064988515	Q9NX70	
ENSG00000063601	16.543776027639797	Q13613	
ENSG00000063660	77.73157654962272	P35052	
ENSG00000063854	198.87921441973054	Q16775	
ENSG00000064012	41.871167986078945	Q14790	
ENSG00000064102	5.522631509875673	Q9NVM9	
ENSG00000064313	0.6139791848363858	Q6P1X5	
ENSG00000064419	49.19999416421888	Q9Y5L0	
ENSG00000064601	250.8771941933861	P10619	
ENSG00000064607	7.64256903989473	Q8IX01	
ENSG00000064651	2.3097347585791	P55011	
ENSG00000064666	2630.6468745713923	Q99439	
ENSG00000064703	24.744512511713978	Q9UHI6	
ENSG00000064932	1.024994628803061	Q9Y2G9-3	
ENSG00000064999	5.584263748036414	Q92625	
ENSG00000065000	89.06765296616673	O14617,O14617-5	
ENSG00000065029	0.9420425566268745	P36508-2	
ENSG00000065054	133.45747262681869	Q15599	
ENSG00000065060	1.956140545532154	Q6BDS2	
ENSG00000065135	395.0483756644401	P08754	
ENSG00000065150	1075.4197512136318	O00410	
ENSG00000065154	434.0617491160715	P04181	
ENSG00000065183	19.83423144047471	Q9UNX4	
ENSG00000065243	42.8710121201712	Q16513	
ENSG00000065268	26.028315437153708	Q9BV38	
ENSG00000065308	37.50072352924202	Q15035	
ENSG00000065427	511.5664713627239	Q15046,Q15046-2	
ENSG00000065485	7.14778208174455	Q14554	
ENSG00000065491	3.878999094444975	Q9NU19	
ENSG00000065518	175.15382673858608	O95168	
ENSG00000065526	3.2858665979634694	Q96T58	
ENSG00000065534	1.6893681245095782	Q15746-2,Q15746-6	
ENSG00000065548	99.64644890883446	Q8WU90	
ENSG00000065559	75.88203796148865	P45985	
ENSG00000065613	167.61116976666983	Q9H2G2,Q9H2G2-2	
ENSG00000065809	88.25499561869873	Q9H098	
ENSG00000065833	30.732156238311017	P48163	
ENSG00000065883	18.142310026580077	Q14004	
ENSG00000065911	34.4263559162193	P13995	
ENSG00000065978	3548.225004600082	P67809	
ENSG00000066027	3.440201871022983	Q15172	
ENSG00000066032	33.51849523499417	P26232-2	
ENSG00000066044	2653.218117462686	Q15717	
ENSG00000066084	17.210629268379517	Q9P265	
ENSG00000066117	9.416312721111344	Q96GM5	
ENSG00000066136	20.43126799168169	Q13952	
ENSG00000066322	216.25010578264175	Q9BW60	
ENSG00000066379	7.5026822431546645	Q9P1U0	
ENSG00000066455	3.6839713001086745	Q8TBA6-2	
ENSG00000066468	3.583680989113617	P21802-8	
ENSG00000066557	28.903884460131625	Q9H9A6	
ENSG00000066583	47.329067355059074	Q96CN7	
ENSG00000066654	47.76108599469764	Q9NXG2	
ENSG00000066777	6.975026181381294	Q9Y6D6	
ENSG00000066926	9.401752766785464	P22830	
ENSG00000067057	2580.60304133967	Q01813	
ENSG00000067064	139.9112516733611	Q13907	
ENSG00000067066	14.111366715785298	P23497-4	
ENSG00000067177	1.2492384556805542	P46020-2	
ENSG00000067208	4.169942506864716	O60447	
ENSG00000067225	55031.679907912985	P14618,P14618-2	
ENSG00000067248	41.344083664324216	Q7Z478	
ENSG00000067334	27.38853616753993	Q5QJE6	
ENSG00000067369	12.420876962101735	Q12888	
ENSG00000067533	72.47510630240842	Q9Y3B9	
ENSG00000067560	6213.495058418708	P61586	
ENSG00000067596	10.243212738072797	Q14562	
ENSG00000067704	259.72047322040464	Q9NSE4	
ENSG00000067829	115.72158561769672	P51553	
ENSG00000067842	42.02182073751558	Q16720-8	
ENSG00000067900	26.623311994149287	Q13464	ROCK1
ENSG00000067955	80.70121540427499	Q13951-2	
ENSG00000067992	1.46207157694871	Q15120	
ENSG00000068078	4.81124022295364	P22607-3	
ENSG00000068079	73.6976416129017	P80217	
ENSG00000068120	54.17332848085658	Q13057	
ENSG00000068323	4.687089870448351	P19532	
ENSG00000068354	2.0165252259443944	Q3MII6	
ENSG00000068366	373.02400275593357	O60488-2	
ENSG00000068394	78.22493003463538	Q92917	
ENSG00000068400	5.5171381046684385	Q4V328,Q4V328-2	
ENSG00000068438	35.26006799267178	Q9UET6,Q9UET6-2	
ENSG00000068489	9.071163515241732	Q96HE9	
ENSG00000068654	19.74056701626864	O95602	
ENSG00000068697	33.13804261200765	Q15012	
ENSG00000068784	1.8903318363254376	Q8N5C6	
ENSG00000068796	37.4678386213883	O00139-1,O00139-2	
ENSG00000068878	9.60815242817144	Q14997	
ENSG00000068903	2.2117595381114756	Q8IXJ6-2	
ENSG00000068912	16.11274568609623	Q96DZ1	
ENSG00000068971	16.377598353070365	Q15173	
ENSG00000068976	259.4094897728279	P11217	
ENSG00000069020	1.933342238763701	O15021-2	
ENSG00000069122	11.973354648130293	Q8IZF2	
ENSG00000069248	75.21820089285795	Q8WUM0	
ENSG00000069275	280.6794867276245	Q9H1E3	
ENSG00000069329	462.0350509250877	Q96QK1	
ENSG00000069345	388.44682326174643	O60884	
ENSG00000069535	2.645688821983043	P27338	
ENSG00000069849	549.1366401965714	P54709	
ENSG00000069869	29.17017842719309	P46934-4	
ENSG00000069956	19.093763527640075	Q16659	
ENSG00000069974	15.791713100210018	P51159	
ENSG00000069998	116.1068363792111	Q9BXW7-2	
ENSG00000070010	251.50240442954777	Q92890	
ENSG00000070061	50.581890801833154	O95163	
ENSG00000070087	55.567805336462115	P35080-2	
ENSG00000070182	30.971041221370854	P11277-3	
ENSG00000070214	8.455531336838284	Q8WWI5-3	
ENSG00000070367	13.360265264990273	O00471	
ENSG00000070423	138.30666537724915	Q9BV68-2	
ENSG00000070495	26.95850072169316	Q6NYC1	
ENSG00000070501	4.042214972620184	P06746	
ENSG00000070669	395.729977240502	P08243	
ENSG00000070718	59.097528989421164	P53677	
ENSG00000070756	3275.23632154271	P11940	
ENSG00000070761	51.911361787661676	Q9Y6A4	
ENSG00000070770	119.2247462523495	P19784	
ENSG00000070785	229.2388275118032	Q9NR50	
ENSG00000070814	118.40933865604553	Q13428-3,Q13428-4	
ENSG00000070831	4564.005834817055	P60953,P60953-1	
ENSG00000070882	218.13547884958206	Q9H4L5,Q9H4L5-2	
ENSG00000070950	5.150110227240017	Q9NS91	
ENSG00000070961	82.30718523731396	P20020-6	
ENSG00000071051	81.55596623761394	O43639	
ENSG00000071054	47.47708492308998	O95819-2	
ENSG00000071082	3914.064555753322	P62899	
ENSG00000071127	8148.357803657461	O75083	
ENSG00000071282	12.457069291341377	Q9NZU5	
ENSG00000071537	46.37849523833425	Q9UBV2	
ENSG00000071539	72.63366430839707	Q15645	
ENSG00000071553	43.75316179196771	Q15904	
ENSG00000071626	730.665754848817	Q96EP5	
ENSG00000071655	40.599518629703354	O95983-2	
ENSG00000071794	3.1349290672704786	Q14527	
ENSG00000071859	178.2368271939018	Q14320	
ENSG00000071894	13.292837249775094	Q10570	
ENSG00000071994	3.120798265020944	Q16342-3	
ENSG00000072042	310.9392310739397	Q8TC12	
ENSG00000072062	206.6057858634363	P17612	
ENSG00000072110	10432.633760940735	P12814,P12814-2	
ENSG00000072163	56.38868412705779	Q7Z4I7-3	
ENSG00000072210	119.2971766828006	P51648	
ENSG00000072274	1346.635022617748	P02786	
ENSG00000072364	4.871300563979109	Q9UHB7	
ENSG00000072401	1421.7002999904118	P51668	
ENSG00000072415	20.011389266476336	Q8N3R9	
ENSG00000072501	107.23291040969937	Q14683	
ENSG00000072506	1071.809964214809	Q99714	
ENSG00000072518	23.008537548636788	Q7KZI7-8	
ENSG00000072682	43.01076242941228	O15460,O15460-2	
ENSG00000072786	83.2470069440279	O94804	
ENSG00000072832	638.5950872330611	Q14194	
ENSG00000072849	112.1257516030913	Q9GZP9	
ENSG00000072864	8.773558600047156	Q9NXR1,Q9NXR1-2	
ENSG00000073008	237.53601046265155	P15151-3	
ENSG00000073050	26.203502662173783	P18887	
ENSG00000073111	197.91227432747877	P49736	
ENSG00000073536	66.18532835606224	Q9NVX2	
ENSG00000073578	684.5913262462552	P31040	
ENSG00000073584	104.72990841180436	Q969G3	
ENSG00000073712	81.6396874729922	Q96AC1	
ENSG00000073792	230.036089956904	Q9Y6M1-1	
ENSG00000073921	291.5995719631984	Q13492-2	
ENSG00000074071	48.33643412140299	P82930	
ENSG00000074201	453.17124850195273	P54105	
ENSG00000074266	26.75962200159473	O75530-3	
ENSG00000074319	96.13663241217054	Q99816	
ENSG00000074356	11.186638948868081	Q53F19	
ENSG00000074370	342.6435645114035	Q93084-2,Q93084-4	
ENSG00000074582	1.6334174930042247	Q9Y276	
ENSG00000074695	575.7762935797475	P49257	
ENSG00000074696	96.79431631676904	Q9P035	
ENSG00000074800	126320.80797964419	P06733	
ENSG00000074842	3282.949806753562	Q969H8	
ENSG00000075151	174.74026198418971	O43432	
ENSG00000075188	104.99666114488076	Q8NFH4	
ENSG00000075218	5.448569483525919	Q9NYZ3	
ENSG00000075223	3.4945355270491074	Q99985	
ENSG00000075234	75.10398851759129	Q5R3I4	
ENSG00000075239	1110.3744813073479	P24752	
ENSG00000075292	3.707238753852156	Q14966	
ENSG00000075303	1.4233513200315793	Q8TBP6	
ENSG00000075413	10.841141087197471	P27448-3	
ENSG00000075415	3151.2845617359526	Q00325-2	
ENSG00000075420	58.49137744117296	Q53EP0	
ENSG00000075426	24.716234136002186	P15408-3	
ENSG00000075568	2.6425066957597707	Q92545	
ENSG00000075618	184.55734213537158	Q16658	
ENSG00000075643	8.72910540201138	Q96EN8	MOCOS
ENSG00000075673	147.58775548839503	P54707	
ENSG00000075702	3.028785030501172	O43379-4	
ENSG00000075711	103.60069182112852	Q12959-4,Q12959-5	
ENSG00000075785	1308.181804105041	P51149	
ENSG00000075790	5.327265178637475	Q9UHQ4	
ENSG00000075856	77.58239637540461	Q15020	
ENSG00000075886	58594.09268488189	Q13748	
ENSG00000075914	40.215980055158305	Q15024	
ENSG00000076003	190.09243806751107	Q14566	
ENSG00000076053	23.86632102743652	Q9Y580	
ENSG00000076067	103.06886431192922	Q15434	
ENSG00000076201	34.923138891120665	Q9H3S7	
ENSG00000076242	2.794938774052072	P40692	
ENSG00000076248	8.06575584508995	P13051	
ENSG00000076382	13.727873785860478	Q96R06	
ENSG00000076554	235.87682857339414	P55327-2,P55327-4	
ENSG00000076555	6.474407127507845	O00763	
ENSG00000076641	1.8980093467752301	Q9NWQ8	PAG1
ENSG00000076685	130.215040011484	P49902	
ENSG00000076706	19.339512675582803	P43121	
ENSG00000076928	132.34111555988034	Q92888,Q92888-3	
ENSG00000076944	64.4398415537496	Q15833	
ENSG00000076984	1.814476068441582	O14733	
ENSG00000077080	57.30780871509914	O94805	
ENSG00000077097	78.60369687282002	Q02880	
ENSG00000077147	216.5935581269486	Q9HD45	
ENSG00000077150	21.958348474858134	Q00653,Q00653-4	
ENSG00000077152	25.593057364255646	Q9NPD8	
ENSG00000077232	16.69429115137715	Q8IXB1	
ENSG00000077235	0.4806381723112582	Q12789-3	
ENSG00000077238	NaN		IL4R
ENSG00000077312	333.2695982603265	P09012	SNRPA
ENSG00000077348	138.56135575454556	Q9NQT4	
ENSG00000077380	417.3933345824656	Q13409-2,Q13409-3	
ENSG00000077420	10.394607191956723	Q7Z5R6	
ENSG00000077454	45.484591727448404	O75427	
ENSG00000077514	31.274638281537577	Q15054	
ENSG00000077522	2668.9237939975965	P35609	
ENSG00000077549	2814.303951733895	P47756	
ENSG00000077721	192.4866247033861	P49459	
ENSG00000077782	3.97641315230415	P11362-4	
ENSG00000077935	0.40527789001300113	Q8NDV3-2	
ENSG00000077942	NaN		FBLN1
ENSG00000078043	5.386041647715712	O75928-3	
ENSG00000078061	18.346819428833804	P10398	
ENSG00000078114	180.95945760466628	O76041-2	
ENSG00000078140	497.85711437719505	P61086	
ENSG00000078237	76.21324137817328	Q9NQ88	
ENSG00000078269	11.406748034827313	O15056	
ENSG00000078304	218.5108816864366	Q13362,Q13362-4	
ENSG00000078369	1764.099850854746	P62873	
ENSG00000078618	97.55922853341787	O43847	
ENSG00000078668	1059.0006030160332	Q9Y277	
ENSG00000078674	18.54286521212132	Q15154	
ENSG00000078747	47.751302323098216	Q96J02-2	
ENSG00000078808	87.14422703864224	Q9BRK5	
ENSG00000078814	5.911746935900399	A7E2Y1	
ENSG00000078902	99.0874295475559	Q9H0E2	
ENSG00000079134	40.96845379658682	Q96FV9	
ENSG00000079246	1698.1082080243405	P13010	
ENSG00000079257	50.520311869988966	Q9BS40	
ENSG00000079332	1223.1913389943393	Q9NR31	
ENSG00000079462	1331.3990339429906	Q15102	
ENSG00000079482	0.5417291633753372	O60890	
