ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
V$RARA_14	0.06547619047619048	0.0017190991920233798	38.0875	0.9255	6.822771821566858E-7
V$PRDM4_04	0.03571428571428572	0.0017190991920233798	20.775000000000002	0.841	7.16141341332855E-4
V$RARA_17	0.06547619047619048	0.0034381983840467596	19.04375	0.9475	3.525471564150735E-6
V$RARG_08	0.06547619047619048	0.0034381983840467596	19.04375	0.8965	3.525471564150735E-6
V$GATA6_12	0.02976190476190476	0.0017190991920233798	17.3125	0.9647	0.0027573303633136783
V$HSF1_06	0.02976190476190476	0.0017190991920233798	17.3125	0.9288	0.0027573303633136783
V$MYOGENIN_06	0.02976190476190476	0.0017190991920233798	17.3125	0.9987	0.0027573303633136783
V$MYOGENIN_08	0.02976190476190476	0.0017190991920233798	17.3125	0.9994	0.0027573303633136783
V$TCF21_01	0.02976190476190476	0.0017190991920233798	17.3125	0.9924	0.0027573303633136783
V$ZNF573_02	0.02976190476190476	0.0017190991920233798	17.3125	0.9581	0.0027573303633136783
V$MESP2_02	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.9419	0.01034800198649155
V$OVOL1_01	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.8748	0.01034800198649155
V$SOX7_04	0.04761904761904762	0.0034381983840467596	13.850000000000001	0.8974	1.8364561692094927E-4
V$TFAP4_10	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.9866	0.01034800198649155
V$TFEA_Q6	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.9957	0.01034800198649155
V$ZFP287_02	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.9211	0.01034800198649155
V$ZNF392_05	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.826	0.01034800198649155
V$ZNF454_02	0.02380952380952381	0.0017190991920233798	13.850000000000001	0.9652	0.01034800198649155
V$EVX2_05	0.041666666666666664	0.0034381983840467596	12.118749999999999	0.9937	6.608336832290459E-4
V$HEN1_02	0.041666666666666664	0.0034381983840467596	12.118749999999999	0.9118	6.608336832290459E-4
V$ZFP14_03	0.041666666666666664	0.0034381983840467596	12.118749999999999	0.8942	6.608336832290459E-4
V$HEN2_03	0.05952380952380952	0.005157297576070139	11.541666666666666	0.9019	4.6185233558407524E-5
V$AHR_01	0.01785714285714286	0.0017190991920233798	10.387500000000001	0.9089	0.03744669949447811
V$FOSB_01	0.01785714285714286	0.0017190991920233798	10.387500000000001	0.9981	0.03744669949447811
