name apoptosis bid caspase ceramide disc fas fasl fast gpcr gzmb iap ifngt nfkb pdgfr pi3k s1p sphk1 tpl2 tradd
attr_1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_8 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_12 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_13 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_25 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_33 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_36 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_39 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_40 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_57 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_62 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_66 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_137 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
attr_139 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
attr_160 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_162 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_169 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_203 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_225 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_226 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_284 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_288 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_332 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_335 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_494 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_507 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
attr_532 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
attr_560 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
attr_566 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
attr_567 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
attr_584 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0
