name,a20_DAC,apoptosis_DAC,bclxl_DAC,bid_DAC,caspase_DAC,ceramide_DAC,creb_DAC,ctla4_DAC,cytoskeletonsignaling_DAC,disc_DAC,erk_DAC,fas_DAC,fasl_DAC,fast_DAC,flip_DAC,fyn_DAC,gap_DAC,gpcr_DAC,grb2_DAC,gzmb_DAC,iap_DAC,ifng_DAC,ifngt_DAC,il2_DAC,il2ra_DAC,il2rat_DAC,il2rb_DAC,il2rbt_DAC,jak_DAC,lck_DAC,mcl1_DAC,mek_DAC,nfat_DAC,nfkb_DAC,p2_DAC,p27_DAC,pdgfr_DAC,pi3k_DAC,plcg1_DAC,proliferation_DAC,rantes_DAC,ras_DAC,s1p_DAC,sfas_DAC,smad_DAC,socs_DAC,sphk1_DAC,stat3_DAC,tbet_DAC,tcr_DAC,tnf_DAC,tpl2_DAC,tradd_DAC,zap70_DAC,il15_DAC,stimuli_DAC,cd45_DAC,stimuli2_DAC,pdgf_DAC,tax_DAC
attr_207,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,,1.0,0.0,0.0,-1.0,,,-1.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,-1.0,,,0.0,1.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,0.0,0.0,1.0
attr_208,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
attr_209,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0
attr_210,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,0.0,-1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0
attr_211,0.0,1.0,0.0,1.0,1.0,,0.0,,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0
attr_212,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,0.0,,-1.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,0.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
attr_213,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0
attr_214,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,0.0,-1.0,,0.0,-1.0,,,-1.0,,,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,0.0,0.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0
attr_215,0.0,1.0,0.0,1.0,1.0,,0.0,,-1.0,,-1.0,1.0,0.0,0.0,,-1.0,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0
attr_216,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
attr_217,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
attr_218,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,,1.0,0.0,0.0,-1.0,,0.0,-1.0,,-1.0,-1.0,0.0,,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,0.0,1.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
attr_219,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,0.0,1.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
attr_220,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
attr_221,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
attr_222,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,,0.0,-1.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,1.0,1.0,0.0
attr_223,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
attr_224,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,0.0,-1.0,,0.0,-1.0,,,-1.0,,,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,0.0,0.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0
attr_225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
attr_226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
attr_227,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,1.0,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,0.0,-1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
attr_228,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,-1.0,1.0,,1.0,0.0,0.0,-1.0,-1.0,,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,-1.0,,,0.0,0.0,-1.0,-1.0,,0.0,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0
attr_229,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
attr_230,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
attr_231,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,0.0,1.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
attr_232,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
attr_233,,1.0,0.0,1.0,1.0,,,,,0.0,,,,,,,,-1.0,,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,-1.0,,,,0.0,-1.0,-1.0,,,0.0,,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,,-1.0,0.0,,-1.0,0.0,1.0,1.0,0.0,0.0
attr_234,,1.0,0.0,1.0,1.0,,0.0,,,0.0,,,,,,,,-1.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,-1.0,,,,1.0,-1.0,-1.0,,,0.0,,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,,-1.0,0.0,,-1.0,0.0,1.0,0.0,0.0,0.0
attr_235,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
attr_236,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,1.0,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,0.0,-1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
attr_237,0.0,1.0,0.0,1.0,1.0,,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
attr_238,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
attr_239,0.0,1.0,0.0,1.0,1.0,,0.0,,-1.0,,-1.0,1.0,0.0,0.0,,-1.0,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0
attr_240,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
attr_241,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,0.0,0.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
attr_242,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
attr_243,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,1.0,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,0.0,-1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
attr_244,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,1.0,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,0.0,-1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0
attr_245,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,0.0,0.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
attr_246,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
attr_247,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,0.0,0.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0
attr_248,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,,1.0,0.0,0.0,-1.0,,,-1.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,-1.0,,,0.0,1.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,0.0,0.0,1.0
attr_249,0.0,1.0,0.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,,0.0,0.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
attr_250,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,,0.0,-1.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,1.0,1.0,1.0
attr_251,0.0,1.0,0.0,1.0,1.0,,0.0,,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0
attr_252,0.0,1.0,0.0,1.0,1.0,,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,1.0,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,0.0,1.0,0.0
attr_253,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,0.0,-1.0,,,-1.0,,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,-1.0,,,0.0,0.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,1.0,0.0,1.0
attr_254,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,0.0,-1.0,,0.0,-1.0,,,-1.0,,,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,0.0,0.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0
attr_255,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,0.0,,-1.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,0.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
attr_256,0.0,1.0,0.0,1.0,1.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,,0.0,0.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
attr_257,0.0,1.0,0.0,1.0,1.0,,0.0,,-1.0,,-1.0,1.0,0.0,0.0,,-1.0,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0
attr_258,0.0,1.0,0.0,1.0,1.0,,0.0,,,1.0,0.0,1.0,0.0,0.0,-1.0,,0.0,,,-1.0,-1.0,0.0,0.0,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,-1.0,-1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0
attr_259,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,-1.0,1.0,0.0,0.0,-1.0,,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,0.0,0.0,,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
attr_260,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
attr_261,0.0,1.0,0.0,1.0,1.0,,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
attr_262,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,,1.0,0.0,0.0,-1.0,,0.0,-1.0,,-1.0,-1.0,0.0,,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,0.0,1.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,0.0,0.0,1.0
attr_263,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
attr_264,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,0.0,-1.0,,0.0,-1.0,,,-1.0,,,1.0,,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,0.0,0.0,-1.0,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,0.0
attr_265,0.0,1.0,0.0,1.0,1.0,,0.0,,,,-1.0,1.0,0.0,0.0,,,1.0,,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,-1.0,-1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,-1.0,,-1.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
attr_266,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,-1.0,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,,-1.0,0.0,1.0,0.0,1.0,0.0
