BRAF	MAP2K1	activates
ARAF	MAP2K1	activates
MAP2K1	MAPK3	activates
MAP2K1	MAPK1	activates
MAP2K3	MAPK8	activates
MAP2K6	MAPK8	activates
MAP2K7	MAPK9	activates
MAP2K6	MAPK9	activates
MAP2K7	MAPK9	activates
MAP2K4	MAPK9	activates
MAP2K3	MAPK9	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	PAK1	activates
RAC1	PAK1	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	MAP3K1	activates
TAB1	MAP3K7	activates
MAP3K7	CHUK	activates
MAP3K7	IKBKB	activates
CUL2	ELOC	activates
MAPK13	MAPKAPK2	activates
MAPK13	MAPKAPK2	activates
MAPK12	MAPKAPK2	activates
JAK3	STAT3	activates
MAP2K1	MAPK1	activates
DUSP1	MAPK14	inactivates
MAP3K1	MAP2K1	activates
MAP3K1	MAP2K1	activates
MAP3K11	MAP2K7	activates
RPS6KA2	GSK3B	inactivates
RPS6KA1	GSK3B	inactivates
MAP2K3	MAPK11	activates
MAP2K3	MAPK12	activates
MAP2K6	MAPK11	activates
MAP2K6	MAPK12	activates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
MTOR	RPS6KB1	activates
MAP2K4	MAPK11	activates
MAP2K4	MAPK12	activates
DVL2	GSK3B	inactivates
MAPK6	FOS	activates
MAPK1	FOS	activates
PTPN13	FAS	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	activates
DVL2	CTNNB1	activates
DVL2	CTNNB1	activates
AKT1	RAF1	inactivates
MAPK6	MAPKAPK2	activates
MAPK7	MAPKAPK2	activates
MAPK6	MAPKAPK2	activates
MAPK6	RPS6KA1	activates
MAPK6	RPS6KA3	activates
MAPK6	RPS6KA2	activates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
PAK2	MAPK9	activates
XIAP	CASP3	inactivates
DUSP10	MAPK14	inactivates
MAPK6	PTPN7	activates
PTPN7	MAPK1	inactivates
MAPK6	MAPKAPK3	activates
MAPK14	MAPKAPK2	activates
MAPK14	MAPKAPK3	activates
MAPK14	MAPKAPK3	activates
MAPK14	MAPKAPK3	activates
RARB	CTNNB1	activates
RARA	CTNNB1	activates
CASP9	AKT1	inactivates
IQGAP1	CTNNB1	activates
COPS5	JUN	activates
GSK3B	CDH1	inactivates
MAP2K4	RARB	inactivates
MAP2K3	MAPK14	activates
MAP2K4	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK11	activates
MAP2K6	MAPK13	activates
MAP2K3	MAPK13	activates
MAPK11	MAPKAPK3	activates
MAPK11	MAPKAPK2	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK11	RPS6KA5	activates
MAPK11	RPS6KA5	activates
MAP3K1	IKBKB	activates
MAP3K1	IKBKB	activates
MAP3K1	IKBKB	activates
MAP2K6	MAP2K6	inactivates
MAP3K7	MAP2K6	inactivates
MAPK6	RPS6KA5	activates
MAPK7	RPS6KA5	activates
MAPK3	JUN	activates
MAPK1	JUN	activates
IRS1	FYN	activates
NFKBIA	UBE2I	activates
APAF1	CASP9	activates
MAPK1	EGFR	activates
MAPK6	RPS6KB1	activates
CSNK2A1:CSNK2A2:CSNK2B	JUN	inactivates
MAP3K1	MAP2K7	activates
MAP3K3	MAP2K7	activates
MAP3K3	MAP2K7	activates
MAP3K12	MAP2K7	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	PAK2	activates
MAP3K10	MAP2K7	activates
MAPK8	JUN	inactivates
CHUK	CHUK:IKBKB	activates
MAP2K4	MAPK14	inactivates
MAP2K3	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK11	inactivates
MAPK14	EGFR	activates
MAPK14	ERBB2	activates
MAPK14	ERBB2	activates
MAPK14	ERBB2	activates
MAP2K3	MAPK14	inactivates
MAP3K10	MAP2K7	inactivates
MAP2K4	MAP2K4	inactivates
MAP3K11	MAP2K4	inactivates
MAP3K10	MAP2K4	inactivates
MAP3K1	IKBKB	inactivates
MAP3K1	IKBKB	inactivates
MAP3K1	CHUK	inactivates
MAP3K1	CHUK	inactivates
MAP2K6	MAPK14	inactivates
MAP3K10	MAP2K6	activates
MAPK14	MAPKAPK2	inactivates
RB1	ABL1	inactivates
PPM1D	MAPK13	activates
MAPK14	CSNK2A1:CSNK2A2:CSNK2B	activates
MAPK14	CSNK2A1:CSNK2A2:CSNK2B	activates
MAPK14	CSNK2A1:CSNK2A2:CSNK2B	activates
MAP2K4	MAPK9	activates
MAPK9	TP53	activates
MAP3K2	MAP2K7	inactivates
MAP2K4	MAPK8	activates
CHEK1	CDC25A	inactivates
TP53	MDM2	activates
CDC25C	CDK1	activates
ATM	CHEK2	inactivates
CASP3	PRKCD	inactivates
CDKN1A	STAT3	inactivates
CDKN1A	STAT3	inactivates
CDKN1A	STAT3	inactivates
CDKN1A	STAT3	inactivates
CASP3	ATM	inactivates
TAB2	MAP3K7	activates
CASP9	CASP3	activates
MTOR	MTOR:RPTOR	activates
KSR1	MAP2K1	inactivates
RAF1	NFKBIA	inactivates
PRKCA	RAF1	inactivates
SGK1	FOXO3	inactivates
RELA	CSNK2A1:CSNK2A2:CSNK2B:RELA	activates
CSNK2A1:CSNK2A2:CSNK2B:RELA	CSNK2A1:CSNK2A2:CSNK2B	activates
NFKBIA	CSNK2A1:CSNK2A2:CSNK2B	activates
IKBKB	RELA	inactivates
SGK1	BRAF	inactivates
CHUK:IKBKB	RELA	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAPK1	MAPK1	activates
DUSP4	MAPK1	activates
EP300	FOS	inactivates
EP300	FOS	inactivates
PPARG	FOS	inactivates
MAPK12	CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	activates
MAPK11	CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	activates
MAPK13	CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	activates
MAPK1	MAPK1	inactivates
DUSP1	MAPK1	inactivates
MAPK1	MAPK1	inactivates
DUSP1	MAPK1	inactivates
PKN1	AKT1	activates
SGK1	GSK3B	inactivates
PRKACA	GSK3B	inactivates
RPS6KA1	FOS	inactivates
RPS6KA1	FOS	inactivates
RPS6KA1	FOS	inactivates
RPS6KA1	FOS	inactivates
RPS6KA3	FOS	activates
MAPK9	JUN	inactivates
COPS2:COPS5	JUN	inactivates
RAD23A	EP300	inactivates
MAPK8	JUN	inactivates
AKT1	RAC1	inactivates
AKT1	EP300	inactivates
IKBKB	NFKBIA	inactivates
MAP2K7	MAPK8	activates
MAP3K4	MAP2K6	activates
MAPK9	JUN	inactivates
MAP3K11	MAP2K7	inactivates
MAP3K12	MAP2K7	inactivates
MAP2K7	MAPK8	inactivates
MAPK1	MAPK1	inactivates
DUSP7	MAPK1	inactivates
DUSP7	MAPK14	activates
MAPK14	MAPK14	inactivates
DUSP10	MAPK14	inactivates
DUSP16	MAPK14	inactivates
MAP3K20	MAP2K3	inactivates
MAP3K20	MAP2K3	inactivates
MAP3K20	MAP2K3	inactivates
MAP2K6	MAP2K6	inactivates
MAP3K20	MAP2K6	inactivates
MAP2K6	MAP2K6	inactivates
MAP3K20	MAP2K6	inactivates
MAP2K6	MAP2K6	inactivates
MAP3K20	MAP2K6	inactivates
MAP3K20	MAP2K6	inactivates
MAP3K20	MAP2K6	inactivates
PPM1A	MAPK13	inactivates
PPM1A	MAPK14	activates
MAPK12	MAPK14	activates
MAPK14	MAPK14	activates
PPM1A	MAPK14	activates
PPM1A	MAPK13	activates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	activates
RPS6KA5	STAT3	activates
RPS6KA5	STAT3	activates
RPS6KA5	STAT3	activates
MAPK1	RPS6KA5	inactivates
MAPK14	RPS6KA5	inactivates
MAPK11	RPS6KA5	inactivates
MAPK8	RPS6KA1	inactivates
MAPK9	RPS6KA1	inactivates
MAPK8	RPS6KA1	activates
MAPK8	RPS6KA1	activates
MAPK9	RPS6KA1	activates
MAP2K4	MAPK13	activates
MAP2K7	MAPK13	activates
MAP2K7	MAPK13	activates
TAB1	MAPK14	activates
DUSP1	MAPK3	activates
DUSP1	MAPK3	activates
MAPK14	MAPKAPK2	inactivates
MAPK14	MAPKAPK2	inactivates
MAPK14	MAPKAPK2	inactivates
MAPK14	MAPKAPK2	inactivates
MAPK11	MAPKAPK2	inactivates
MAPK12	MAPKAPK2	inactivates
MAPK12	MAPKAPK2	inactivates
MAPK14	RPS6KA5	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	inactivates
JAG1	NOTCH1	activates
HRAS	RAF1	activates
EIF2AK2:PDGFB:PDGFRB	STAT3	inactivates
EIF2AK2:PDGFB:PDGFRB	STAT3	inactivates
