name PC1 PC2
MCF10A_1 -6.2878843219078 -1.32473743448487
MCF10A_2 -4.65908544173138 2.10515396002857
MCF10A_3 -5.44471984329326 -1.70814065120174
MCF10A_4 -5.42807192878258 2.68877347522437
MDAMB231_1 4.79428296207868 -3.11247396575069
MDAMB231_2 5.87895058396819 2.18647926764482
MDAMB231_3 4.3457275259304 -2.27035895846571
MDAMB231_4 6.80080046373774 1.43530430700525
