ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
MO000022228	MKK7(h){p}	4.6383247	13	16350	0.56580955	0.002	1.667567	19	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022227	MKK7(h)	4.4996476	13	27108	0.6317499	0.001	1.4127272	24	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000035654	NFATc1A-alpha(h):JNK1(h)	5.374617	13	8943	0.4972148	0.005	1.7133505	26	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022232	DLK(h)	6.074587	13	8232	0.4261064	0.012	1.9197949	33	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000167329	Laforin(h)	5.1429777	13	12729	0.4659806	0.033	1.6338606	35	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022168	MLK2(h)	6.058393	13	8748	0.42589194	0.019	1.8720484	36	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022211	MKK6(h)	5.452698	13	21726	0.5285451	0.01	1.3730251	37	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000059471	PKCdelta-xbb1(h)	6.69106	13	26615	0.4750759	0.043	1.5219144	38	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022210	p38delta(h)	5.1725273	13	34908	0.5942829	0.013	1.2603648	39	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022229	JNK1(h){p}	6.2694244	13	25087	0.52595466	0.028	1.2890341	43	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
MO000022217	MKK3(h){p}	6.663689	13	18003	0.49417514	0.026	1.3673487	45	["MO000013123","MO000019469","MO000019548","MO000019613","MO000027279","MO000056483","MO000056623","MO000057270","MO000057556","MO000058322","MO000078237","MO000078241","MO000165730"]	["STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)"]
