"SUID","consensus_direction","consensus_inhibition","consensus_stimulation","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","source","sources","target"
"24829","1","0","1","interacts with","1","0","1","STAT1 (interacts with) JAK2","21239533;21239533","false","interacts with","STAT1 (interacts with) JAK2","P42224","PAZAR;trrust","O60674"
"24831","1","0","1","interacts with","1","0","1","STAT1 (interacts with) LAP3","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) LAP3","P42224","ARACNe-GTEx;PAZAR;oreganno","P28838"
"24833","1","0","1","interacts with","1","0","1","STAT1 (interacts with) HDAC7","22951020;22951020","false","interacts with","STAT1 (interacts with) HDAC7","P42224","PAZAR;oreganno","Q8WUI4"
"24835","1","1","0","interacts with","1","1","0","STAT1 (interacts with) IFNG","18616672;15055356;18616672;15055356;18616672;15055356","false","interacts with","STAT1 (interacts with) IFNG","P42224","kegg;tred_via_RegNetwork;trrust","P01579"
"24837","1","0","1","interacts with","1","0","1","STAT1 (interacts with) VPS33B","22951020;22951020","false","interacts with","STAT1 (interacts with) VPS33B","P42224","PAZAR;oreganno","Q9H267"
"24839","1","1","0","interacts with","1","1","0","STAT1 (interacts with) MMP13","17179173;17179173","false","interacts with","STAT1 (interacts with) MMP13","P42224","PAZAR;trrust","P45452"
"24841","1","0","1","interacts with","1","0","1","STAT1 (interacts with) NMI","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) NMI","P42224","ARACNe-GTEx;PAZAR;oreganno","Q13287"
"24843","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IL10","20709027;20709027","false","interacts with","STAT1 (interacts with) IL10","P42224","oreganno;trrust","P22301"
"24844","1","0","1","interacts with","1","0","1","STAT1 (interacts with) BCL6","15596057;15596057;15596057;15596057","false","interacts with","STAT1 (interacts with) BCL6","P42224","PAZAR;ReMap;tfact;tred_via_RegNetwork","P41182"
"24846","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CIITA","11397960;10202014;9916712;9491997;11464288;12847226;11397960;10202014;9916712;9491997;11464288;12847226;11397960;10202014;9916712;9491997;11464288;12847226;11397960;10202014;9916712;9491997;11464288;12847226;11397960;10202014;9916712;9491997;11464288;12847226;11397960;10202014;9916712;9491997;11464288;12847226;11397960;10202014;9916712;9491997;11464288;12847226","false","interacts with","STAT1 (interacts with) CIITA","P42224","PAZAR;ReMap;fantom4;kegg;oreganno;tred_via_RegNetwork;trrust","P33076"
"24848","1","1","0","interacts with","1","1","0","STAT1 (interacts with) FCGRT","18566411;18566411","false","interacts with","STAT1 (interacts with) FCGRT","P42224","HTRIdb;trrust","P55899"
"24849","1","0","1","interacts with","1","0","1","STAT1 (interacts with) MUC1","22951020;11084045;17151127;22951020;11084045;17151127;22951020;11084045;17151127;22951020;11084045;17151127;22951020;11084045;17151127;22951020;11084045;17151127","false","interacts with","STAT1 (interacts with) MUC1","P42224","PAZAR;hocomoco_v11;oreganno;tfact;tred_via_RegNetwork;trrust","P15941"
"24850","0","0","0","interacts with","1","0","1","STAT3 (interacts with) STAT1","22693070;22693070","false","interacts with","STAT3 (interacts with) STAT1","P40763","ARACNe-GTEx;trrust","P42224"
"24852","1","0","1","interacts with","1","0","1","STAT1 (interacts with) KIF2A","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) KIF2A","P42224","ARACNe-GTEx;PAZAR;oreganno","O00139"
"24853","1","1","0","interacts with","1","1","0","STAT1 (interacts with) IFNB1","19096445;19096445","false","interacts with","STAT1 (interacts with) IFNB1","P42224","PAZAR;trrust","P01574"
"24854","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IRF8","19074829;16918696;19074829;16918696;19074829;16918696","false","interacts with","STAT1 (interacts with) IRF8","P42224","PAZAR;hocomoco_v11;trrust","Q02556"
"24855","1","0","1","interacts with","1","0","1","STAT1 (interacts with) ICAM1","9990314;12651068;7957928;22951020;9888295;9990314;12651068;7957928;22951020;9888295;9990314;12651068;7957928;22951020;9888295;9990314;12651068;7957928;22951020;9888295;9990314;12651068;7957928;22951020;9888295;9990314;12651068;7957928;22951020;9888295;9990314;12651068;7957928;22951020;9888295","false","interacts with","STAT1 (interacts with) ICAM1","P42224","HTRIdb;PAZAR;hocomoco_v11;jaspar_v2018;oreganno;tred_via_RegNetwork;trrust","P05362"
"24857","1","1","0","interacts with","1","1","0","STAT1 (interacts with) IL6","18616672;18616672","false","interacts with","STAT1 (interacts with) IL6","P42224","PAZAR;trrust","P05231"
"24859","1","1","0","interacts with","1","1","0","STAT1 (interacts with) MMP9","19965686;19965686","false","interacts with","STAT1 (interacts with) MMP9","P42224","ReMap;trrust","P14780"
"24861","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CSF1","15624698;22951020;15624698;22951020;15624698;22951020;15624698;22951020","false","interacts with","STAT1 (interacts with) CSF1","P42224","HTRIdb;PAZAR;oreganno;tred_via_RegNetwork","P09603"
"24863","1","0","1","interacts with","1","0","1","STAT1 (interacts with) CCL2","12388243;9558097;17167270;12488502;12388243;9558097;17167270;12488502;12388243;9558097;17167270;12488502;12388243;9558097;17167270;12488502;12388243;9558097;17167270;12488502;12388243;9558097;17167270;12488502;12388243;9558097;17167270;12488502","false","interacts with","STAT1 (interacts with) CCL2","P42224","PAZAR;ReMap;hocomoco_v11;oreganno;tfact;tred_via_RegNetwork;trrust","P13500"
"24865","1","1","0","interacts with","1","1","0","STAT1 (interacts with) HSP90AA1","12940076;12940076","false","interacts with","STAT1 (interacts with) HSP90AA1","P42224","PAZAR;trrust","P07900"
"24866","1","0","1","interacts with","1","0","1","STAT1 (interacts with) FBXO5","22951020;22951020","false","interacts with","STAT1 (interacts with) FBXO5","P42224","PAZAR;oreganno","Q9UKT4"
"24867","1","0","1","interacts with","1","0","1","STAT1 (interacts with) PPARA","24242046;24242046","false","interacts with","STAT1 (interacts with) PPARA","P42224","PAZAR;trrust","Q07869"
"24869","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IRF7","22951020;10924517;16628196;22951020;10924517;16628196;22951020;10924517;16628196;22951020;10924517;16628196;22951020;10924517;16628196;22951020;10924517;16628196;22951020;10924517;16628196","false","interacts with","STAT1 (interacts with) IRF7","P42224","PAZAR;fantom4;hocomoco_v11;jaspar_v2018;oreganno;tred_via_RegNetwork;trrust","Q92985"
"24871","1","0","1","interacts with","1","0","1","STAT1 (interacts with) STAT2","16918696;21498520;16918696;21498520;16918696","false","interacts with","STAT1 (interacts with) STAT2","P42224","ARACNe-GTEx;PAZAR;trrust","P52630"
"24873","1","0","1","interacts with","1","0","1","STAT1 (interacts with) IFI35","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) IFI35","P42224","ARACNe-GTEx;PAZAR;oreganno","P80217"
"24875","1","0","1","interacts with","1","0","1","STAT1 (interacts with) BRD8","22951020;22951020;22951020","false","interacts with","STAT1 (interacts with) BRD8","P42224","PAZAR;hocomoco_v11;oreganno","Q9H0E9"
"24877","1","0","1","interacts with","1","0","1","MYC (interacts with) EIF4B","12747840;12747840;12747840","false","interacts with","MYC (interacts with) EIF4B","P01106","HTRIdb;tfact;tred_via_RegNetwork","P23588"
"24879","1","1","0","interacts with","1","1","0","TP53 (interacts with) PIAS3","11877452;11877452","false","interacts with","TP53 (interacts with) PIAS3","P04637","tred_via_RegNetwork;trrust","Q9Y6X2"
"24881","1","0","1","interacts with","1","0","1","FOXO3 (interacts with) FASLG","11756562;12913110;11756562;12913110;11756562;12913110;11756562;12913110","false","interacts with","FOXO3 (interacts with) FASLG","O43524","IntAct;TFe;kegg;trrust","P48023"
"24882","1","0","1","interacts with","1","0","1","MYC (interacts with) FASLG","12655294;14519204;12655294;14519204;12655294;14519204","false","interacts with","MYC (interacts with) FASLG","P01106","tfact;tred_via_RegNetwork;trrust","P48023"
"24884","1","1","0","interacts with","1","1","0","EGR2 (interacts with) FASLG","19651900;19651900","false","interacts with","EGR2 (interacts with) FASLG","P11161","kegg;trrust","P48023"
"24885","1","0","1","interacts with","1","0","1","CEBPB (interacts with) FASLG","12496392;12496392;12496392;12496392","false","interacts with","CEBPB (interacts with) FASLG","P17676","HTRIdb;jaspar_v2018;oreganno;trrust","P48023"
"24886","1","0","1","interacts with","1","0","1","NFKB1 (interacts with) FASLG","12655294;16770006;12655294;16770006","false","interacts with","NFKB1 (interacts with) FASLG","P19838","IntAct;trrust","P48023"
"24887","1","0","1","interacts with","1","0","1","SP1 (interacts with) FASLG","12655294;11970950;12655294;11970950","false","interacts with","SP1 (interacts with) FASLG","P08047","HTRIdb;trrust","P48023"
"24889","1","0","1","interacts with","1","0","1","EGR1 (interacts with) SLC4A2","22228178;22228178","false","interacts with","EGR1 (interacts with) SLC4A2","P18146","PAZAR;trrust","P04920"
"24891","1","0","1","interacts with","1","0","1","SP3 (interacts with) ITGAD","10722744;10722744;10722744","false","interacts with","SP3 (interacts with) ITGAD","Q02447","tred_via_RegNetwork;trrd_via_tfact;trrust","Q13349"
"24893","1","0","1","interacts with","1","0","1","SP3 (interacts with) SLC19A3","15217784;15217784","false","interacts with","SP3 (interacts with) SLC19A3","Q02447","jaspar_v2018;trrust","Q9BZV2"
"24894","1","0","1","interacts with","1","0","1","SP3 (interacts with) KLK3","15708372;15708372;15708372","false","interacts with","SP3 (interacts with) KLK3","Q02447","HTRIdb;tred_via_RegNetwork;trrust","P07288"
"24896","1","0","1","interacts with","1","0","1","SP3 (interacts with) UTRN","11237613;11237613;11237613","false","interacts with","SP3 (interacts with) UTRN","Q02447","ARACNe-GTEx;tred_via_RegNetwork;trrust","P46939"
"24898","1","1","0","interacts with","1","1","0","SP3 (interacts with) LOR","12200429;12200429","false","interacts with","SP3 (interacts with) LOR","Q02447","tred_via_RegNetwork;trrust","P23490"
"24899","1","0","1","interacts with","1","0","1","SP3 (interacts with) CDKN1A","10649433;7499379;12434298;10649433;7499379;12434298;10649433;7499379;12434298","false","interacts with","SP3 (interacts with) CDKN1A","Q02447","HTRIdb;tred_via_RegNetwork;trrust","P38936"
"24900","1","0","1","interacts with","1","0","1","MYB (interacts with) SP3","18342022;18342022","false","interacts with","MYB (interacts with) SP3","P10242","tfact;trrust","Q02447"
"24901","1","0","1","interacts with","1","0","1","SP3 (interacts with) CD2AP","21604172;21604172","false","interacts with","SP3 (interacts with) CD2AP","Q02447","ARACNe-GTEx;trrust","Q9Y5K6"
"24902","1","0","1","interacts with","1","0","1","SP3 (interacts with) MYCN","14567977;14567977","false","interacts with","SP3 (interacts with) MYCN","Q02447","tred_via_RegNetwork;trrust","P04198"
"24904","1","0","1","interacts with","1","0","1","SP3 (interacts with) COL2A1","12888570;12888570","false","interacts with","SP3 (interacts with) COL2A1","Q02447","tred_via_RegNetwork;trrust","P02458"
"24906","1","0","1","interacts with","1","0","1","SP3 (interacts with) F2","12911579;12911579","false","interacts with","SP3 (interacts with) F2","Q02447","tfact;tred_via_RegNetwork","P00734"
"24908","1","0","1","interacts with","1","0","1","NFYA (interacts with) SP3","16024108;16024108","false","interacts with","NFYA (interacts with) SP3","P23511","oreganno;trrust","Q02447"
"24910","1","0","1","interacts with","1","0","1","SP3 (interacts with) HSD17B2","16807381;18270252;16807381;18270252","false","interacts with","SP3 (interacts with) HSD17B2","Q02447","HTRIdb;trrust","P37059"
"24911","0","0","0","interacts with","1","1","0","MYC (interacts with) SP3","11085504;18342022","false","interacts with","MYC (interacts with) SP3","P01106","tfact","Q02447"
"24913","1","0","1","interacts with","1","0","1","SP3 (interacts with) CD97","18329191;18329191","false","interacts with","SP3 (interacts with) CD97","Q02447","HTRIdb;trrust","P48960"
"24915","1","0","1","interacts with","1","0","1","SP3 (interacts with) CYP27A1","11867220;11867220","false","interacts with","SP3 (interacts with) CYP27A1","Q02447","tred_via_RegNetwork;trrust","Q02318"
"24917","1","0","1","interacts with","1","0","1","SP3 (interacts with) LCAT","9610763;9610763;9610763;9610763","false","interacts with","SP3 (interacts with) LCAT","Q02447","HTRIdb;oreganno;tred_via_RegNetwork;trrust","P04180"
"24918","1","0","1","interacts with","1","0","1","SP3 (interacts with) KDR","16574784;16678129;16574784;16678129","false","interacts with","SP3 (interacts with) KDR","Q02447","HTRIdb;trrust","P35968"
"24919","1","0","1","interacts with","1","0","1","SP3 (interacts with) OPRM1","11675004;11675004;11675004","false","interacts with","SP3 (interacts with) OPRM1","Q02447","HTRIdb;tred_via_RegNetwork;trrust","P35372"
"24920","1","0","1","interacts with","1","0","1","FOS (interacts with) SP3","18342022;18342022","false","interacts with","FOS (interacts with) SP3","P01100","PAZAR;tfact","Q02447"
"24922","1","0","1","interacts with","1","0","1","SP3 (interacts with) PADI1","17851584;17851584","false","interacts with","SP3 (interacts with) PADI1","Q02447","HTRIdb;trrust","Q9ULC6"
"24924","1","0","1","interacts with","1","0","1","SP3 (interacts with) CTSL","11742542;11742542;11742542","false","interacts with","SP3 (interacts with) CTSL","Q02447","HTRIdb;tred_via_RegNetwork;trrust","P07711"
"24926","1","1","0","interacts with","1","1","0","SP3 (interacts with) EAPP","18588995;18588995","false","interacts with","SP3 (interacts with) EAPP","Q02447","HTRIdb;trrust","Q56P03"
"24928","1","0","1","interacts with","1","0","1","SP3 (interacts with) RORA","14742449;14742449","false","interacts with","SP3 (interacts with) RORA","Q02447","tred_via_RegNetwork;trrust","P35398"
"24930","1","0","1","interacts with","1","0","1","SP3 (interacts with) DNASE2","12694199;12694199","false","interacts with","SP3 (interacts with) DNASE2","Q02447","tred_via_RegNetwork;trrust","O00115"
"24932","1","0","1","interacts with","1","0","1","SP3 (interacts with) NOS3","14555463;12759366;14555463;12759366;14555463;12759366;14555463;12759366","false","interacts with","SP3 (interacts with) NOS3","Q02447","HTRIdb;tred_via_RegNetwork;trrd_via_tfact;trrust","P29474"
"24934","1","0","1","interacts with","1","0","1","SP3 (interacts with) CYP17A1","11463853;11463853;11463853;11463853;11463853","false","interacts with","SP3 (interacts with) CYP17A1","Q02447","NFIRegulomeDB;PAZAR;tred_via_RegNetwork;trrd_via_tfact;trrust","P05093"
"24935","1","1","0","interacts with","1","1","0","SP3 (interacts with) ABCA1","15922656;15922656;15922656","false","interacts with","SP3 (interacts with) ABCA1","Q02447","tred_via_RegNetwork;trrd_via_tfact;trrust","O95477"
"24937","1","1","0","interacts with","1","1","0","SP3 (interacts with) ETF1","14563555;14563555","false","interacts with","SP3 (interacts with) ETF1","Q02447","tred_via_RegNetwork;trrust","P62495"
"24939","1","0","1","interacts with","1","0","1","SP3 (interacts with) ALPL","11073119;11073119;11073119","false","interacts with","SP3 (interacts with) ALPL","Q02447","HTRIdb;hocomoco_v11;trrust","P05186"
"24941","1","0","1","interacts with","1","0","1","SP3 (interacts with) LTC4S","10919991;10919991;10919991;10919991","false","interacts with","SP3 (interacts with) LTC4S","Q02447","HTRIdb;tred_via_RegNetwork;trrd_via_tfact;trrust","Q16873"
"24943","1","0","1","interacts with","1","0","1","SP3 (interacts with) NOX4","21235713;21235713","false","interacts with","SP3 (interacts with) NOX4","Q02447","HTRIdb;trrust","Q9NPH5"
"24944","1","0","1","interacts with","1","0","1","SP1 (interacts with) SP3","16024108;16024108;16024108","false","interacts with","SP1 (interacts with) SP3","P08047","ARACNe-GTEx;oreganno;trrust","Q02447"
"24946","1","0","1","interacts with","1","0","1","SP3 (interacts with) IGFBP3","12200149;12200149","false","interacts with","SP3 (interacts with) IGFBP3","Q02447","tred_via_RegNetwork;trrust","P17936"
"24948","1","1","0","interacts with","1","1","0","HES1 (interacts with) ASCL1","9144241;21573214;11054669;9144241;21573214;11054669;9144241;21573214;11054669","false","interacts with","HES1 (interacts with) ASCL1","Q14469","HTRIdb;jaspar_v2018;trrust","P50553"
"24949","1","1","0","interacts with","1","1","0","ASCL1 (interacts with) PCSK6","11736660;11736660;11736660","false","interacts with","ASCL1 (interacts with) PCSK6","P50553","HTRIdb;ReMap;trrust","P29122"
