"SUID","interaction","name","selected","shared interaction","shared name","Strength"
"74354","pos_interaction","PPM1D_interaction_FOXM1","true","pos_interaction","PPM1D_interaction_FOXM1","0.8243424084324367"
"74353","neg_interaction","PPM1D_interaction_ETV5","true","neg_interaction","PPM1D_interaction_ETV5","-0.8176195417571678"
"74356","pos_interaction","PPM1D_interaction_JUN","true","pos_interaction","PPM1D_interaction_JUN","0.8018409770887712"
"74355","pos_interaction","PPM1D_interaction_HDAC2","true","pos_interaction","PPM1D_interaction_HDAC2","0.726514407479927"
"74358","pos_interaction","PPM1D_interaction_LYN","true","pos_interaction","PPM1D_interaction_LYN","0.9973095131078299"
"74357","neg_interaction","PPM1D_interaction_JUNB","true","neg_interaction","PPM1D_interaction_JUNB","-0.7117013810860794"
"74366","pos_interaction","PRKCA_interaction_FOXM1","true","pos_interaction","PRKCA_interaction_FOXM1","0.8263964792493338"
"74365","neg_interaction","PRKCA_interaction_ETV5","true","neg_interaction","PRKCA_interaction_ETV5","-0.8193371987083173"
"74368","pos_interaction","PRKCA_interaction_JUN","true","pos_interaction","PRKCA_interaction_JUN","0.7983293182421258"
"74367","pos_interaction","PRKCA_interaction_HDAC2","true","pos_interaction","PRKCA_interaction_HDAC2","0.7357828204052289"
"74370","pos_interaction","PRKCA_interaction_LYN","true","pos_interaction","PRKCA_interaction_LYN","0.9896714309735994"
"74369","neg_interaction","PRKCA_interaction_JUNB","true","neg_interaction","PRKCA_interaction_JUNB","-0.7213776035468118"
"74375","pos_interaction","PRKCA_interaction_PPM1D","true","pos_interaction","PRKCA_interaction_PPM1D","0.9970694360632261"
"74378","pos_interaction","PSEN1_interaction_ETV5","true","pos_interaction","PSEN1_interaction_ETV5","0.8023296588438018"
"74380","neg_interaction","PSEN1_interaction_HDAC2","true","neg_interaction","PSEN1_interaction_HDAC2","-0.7027160667336398"
"74379","neg_interaction","PSEN1_interaction_FOXM1","true","neg_interaction","PSEN1_interaction_FOXM1","-0.8088276146043115"
"74382","pos_interaction","PSEN1_interaction_JUNB","true","pos_interaction","PSEN1_interaction_JUNB","0.6873615933877333"
"74381","neg_interaction","PSEN1_interaction_JUN","true","neg_interaction","PSEN1_interaction_JUN","-0.7915353972212837"
"74383","neg_interaction","PSEN1_interaction_LYN","true","neg_interaction","PSEN1_interaction_LYN","-0.9995817563891563"
"74390","neg_interaction","PSEN1_interaction_PRKCA","true","neg_interaction","PSEN1_interaction_PRKCA","-0.9881282228379599"
"74389","neg_interaction","PSEN1_interaction_PPM1D","true","neg_interaction","PSEN1_interaction_PPM1D","-0.9969287627135172"
"74261","neg_interaction","FOXM1_interaction_ETV5","true","neg_interaction","FOXM1_interaction_ETV5","-0.9999148104520751"
"74393","neg_interaction","PTK2_interaction_CDK5","true","neg_interaction","PTK2_interaction_CDK5","-0.9087733572758991"
"74396","neg_interaction","PTK2_interaction_GORASP1","true","neg_interaction","PTK2_interaction_GORASP1","-0.8379088785004053"
"74398","neg_interaction","PTK2_interaction_JUNB","true","neg_interaction","PTK2_interaction_JUNB","-0.652148283891306"
"74270","neg_interaction","HDAC2_interaction_CDK5","true","neg_interaction","HDAC2_interaction_CDK5","-0.6581522220192948"
"74397","neg_interaction","PTK2_interaction_IL4R","true","neg_interaction","PTK2_interaction_IL4R","-0.897362169725497"
"74272","pos_interaction","HDAC2_interaction_FOXM1","true","pos_interaction","HDAC2_interaction_FOXM1","0.9853109834706106"
"74271","neg_interaction","HDAC2_interaction_ETV5","true","neg_interaction","HDAC2_interaction_ETV5","-0.9865580854131152"
"74399","pos_interaction","PTK2_interaction_KLHL12","true","pos_interaction","PTK2_interaction_KLHL12","0.8241144761918938"
"74402","neg_interaction","RAD21_interaction_ETV5","true","neg_interaction","RAD21_interaction_ETV5","-0.9769318118169457"
"74273","neg_interaction","HDAC2_interaction_GORASP1","true","neg_interaction","HDAC2_interaction_GORASP1","-0.6559143950347962"
"74401","neg_interaction","RAD21_interaction_CDK5","true","neg_interaction","RAD21_interaction_CDK5","-0.6933744016527392"
"74404","neg_interaction","RAD21_interaction_GORASP1","true","neg_interaction","RAD21_interaction_GORASP1","-0.6863828979247459"
"74403","pos_interaction","RAD21_interaction_FOXM1","true","pos_interaction","RAD21_interaction_FOXM1","0.9756771724446418"
"74278","pos_interaction","IL4R_interaction_GORASP1","true","pos_interaction","IL4R_interaction_GORASP1","0.9923556703317417"
"74406","neg_interaction","RAD21_interaction_IL4R","true","neg_interaction","RAD21_interaction_IL4R","-0.7236546593429158"
"74405","pos_interaction","RAD21_interaction_HDAC2","true","pos_interaction","RAD21_interaction_HDAC2","0.9983404242175579"
"74277","pos_interaction","IL4R_interaction_CDK5","true","pos_interaction","IL4R_interaction_CDK5","0.6612410229313621"
