name apoptosis bid caspase ceramide disc fas fasl fast gpcr gzmb iap ifngt nfkb pdgfr pi3k s1p sphk1 tpl2 tradd
attr_415 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_417 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_421 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_422 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_423 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_424 1 1 1 X X 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_425 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_426 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_427 1 1 1 1 1 1 1 1 0 X 0 X 1 0 X 0 0 X 0
attr_428 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_431 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_432 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_433 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_434 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_435 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_436 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_437 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_438 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_439 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_443 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_444 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_445 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_446 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0
attr_447 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_448 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_449 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_450 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_451 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_452 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_453 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_455 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_456 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_457 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_458 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_459 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_461 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_463 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_464 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_466 1 1 1 X X 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_467 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_468 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_469 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_470 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_472 1 1 1 X X 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_474 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0
attr_476 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_477 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_478 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_479 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_480 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_481 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_483 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_485 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_486 1 1 1 X X 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_487 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_488 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_489 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_490 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_491 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0
attr_492 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_493 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_495 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_496 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_497 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_498 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_499 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_501 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_503 1 1 1 X X 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_504 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_506 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_509 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_510 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_511 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0
attr_512 X X X X X X X X 0 0 X X X 0 X 0 0 0 0
attr_513 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_514 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0
attr_515 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_516 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_517 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_518 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_519 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_520 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0
attr_521 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_522 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_523 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_524 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_525 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_526 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_527 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0
attr_528 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_529 1 1 1 X 1 1 1 1 X 0 0 1 1 1 1 X 1 1 0
attr_530 1 1 1 X 1 1 1 1 X 1 0 1 1 1 1 X 1 1 0
attr_531 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_533 X X X X X X X X 0 0 X X X 0 X 0 0 0 0
attr_535 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_536 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_537 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0
attr_538 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_539 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_540 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0
attr_542 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_544 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_546 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_547 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_548 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_551 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_552 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_553 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_554 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0
attr_556 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_557 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_558 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_559 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_561 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_563 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_564 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_565 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_568 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_569 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_570 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_571 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_572 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0
attr_573 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_574 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_575 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_576 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_577 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_578 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_579 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_580 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_581 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_582 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0
attr_583 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_585 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_586 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_587 1 1 1 0 X 1 1 1 1 1 0 1 1 1 1 1 1 1 0
attr_588 X X X X X X X X 0 X X X X 0 X 0 0 X 0
attr_589 X X X X X X X X 0 0 X X X 0 X 0 0 X 0
attr_590 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_591 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_592 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_593 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_594 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_595 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_596 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_597 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_598 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_599 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_600 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_601 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_602 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_603 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_604 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_605 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_606 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_607 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_608 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_609 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_610 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_611 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_612 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_613 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_614 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_615 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_616 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_617 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_618 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_619 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_620 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_621 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_622 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_623 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_624 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_625 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_626 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_627 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_628 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_629 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_630 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_631 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_632 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_633 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_634 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_635 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_636 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_637 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_638 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_639 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_640 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_641 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_642 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_643 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_644 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_645 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_646 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_647 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_648 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_649 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_650 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_651 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_652 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_653 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_654 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_655 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_656 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_657 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_658 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_659 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_660 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_661 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_662 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_663 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_664 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_665 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_666 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_667 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_668 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_669 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_670 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_671 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_672 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_673 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_674 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_675 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_676 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_677 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_678 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_679 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_680 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_681 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_682 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_683 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_684 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_685 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_686 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_687 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_688 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_689 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_690 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_691 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_692 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_693 0 0 0 0 0 X 1 1 X 1 1 1 1 X 1 X X 1 0
attr_694 0 0 0 0 0 X 1 1 X 1 1 1 1 X 1 X X 1 0
attr_695 0 0 0 0 0 X 1 1 X 1 1 1 1 X 1 X X 1 0
attr_696 0 0 0 0 0 X 1 1 X 1 1 1 1 X 1 X X 1 0
attr_697 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_698 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_699 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_700 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_701 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_702 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_703 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_704 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_705 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_706 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_707 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_708 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_709 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_710 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_711 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_712 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_713 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_714 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_715 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_716 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_717 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_718 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_719 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_720 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_721 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_722 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_723 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_724 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_725 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_726 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_727 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_728 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_729 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_730 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_731 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_732 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_733 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_734 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_735 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_736 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_737 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_738 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_739 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_740 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_741 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_742 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_743 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_744 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_745 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_746 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_747 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_748 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_749 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_750 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_751 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_752 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_753 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_754 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_755 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_756 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_757 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_758 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_759 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_760 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_761 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_762 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_763 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_764 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_765 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_766 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_767 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_768 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_769 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_770 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_771 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_772 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_773 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_774 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_775 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_776 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_777 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_778 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_779 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_780 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_781 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_782 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_783 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_784 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_785 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_786 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_787 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_788 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
attr_789 X X X 0 X X 1 1 1 0 X 1 1 1 1 1 1 1 0
