ID	Ensembl ID
MO000000127	ENSG00000177479
MO000000286	ENSG00000177479
MO000000294	ENSG00000177479
MO000021539	ENSG00000177479
MO000021841	ENSG00000177479
MO000042604	ENSG00000177479
MO000042605	ENSG00000177479
MO000042606	ENSG00000177479
MO000044091	ENSG00000177479
MO000044133	ENSG00000177479
MO000044154	ENSG00000177479
MO000134727	ENSG00000177479
MO000147185	ENSG00000177479
MO000147186	ENSG00000177479
MO000163620	ENSG00000177479
MO000163633	ENSG00000177479
MO000163761	ENSG00000177479
MO000163770	ENSG00000177479
MO000163801	ENSG00000177479
MO000163959	ENSG00000177479
MO000164220	ENSG00000177479
MO000164235	ENSG00000177479
MO000164256	ENSG00000177479
MO000164428	ENSG00000177479
MO000189049	ENSG00000177479
MO000189065	ENSG00000177479
MO000189263	ENSG00000177479
MO000189296	ENSG00000177479
MO000189334	ENSG00000177479
MO000189367	ENSG00000177479
MO000189394	ENSG00000177479
MO000189500	ENSG00000177479
MO000189537	ENSG00000177479
MO000189570	ENSG00000177479
MO000189596	ENSG00000177479
MO000325415	ENSG00000177479
MO000325416	ENSG00000177479
MO000325417	ENSG00000177479
MO000325418	ENSG00000177479
MO000325423	ENSG00000177479
MO000325424	ENSG00000177479
MO000325425	ENSG00000177479
MO000325427	ENSG00000177479
MO000325428	ENSG00000177479
MO000325443	ENSG00000177479
MO000432612	ENSG00000177479
MO000434361	ENSG00000177479
MO000443535	ENSG00000177479
MO000446419	ENSG00000177479
MO000453667	ENSG00000177479
MO000480943	ENSG00000177479
MO000482336	ENSG00000177479
MO000482454	ENSG00000177479
MO000520903	ENSG00000177479
MO000524276	ENSG00000177479
MO000534940	ENSG00000177479
MO000534987	ENSG00000177479
MO000534988	ENSG00000177479
MO000534989	ENSG00000177479
MO000534990	ENSG00000177479
MO000536516	ENSG00000177479
MO000537749	ENSG00000177479
MO000540325	ENSG00000177479
