ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ABI1	-1.3400863739816	1123.97927899088	0.0948932017951004	-4.45054000935264	8.56546334848138E-6	3.4972339613512E-5
ABL1	-1.54192833347652	1565.17238677337	0.146110327309644	-4.27578066524217	1.90468675578952E-5	7.29913302350481E-5
ACTB	-1.20770197488918	85190.7933510299	0.520696700049515	-0.522884981047235	0.601054296819962	0.682100288161167
ADAM12	-6.09468830281122	114.946068196904	0.731872942302839	-3.56284853432738	3.66852366326661E-4	0.00107557213715375
AKT1	1.05545202653792	2078.00949626736	0.156065840714419	0.498898445679511	0.617850929099743	0.697701145144624
ANK3	-23.3082296773824	139.626855374384	0.404877489597942	-11.2201039664244	3.24888273295451E-29	1.09972455248364E-27
ANXA6	3.74024461401566	2348.03359549682	0.21690939966685	8.77385963520001	1.7264441102317E-18	3.146049702347E-17
APOL1	31.5138816541933	199.117183093998	0.533577800758847	9.3293153387352	1.06556988383628E-20	2.25708384143238E-19
APP	-1.43588430203708	9397.53271806045	0.25554724385551	-2.04243841265398	0.0411080626958604	0.0714633621228867
ARHGAP1	-2.12217505056277	1217.32692249568	0.109405630001734	-9.92219197359622	3.3335358650425E-23	8.32037083082831E-22
ATN1	-1.93878989773531	3082.05877412888	0.181093039957425	-5.27439635752878	1.33193764659275E-7	7.4327414740982E-7
ATXN1	-1.41779648657108	484.272770759898	0.293283158811749	-1.7172839451837	0.0859273040123399	0.135502657886939
BAIAP2	1.18298344393692	787.770953802862	0.117569003046985	2.06202210415246	0.0392056315766436	0.0685459305831144
BCAR1	-1.05215247988197	1154.33877249906	0.16457105251038	-0.445666456491469	0.655838198066851	0.731769252877805
BGN	-603.333945104363	1888.91643085899	0.346572275186778	-26.6519095883882	1.70076323361177E-156	2.62661621890918E-153
BMP4	1.83879128466731	363.661780803529	0.259056579092097	3.39214597988946	6.93474827157743E-4	0.00191332771092763
BNIP2	-1.79079565177162	1256.89730832873	0.163078168671426	-5.1545876876152	2.54189594692409E-7	1.35600709949254E-6
CALM1	1.5241440016802	3663.47985174651	0.385882357686782	1.57560770403764	0.115116239565904	0.173425331037281
CAPN1	-1.19232145658276	2231.82469391107	0.151942533357964	-1.67019228484338	0.0948813259764011	0.147213208895948
CASK	1.60020129163399	850.158884440518	0.211129456789915	3.21250007239736	0.00131585115328693	0.00339685353089428
CASP3	-1.62967113344735	535.702566964686	0.361788575616135	-1.9474933881662	0.051475611668652	0.0869777327907817
CASP6	-1.00635596888238	169.619616339261	0.371142545254752	-0.0246285599851734	0.980351238631424	0.985776800951513
CASP7	1.28529042684426	404.63222404292	0.135539836190349	2.67149792079569	0.00755135403107807	0.0162002047324135
CASP8	1.30590979391549	349.773802792551	0.169736644191874	2.26854517829998	0.0232959986593555	0.0435500171639185
CAV1	-1.99461552180703	16653.289549821	0.482693634549965	-2.0636499238201	0.0390509204672298	0.068358475824968
CD14	1.31657020142866	102.351710480946	0.815187091763768	0.486740349585416	0.626442347097917	0.705468525967985
CD44	-1.22115155217707	9443.35037319801	0.146123295696168	-1.9725962045014	0.0485415857879976	0.0825053366915271
CD55	7.06376691561833	1831.78930322843	0.153933834255971	18.3224029501871	5.48372314991421E-75	1.11067868060967E-72
CDK1	4.03124745180969	959.784978022744	0.392913032437758	5.11875702112458	3.07555890856088E-7	1.61627096194256E-6
CLDN4	217.892724759888	302.558285158125	0.500148291704524	15.5303423916219	2.16222248968328E-54	2.03925640152954E-52
COL13A1	70.9840186926306	304.76677411731	0.43122295015683	14.2604245580342	3.86098406482202E-46	2.66494179446235E-44
COL1A1	-14.1821045630904	287.994657412152	0.359115487153983	-10.6539535885472	1.67113415390558E-26	5.01137438628724E-25
COL4A1	-8.92898809370501	4571.91975646425	0.423439533253878	-7.45914454959676	8.708602685866E-14	1.04492838085045E-12
COL4A2	-5.04068502873112	7000.74874235076	0.323430398035718	-7.21521484490427	5.38488895824905E-13	5.96149669168164E-12
COL4A4	-1.5656571468252	65.3005236256336	0.547610764452313	-1.1810730590129	0.237573701351871	0.320159585536907
COL4A5	-5.0102949104299	1003.22180116171	0.384900446122797	-6.04025157065079	1.5387412812749E-9	1.13922826456083E-8
COL4A6	-145.86808007624	470.39211245077	0.441654295297675	-16.2763511710129	1.45277054269463E-59	1.72586346682617E-57
COL7A1	-24.2920200182927	4855.5946511915	0.246871839596433	-18.6429143380303	1.44168179778269E-77	3.12490852835179E-75
CREBBP	-1.25668546779833	1457.52496440234	0.204604499602449	-1.61102814246473	0.107173588703008	0.163090243678491
CRK	-1.07934301731509	1429.91701803079	0.0980443888849585	-1.12350569211946	0.261222784469155	0.346362685352695
CRKL	-1.15726452611995	1203.82834387189	0.116385552229606	-1.81052259136912	0.0702147842214918	0.113800821075237
CSK	1.19932403274828	532.234448824208	0.209788584897297	1.24993215502092	0.211324332031379	0.290488665136592
CSNK2A1	-1.02871897449663	2654.56376201827	0.0727090195788001	-0.561813661964858	0.57424298283527	0.656923338234237
CTNNB1	-1.8211714730608	5749.43576535623	0.184708000940086	-4.68234598275804	2.83610265376462E-6	1.26589769823923E-5
CTSD	-1.09062082597228	16435.3173753526	0.457557049840712	-0.273516952452334	0.78445586281745	0.840658529370249
DCN	-180.23149703385	2539.09498497333	0.685384818436564	-10.93357650328	7.96461133625177E-28	2.54929463884432E-26
DLG4	-4.15595921250867	274.899835222485	0.463978074357092	-4.42947977279993	9.44606717229437E-6	3.83145633334527E-5
DNM1	6.96517401350533	64.2092743654202	0.408050441211214	6.86228738865262	6.77665552473403E-12	6.61862284648924E-11
DOCK1	-2.62412852513106	1951.18868953161	0.0801644371096523	-17.3622922145705	1.59236992952274E-67	2.49034563028524E-65
DOK1	3.39525707063698	137.884130583468	0.305800036207562	5.76690844644464	8.07388836605767E-9	5.36689280448927E-8
EEF1A1	1.05765861309527	72013.0121087076	0.211952020963563	0.381567652747083	0.702782081369146	0.773460949164065
EGFR	1.85308903495826	3144.03454492418	0.201943931634948	4.40682813627766	1.04895351345747E-5	4.20773398011918E-5
EGR1	-20.7109960513947	3436.41631683935	0.356682018263964	-12.2583276127878	1.51596283730157E-34	6.88592678487532E-33
ENAH	-3.75936283102456	4286.80703262864	0.225365445715394	-8.47728965840041	2.30500573428961E-17	3.82773465687476E-16
EP300	1.18844202623241	1064.26354596682	0.220488299564773	1.12963603476418	0.258629620451932	0.343551119307991
EPHA4	-2.10421528027892	115.170742262596	0.248710958328117	-4.31538007076045	1.59328534257961E-5	6.1844299112696E-5
EPS8	-3.5270932225429	3476.99915608302	0.20867815988268	-8.71427900419122	2.92614923406231E-18	5.23192095323297E-17
ERBB2	-2.19975264576396	1306.25183213335	0.133693860451238	-8.50705711681406	1.78403659185751E-17	2.99074248200808E-16
EVL	-2.15885606685988	338.711210207937	0.104135870406278	-10.6617158552801	1.53734599780731E-26	4.64398772687269E-25
EXOSC5	5.6693968090633	233.85683334477	0.237113663406407	10.5569422402182	4.7178011804122E-26	1.38124250199035E-24
EZR	2.03588955094571	4805.41184661461	0.395836623047819	2.59111773939306	0.00956647555485815	0.0199651698446406
FAF1	1.78442175117187	923.510755025353	0.208452757122576	4.00789440525972	6.12624986876492E-5	2.12671585076118E-4
FAS	-9.72627728830395	431.450972934922	0.272728246816213	-12.0335453351263	2.36770569715677E-33	9.91627250453283E-32
FBLN1	-412.573121270533	12350.4373731048	0.149167797328597	-58.2465262577463	0.0	0.0
FBN1	-17.6200935218871	6440.11124537196	0.341443830798042	-12.1224907384064	8.02816298778848E-34	3.46811026972471E-32
FGFR1	2.29074415045224	1098.75728121452	0.122253366383008	9.78145936361212	1.35246182257788E-22	3.28284200745573E-21
FLNA	-1.05636834476031	36470.6942687395	0.446989068953207	-0.176990850148663	0.859515576641082	0.900476125616939
FN1	-72.850807939301	524914.569562351	0.383173702861622	-16.1463926700114	1.20400032826163E-58	1.34012829330382E-56
FYN	5.641572405908	366.874390101292	0.221002325793614	11.2944391616972	1.39793574629929E-29	4.87895371342592E-28
GEMIN4	2.62224931391305	674.855112766244	0.320186404693329	4.3437348928109	1.40080547091006E-5	5.49078413486479E-5
GOLGB1	-2.26257668888761	1557.50757794402	0.32656414639977	-3.6071525469858	3.09575673125175E-4	9.22974768692455E-4
GRB2	1.12488381030059	1334.63082681017	0.261839996258858	0.648395947963573	0.516728890448844	0.605021364811928
HABP4	1.66456455515397	266.356421481095	0.346718458219551	2.12029329487435	0.0339813187776206	0.0605566412083517
HBEGF	1.75862581076815	389.763196018978	0.54705186639373	1.48879584918077	0.136541135695313	0.200733666291718
HDAC1	1.20391644330342	1291.37644495307	0.123255892818256	2.17219039632227	0.0298413047674806	0.0540758756823442
HGS	1.28598223633847	1298.14391701059	0.156555037957158	2.31784757076873	0.0204576066970363	0.0388911726022285
