ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
HIPK3	-2.0115254379951	1067.96216279878	0.205101924534342	-4.91604349820158	8.83107836279245E-7	4.32110784840795E-6
HMG20B	1.50912966128503	952.028365983338	0.198337599651535	2.99346551331365	0.00275828679516922	0.00656494574346287
HMGA2	-5.0206128055516	2574.91505202895	0.19187403154004	-12.132248687298	7.12652290682421E-34	3.1002883983737E-32
HRAS	1.79495660384383	384.73863210165	0.32429384035915	2.60242058223158	0.00925682521249793	0.0193778508133534
HSP90AA1	1.54354718647955	14912.8089465745	0.441158215527132	1.41955780261856	0.155736457629644	0.224152368827383
HSP90B1	2.2902872790937	21065.6613573314	0.465974252851497	2.5656537134013	0.0102981581055448	0.0213014805615278
HSPA8	1.35033938409448	33207.709047011	0.370213999182134	1.17046370443663	0.241814412235015	0.324992323493093
HSPG2	1.38475771689699	1721.9871343416	0.484548771237421	0.969218386605402	0.332436239157961	0.422784967308144
HTRA1	-12.3875061031675	9506.83517198881	0.232318735641916	-15.6285882542562	4.64991293909599E-55	4.59597394900248E-53
IGF1R	-3.65121207625597	1147.98435234957	0.229575661747275	-8.13838650922492	4.00580292763017E-16	5.95567932260779E-15
IGF2	-24.39470676087	1195.86981529695	0.476503304056585	-9.67148852265102	3.98538604422595E-22	9.27296508030351E-21
IGFBP3	-5.62444937565804	1318.27671400425	0.277474303516555	-8.97997340363689	2.70832220282803E-19	5.20393791849771E-18
IGFBP4	9.45953014256113	8092.22319119627	0.0849309929029878	38.1694410424651	0.0	0.0
IGFBP5	-1.675502793553	10.7621500616827	0.588450217012742	-1.26534763759409	0.205746736816533	0.284149444820956
IGFBP7	-3.11706536544436	2822.32972402756	0.179124392470339	-9.15670047080402	5.35083384376874E-20	1.0767028035792E-18
IL6ST	1.20541415948379	5472.13805395308	0.180166310432474	1.49600064561579	0.134653486933799	0.198478147347541
IL7R	28.4453832216925	446.435964971837	0.270192396481329	17.8766045056	1.79437722537402E-71	3.30888516708896E-69
INSR	1.70400610296145	498.12771862202	0.361465012324255	2.12726121871335	0.0333983851001869	0.0596900112704772
IRS1	-1.29182618294776	2426.5572472891	0.138078041267107	-2.67538533301975	0.00746434025698292	0.0160274459289232
ITGA5	-1.0033037403547	10007.64012755	0.368256041394666	-0.0129215363693407	0.989690392522345	0.992502012955647
ITGAV	-2.6334115973839	5313.90581123575	0.365434341994253	-3.82266489231106	1.3201713904122E-4	4.30361940067091E-4
ITGB1	-1.55613798111457	25772.4574387686	0.212625741935761	-3.00043627096283	0.00269593161930393	0.00643264487379299
ITGB3	2.42656895608389	114.004693242705	0.711064669940615	1.79859570019031	0.0720826580233867	0.116522470218362
ITGB4	-8.62671565659756	9824.48422395321	0.375793702506052	-8.27265434107799	1.31009103751258E-16	2.01571292259874E-15
ITGB5	-6.58466939660392	5808.28571633379	0.276280320168055	-9.84185556808583	7.43271245215092E-23	1.82930602283515E-21
ITPR1	2.54035099696384	72.7624105926254	0.382236381347265	3.51883784926377	4.3344153959176E-4	0.00124829142695949
IVNS1ABP	-1.67473447068301	1196.38491572007	0.310002923170281	-2.39975922372476	0.0164058591087477	0.0319656819568802
JAK1	-1.29665662441202	2206.43831158654	0.261034456097216	-1.43581229411083	0.151055760544277	0.218612383919942
JAK2	-2.79267787943466	125.18100216681	0.212700206089263	-6.96590381007725	3.2630204331688E-12	3.32080868630976E-11
JUP	-5.01801825563906	1437.28939686483	0.440682344261871	-5.28071466807804	1.28680956417646E-7	7.19390595719462E-7
KPNB1	1.66055056237012	8589.78897370828	0.254714285669042	2.87247984713566	0.00407264053790573	0.00930943086879283
LGALS1	-2.28973127917971	6755.42591653688	0.0980204806995487	-12.19314867999	3.38100694150621E-34	1.49721651477811E-32
LRP1	-11.2854845992542	4195.86680708256	0.738467093636864	-4.7346679280219	2.19414040612226E-6	1.00031751725611E-5
LTBP1	-3.66222248023166	2480.20410563414	0.308321236771061	-6.07392295522258	1.24822633158771E-9	9.35223549227783E-9
LTBP3	-9.06959590560458	2181.69502122541	0.287554581317893	-11.0623807784937	1.90960387595637E-28	6.27477550197898E-27
LYN	1.19521931511512	463.240135161487	0.245871453641832	1.04638161127328	0.295384879285716	0.383618433057189
MAP2	2.86252674400562	645.75648435732	0.702214693388808	2.16071977183624	0.0307169926546745	0.0554512630404009
MAPT	-5.06427712919759	42.2485607649759	0.274722190095478	-8.51899278245726	1.60946872862721E-17	2.71652816150125E-16
MARK1	-10.8246966949088	79.4829289767912	0.32825320430172	-10.4683051115626	1.20786212179411E-25	3.44651617115352E-24
MATN2	-1.55523323715833	21.4053124404855	0.89449768800933	-0.71227792426025	0.476292691402185	0.565337323688538
MET	1.05359423555343	3401.26338415544	0.303817409193318	0.247909945732542	0.80420408449889	0.85632521451209
NAB2	-4.49981750171723	412.264347110497	0.193340496231934	-11.2230315624334	3.14307633160605E-29	1.06683263947782E-27
NCK2	-2.95134352301706	610.433447059107	0.280487624702856	-5.56663366294732	2.5970758472265E-8	1.60755872206831E-7
NCKAP1	-1.26964885218953	4595.0542875536	0.112659759364599	-3.05725439830369	0.00223374609595062	0.00545305927987944
NEDD9	4.46290057521612	730.489329711948	0.507866297273063	4.24911374919469	2.14617923897067E-5	8.13375598082289E-5
NF1	-5.57741033242794	973.169460483434	0.248673423674533	-9.97129237988219	2.03562567535184E-23	5.14318102637463E-22
NF2	-15.4706290019268	651.404673836848	0.261523357494027	-15.1093959161215	1.40421125621092E-51	1.20479375489486E-49
NFATC2	11.3469525667558	90.2258601486	0.334622433560942	10.4721998008032	1.15917447836475E-25	3.32287718798063E-24
NFKB1	-1.09227048454242	803.43007017609	0.0839346722024251	-1.51701506817061	0.129262879711728	0.191675813590783
NUP210	12.6527475613908	228.061182930386	0.307341763799922	11.9130532465033	1.01202362510865E-32	4.14024896960838E-31
NUP85	2.30362429786751	538.99770731545	0.387563848613275	3.10634092577232	0.00189418191609117	0.00470972380223513
PAG1	4.30927024723696	478.177750320957	0.116837351161068	18.0374131736766	9.90742984162105E-73	1.97429509182626E-70
PAK1	-1.09757664118792	354.727518439575	0.181617172353284	-0.739586909812919	0.459550686909168	0.55011614540866
PAK2	1.39267839787773	3070.38834902498	0.140175669750035	3.4090234426052	6.51958769761824E-4	0.00180928809532959
PAPPA	-2.80205435113164	206.238370381076	0.428078877867798	-3.47245570077367	5.15720116717634E-4	0.00146140413808403
PECAM1	-1.32088034199204	58.6507216661178	0.50376506142002	-0.796998065369642	0.425452154901576	0.517266421354947
PFN1	1.38020366238937	14573.2894925202	0.341923583310741	1.35960544694349	0.173954813544651	0.246721088260549
PFN2	-3.40942657937106	1307.65540007661	0.195230192308293	-9.06380870926032	1.25973237088149E-19	2.45876673653094E-18
PIAS3	-2.50435049251263	1663.88060979324	0.0983125960063026	-13.4716866440637	2.29561459312157E-41	1.39715853684813E-39
PIAS4	1.59036744660895	238.414350864349	0.183434899775883	3.64903370330909	2.63228571687001E-4	8.00440315823995E-4
PIK3R1	-21.0016780835763	3881.10973526962	0.435232952494456	-10.0921418678065	5.98491354080635E-24	1.55018043598873E-22
PIK3R2	-1.50478374486868	1431.08530477168	0.260898167228535	-2.25971755911655	0.0238387858053944	0.0444156773566513
PIN1	1.28511678888338	436.979206880406	0.165963877706969	2.18059182312322	0.0292136204673457	0.0530629639626663
PKD1	-1.82730256990121	734.095333671623	0.280976254451213	-3.0953346607466	0.00196590944061549	0.0048645726294421
PKN1	2.17108424118118	2555.29025598788	0.269946425339554	4.14310248512549	3.42638732206593E-5	1.24435671264328E-4
PLAUR	3.40423155364992	532.978887281526	0.155127229243292	11.3927721147029	4.54302315478487E-30	1.64120032389962E-28
PLCG1	-1.90178505436807	1705.10638867102	0.176990088550919	-5.23958265204037	1.60940153154926E-7	8.89273520674914E-7
PLD2	-4.3154885110734	456.559118205186	0.245537861404577	-8.59144031358531	8.58858206637496E-18	1.47173275215066E-16
PPL	-3.0152171061097	3901.55925728738	0.760706265590021	-2.09313628261859	0.0363369906581691	0.0641439519333733
PRKCA	-1.45538546773123	2631.90052390709	0.163882606635757	-3.30359225699653	9.54545555762848E-4	0.0025471728599244
PRKCD	1.62662355917745	500.543946836183	0.114444761862902	6.13291864989957	8.62812743545396E-10	6.58841251329009E-9
PRKCE	2.75095445730271	237.72161475102	0.394843529329905	3.69749570969083	2.17736898247969E-4	6.76424284096973E-4
PRKCZ	2.77027104448091	178.089792379457	0.286039610204102	5.13924325382476	2.75847112211972E-7	1.46019326108779E-6
PRPF40A	1.15846914559578	2915.54650022968	0.205581548768683	1.0322892378879	0.301936641180829	0.390579750998758
PSEN1	-1.04122998633706	1314.85785226589	0.285030157375678	-0.20450034516106	0.837962522293947	0.884269470698814
PTBP1	1.54191931608189	5310.40335603954	0.230428798747294	2.71115103150635	0.00670500777088728	0.0145538248435194
PTK2	1.11878987572229	3349.49634658651	0.114818170280203	1.41039613498698	0.158422746016683	0.227594538027455
PTK2B	-3.75860756125062	1322.94640208341	0.563644664262565	-3.38901157342022	7.01450498569816E-4	0.00193446895308707
PTPN11	2.04117284031807	3542.51872804251	0.2469817168401	4.16791317085576	3.07400979995767E-5	1.12498196322503E-4
PTPN13	-4.89985946526175	521.281117909558	0.344372173641778	-6.65773993028668	2.78070242558998E-11	2.52243601087843E-10
PTPN14	-3.74981105999265	6049.02721868465	0.118429472468629	-16.1008730789763	2.51530141365379E-58	2.72601306716601E-56
PTPRF	3.70761051482706	2617.05034122135	0.347653031264974	5.43786340554171	5.39232879442388E-8	3.20299145457245E-7
PXN	1.13877647052382	5567.17061630902	0.136696313514176	1.37154093346614	0.170206392356597	0.242074361409664
RAC1	1.19834336769663	5670.27121368787	0.129218155609416	2.02016000934286	0.0433667929037107	0.0748006039823182
RASA1	-1.44455133946626	1154.9720433078	0.161085807284256	-3.29402997851078	9.87619646358501E-4	0.00262635401006442
RB1	-1.37780096164364	1555.22889507363	0.19402076596596	-2.3830824900603	0.0171683467533986	0.0332885944975267
RELA	1.07561782234781	1579.48974590845	0.137727734342901	0.763575801361232	0.445120074412384	0.536061850020957
ROBO3	-5.43139399341292	308.050169632662	0.182500114953683	-13.3771012736103	8.22946973596198E-41	4.88822589364472E-39
ROBO4	7.61371712432981	388.69383616293	0.262098846789018	11.1736507264793	5.4878001607978E-29	1.83744636820208E-27
ROCK1	-1.52452917965352	1903.22774976274	0.0849838247522817	-7.15858300946665	8.15152234898165E-13	8.8733091296624E-12
SDC2	10.0536022420788	271.695074883209	0.346487849703674	9.60968938629414	7.27681684792462E-22	1.65571035278285E-20
SDC3	-2.05030693500245	3813.65268175193	0.235209807249968	-4.40389757684636	1.06323155909127E-5	4.25947662534782E-5
SDCBP	-1.19725615838052	2626.60711332054	0.442992726655737	-0.58631178531835	0.557666012661705	0.642204172275833
SERBP1	1.53204767483978	5835.35251125615	0.213762562940238	2.87918138623807	0.00398708943603899	0.00914262991504486
SERPINE2	-42.3730448136708	6910.88537451864	0.515853199007054	-10.4779322991988	1.09102987824219E-25	3.13480794085633E-24
SETDB1	-1.58601140883204	558.630026484104	0.190756503744813	-3.48823309252857	4.8622399943028E-4	0.00138653808551827
SFPQ	-1.02338816303628	4702.4520826004	0.190706295706265	-0.174894339904095	0.861162657831031	0.901895790243485
SH3BP2	-1.28467648892512	954.063201403214	0.414506320356327	-0.871892860561865	0.383266828884611	0.474903386908972
SH3YL1	-5.4824676924906	250.063250904004	0.248413492549769	-9.88201317127427	4.98217706424317E-23	1.23852711526608E-21
SHB	2.68168651352606	603.787564277678	0.222374219340228	6.39975533905286	1.55626120502952E-10	1.28355188171827E-9
SHC1	-3.50432906354568	8898.55481553357	0.247865388358455	-7.2988740592094	2.90185776578789E-13	3.30742183545289E-12
SKIL	-7.59231835731579	1469.52647289527	0.301516572536209	-9.69943530267081	3.03171887684614E-22	7.12108112612814E-21
SLC9A3R1	-1.96015465863789	776.170363097307	0.104614552964377	-9.28138066596894	1.67296456568427E-20	3.46803308876327E-19
SMAD1	-2.5922235572769	237.319567195919	0.192885296281684	-7.12439035156733	1.04542375027489E-12	1.12903937365789E-11
SMAD2	-1.21880489414481	1189.52062926359	0.0910052573919657	-3.13682095421186	0.00170790390222828	0.00429668060203757
SMAD3	1.98050612769769	1581.39392738644	0.212224069858326	4.64541635458492	3.39391267786042E-6	1.49170370455231E-5
SMAD4	-1.72994946599066	1134.21272922654	0.123151046171195	-6.42081346538953	1.3554804188645E-10	1.12774145286672E-9
SOS1	-1.65285279262027	1128.33285329241	0.157385936643198	-4.60624535858557	4.10004587552071E-6	1.77615942468648E-5
SP1	-1.55627372948243	1389.37460999462	0.461556316667263	-1.38248749282161	0.166822068150055	0.237781108905621
SPARC	-48.1991081363926	3771.67023918329	0.407792007937472	-13.7102602246134	8.81411541894166E-43	5.61331938149609E-41
SPTAN1	-1.19304944170796	4916.91813751519	0.105609612828455	-2.41127511821445	0.0158968519120354	0.0311112950060507
SRC	-1.9695396992503	815.752354843997	0.26309958286921	-3.71668585114154	2.01853171771136E-4	6.32006066201822E-4
STAT3	1.16730895519789	2037.48195533976	0.23357996074432	0.955503431639567	0.339323170790929	0.429944633477828
STUB1	1.35032254909563	788.059971973273	0.10650967441185	4.06821319076479	4.73750270906575E-5	1.6834008044437E-4
STXBP1	1.0780607089457	680.417883889776	0.129916962236148	0.834674865765147	0.403900796948424	0.495993872010513
SVIL	-1.59124888832326	2204.18985312888	0.327501760450937	-2.04627756904282	0.0407290693175002	0.0708942873228677
SYN1	-3.57992777664072	18.5412624512436	0.699126305842948	-2.6317569038841	0.00849446184361432	0.0179615054043907
TGFA	24.4348958047223	576.419339327846	0.219617303636577	20.9950262169471	7.28227526475166E-98	3.21330396057167E-95
TGFB1	-2.54768320695654	2316.17972627026	0.368313251859329	-3.66314784831143	2.49134642090027E-4	7.61330324764354E-4
TGFBI	-107.304444233079	85201.4601819632	0.331040542604076	-20.3768576688832	2.68338509651408E-92	9.20922857428651E-90
THBS1	-4.59408163088353	49320.2247396386	0.395570262486817	-5.56102594249032	2.68193322224449E-8	1.65759304456382E-7
TJP1	-2.10451265577902	2980.50540887885	0.113669653038606	-9.44391186966474	3.5911606365738E-21	7.82518336241081E-20
TLR2	34.0911599516708	310.390971698979	0.360660647279165	14.1166656836731	2.99846396418136E-45	2.00248769067355E-43
TLR6	-4.57233675156887	239.672381309758	0.255719357368386	-8.57554032747755	9.86226883474644E-18	1.68298800349851E-16
TNFSF13	-1.27703846713998	80.8451806945378	0.371883276285072	-0.948690100536548	0.342778250369427	0.433328612583719
TRIOBP	-3.62927416629828	1591.95413177949	0.205105658002821	-9.06694171467359	1.22404355036204E-19	2.39288893429161E-18
TRIP6	-2.7714445812794	972.380073352713	0.141078561646498	-10.4242497381855	1.92169953233073E-25	5.40833661092168E-24
TUB	-6.58177982733096	123.142045143308	0.223463680072104	-12.1651883902722	4.76345119189311E-34	2.09439286390887E-32
TUBA4A	-3.33092033329058	822.160364397429	0.633747521015248	-2.73913631446723	0.00616008266673638	0.0135014762014419
TUBB	1.67191506571307	14357.310890321	0.744134170846175	0.996462181900323	0.319025633217738	0.408409667226729
TYK2	1.26345405711712	800.7404221865	0.0782565671866686	4.31111683985216	1.62432043653372E-5	6.29895762503894E-5
UBB	1.71341229099847	4195.61724132533	0.171432659409272	4.53164726807637	5.85255150764519E-6	2.46701719129841E-5
UBE2I	1.23086125963001	2152.91649503761	0.127230302804687	2.3553205997682	0.0185067309017156	0.0355821133349979
VASP	-1.20571356709023	1620.71437705107	0.340216070392754	-0.793281800870969	0.427613657605044	0.519128106486225
VEGFA	1.06454212284199	1889.55046982176	0.347781864627422	0.259452967687524	0.795285766115048	0.849024076760685
VIM	-2.04775594212765	40373.6256973165	0.0496933776936775	-20.8084825127139	3.62642855844596E-96	1.44530725289032E-93
WASF2	-1.03917427996701	3155.40154685397	0.179284394274754	-0.30921614349316	0.757157114528351	0.818765897832412
WASL	-1.12882056700189	1574.08574674601	0.218909298927116	-0.79857813216981	0.424535071803189	0.516303849997874
WBP11	1.21802115159768	2025.54489104216	0.16985408636052	1.67519776968694	0.0938954350205317	0.145971631061694
YWHAE	1.46944029147355	13132.7033184715	0.178329085607229	3.11371942785785	0.00184745079268006	0.00460279381802018
YWHAG	1.15338860294215	4004.29313259264	0.190418848628322	1.08118851290072	0.279613266718458	0.36614964603143
YWHAZ	1.03547023750811	15312.0224819639	0.270048262140032	0.186211480914219	0.852278920954008	0.895159180316804
ZMYM2	-3.1042075291478	767.057630553544	0.188479614644571	-8.6705663844759	4.29976181466993E-18	7.58907960289242E-17
