BRAF, MAP2K1, activates, [12520011]
MAPK6, RPS6KA1, activates, [20936779, 12520011]
MAPK6, RPS6KA3, activates, [12520011]
MAPK6, RPS6KA2, activates, [12520011]
GSK3B, CTNNB1, inactivates, [26496610, 25332398, 26344197, 23846687, 23243000, 23149922, 23821771, 23519466, 23959799, 22859293, 21743491, 21220513, 21118991, 21303975, 21242974, 21212269, 22025562, 21237163, 20080667, 20862283, 19060929, 18593713, 18451303, 17318191, 17159916, 17353931, 17522055, 16007092, 12520011, 11818547, 10481074, 10330403, 9601641, 7806582]
GSK3B, CTNNB1, inactivates, [20856200]
GSK3B, CTNNB1, inactivates, []
GSK3B, CTNNB1, inactivates, [28514442]
GSK3B, CTNNB1, inactivates, []
GSK3B, CTNNB1, inactivates, []
PAK2, MAPK9, activates, []
XIAP, CASP3, inactivates, []
MAPK6, PTPN7, activates, [25332398, 25416956]
PTPN7, MAPK1, inactivates, [28675297, 27432908, 27880917, 25332398, 16226275, 12583813, 10702794, 10206983]
MAPK6, MAPKAPK3, activates, [12520011]
MAPK14, MAPKAPK2, activates, [26496610, 23455922, 23024367, 21988832, 19293945, 18695677, 14592977, 12520011, 8663524, 8774846]
MAPK14, MAPKAPK3, activates, []
MAPK14, MAPKAPK3, activates, []
MAPK14, MAPKAPK3, activates, []
RARB, CTNNB1, activates, [20211142, 12520011]
RARA, CTNNB1, activates, [20211142, 12520011]
IQGAP1, CTNNB1, activates, [28514442, 26496610, 26344197, 20936779, 19293945, 17353931, 12520011]
COPS5, JUN, activates, [28514442, 26496610, 21988832, 20936779, 19293945]
MAP2K4, RARB, inactivates, [12520011]
MAP2K3, MAPK14, activates, [27432908, 26496610, 23455922, 17974568, 17360433, 12520011, 11042189, 9218798]
MAP2K4, MAPK14, activates, [25332398, 26344197, 20936779, 12520011]
MAP2K6, MAPK14, activates, [27432908, 21402774, 21610252, 21078955, 17974568, 17360433, 12520011, 11042189, 9218798]
MAP2K6, MAPK14, activates, [12520011, 8663524]
MAP2K6, MAPK11, activates, [12520011]
MAP2K6, MAPK13, activates, []
MAP2K3, MAPK13, activates, []
MAPK11, MAPKAPK2, activates, [28514442, 21988832, 14592977, 12520011]
MAPK14, RPS6KA5, activates, [21988832, 20936779, 15568999, 15145978, 12520011, 9687510]
MAPK14, RPS6KA5, activates, []
MAPK14, RPS6KA5, activates, [28514442]
MAPK14, RPS6KA5, activates, []
MAPK11, RPS6KA5, activates, [28514442, 21988832, 12520011]
MAP2K6, MAP2K6, inactivates, [23792164, 23319048, 17974568, 17548520, 16670329, 16230348, 15229216, 12482967, 11809792, 11460167, 11416155, 11042189, 10748100, 10669751, 9639556, 9707433, 8974401, 8663074]
MAP3K7, MAP2K6, inactivates, [12482967, 11809792]
MAPK6, RPS6KA5, activates, [28514442, 21988832, 20936779, 12520011]
MAPK1, JUN, activates, [28514442, 23846687, 23861392, 24005672, 23509301, 23813956, 23178880, 22384029, 23024367, 21988832, 21610252, 21640141, 20595387, 20936779, 19164283, 17942603, 18405916, 18604200, 17921324, 17905570, 17311279, 16984917, 16713974, 16357519, 14766760, 12520011]
NFKBIA, UBE2I, activates, [28514442, 26496610, 25416956, 21988832, 20936779, 16189514, 10187858, 9734360]
MAPK6, RPS6KB1, activates, [12520011]
CSNK2A1:CSNK2A2:CSNK2B, JUN, inactivates, []
CHUK, CHUK:IKBKB, activates, []
MAP2K3, MAPK14, activates, [17974568, 11042189]
MAP2K6, MAPK14, activates, [17974568, 11042189]
MAP2K6, MAPK11, inactivates, [12520011, 8663524]
MAPK14, ERBB2, activates, []
MAPK14, ERBB2, activates, []
MAPK14, ERBB2, activates, []
MAP2K3, MAPK14, inactivates, [17974568, 11042189]
MAP2K6, MAPK14, inactivates, [17974568, 11042189]
MAPK14, MAPKAPK2, inactivates, [18695677, 10581204, 8774846]
RB1, ABL1, inactivates, [28514442, 26496610, 22939629, 20936779, 12520011, 7565706]
PPM1D, MAPK13, activates, [12520011]
MAPK14, CSNK2A1:CSNK2A2:CSNK2B, activates, []
MAPK14, CSNK2A1:CSNK2A2:CSNK2B, activates, []
MAPK14, CSNK2A1:CSNK2A2:CSNK2B, activates, []
MAP2K4, MAPK9, activates, [25332398, 17875734, 16357519, 11283254]
MAPK9, TP53, activates, [27432908, 26496610, 25332398, 21988832, 21516116, 16189514, 11283254]
MAP3K2, MAP2K7, inactivates, [26496610, 20936779, 12520011, 10713157]
MAP2K4, MAPK8, activates, [25332398, 26344197, 21640141, 20936779, 17875734, 16357519, 12520011, 10322434, 9707433, 9162092]
CHEK1, CDC25A, inactivates, [28675297, 28514442, 27432908, 25332398, 22842784, 23087057, 19060337, 19734889, 18480045, 15159397, 12520011, 9278511]
TP53, MDM2, activates, [26496610, 25332398, 25081543, 23334421, 23589328, 23880760, 23572512, 23706821, 23775119, 22532570, 22948151, 23092970, 22787160, 22361354, 21988832, 21471221, 21852383, 21297583, 21460856, 21170087, 20554519, 20962272, 20096447, 20479273, 20807506, 20591429, 20547751, 20484049, 19098008, 19303885, 19151705, 19398576, 19448627, 19287375, 19833129, 18997816, 18566590, 18243116, 18951086, 18502749, 18815136, 17916563, 17848574, 17369817, 17098746, 17293853, 17290220, 17936559, 16845383, 16943424, 16774943, 16624812, 16212962, 15916963, 15701641, 16055726, 16107876, 15989956, 15064742, 15577914, 14702041, 15053880, 14990790, 15548678, 15001357, 15242646, 15247280, 15371445, 14612427, 14671306, 14645509, 12867035, 12640129, 14523002, 12860999, 12897156, 12208736, 12381304, 12426395, 11223036, 11591713, 11180407, 11593383, 11172000, 10673500, 10734067, 10706102, 11070080, 10640274, 10432310, 10077639, 10606744, 10360174, 10207051, 10561590, 9529249, 9724636, 9653180, 9724739, 9809062, 9450543, 8875929, 7686617]
CDC25C, CDK1, activates, [9353326, 8428594]
ATM, CHEK2, inactivates, [26496610, 25332398, 24270572, 23871434, 23087057, 22621922, 22842784, 21383063, 21937426, 21339738, 21471201, 20160076, 21149733, 20123963, 19805520, 19293945, 18449195, 18469862, 16949371, 16777994, 16452482, 16391231, 16705183, 15916964, 15923642, 15159397, 12773400, 12520011, 11025670]
CASP3, PRKCD, inactivates, [16343435, 12520011, 9774685, 8976194]
CDKN1A, STAT3, inactivates, [25416956, 22542455, 22303479, 21988832, 21516116, 19372587, 15063116, 12520011, 10764767]
CDKN1A, STAT3, inactivates, []
CDKN1A, STAT3, inactivates, [28514442]
CDKN1A, STAT3, inactivates, []
CASP3, ATM, inactivates, [16849690, 12520011, 10822387, 10454555]
MTOR, MTOR:RPTOR, activates, [12150925]
KSR1, MAP2K1, inactivates, [28514442, 26496610, 24255178]
RAF1, NFKBIA, inactivates, [28514442, 26496610, 25332398, 21988832, 20936779, 12520011]
PRKCA, RAF1, inactivates, [28514442, 26496610, 25332398, 12520011, 8321321]
RELA, CSNK2A1:CSNK2A2:CSNK2B:RELA, activates, [10938077]
CSNK2A1:CSNK2A2:CSNK2B:RELA, CSNK2A1:CSNK2A2:CSNK2B, activates, [10938077, 9792644]
NFKBIA, CSNK2A1:CSNK2A2:CSNK2B, activates, [10938077, 9792644]
IKBKB, RELA, inactivates, [23812431, 24248603, 16407239, 11259436, 10521409]
CHUK:IKBKB, RELA, inactivates, [17317104, 11591705]
MAP3K1, STAT3, inactivates, []
MAP3K1, STAT3, inactivates, []
MAP3K1, STAT3, inactivates, []
MAPK1, MAPK1, activates, [25332398, 23770852, 24732797, 24367099, 25197063, 24982422, 24200882, 23201688, 23504318, 23589287, 23729680, 23667255, 23644467, 23846687, 23861392, 23893408, 24005672, 24036113, 24043631, 22580601, 23652203, 23363601, 23549785, 23378027, 23203808, 23878394, 24043311, 23973372, 23817415, 23325789, 23155002, 23504323, 23640055, 23241949, 22747445, 22610096, 22344252, 21952048, 22327215, 22113614, 21685939, 23250396, 22923609, 22977256, 22952242, 22865863, 23143332, 22260435, 22357621, 22946047, 22767513, 22797918, 23178880, 22748923, 22669742, 23118497, 23317243, 22481092, 22384029, 21864647, 22299030, 21199871, 21372139, 22128329, 22031698, 21119598, 20856200, 21172820, 21738403, 21940795, 21378313, 21303929, 21486950, 21502402, 21245094, 21173159, 21720547, 20802527, 21242965, 21917714, 21212275, 21586567, 21617040, 21098725, 22042618, 20410276, 20595387, 21078955, 20889506, 20682913, 20048167, 20195469, 20048153, 20190138, 19861308, 20823271, 21135229, 20660740, 20026644, 20736304, 20844151, 20332113, 20736311, 20616044, 19884349, 19864419, 19472212, 19741200, 19654410, 19401382, 19915061, 19164283, 19937254, 19687304, 19723873, 19255141, 19015637, 19364823, 19364816, 18624763, 19458088, 19956569, 18764931, 18059019, 18464932, 18164590, 18296638, 17974568, 18039926, 18096723, 18336852, 18604200, 18093986, 18332868, 19116446, 18829541, 18385518, 17519976, 18322230, 18439419, 18243246, 18434307, 18446242, 18405916, 18818406, 18724389, 17311928, 17702744, 17311279, 18028425, 17878374, 16904289, 17347143, 17804409, 17575145, 17548638, 17283173, 17488655, 17657738, 17905570, 17717293, 17921324, 17671194, 17483331, 17457042, 17068199, 17395984, 17550976, 17711860, 17684018, 17043657, 17623675, 16273078, 16456002, 17068343, 16861904, 16651411, 16684890, 16778083, 16382132, 16713974, 16647839, 16774943, 16254138, 16822839, 16636149, 16670329, 16690615, 16455654, 16308312, 16037379, 15856468, 16246731, 15635602, 15994929, 16214031, 16055710, 15728708, 15683364, 15672448, 16322248, 15746191, 15687496, 15757908, 16263724, 15579470, 16061662, 15486045, 15671181, 15655247, 15064353, 15247267, 15339934, 15069060, 14551204, 15355986, 14988025, 15003938, 15226403, 15133037, 14766760, 15078890, 15225787, 14741046, 15001646, 15319452, 14738765, 15184391, 14681225, 12435740, 12633740, 12702497, 12496416, 12837766, 12612606, 12915106, 14522909, 14592977, 12624098, 12509453, 14592976, 12165490, 11724779, 11839764, 12356731, 11884439, 12093135, 11821958, 11867753, 12121974, 11773443, 11368773, 11585897, 11606411, 11331299, 11245489, 11391000, 10979964, 10748192, 10781609, 14658227, 11114188, 10867024, 10714766, 11032019, 10409724, 10318918, 10395938, 10085099, 9813039, 9030581]
EP300, FOS, inactivates, [28514442, 26496610, 21467818, 20936779]
EP300, FOS, inactivates, [26496610, 12954631, 11287611]
MAPK1, MAPK1, inactivates, [25332398, 23770852, 24732797, 24367099, 25197063, 24982422, 24200882, 23201688, 23504318, 23589287, 23729680, 23667255, 23644467, 23846687, 23861392, 23893408, 24005672, 24036113, 24043631, 22580601, 23652203, 23363601, 23549785, 23378027, 23203808, 23878394, 24043311, 23973372, 23817415, 23325789, 23155002, 23504323, 23640055, 23241949, 22747445, 22610096, 22344252, 21952048, 22327215, 22113614, 21685939, 23250396, 22923609, 22977256, 22952242, 22865863, 23143332, 22260435, 22357621, 22946047, 22767513, 22797918, 23178880, 22748923, 22669742, 23118497, 23317243, 22481092, 22384029, 21864647, 22299030, 21199871, 21372139, 22128329, 22031698, 21119598, 20856200, 21172820, 21738403, 21940795, 21378313, 21303929, 21486950, 21502402, 21245094, 21173159, 21720547, 20802527, 21242965, 21917714, 21212275, 21586567, 21617040, 21098725, 22042618, 20410276, 20595387, 21078955, 20889506, 20682913, 20048167, 20195469, 20048153, 20190138, 19861308, 20823271, 21135229, 20660740, 20026644, 20736304, 20844151, 20332113, 20736311, 20616044, 19884349, 19864419, 19472212, 19741200, 19654410, 19401382, 19915061, 19164283, 19937254, 19687304, 19723873, 19255141, 19015637, 19364823, 19364816, 18624763, 19458088, 19956569, 18764931, 18059019, 18464932, 18164590, 18296638, 17974568, 18039926, 18096723, 18336852, 18604200, 18093986, 18332868, 19116446, 18829541, 18385518, 17519976, 18322230, 18439419, 18243246, 18434307, 18446242, 18405916, 18818406, 18724389, 17311928, 17702744, 17311279, 18028425, 17878374, 16904289, 17347143, 17804409, 17575145, 17548638, 17283173, 17488655, 17657738, 17905570, 17717293, 17921324, 17671194, 17483331, 17457042, 17068199, 17395984, 17550976, 17711860, 17684018, 17043657, 17623675, 16273078, 16456002, 17068343, 16861904, 16651411, 16684890, 16778083, 16382132, 16713974, 16647839, 16774943, 16254138, 16822839, 16636149, 16670329, 16690615, 16455654, 16308312, 16037379, 15856468, 16246731, 15635602, 15994929, 16214031, 16055710, 15728708, 15683364, 15672448, 16322248, 15746191, 15687496, 15757908, 16263724, 15579470, 16061662, 15486045, 15671181, 15655247, 15064353, 15247267, 15339934, 15069060, 14551204, 15355986, 14988025, 15003938, 15226403, 15133037, 14766760, 15078890, 15225787, 14741046, 15001646, 15319452, 14738765, 15184391, 14681225, 12435740, 12633740, 12702497, 12496416, 12837766, 12612606, 12915106, 14522909, 14592977, 12624098, 12509453, 14592976, 12165490, 11724779, 11839764, 12356731, 11884439, 12093135, 11821958, 11867753, 12121974, 11773443, 11368773, 11585897, 11606411, 11331299, 11245489, 11391000, 10979964, 10748192, 10781609, 14658227, 11114188, 10867024, 10714766, 11032019, 10409724, 10318918, 10395938, 10085099, 9813039, 9030581]
DUSP1, MAPK1, inactivates, [28675297, 27432908, 25332398, 23504318, 20936779, 19741200, 16214031, 14551204, 14592977, 12520011, 7939666, 8221888]
PKN1, AKT1, activates, [26344197, 25416956, 12520011, 11006271]
PRKACA, GSK3B, inactivates, []
RPS6KA1, FOS, inactivates, [20936779]
RPS6KA1, FOS, inactivates, []
RPS6KA3, FOS, activates, [28514442, 26496610, 20936779]
MAPK9, JUN, inactivates, [26496610, 24574500, 23509301, 23608534, 22128169, 21785467, 20871632, 21640141, 21988832, 20028971, 20516211, 20936779, 19204086, 19860880, 17942603, 18222647, 17311279, 16357519, 15923621, 15936948, 15198987, 14766760]
COPS2:COPS5, JUN, inactivates, [10585392, 9535219]
RAD23A, EP300, inactivates, [12520011]
MAPK8, JUN, inactivates, [28514442]
AKT1, RAC1, inactivates, [11101877]
AKT1, EP300, inactivates, [26496610, 16024795, 12520011, 11116148]
IKBKB, NFKBIA, inactivates, [28514442, 26496610, 25332398, 24574500, 24719332, 23524849, 22641218, 23229544, 23817415, 23085260, 22069318, 23123196, 22700971, 21135123, 21331078, 21383699, 20551178, 20510674, 20936779, 19223432, 18180283, 18037881, 17595324, 17644309, 18056395, 17728246, 16737960, 16547522, 16407239, 15951441, 12520011, 12107827, 11470787, 10893415, 9721103, 9346485]
MAP2K7, MAPK8, activates, [26496610, 26344197, 20936779, 19822663, 17189706, 12520011, 10713157, 11062067, 9305750]
MAP3K4, MAP2K6, activates, [9707433, 9305639]
MAPK9, JUN, inactivates, [22128169, 21785467, 20871632, 20516211, 19204086, 18222647, 17311279, 16357519, 15923621, 14766760]
MAP2K7, MAPK8, inactivates, [26496610, 26344197, 20936779, 19822663, 17189706, 12520011, 10713157, 11062067, 9305750]
MAP3K20, MAP2K3, inactivates, [11042189]
MAP3K20, MAP2K3, inactivates, [26496610, 11042189]
MAP3K20, MAP2K3, inactivates, [11042189]
MAP2K6, MAP2K6, inactivates, [23792164, 23319048, 17974568, 17548520, 16670329, 16230348, 15229216, 12482967, 11809792, 11460167, 11416155, 11042189, 10748100, 10669751, 9639556, 9707433, 8974401, 8663074]
MAP3K20, MAP2K6, inactivates, [11042189]
MAP2K6, MAP2K6, inactivates, [23792164, 23319048, 17974568, 17548520, 16670329, 16230348, 15229216, 12482967, 11809792, 11460167, 11416155, 11042189, 10748100, 10669751, 9639556, 9707433, 8974401, 8663074]
MAP3K20, MAP2K6, inactivates, [11042189]
MAP2K6, MAP2K6, inactivates, [23792164, 23319048, 17974568, 17548520, 16670329, 16230348, 15229216, 12482967, 11809792, 11460167, 11416155, 11042189, 10748100, 10669751, 9639556, 9707433, 8974401, 8663074]
MAP3K20, MAP2K6, inactivates, [11042189]
MAP3K20, MAP2K6, inactivates, []
MAP3K20, MAP2K6, inactivates, []
PPM1A, MAPK13, inactivates, []
PPM1A, MAPK14, activates, []
PPM1A, MAPK14, inactivates, []
PPM1A, MAPK13, activates, []
RPS6KA5, STAT3, inactivates, [21988832, 12520011]
RPS6KA5, STAT3, inactivates, []
RPS6KA5, STAT3, inactivates, [28514442]
RPS6KA5, STAT3, inactivates, []
RPS6KA5, STAT3, inactivates, [12520011]
RPS6KA5, STAT3, inactivates, []
RPS6KA5, STAT3, inactivates, []
RPS6KA5, STAT3, inactivates, []
RPS6KA5, STAT3, activates, [21988832, 12520011]
MAPK1, RPS6KA5, inactivates, [28514442, 21988832, 20936779, 15635602, 15568999, 15145978, 15078890, 12520011]
MAPK14, RPS6KA5, inactivates, [21988832, 20936779, 15568999, 15145978, 12520011, 9687510]
MAPK11, RPS6KA5, inactivates, [12520011, 9687510]
MAPK8, RPS6KA1, activates, []
MAPK8, RPS6KA1, activates, []
MAPK9, RPS6KA1, activates, [28675297, 26344197, 20190146, 20936779]
MAP2K4, MAPK13, activates, []
MAP2K7, MAPK13, activates, []
MAP2K7, MAPK13, activates, []
TAB1, MAPK14, activates, [28675297, 27880917, 27432908, 21988832, 19026643, 14592977, 12520011, 11847341]
DUSP1, MAPK3, activates, [28675297, 27432908, 25332398, 23504318, 20858750, 20936779, 19741200, 16214031, 14695202, 14592977, 12520011, 8344896]
MAPK14, MAPKAPK2, inactivates, [26496610, 23455922, 23024367, 21988832, 19293945, 18695677, 14592977, 12520011, 8663524, 8774846]
MAPK14, MAPKAPK2, inactivates, []
MAPK14, MAPKAPK2, inactivates, [28514442]
MAPK14, MAPKAPK2, inactivates, []
MAPK11, MAPKAPK2, inactivates, [12520011, 8663524]
MAPK12, MAPKAPK2, inactivates, [28514442, 12520011, 9628874]
MAPK14, RPS6KA5, inactivates, []
CSNK2A1:CSNK2A2:CSNK2B, CTNNB1, inactivates, []
CSNK2A1:CSNK2A2:CSNK2B, CTNNB1, inactivates, []
EIF2AK2:PDGFB:PDGFRB, STAT3, inactivates, [11350938]
EIF2AK2:PDGFB:PDGFRB, STAT3, inactivates, []
EIF2AK2:PDGFB:PDGFRB, STAT3, inactivates, []
EIF2AK2:PDGFB:PDGFRB, STAT3, inactivates, []
EIF2AK2, EIF2AK2:PDGFB:PDGFRB, activates, [11350938]
IKBKG, CYLD, inactivates, [23732909, 21988832, 15620648, 12917689, 12917691]
MAP3K2, MAP2K7, activates, [26496610, 20936779, 12520011, 10713157]
MAP3K2, MAP2K4, inactivates, [20936779, 12520011]
RPS6KA5, STK11, inactivates, []
MAPK14, CASP3, inactivates, []
MAPK14, CASP3, inactivates, []
MAPK14, CASP3, inactivates, []
MAPK1, RPS6KA5, inactivates, [15635602, 15078890]
TAOK2, MAP2K3, inactivates, [26496610, 12520011]
MAP2K6, MAP2K6, inactivates, [23792164, 23319048, 17974568, 17548520, 16670329, 16230348, 15229216, 12482967, 11809792, 11460167, 11416155, 11042189, 10748100, 10669751, 9639556, 9707433, 8974401, 8663074]
TAOK2, MAP2K6, inactivates, []
MAP2K3, MAP2K3, inactivates, [23792164, 23319048, 17974568, 16670329, 16230348, 11042189, 9639556, 8622669, 8663074]
TAOK1, MAP2K3, inactivates, []
XIAP, ubiquitin, inactivates, [22304967, 20154138, 15078891, 14685266, 14960576]
TP53, AURKA, inactivates, [27432908, 26496610, 25332398, 23455922, 21988832, 21821029, 14702041, 15469940, 14701852, 12198151]
TP53, AURKA, inactivates, []
TP53, AURKA, inactivates, []
GSK3B, SNAI1, inactivates, [25416956, 23644467, 21952048, 22859293, 17353931, 15448698]
GSK3B, SNAI1, inactivates, [23644467, 21952048]
GSK3B, SNAI1, inactivates, []
GSK3B, SNAI1, inactivates, [28514442]
GSK3B, SNAI1, inactivates, []
GSK3B, SNAI1, inactivates, []
SETD7, TP53, inactivates, [21988832, 21245319, 15525938]
PIAS1, JUN, inactivates, [12520011]
PIAS1, JUN, inactivates, [19471022, 12520011]
CDK1, PLK1, inactivates, [17351640]
CDK1, PLK1, inactivates, []
STK10, PLK1, inactivates, [26344197, 12639966]
STK10, PLK1, inactivates, []
PRKACA, PLK1, activates, []
RPS6KA1, FOS, activates, [20936779]
RPS6KA1, FOS, activates, []
AURKA, LATS2, activates, [28514442, 24255178]
SIRT1, EP300, activates, [26496610, 22807441, 16923962, 14980222]
CDK5, CTNNB1, inactivates, [12520011]
CDK5, CTNNB1, inactivates, []
EGFR, CTNNB1, inactivates, [28514442, 25332398, 26496610, 26344197, 12520011]
ERBB2, CTNNB1, inactivates, [26496610, 25332398, 12939402, 12520011, 7702605]
ERBB2, CTNNB1, inactivates, []
CHUK, CTNNB1, inactivates, [12520011]
CHUK, CTNNB1, inactivates, []
IKBKB, CTNNB1, inactivates, [28514442, 26496610, 25332398, 20211142, 20936779, 12520011]
IKBKB, CTNNB1, inactivates, []
IKBKB, CTNNB1, inactivates, []
IKBKB, CTNNB1, inactivates, []
PTPN1, CTNNB1, activates, [28514442, 26496610, 25332398, 12520011]
PTPN11, CTNNB1, activates, [25332398, 26344197, 22956765, 19293945, 12520011]
RPS6KA2, FOS, inactivates, [20936779]
RPS6KA2, FOS, inactivates, []
ABL1, JUN, inactivates, [28514442, 26496610, 20936779, 12520011]
GSK3B, JUN, inactivates, [26496610, 24574500, 23846687, 21988832, 16713974, 12520011]
GSK3B, JUN, inactivates, []
GSK3B, JUN, inactivates, [28514442]
CDC25A, EGFR, activates, [28514442, 27880917, 25332398, 12520011, 11912208]
ERBB2, ERBB3, inactivates, [23851501, 23861392, 22393391, 22505024, 21339742, 19567914, 19878579, 18682844, 18434311, 17671194, 16914727, 16690615, 16624867, 16061662, 15337524, 12684395, 12939402, 12520011, 11821958, 11960379, 11914075, 12124352, 11389077, 10910064, 10942781, 10197638, 9950886, 10589783, 10085099, 10572067, 9685225, 9774445, 9419975, 9288791, 8617201, 8626392, 8816440, 8631797, 7532277]
MAPK1, MAPK1, inactivates, [25332398, 23770852, 24732797, 24367099, 25197063, 24982422, 24200882, 23201688, 23504318, 23589287, 23729680, 23667255, 23644467, 23846687, 23861392, 23893408, 24005672, 24036113, 24043631, 22580601, 23652203, 23363601, 23549785, 23378027, 23203808, 23878394, 24043311, 23973372, 23817415, 23325789, 23155002, 23504323, 23640055, 23241949, 22747445, 22610096, 22344252, 21952048, 22327215, 22113614, 21685939, 23250396, 22923609, 22977256, 22952242, 22865863, 23143332, 22260435, 22357621, 22946047, 22767513, 22797918, 23178880, 22748923, 22669742, 23118497, 23317243, 22481092, 22384029, 21864647, 22299030, 21372139, 22128329, 22031698, 21119598, 20856200, 21172820, 21738403, 21940795, 21378313, 21303929, 21486950, 21502402, 21245094, 21173159, 21720547, 20802527, 21242965, 21917714, 21212275, 21586567, 21617040, 21098725, 22042618, 21199871, 20595387, 20048167, 20889506, 20823271, 20048153, 20195469, 20190138, 20682913, 21078955, 20410276, 19861308, 21135229, 20660740, 20026644, 20736304, 20844151, 20332113, 20736311, 20616044, 19884349, 19864419, 19164283, 19687304, 19401382, 19915061, 19654410, 19472212, 19937254, 19723873, 19255141, 19015637, 19364823, 19364816, 18624763, 19458088, 19956569, 19741200, 18243246, 18464932, 18039926, 18059019, 18439419, 18764931, 17974568, 18434307, 18385518, 19116446, 18096723, 18164590, 18829541, 18332868, 18336852, 18446242, 18405916, 17519976, 18604200, 18093986, 18322230, 18818406, 18724389, 18296638, 17671194, 17702744, 17575145, 17921324, 17684018, 17488655, 17905570, 17311928, 17068199, 17347143, 16904289, 17457042, 17657738, 17878374, 18028425, 17804409, 17717293, 17483331, 17311279, 17283173, 17395984, 17548638, 17550976, 17711860, 17043657, 17623675, 16382132, 16684890, 16690615, 16778083, 16636149, 16456002, 16822839, 16647839, 16861904, 16713974, 16254138, 16670329, 17068343, 16774943, 16273078, 16651411, 16455654, 16308312, 15728708, 15635602, 15486045, 15687496, 16037379, 15579470, 16322248, 15757908, 16263724, 16246731, 15655247, 15746191, 15683364, 15856468, 16055710, 15994929, 16214031, 16061662, 15671181, 15672448, 14738765, 15319452, 14988025, 14551204, 15064353, 15355986, 15001646, 15226403, 14766760, 15339934, 15247267, 15069060, 15184391, 15133037, 15078890, 15225787, 14741046, 15003938, 14681225, 14522909, 12702497, 12633740, 14592977, 12435740, 12624098, 12612606, 12509453, 12496416, 12837766, 12915106, 14592976, 12093135, 11821958, 12356731, 12121974, 11867753, 12165490, 11884439, 11773443, 11724779, 11839764, 11245489, 11585897, 11391000, 11331299, 11606411, 11368773, 14658227, 10781609, 10867024, 11032019, 10979964, 10714766, 11114188, 10748192, 10409724, 10318918, 10395938, 10085099, 9813039, 9030581]
JAK3, MAPK1, inactivates, [16778083]
MAP2K1, GSK3B, inactivates, [26496610, 25332398, 26344197, 25416956, 23241949, 12520011]
CUL2, HIF1A, inactivates, [28514442, 26496610, 23401859, 22286099, 22537386, 12520011]
EIF2AK2, NFKBIA, inactivates, [28514442, 26496610, 25416956, 15710892, 12520011]
EIF2AK2, NFKBIA, inactivates, [12520011]
RPS6KA1, NFKBIA, inactivates, [20936779, 12520011]
