ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
V$RARA_14	0.052884615384615384	0.0013885031935573452	38.0875	0.9255	6.822771821566858E-7
V$SOX9_10	0.03365384615384615	0.0013885031935573452	24.237499999999997	0.9577	1.8249714890193757E-4
V$SOX9_11	0.03365384615384615	0.0013885031935573452	24.237499999999997	0.9577	1.8249714890193757E-4
V$ZFP30_05	0.028846153846153844	0.0013885031935573452	20.775	0.918	7.16141341332855E-4
V$ZNF573_02	0.028846153846153844	0.0013885031935573452	20.775	0.9547	7.16141341332855E-4
V$RARA_17	0.052884615384615384	0.0027770063871146904	19.04375	0.9475	3.525471564150735E-6
V$RARG_08	0.052884615384615384	0.0027770063871146904	19.04375	0.8965	3.525471564150735E-6
V$MYOGENIN_06	0.02403846153846154	0.0013885031935573452	17.3125	0.9987	0.0027573303633136783
V$MYOGENIN_08	0.02403846153846154	0.0013885031935573452	17.3125	0.9994	0.0027573303633136783
V$TCF21_01	0.02403846153846154	0.0013885031935573452	17.3125	0.9924	0.0027573303633136783
V$ZSCAN5_03	0.02403846153846154	0.0013885031935573452	17.3125	0.9512	0.0027573303633136783
V$ATF4_Q5	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9873	0.01034800198649155
V$ESRRA_03	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9948	0.01034800198649155
V$ESRRB_02	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9927	0.01034800198649155
V$HNF4A_04	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9951	0.01034800198649155
V$LEF1_Q4	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9985	0.01034800198649155
V$LRH1_06	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9035	0.01034800198649155
V$OVOL1_01	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.8748	0.01034800198649155
V$TBX5_04	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.8983	0.01034800198649155
V$TFEA_Q6	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9957	0.01034800198649155
V$ZNF177_04	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.8666	0.01034800198649155
V$ZNF392_05	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.826	0.01034800198649155
V$ZNF454_02	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9652	0.01034800198649155
V$ZNF690_03	0.019230769230769232	0.0013885031935573452	13.850000000000001	0.9708	0.01034800198649155
V$HEN1_02	0.03365384615384615	0.0027770063871146904	12.118749999999999	0.9118	6.608336832290459E-4
V$ATOH1_01	0.014423076923076922	0.0013885031935573452	10.3875	0.9991	0.03744669949447811
V$CUX1TBX3_01	0.028846153846153844	0.0027770063871146904	10.3875	0.8745	0.0023170739186256133
V$ETV2FOXI1_03	0.014423076923076922	0.0013885031935573452	10.3875	0.9032	0.03744669949447811
V$FOSB_01	0.014423076923076922	0.0013885031935573452	10.3875	0.9981	0.03744669949447811
V$IRF6_08	0.028846153846153844	0.0027770063871146904	10.3875	0.936	0.0023170739186256133
V$MYBL1_08	0.014423076923076922	0.0013885031935573452	10.3875	0.9222	0.03744669949447811
V$MYOD1_06	0.028846153846153844	0.0027770063871146904	10.3875	0.9981	0.0023170739186256133
V$MYOD1_08	0.028846153846153844	0.0027770063871146904	10.3875	0.9959	0.0023170739186256133
V$MYOD1_10	0.028846153846153844	0.0027770063871146904	10.3875	0.9972	0.0023170739186256133
V$MYOGENIN_04	0.028846153846153844	0.0027770063871146904	10.3875	0.9984	0.0023170739186256133
V$POU2F2_10	0.014423076923076922	0.0013885031935573452	10.3875	0.9944	0.03744669949447811
V$POU6F2_03	0.014423076923076922	0.0013885031935573452	10.3875	0.9935	0.03744669949447811
V$R_01	0.014423076923076922	0.0013885031935573452	10.3875	0.9469	0.03744669949447811
V$TEAD4HOXB13_01	0.028846153846153844	0.0027770063871146904	10.3875	0.9402	0.0023170739186256133
V$ZBTB41_01	0.014423076923076922	0.0013885031935573452	10.3875	0.8398	0.03744669949447811
V$ZFP62_02	0.014423076923076922	0.0013885031935573452	10.3875	0.9413	0.03744669949447811
V$ZNF343_04	0.014423076923076922	0.0013885031935573452	10.3875	0.9232	0.03744669949447811
V$ZNF642_01	0.014423076923076922	0.0013885031935573452	10.3875	0.9608	0.03744669949447811
V$GATA5_14	0.04807692307692308	0.005554012774229381	8.65625	0.9369	1.2893561205202782E-4
V$HEN2_03	0.04807692307692308	0.005554012774229381	8.65625	0.9019	1.2893561205202782E-4
V$MGADLX3_01	0.02403846153846154	0.0027770063871146904	8.65625	0.9501	0.007860302918265732
V$MYCN_02	0.04807692307692308	0.005554012774229381	8.65625	0.9974	1.2893561205202782E-4
V$MYOD1_12	0.02403846153846154	0.0027770063871146904	8.65625	0.9974	0.007860302918265732
V$SMAD4_Q6	0.02403846153846154	0.0027770063871146904	8.65625	0.9294	0.007860302918265732
V$ZNF729_05	0.04807692307692308	0.005554012774229381	8.65625	0.91	1.2893561205202782E-4
V$ETV2PITX1_01	0.03365384615384615	0.004165509580672036	8.079166666666666	0.8838	0.0017742725046146026
V$GATA6_12	0.03365384615384615	0.004165509580672036	8.079166666666666	0.9605	0.0017742725046146026
V$ZNF320_01	0.03365384615384615	0.004165509580672036	8.079166666666666	0.785	0.0017742725046146026
V$ZNF729_04	0.052884615384615384	0.0069425159677867256	7.617500000000001	0.7915	9.947598692599592E-5
V$CREB3L1_05	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.928	0.025529345232847302
V$FRA2_05	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.9968	0.025529345232847302
V$MAX_Q6	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.9896	0.025529345232847302
V$MESP2_02	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.9419	0.025529345232847302
V$SCRT1_03	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.9658	0.025529345232847302
V$TFE3_02	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.9983	0.025529345232847302
V$ZNF66_02	0.019230769230769232	0.0027770063871146904	6.925000000000001	0.8768	0.025529345232847302
V$AR_Q2	0.028846153846153844	0.004165509580672036	6.924999999999999	0.9033	0.00562955438941873
V$GATA2_13	0.028846153846153844	0.004165509580672036	6.924999999999999	0.9751	0.00562955438941873
V$HOXB2ELF1_01	0.028846153846153844	0.004165509580672036	6.924999999999999	0.9491	0.00562955438941873
V$TCF21_03	0.028846153846153844	0.004165509580672036	6.924999999999999	0.9914	0.00562955438941873
V$ZNF541_01	0.028846153846153844	0.004165509580672036	6.924999999999999	0.9506	0.00562955438941873
