	ABL1_DAC	ADAM9_DAC	AKT1_DAC	AMOTL1_DAC	ANXA1_DAC	ARAF_DAC	ATF3_DAC	ATM_DAC	AURKA_DAC	BACE1_DAC	BGN_DAC	BIRC6_DAC	BRAF_DAC	BUB1_DAC	CABLES2_DAC	CASP3_DAC	CCNG2_DAC	CD55_DAC	CDC20_DAC	CDC25A_DAC	CDC25C_DAC	CDC37_DAC	CDK1_DAC	CDK5_DAC	CDK6_DAC	CDKN1A_DAC	CHEK1_DAC	CHEK2_DAC	CHUK_DAC	CHUK.IKBKB_DAC	CKAP5_DAC	COL13A1_DAC	COMMD1_DAC	COPS2.COPS5_DAC	COPS5_DAC	CREB1_DAC	CREBBP_DAC	CSNK1E_DAC	CSNK2A1_DAC	CSNK2A1.CSNK2A2.CSNK2B_DAC	CSNK2A1.CSNK2A2.CSNK2B.RELA_DAC	CTNNB1_DAC	CUL1.ELK1.FBXO25.RBX1.SKP1_DAC	CUL2_DAC	CXXC5_DAC	CYLD_DAC	DKK1_DAC	DNAJB2_DAC	DUSP1_DAC	DVL2_DAC	EGFR_DAC	EIF2AK2_DAC	EIF2AK2.PDGFB.PDGFRB_DAC	ELK1_DAC	ELOC_DAC	EP300_DAC	ERBB2_DAC	ERBB3_DAC	EVL_DAC	FBLN1_DAC	FDPS_DAC	FGF13_DAC	FMR1_DAC	FN1_DAC	FOS_DAC	FOXM1_DAC	FYN_DAC	GSK3B_DAC	GSN_DAC	HDAC1_DAC	HDAC3_DAC	HIF1A_DAC	HIPK2_DAC	HMGA2_DAC	HMGB2_DAC	HMGCR_DAC	HUWE1_DAC	ICAM1_DAC	IGF1R_DAC	IKBKB_DAC	IKBKG_DAC	IL4R_DAC	IL7R_DAC	IQGAP1_DAC	ITGB8_DAC	JUN_DAC	KAT2A_DAC	KAT2B_DAC	LATS2_DAC	LIMK2_DAC	LRP1_DAC	LTBP3_DAC	MAD2L2_DAC	MAP2K1_DAC	MAP2K3_DAC	MAP2K4_DAC	MAP2K6_DAC	MAP2K7_DAC	MAP3K1_DAC	MAP3K2_DAC	MAP3K20_DAC	MAP3K4_DAC	MAP3K7_DAC	MAPK1_DAC	MAPK11_DAC	MAPK12_DAC	MAPK13_DAC	MAPK14_DAC	MAPK3_DAC	MAPK6_DAC	MAPK8_DAC	MAPK9_DAC	MAPKAP1.MLST8.MTOR.RICTOR_DAC	MAPKAPK2_DAC	MAPKAPK3_DAC	MAPT_DAC	MDM2_DAC	MEX3B_DAC	MOCOS_DAC	MTOR_DAC	MTOR.RICTOR_DAC	MTOR.RPTOR_DAC	MVD_DAC	MVK_DAC	NDC80_DAC	NFKBIA_DAC	NOTCH1_DAC	NUF2_DAC	OGT_DAC	PAG1_DAC	PAK1_DAC	PAK2_DAC	PBK_DAC	PDPK1_DAC	PIAS1_DAC	PIAS3_DAC	PKIA_DAC	PKM_DAC	PKN1_DAC	PLK1_DAC	PMVK_DAC	PPM1A_DAC	PPM1D_DAC	PPP2CA_DAC	PPP3CA_DAC	PPP3CB_DAC	PPP3CC_DAC	PPP4C_DAC	PRKACA_DAC	PRKCA_DAC	PRKCD_DAC	PRMT5_DAC	PRPF4_DAC	PTK6_DAC	PTPN1_DAC	PTPN11_DAC	PTPRA_DAC	RAC1_DAC	RAD23A_DAC	RAF1_DAC	RARA_DAC	RASGRF1_DAC	RB1_DAC	RELA_DAC	RFWD2_DAC	RHOA_DAC	RHOD_DAC	RICTOR_DAC	ROCK1_DAC	RPS6KA1_DAC	RPS6KA2_DAC	RPS6KA3_DAC	RPS6KA5_DAC	RPS6KB1_DAC	RRM2B_DAC	S100A2_DAC	SELPLG_DAC	SERPINA1_DAC	SETD7_DAC	SH3YL1_DAC	SHC1_DAC	SIRT1_DAC	SKIL_DAC	SKP2_DAC	SMAD4_DAC	SNAI1_DAC	SNAP29_DAC	SNRPA_DAC	SPI1_DAC	SREBF2_DAC	SRPK1_DAC	STAT3_DAC	STK10_DAC	STK11_DAC	STX6_DAC	SUMO1_DAC	TAB1_DAC	TACC1_DAC	TAF12_DAC	TAF1B_DAC	TAOK1_DAC	TAOK2_DAC	TARDBP_DAC	TBL1X_DAC	TCF3_DAC	TGFA_DAC	TGFB1_DAC	TNIK_DAC	TNK2_DAC	TOP2A_DAC	TP53_DAC	TP53.SMAD2_DAC	TP63_DAC	TPR_DAC	TPX2_DAC	TRIM28_DAC	TRIM33_DAC	TRIOBP_DAC	UBE2D3_DAC	UBE2I_DAC	USP22_DAC	VDR_DAC	VIM_DAC	WNT_DAC	WNT5A_DAC	XIAP_DAC	YAP1_DAC	YWHAZ_DAC	ZBTB17_DAC	ubiquitin_DAC
MCF10A_DAC	-0.18	-0.42	0.83	-0.5	0.47	0.63	0.51	-0.36	0.46	-0.56	-0.57	-0.43	0.75	0.45	0.43	-0.49	-0.52	0.36	0.58	0.29	0.27	0.46	0.65	-0.5	0.5	-0.46	0.61	0.33	0.3	0.06	0.49	0.44	0.63	0.19	0.54	0.6	-0.53	-0.75	-0.38	-0.03	0.06	-0.46	0.32	0.5	-0.5	-0.69	-0.5	-0.49	-0.46	0.18	0.5	0.5	0.14	0.64	0.64	0.36	-0.42	-0.6	-0.45	-0.45	-0.86	-0.51	0.5	-0.54	-0.26	0.45	0.55	-0.63	-0.64	0.53	-0.61	0.36	-0.71	-0.51	0.45	-0.7	0.55	0.53	-0.52	-0.55	0.38	0.54	0.5	-0.61	-0.43	-0.21	0.45	-0.45	-0.21	-0.51	-0.45	-0.45	0.5	0.78	0.32	0.36	-0.73	0.36	0.4	-0.5	0	-0.4	-0.68	-0.35	-0.5	0.5	0.6	0.71	-0.28	-0.32	0.53	-0.38	0.1	-0.44	0.55	-0.45	-0.19	-0.43	0.55	0.5	0.1	0.1	-0.71	0.15	0.58	0.38	0.58	0.58	0.4	0.42	-0.51	0.5	0.5	-0.37	-0.51	-0.45	-0.43	-0.44	0.64	0.62	-0.42	-0.5	-0.28	0.26	-0.5	-0.5	-0.5	0.5	-0.5	-0.59	0.49	0.5	0.5	0.68	0.38	0.4	-0.43	0.38	0.5	0.27	-0.49	0.5	-0.64	0.44	-0.45	0.03	-0.44	0.6	-0.55	0.46	-0.55	0.51	0.45	0.54	-0.5	-0.55	0.54	0.54	-0.5	-0.49	-0.49	0.65	-0.5	0.13	-0.44	0.61	-0.55	0.49	0.09	-0.4	0.45	0.55	0.4	0.4	-0.53	0.39	-0.5	-0.5	-0.45	0.45	-0.5	-0.5	0.5	0.55	-0.82	0.43	-0.42	0.43	-0.58	0.58	0.41	0.1	-0.05	-0.55	0.58	0.64	0.64	-0.42	-0.66	0.59	-0.5	-0.4	-0.51	-0.2	-0.48	-0.46	0.41	0.5	-0.45	-0.13
Perturb_2227870	2.16E-07	0.02813694	0.510986651	0	0.054923281	0	0.022389325	0.000219336	0.604308253	-0.136825569	-0.003935128	0.000343474	0	0.040507302	-0.00169202	-0.000759912	-0.00059609	0.003183284	0.057783268	0.015170869	0.00086898	2.16E-07	0.003403538	0	0	0.038100087	-0.042909434	0.008502321	0	-7.26E-08	0.047751007	0.026520638	-0.010998815	0.013470786	0.038100087	-0.00126417	5.35E-05	0	0.073754729	-0.046377739	0.136825569	-0.024891053	2.16E-07	0	-0.030765108	0	0	-0.047751007	0.038100087	-2.16E-07	0.077788635	0	4.33E-07	4.33E-07	4.33E-07	0.026750034	0.005801836	0.001450709	0.002109807	-0.040507302	0.000105854	0.047751007	0	-0.059178153	-0.011937223	1.019299161	-0.040507302	0.486884492	0.003183284	-0.018843546	0.491801961	-4.33E-07	0.173878166	0.047751007	0.040507302	0.001686666	-0.040507302	0.099775379	-0.034368195	0	0	0.038100087	0.055388423	0	0.00169202	0.501979319	0.040507302	-0.015054747	0.094413246	0.047751007	-0.040507302	-0.040507302	0.030765108	0.006694549	3.01E-07	0	-0.017852218	0	0.081147249	0	0	-0.081147249	0	-0.006436256	-0.00182192	-0.00182192	-0.032592258	-0.062762603	-0.005551385	3.05E-07	-0.006951707	-0.001411595	-7.26E-08	-0.00551189	-0.007017495	-0.040507302	0.052152768	0.003935128	-0.040507302	0	-7.26E-08	-7.26E-08	0.000210708	0.000842833	0.000108324	0.005633306	-0.025332256	0.000108324	0.081147249	-0.000108324	0.000132956	0	0	0.004345564	-0.001179013	-0.040507302	0.003935128	0.136825569	4.33E-07	0.130553658	0.000421416	0	0.05328083	7.75E-05	0	0	0	0	0	-3.92E-07	-0.000154912	0	0	-0.002978038	-0.073754729	-0.001962784	0.00169202	-0.073754729	0	-0.042582521	-0.001057225	-0.030765108	-4.33E-07	1.023909356	0.002109807	0.000248439	-0.026520638	-0.081147249	0.040507302	-0.001212442	4.82E-07	-0.008424061	-0.005654129	-0.000747896	-0.030765108	0.040507302	0.038100087	0.038100087	0	-0.047751007	-0.047751007	0.068412784	-0.030765108	0	0.136825569	-0.014235682	-0.002109807	0.047751007	-0.001229161	0.003373332	0.040507302	0.549489754	-0.001962784	0.00126417	-0.043320876	-0.000263375	0	0.030765108	-0.040507302	0.040507302	0	0	0	-0.040507302	-0.018533758	-0.00169202	0.093391961	-0.003935128	-0.000108324	0.000108324	0.013491328	0.003373332	-0.001686666	0.040507302	0.000108324	4.33E-07	-0.003183284	0.02813694	3.92E-07	0.009060299	0	0.003373332	0.077485834	0.001686666	0.00059609	0.038100087	-0.000863803	0	-0.000614581	0.010998815
Perturb_2630067	2.16E-07	0.017618314	-0.009273261	0	-0.000201628	0	-0.004343057	0.005661304	0.573374355	-0.00338048	-0.001075915	-0.007684648	0	0.007051056	0.046010359	-0.019611442	0.001665623	0.003150566	0.000654008	-0.000151128	0.001066043	2.16E-07	0.000345621	0	0	0.070926883	0.000427717	0.00935965	0	-7.26E-08	-0.01842192	0.05956509	-0.020475095	0.025076811	0.070926883	0.000705154	-3.03E-05	0	-0.001338321	0.003209906	0.00338048	-0.006807799	2.16E-07	0	0.04959362	0	0	0.01842192	0.070926883	-2.16E-07	0.042144141	0	4.33E-07	4.33E-07	4.33E-07	-0.000995662	0.009469839	0.00236771	-0.000261195	-0.007051056	-0.000293964	-0.01842192	0	-0.016348515	0.001475192	0.00988757	-0.007051056	0.499199265	0.003150566	0.000761142	-0.499432099	-4.33E-07	-0.176575997	-0.01842192	0.007051056	-0.004710425	-0.007051056	0.043052279	0.061068623	0	0	0.070926883	0.006445146	0	-0.046010359	0.489551274	0.007051056	0.000273558	0.098351245	-0.01842192	-0.007051056	-0.007051056	-0.04959362	0.012100231	3.01E-07	0	-0.018303763	0	0.083199711	0	0	-0.083199711	0	-0.003374854	-0.001868005	-0.001868005	0.006088937	0.045917348	-0.010398799	3.05E-07	-0.008528207	-0.001447292	-7.26E-08	0.003066107	0.005133292	-0.007051056	-0.000946037	0.001075915	-0.007051056	0	-7.26E-08	-7.26E-08	-0.000588928	-0.002355712	0.000132956	2.75E-05	-0.033692885	0.000132956	0.083199711	-0.000132956	0.000375698	0	0	-7.93E-05	0.000655706	-0.007051056	0.001075915	0.00338048	4.33E-07	0.056367115	-0.001177856	0	0.046534443	0.002001482	0	0	0	0	0	-3.92E-07	-0.004002964	0	0	-0.002600904	0.001338321	-0.003676603	-0.046010359	0.001338321	0	0.000772472	-0.001259057	0.04959362	-4.33E-07	0.025297752	-0.000261195	-0.000692554	-0.05956509	-0.083199711	0.007051056	-0.001134222	4.82E-07	-0.007357364	0.003152952	-0.000890614	0.04959362	0.007051056	0.070926883	0.070926883	0	0.01842192	0.01842192	0.00169024	0.04959362	0	0.00338048	-0.014089361	0.000261195	-0.01842192	-0.00150785	-0.00942085	0.007051056	1.02292454	-0.003676603	-0.000705154	0.015416166	0.000146881	0	-0.04959362	-0.007051056	0.007051056	0	0	0	-0.007051056	0.504019624	0.046010359	0.049035063	-0.001075915	-0.000132956	0.000132956	-0.037685399	-0.00942085	0.004710425	0.007051056	0.000132956	4.33E-07	-0.003150566	0.017618314	3.92E-07	0.000289543	0	-0.00942085	0.054434802	-0.004710425	-0.001665623	0.070926883	-0.001028598	0	-0.000753925	0.020475095
Perturb_3575600	2.16E-07	0.021351755	0.546340265	0	-0.028773224	0	-0.000748574	0.006034715	0.5893308	-0.132949689	-0.079695903	-0.005337001	0	0.024124758	0.0430509	-0.020904975	0.000872561	0.002846206	0.026756669	0.014247904	-0.009325255	2.16E-07	-0.000389068	0	0	0.073247306	-0.040298897	0.017083115	0	-7.26E-08	0.003001738	0.058330608	-0.021144944	0.025897204	0.073247306	0.004109642	-0.024304583	0	0.078857583	-0.034384912	0.132949689	-0.504044263	2.16E-07	0	0.024213277	0	0	-0.003001738	0.073247306	-2.16E-07	0.061165823	0	4.33E-07	4.33E-07	4.33E-07	0.028622058	0.012362295	0.003090824	-0.002313925	-0.024124758	-0.000153769	0.003001738	0	-0.100830964	0.013087183	0.487175891	-0.024124758	0.463727829	0.002846206	-0.017460027	-0.006077987	-4.33E-07	-0.002148978	0.003001738	0.024124758	-0.002467305	-0.024124758	0.120383938	-0.011697804	0	0	0.073247306	0.078842624	0	-0.0430509	0.505093424	0.024124758	-0.016096363	0.09492694	0.003001738	-0.024124758	-0.024124758	-0.024213277	0.005790281	1.104351699	0	-0.017003135	0	0.077287805	0	0	-0.077287805	0	-0.009372311	0.118759355	0.118759355	0.059785581	0.053250565	-0.011924447	3.05E-07	0.074602177	0.09199026	-7.26E-08	0.040048375	0.005953171	-0.024124758	0.055761031	0.079695903	-0.024124758	0	-7.26E-08	-7.26E-08	-0.000308538	-0.001234153	-0.001165956	0.004244678	-0.031378806	-0.001165956	0.077287805	0.001165956	0.001524099	0	0	0.004646253	0.53247898	-0.024124758	0.079695903	0.132949689	4.33E-07	0.116889815	-0.000617076	0	0.094546954	0.002133503	0	0	0	0	0	-3.92E-07	-0.004267005	0	0	-0.005284885	-0.078857583	-0.004216002	-0.0430509	-0.078857583	0	-0.045528655	0.021618359	0.024213277	-4.33E-07	0.994904924	-0.002313925	-0.000362598	-0.058330608	-0.077287805	0.024124758	0.014609725	4.82E-07	-0.014948809	0.018378285	0.015286162	0.024213277	0.024124758	0.073247306	0.073247306	0	-0.003001738	-0.003001738	0.066474844	0.024213277	0	0.132949689	-0.012728222	0.002313925	0.003001738	0.013187665	-0.00493461	0.024124758	1.056390162	-0.004216002	-0.004109642	-0.04244726	0.11906618	0	-0.024213277	-0.024124758	0.024124758	0	0	0	-0.024124758	0.471600371	0.0430509	0.109614777	-0.079695903	0.001165956	-0.001165956	-0.019740442	-0.00493461	0.002467305	0.024124758	-0.001165956	4.33E-07	-0.002846206	0.021351755	3.92E-07	0.077443409	0	-0.00493461	0.035998663	-0.002467305	-0.000872561	0.073247306	0.017650734	0	0.006593832	0.021144944
Perturb_0050862	2.16E-07	0.019427694	0.502309996	0	-0.023429163	0	0.002458609	0.001125726	1.158471811	-0.133169406	-0.077917267	-0.010758215	0	0.031709171	0.042640458	-0.003899739	0.001293043	-0.023724828	0.0321798	0.013801396	0.005798405	2.16E-07	0.00486681	0	0	0.070115832	-0.039035979	0.008416394	0	-7.26E-08	0.011996432	0.062755925	-0.020240965	0.024790061	0.070115832	0.005553045	0.024140974	0	0.072502361	-0.047343993	0.133169406	-0.492795181	2.16E-07	0	0.017912614	0	0	-0.011996432	0.070115832	-2.16E-07	0.063306825	0	4.33E-07	4.33E-07	4.33E-07	0.058467643	0.040598029	0.010149757	-0.000789701	-0.031709171	-0.000228101	0.011996432	0	-0.085968281	0.004464873	0.559355677	-0.031709171	-0.530869602	-0.023724828	-0.018833593	0.49163115	-4.33E-07	0.173817775	0.011996432	0.031709171	-0.00365661	-0.031709171	0.117822823	-0.00978239	0	0	0.070115832	0.074882285	0	-0.042640458	0.590495545	0.031709171	-0.014799109	0.1875397	0.011996432	-0.031709171	-0.031709171	-0.017912614	-0.017703596	3.01E-07	0	-0.519425451	0	-0.088478434	0	0	0.088478434	0	0.53794516	-0.053013524	-0.053013524	-0.04131326	-0.093131628	-0.015524046	3.05E-07	-0.046387103	-0.04106444	-7.26E-08	-0.023361206	-0.010412856	-0.031709171	0.051267211	0.077917267	-0.031709171	0	-7.26E-08	-7.26E-08	-0.000457201	-0.001828805	0.000724502	0.001956116	-0.037776281	0.000724502	-0.088478434	-0.000724502	-0.033482337	0	0	0.004271768	-0.528910003	-0.031709171	0.077917267	0.133169406	4.33E-07	0.165222379	-0.000914403	0	0.05071063	0.000397913	0	0	0	0	0	-3.92E-07	-0.000795826	0	0	-0.00283436	-0.072502361	-0.005488652	-0.042640458	-0.072502361	0	-0.041859466	-0.011285484	0.017912614	-4.33E-07	0.996549137	-0.000789701	-0.000537541	-0.062755925	0.088478434	0.031709171	0.030842431	4.82E-07	-0.008017677	0.024833383	-0.007980368	0.017912614	0.031709171	0.070115832	0.070115832	0	-0.011996432	-0.011996432	0.066584703	0.017912614	0	0.133169406	0.106101053	0.000789701	0.011996432	-0.00820042	-0.007313221	0.031709171	1.011227397	-0.005488652	-0.005553045	-0.049347576	-0.118267611	0	-0.017912614	-0.031709171	0.031709171	0	0	0	-0.031709171	0.467104211	0.042640458	0.122496245	-0.077917267	-0.000724502	0.000724502	-0.029254882	-0.007313221	0.00365661	0.031709171	0.000724502	4.33E-07	0.023724828	0.019427694	3.92E-07	-0.060035524	0	-0.007313221	0.041546141	-0.00365661	-0.001293043	0.070115832	-0.009215141	0	-0.00410021	0.020240965
Perturb_0945570	2.16E-07	0.019644703	0.020305245	0	-0.06105735	0	-0.002862441	0.001339978	0.565711226	-0.000845711	-0.084876046	-0.00516485	0	0.003737418	0.043963715	-0.004641929	0.003111792	-0.004023835	-0.000514682	-0.000384918	0.00594668	2.16E-07	0.002023464	0	0	0.071745986	0.001088975	-0.006399921	0	-7.26E-08	-0.021066549	0.057058173	-0.02071155	0.025366407	0.071745986	0.005653186	-0.023677148	0	0.002930968	-0.007746909	0.000845711	-0.536806364	2.16E-07	0	0.051772894	0	0	0.021066549	0.071745986	-2.16E-07	0.009281271	0	4.33E-07	4.33E-07	4.33E-07	0.033637022	0.033724093	0.008431273	-0.002277724	-0.003737418	-0.000549613	-0.021066549	0	-0.046719006	0.012882401	-0.0183755	-0.003737418	0.486985194	-0.004023835	-0.001791986	0.498630991	-4.33E-07	0.176292593	-0.021066549	0.003737418	-0.008800808	-0.003737418	0.043225982	0.062139723	0	0	0.071745986	0.004665324	0	-0.043963715	0.470358907	0.003737418	-0.000597908	0.092659639	-0.021066549	-0.003737418	-0.003737418	-0.051772894	0.011515918	3.01E-07	0	-0.556747027	0	0.081164032	0	0	-0.081164032	0	0.546736566	-0.056822641	-0.056822641	-0.017403347	-0.089469515	-0.01064689	3.05E-07	-0.047573305	-0.04401497	-7.26E-08	-0.024221193	-0.010003419	-0.003737418	0.002072807	0.084876046	-0.003737418	0	-7.26E-08	-7.26E-08	-0.001100226	-0.004400904	0.000743036	-0.003257472	-0.038417839	0.000743036	0.081164032	-0.000743036	-0.034027428	0	0	0.000172234	0.518732575	-0.003737418	0.084876046	0.000845711	4.33E-07	0.048480834	-0.002200452	0	-0.043475057	0.000473662	0	0	0	0	0	-3.92E-07	-0.000947325	0	0	0.00243078	-0.002930968	-0.003764317	-0.043963715	-0.002930968	0	-0.001692403	-0.01182804	0.051772894	-4.33E-07	0.006329274	-0.002277724	-0.001294237	-0.057058173	-0.081164032	0.003737418	0.031093251	4.82E-07	0.006874388	0.025281224	-0.008364013	0.051772894	0.003737418	0.071745986	0.071745986	0	0.021066549	0.021066549	0.000422855	0.051772894	0	0.000845711	0.017995534	0.002277724	-0.021066549	-0.008410113	-0.017601616	0.003737418	1.034737807	-0.003764317	-0.005653186	-0.024193584	0.115992391	0	-0.051772894	-0.003737418	0.003737418	0	0	0	-0.003737418	0.48159976	0.043963715	0.051707875	-0.084876046	-0.000743036	0.000743036	-0.070408464	-0.017601616	0.008800808	0.003737418	0.000743036	4.33E-07	0.004023835	0.019644703	3.92E-07	0.066353084	0	-0.017601616	0.011063523	-0.008800808	-0.003111792	0.071745986	-0.009658136	0	-0.004205056	0.02071155
Perturb_0761160	2.16E-07	0.022126834	0.998638559	0	0.058956298	0	-0.040689942	0.006158355	0.008987386	-0.007390508	0.000488426	0.036950492	0	0.00944469	0.040914285	-0.021333277	0.000633052	0.007581936	0.057802949	0.027606213	-0.009148295	2.16E-07	0.002400251	0	0	0.072206819	-0.0780819	0.003000527	0	-7.26E-08	-0.01271577	0.005803482	-0.020844581	0.025529336	0.072206819	0.00413598	0.02351731	0	0.144141219	0.001380177	0.007390508	0.003085962	2.16E-07	0	-0.007553098	0	0	0.01271577	0.072206819	-2.16E-07	0.014895597	0	4.33E-07	4.33E-07	4.33E-07	0.060672389	0.005792958	0.001448489	-0.003144791	-0.00944469	-0.00011143	-0.01271577	0	-0.047460186	0.017787274	1.035286262	-0.00944469	0.445360823	0.007581936	-0.020560474	0.000244448	-4.33E-07	8.63E-05	-0.01271577	0.00944469	-0.001789872	-0.00944469	0.047771286	0.018538454	0	0	0.072206819	0.046772067	0	-0.040914285	-0.418851273	0.00944469	-0.029422329	-0.013574679	-0.01271577	-0.00944469	-0.00944469	0.007553098	0.000906451	1.104351699	0	-0.016329674	0	0.074226637	0	0	-0.074226637	0	-0.014136717	0.11882809	0.11882809	0.075558974	0.058981075	-0.012603861	3.05E-07	0.073186494	0.092043501	-7.26E-08	0.040522154	0.006593862	-0.00944469	0.101923532	-0.000488426	-0.00944469	0	-7.26E-08	-7.26E-08	-0.000223859	-0.000895436	-0.001143836	0.009162503	0.02059554	-0.001143836	0.074226637	0.001143836	0.001837529	0	0	0.008493128	-0.515246203	-0.00944469	-0.000488426	0.007390508	4.33E-07	0.034192979	-0.000447718	0	0.005204377	0.002177216	0	0	0	0	0	-3.92E-07	-0.004354432	0	0	-0.000290483	-0.144141219	-0.004456211	-0.040914285	-0.144141219	0	-0.08322018	0.021448513	-0.007553098	-4.33E-07	0.055306053	-0.003144791	-0.000262949	-0.005803482	-0.074226637	0.00944469	0.014145785	4.82E-07	-0.000822507	0.018496072	0.015166063	-0.007553098	0.00944469	0.072206819	0.072206819	0	0.01271577	0.01271577	0.003695254	-0.007553098	0	0.007390508	-0.033907051	0.003144791	-0.01271577	0.012937405	-0.003579745	0.00944469	1.04138404	-0.004456211	-0.00413598	0.011256665	-0.115212293	0	0.007553098	-0.00944469	0.00944469	0	0	0	-0.00944469	0.448194932	0.040914285	0.018985828	0.000488426	0.001143836	-0.001143836	-0.014320978	-0.003579745	0.001789872	0.00944469	-0.001143836	4.33E-07	-0.007581936	0.022126834	3.92E-07	-0.06421213	0	-0.003579745	0.06143858	-0.001789872	-0.000633052	0.072206819	0.017512055	0	0.006468703	0.020844581
Perturb_1987173	2.16E-07	-0.006332682	0.00764653	0	-0.053201153	0	-0.000989107	0.005610659	1.158159906	-0.132238368	-0.077198085	-0.029002651	0	0.02609775	0.045592449	-0.019436	5.68E-05	-0.009012679	0.000527497	-0.001545648	-0.009721444	2.16E-07	-0.003752987	0	0	0.036637149	0.004372015	0.02382592	0	-7.26E-08	0.003812588	0.061427701	-0.010576501	0.012953559	0.036637149	0.004606399	-0.000422615	0	0.00110384	-0.028130026	0.132238368	-0.488246676	2.16E-07	0	0.024520139	0	0	-0.003812588	0.036637149	-2.16E-07	0.050421785	0	4.33E-07	4.33E-07	4.33E-07	-0.006171318	0.013463982	0.003366245	-0.002600456	-0.02609775	-9.55E-06	0.003812588	0	-0.078865935	0.014708048	0.024494907	-0.02609775	-0.017224881	-0.009012679	-0.005131523	-0.504972269	-4.33E-07	-0.178534743	0.003812588	0.02609775	-0.000159857	-0.02609775	0.099001801	-0.031362605	0	0	0.036637149	0.078837905	0	-0.045592449	0.52863646	0.02609775	-0.000224947	0.200796682	0.003812588	-0.02609775	-0.02609775	-0.024520139	-0.000489171	0.552176	0	0.539523024	0	-0.00287098	0	0	0.00287098	0	-0.031446173	0.115312261	0.115312261	0.05407799	0.106952354	-0.006562686	3.05E-07	0.077771685	0.089320152	-7.26E-08	0.043253621	0.011957214	-0.02609775	0.000780832	0.077198085	-0.02609775	0	-7.26E-08	-7.26E-08	-2.01E-05	-8.04E-05	-0.001215479	-0.001375749	-0.029415528	-0.001215479	-0.00287098	0.001215479	0.003060039	0	0	6.46E-05	0.009251281	-0.02609775	0.077198085	0.132238368	4.33E-07	0.159399488	-4.02E-05	0	0.138140416	0.001983576	0	0	0	0	0	-3.92E-07	-0.003967152	0	0	-0.007721833	-0.00110384	-0.002320332	-0.045592449	-0.00110384	0	-0.000637511	0.021657739	0.024520139	-4.33E-07	0.98958189	-0.002600456	-2.32E-05	-0.061427701	0.00287098	0.02609775	0.013044527	4.82E-07	-0.02184154	0.020599853	0.015314008	0.024520139	0.02609775	0.036637149	0.036637149	0	-0.003812588	-0.003812588	0.066119184	0.024520139	0	0.132238368	0.040306321	0.002600456	0.003812588	0.01374796	-0.000319714	0.02609775	0.528390961	-0.002320332	-0.004606399	-0.041900568	0.00206891	0	-0.024520139	-0.02609775	0.02609775	0	0	0	-0.02609775	0.499441646	0.045592449	0.099177858	-0.077198085	0.001215479	-0.001215479	-0.001280854	-0.000319714	0.000159857	0.02609775	-0.001215479	4.33E-07	0.009012679	-0.006332682	3.92E-07	0.008705823	0	-0.000319714	0.001339631	-0.000159857	-5.68E-05	0.036637149	0.017682888	0	0.00687398	0.010576501
