MO000022393	MO000130269	activates
MO000016677	MO000021478	activates
MO000018003	MO000130269	activates
MO000018962	MO000021478	activates
MO000032682	MO000020210	activates
MO000032766	MO000130269	inactivates
MO000021478	MO000019262	activates
MO000057829	MO000020402	activates
MO000007225	MO000021373	activates
MO000022222	MO000004677	inactivates
MO000150826	MO000019262	inactivates
MO000005412	MO000019259	activates
MO000007821	MO000057832	activates
MO000030859	MO000057832	activates
MO000007225	MO000003497	activates
MO000020003	MO000019975	activates
MO000020146	MO000022013	activates
MO000019253	MO000019262	inactivates
MO000017447	MO000020402	inactivates
MO000036353	MO000057832	activates
MO000032705	MO000010971	activates
MO000219259	MO000010971	activates
MO000017774	MO000020628	inactivates
MO000021748	MO000020628	activates
MO000019867	MO000021736	activates
MO000023536	MO000023445	inactivates
MO000030895	MO000023445	inactivates
MO000018901	MO000023311	inactivates
MO000033257	MO000057832	inactivates
MO000019315	MO000018901	inactivates
MO000057745	MO000057832	activates
MO000056654	MO000057832	activates
MO000022222	MO000034342	inactivates
MO000021373	MO000010971	activates
MO000057419	MO000010971	activates
MO000004672	MO000032687	inactivates
MO000034388	MO000032766	inactivates
MO000034388	MO000032352	inactivates
MO000034546	MO000016989	inactivates
MO000031213	MO000019469	inactivates
MO000030998	MO000019469	inactivates
MO000030860	MO000019469	inactivates
MO000022229	MO000032335	inactivates
MO000030860	MO000032335	inactivates
MO000030999	MO000032335	inactivates
MO000022222	MO000004672	activates
MO000058229	MO000004672	inactivates
MO000058229	MO000004677	inactivates
MO000021174	MO000004677	inactivates
MO000056630	MO000032335	inactivates
MO000019469	MO000057832	inactivates
MO000028508	MO000020402	inactivates
MO000019309	MO000041170	inactivates
MO000041170	MO000020146	activates
MO000041170	MO000019352	activates
MO000042624	MO000044885	inactivates
MO000032481	MO000042701	inactivates
MO000082438	MO000042701	inactivates
MO000032484	MO000042701	inactivates
MO000083650	MO000042701	inactivates
MO000019259	MO000010971	inactivates
MO000032335	MO000022013	inactivates
MO000022265	MO000022013	activates
MO000004672	MO000130269	activates
MO000004677	MO000130269	activates
MO000019548	MO000032481	inactivates
MO000020398	MO000020628	inactivates
MO000043513	MO000022403	inactivates
