ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
V$HIF1A_Q5	6.451612903225806	0.10126582278481014	63.709677419354826	0.9915	0.0014035364457104136
V$HES1_Q6	6.451612903225806	0.35443037974683544	18.202764976958523	0.9419	0.007998444619876576
V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
V$HIC1_08	6.451612903225806	0.5063291139240507	12.741935483870966	0.9499	0.014219904723971475
V$MECP2_02	12.903225806451612	1.7215189873417722	7.495256166982921	0.805	0.002768314331602808
V$MEIS1_01	16.129032258064516	3.3417721518987342	4.8264907135874875	0.8418	0.004932021433500166
V$IK_Q5_01	6.451612903225806	1.3670886075949367	4.7192353643966545	0.9888	0.07366381390929193
V$ZFP161_04	19.35483870967742	4.3544303797468356	4.444861215303826	0.6635	0.0031309382714567887
V$AP2ALPHA_03	25.806451612903224	5.8734177215189876	4.3937708565072295	0.7076	7.32538157181269E-4
V$P53_Q3	16.129032258064516	3.7974683544303796	4.247311827956989	0.8813	0.008131012345344458
V$NF1A_Q6_01	22.58064516129032	5.417721518987342	4.167922821826951	0.9712	0.002055390768534506
V$TTF1_Q5_01	12.903225806451612	3.4430379746835444	3.7476280834914606	0.9668	0.02558108126463243
V$SP100_04	16.129032258064516	4.455696202531645	3.619868035190616	0.7318	0.014936950321200959
V$ZIC1_05	25.806451612903224	8.202531645569621	3.146156909597769	0.7218	0.005249095372097404
V$LRH1_Q5_01	19.35483870967742	6.177215189873418	3.133262823902697	0.8014	0.014971686712351212
V$BEN_01	77.41935483870968	27.088607594936708	2.8580042206813387	0.7551	1.045810358398748E-5
V$PAX_Q6	48.387096774193544	23.746835443037977	2.037622945181924	0.6083	0.009476775874953658
V$DBP_Q6	54.83870967741936	30.025316455696203	1.8264157101670022	0.7926	0.015845454772321278
