ID	UniProt ID	average_intensity
ENSG00000137876	Q9UHA3	90.3
ENSG00000137936	O75815	15.1
ENSG00000137942	Q5T0N5-3	55.0
ENSG00000137944	Q6YP21-3	162.0
ENSG00000137947	Q00403	30.6
ENSG00000137948	Q58F21-5	7.01
ENSG00000137955	P53611	138.0
ENSG00000137962	Q52LW3	64.1
ENSG00000137992	P11182	96.4
ENSG00000137996	O00442	123.0
ENSG00000138032	O75688,O75688-2	38.2
ENSG00000138035	Q8TCS8	285.0
ENSG00000138069	P62820	1980.0
ENSG00000138071	P61160	2070.0
ENSG00000138073	Q9HCU5	59.5
ENSG00000138074	Q9Y289	1.82
ENSG00000138078	Q4J6C6-4	20.5
ENSG00000138085	Q6UW56	87.9
ENSG00000138095	P42704	1610.0
ENSG00000138107	P61163	941.0
ENSG00000138119	Q9NZM1,Q9NZM1-3,Q9NZM1-6	326.0
ENSG00000138134	Q96FJ0	2.35
ENSG00000138138	Q8NBU5	229.0
ENSG00000138160	P52732	4.09
ENSG00000138175	P36405	211.0
ENSG00000138180	Q53EZ4	11.0
ENSG00000138190	Q8TAG9	65.5
ENSG00000138207	P02753	10.1
ENSG00000138231	Q9UK59	48.5
ENSG00000138246	O75165	31.5
ENSG00000138303	Q8N9N2-2	16.9
ENSG00000138326	P62847	3560.0
ENSG00000138356	Q06278	7.9
ENSG00000138363	P31939	2980.0
ENSG00000138375	Q9NZC9	7.91
ENSG00000138382	Q9NRN9	167.0
ENSG00000138385	P05455	1110.0
ENSG00000138398	Q13427	69.9
ENSG00000138399	Q53R41	0.748
ENSG00000138413	O75874	1440.0
ENSG00000138430	Q9NTK5,Q9NTK5-3	1280.0
ENSG00000138442	Q9GZL7	185.0
ENSG00000138443	Q9NYB9-2	97.1
ENSG00000138495	Q14061	1170.0
ENSG00000138592	P40818	10.4
ENSG00000138594	Q9NYL9	664.0
ENSG00000138600	Q8TCT8	23.9
ENSG00000138614	Q96SY0	7.12
ENSG00000138663	Q9BT78	376.0
ENSG00000138668	Q14103-3,Q14103-4	3740.0
ENSG00000138698	P52306,P52306-2	409.0
ENSG00000138709	Q659C4	34.4
ENSG00000138756	Q9NSY1	5.38
ENSG00000138757	Q9UN86,Q9UN86-2	430.0
ENSG00000138760	Q14108	224.0
ENSG00000138767	Q96LI5	3.19
ENSG00000138768	O60763,O60763-2	385.0
ENSG00000138771	Q8TF72	16.6
ENSG00000138772	P12429	5.53
ENSG00000138777	Q9H2U2	1440.0
ENSG00000138780	Q8NEC7	2.64
ENSG00000138785	Q96CB8	12.1
ENSG00000138794	P55212	86.9
ENSG00000138796	Q16836	738.0
ENSG00000138801	O43252	118.0
ENSG00000138802	O95487-2	120.0
ENSG00000138814	Q08209-2	177.0
ENSG00000139131	Q9Y2Z4	223.0
ENSG00000139180	Q16795	465.0
ENSG00000139197	P50542-2,P50542-3	130.0
ENSG00000139223	O95626	358.0
ENSG00000139233	Q9BRT6	145.0
ENSG00000139324	Q6ZXV5-2	25.0
ENSG00000139343	P62306	1070.0
ENSG00000139350	Q8NHV4	19.1
ENSG00000139410	Q96GA7	77.3
ENSG00000139428	Q96EY8	52.0
ENSG00000139433	Q9NZD2	108.0
ENSG00000139436	Q14161	17.6
ENSG00000139505	Q9Y217	5.53
ENSG00000139514	P30825	42.4
ENSG00000139531	P51687	2.86
ENSG00000139546	Q15633-2	28.3
ENSG00000139579	Q9BQ15	12.4
ENSG00000139613	Q8TAQ2,Q8TAQ2-2	47.2
ENSG00000139629	Q8NCL4	1.58
ENSG00000139637	Q9HB07	106.0
ENSG00000139641	Q9BSJ8,Q9BSJ8-2	457.0
ENSG00000139645	Q8NB46	71.2
ENSG00000139675	Q32P51	16200.0
ENSG00000139684	P10768	2330.0
ENSG00000139687	P06400	6.68
ENSG00000139697	A3KN83-3	4.22
ENSG00000139719	Q96AX1	14.0
ENSG00000139722	Q9H9H4	4.44
ENSG00000139726	O43583	175.0
ENSG00000139746	Q5T8P6,Q5T8P6-2,Q5T8P6-3	64.4
ENSG00000139793	Q5VZF2-3	192.0
ENSG00000139842	Q13619	223.0
ENSG00000139921	Q9H3N1	632.0
ENSG00000139970	Q16799	103.0
ENSG00000139977	Q147X3	0.663
ENSG00000140043	Q8N8N7	32.1
ENSG00000140105	P23381	936.0
ENSG00000140259	P55081	30.4
ENSG00000140262	Q99081	76.5
ENSG00000140263	Q00796	727.0
ENSG00000140264	P84101	104.0
ENSG00000140284	O14975	9.17
ENSG00000140299	Q12982	0.8
ENSG00000140307	P52657	138.0
ENSG00000140319	P37108	1670.0
ENSG00000140332	Q04726,Q04726-3	10.8
ENSG00000140350	P39687	3280.0
ENSG00000140365	Q9H0A8	33.3
ENSG00000140374	P13804	2710.0
ENSG00000140382	Q9NP66	11.2
ENSG00000140395	Q9GZS3	301.0
ENSG00000140416	P09493-3,P09493-4	2140.0
ENSG00000140455	Q9Y6I4	13.6
ENSG00000140464	P29590,P29590-11,P29590-14,P29590-2,P29590-3	116.0
ENSG00000140497	O15127	322.0
ENSG00000140525	Q9NVI1	17.9
ENSG00000140545	Q08431	88.2
ENSG00000140553	Q9H3U1	135.0
ENSG00000140575	P46940	1640.0
ENSG00000140598	Q7Z2Z2	67.3
ENSG00000140612	P67812	259.0
ENSG00000140632	Q49A26,Q49A26-5	67.4
ENSG00000140694	O95453-2	54.7
ENSG00000140718	Q9C0B1	51.1
ENSG00000140740	P22695	3060.0
ENSG00000140750	Q68EM7	18.6
ENSG00000140829	Q92620	4.74
ENSG00000140848	Q96FN4	70.5
ENSG00000140854	Q9BVA0	14.0
ENSG00000140905	P23434	719.0
ENSG00000140945	P55290	7.13
ENSG00000140950	Q6P9B6	339.0
ENSG00000140983	Q8IXI1	383.0
ENSG00000140986	Q92901	671.0
ENSG00000140988	P15880	5950.0
ENSG00000140990	O96000	668.0
ENSG00000140992	O15530-3	49.6
ENSG00000141002	Q9BQ70	9.5
ENSG00000141027	O75376	3.62
ENSG00000141030	Q9UNS2	437.0
ENSG00000141076	Q969X6	90.3
ENSG00000141101	Q9ULX3	70.5
ENSG00000141127	O60256	61.9
ENSG00000141179	Q9UKL6	11.1
ENSG00000141252	Q5VIR6-2,Q5VIR6-4	12.8
ENSG00000141279	P55786	757.0
ENSG00000141367	Q00610-2	2840.0
ENSG00000141376	Q9H6U6-7	655.0
ENSG00000141378	Q9Y3E5	479.0
ENSG00000141385	Q9Y4W6	158.0
ENSG00000141401	O14732	123.0
ENSG00000141424	Q13433	36.0
ENSG00000141425	Q96P16	74.1
ENSG00000141428	Q32NC0	4.48
ENSG00000141429	Q10472	32.3
ENSG00000141447	Q9BXW6	1.88
ENSG00000141456	Q8IZL8	366.0
ENSG00000141458	O15118	98.8
ENSG00000141499	Q9BUR4	23.5
ENSG00000141503	Q8N4C8	25.8
ENSG00000141522	P52565	3390.0
ENSG00000141526	O15427	42.7
ENSG00000141543	P38919	1340.0
ENSG00000141551	P48730-2	21.4
ENSG00000141552	Q9NYG5	2.82
ENSG00000141556	Q9BTW9	86.8
ENSG00000141560	Q9HA64	80.4
ENSG00000141564	Q8N122	6.94
ENSG00000141568	Q01167	33.0
ENSG00000141570	Q9HC52	17.0
ENSG00000141577	Q9UPN4-2	7.28
ENSG00000141580	Q5MNZ6	22.5
ENSG00000141582	O00257	21.2
ENSG00000141627	Q7RTS9-2	0.597
ENSG00000141644	Q9UIS9	3.45
ENSG00000141736	P04626-4	2.2
ENSG00000141738	Q14451	9.33
ENSG00000141741	Q9BRT3	0.321
ENSG00000141756	Q96AY3	6.71
ENSG00000141759	P83876	42.2
ENSG00000141867	O60885	22.1
ENSG00000141905	P08651-2,P08651-4	72.9
ENSG00000141959	P17858	563.0
ENSG00000141971	Q96EY5	74.4
ENSG00000141985	Q99961	528.0
ENSG00000141994	Q96G46	8.83
ENSG00000142002	Q86TI2	79.8
ENSG00000142039	Q96F63	4.49
ENSG00000142156	P12109	5.14
ENSG00000142168	P00441	13000.0
ENSG00000142186	Q96KG9-2	40.3
ENSG00000142192	P05067	13.1
ENSG00000142197	Q9Y3R5-2	8.5
ENSG00000142207	O60287	9.34
ENSG00000142208	P31749	40.7
ENSG00000142227	P54852	12.3
ENSG00000142230	Q9UBE0	390.0
ENSG00000142347	O00160	24.9
ENSG00000142444	Q9BSF4	10.4
ENSG00000142453	Q86X55-1	241.0
ENSG00000142507	P28072	1220.0
ENSG00000142534	P62280	5950.0
ENSG00000142541	P40429	6290.0
ENSG00000142546	Q9Y314	65.1
ENSG00000142599	Q9P2R6	0.274
ENSG00000142627	P29317	103.0
ENSG00000142634	Q96C19	919.0
ENSG00000142655	O75381-2	48.6
ENSG00000142657	P52209	1480.0
ENSG00000142669	Q9H299	3360.0
ENSG00000142676	P62913-2	5520.0
ENSG00000142687	Q8IZA0	235.0
ENSG00000142765	Q8IYJ3-2	5.94
ENSG00000142798	P98160	2.04
ENSG00000142864	Q8NC51,Q8NC51-2,Q8NC51-3	3040.0
ENSG00000142867	O95999	25.0
ENSG00000142871	O00622	0.759
ENSG00000142875	P22694	52.1
ENSG00000142892	Q92643	62.9
ENSG00000142937	P62241	10100.0
ENSG00000142945	Q99661	4.84
ENSG00000142949	P10586-2	5.07
ENSG00000143079	Q9P2B4	16.4
ENSG00000143093	Q5VSL9	8.74
ENSG00000143106	P28066	2510.0
ENSG00000143149	P49189	1020.0
ENSG00000143153	P05026-2	169.0
ENSG00000143155	O75663	331.0
ENSG00000143156	Q9Y5B8	12.3
ENSG00000143157	Q9P215	0.456
ENSG00000143158	O95563	15.4
ENSG00000143162	O75629	651.0
ENSG00000143164	Q58WW2	0.204
ENSG00000143179	Q9BZX2	72.5
ENSG00000143183	Q9UM00	459.0
ENSG00000143190	P14859-2	38.2
ENSG00000143198	O14880	620.0
ENSG00000143222	Q9Y3C8	345.0
ENSG00000143224	P50336	16.4
ENSG00000143228	Q9BZD4	16.6
ENSG00000143252	Q99643	1.16
ENSG00000143256	Q9UHV9	872.0
ENSG00000143314	Q96A35	228.0
ENSG00000143319	Q9H9L3	3.84
ENSG00000143320	P29373	22.0
ENSG00000143321	P51858	3330.0
ENSG00000143322	P42684-6	3.88
ENSG00000143324	Q9UBH6-2	28.9
ENSG00000143337	Q5JTV8	286.0
ENSG00000143353	Q5VWZ2,Q5VWZ2-2	218.0
ENSG00000143363	Q86TP1	9.78
ENSG00000143368	Q15427	172.0
ENSG00000143373	Q8N1G0	19.3
ENSG00000143374	Q9BW92	262.0
ENSG00000143376	Q96L92	73.8
ENSG00000143379	Q15047-3	5.43
ENSG00000143384	Q07820	4.63
ENSG00000143390	P48382	23.7
ENSG00000143393	Q9UBF8-2	9.62
ENSG00000143398	Q99755-3	8.93
ENSG00000143401	Q9BTT0	1730.0
ENSG00000143416	Q13228	5210.0
ENSG00000143418	Q96G23	413.0
ENSG00000143420	O43768-2	1090.0
ENSG00000143436	Q9BYD2	160.0
ENSG00000143442	Q7Z3K3-5	26.1
ENSG00000143457	Q9H4A5	38.5
ENSG00000143486	P41214	25.2
ENSG00000143493	Q9NVH2-3	4.76
ENSG00000143514	Q13625	4.8
ENSG00000143537	Q13444-10,Q13444-3	59.0
ENSG00000143543	O76095-2	1.68
ENSG00000143545	P51153	507.0
ENSG00000143546	P05109	1.69
ENSG00000143549	P06753,P06753-2	6570.0
ENSG00000143553	O95295	126.0
ENSG00000143569	Q14157,Q14157-1	718.0
ENSG00000143575	O00165	23.5
ENSG00000143614	Q8WXI9	98.7
ENSG00000143621	Q12905	3880.0
ENSG00000143624	Q68E01-2	36.4
ENSG00000143641	Q10471	164.0
ENSG00000143643	Q8NBP0	0.247
ENSG00000143653	Q8NBX0	186.0
ENSG00000143702	Q5SW79,Q5SW79-3	40.3
ENSG00000143727	P24666,P24666-2	696.0
ENSG00000143740	Q5SQN1	4.17
ENSG00000143742	P49458	1850.0
ENSG00000143751	Q6IQ49-2	11.6
ENSG00000143753	O15121	11.3
ENSG00000143756	Q9NVF7	20.7
ENSG00000143761	P84077	6010.0
ENSG00000143776	Q5VT25-5	5.26
ENSG00000143793	Q9BU76,Q9BU76-2	4.06
ENSG00000143797	Q6ZWT7	2.8
ENSG00000143799	P09874	1790.0
ENSG00000143811	Q96C36	987.0
ENSG00000143815	Q14739	276.0
ENSG00000143819	P07099	685.0
ENSG00000143862	Q96BM9	394.0
ENSG00000143878	P62745	454.0
ENSG00000143889	Q8WVV9-2,Q8WVV9-4	311.0
ENSG00000143924	Q9HC35	25.5
ENSG00000143977	P62308	3370.0
ENSG00000144021	O76071	192.0
ENSG00000144028	O75643	288.0
ENSG00000144029	P82675	138.0
ENSG00000144034	Q9Y3C4	52.0
ENSG00000144036	Q9Y2D4	12.3
ENSG00000144161	Q8N5P1	8.96
ENSG00000144199	Q6P2I3	63.6
ENSG00000144224	Q92575	57.2
ENSG00000144231	O15514	42.8
ENSG00000144233	Q6DCA0	1.44
ENSG00000144283	Q99569	3810.0
ENSG00000144306	Q0VDG4	8.01
ENSG00000144320	Q9C0E8-2	55.0
ENSG00000144357	Q6ZT12	19.2
ENSG00000144524	Q9H9Q2	125.0
ENSG00000144535	Q8IYB7	0.232
ENSG00000144566	P20339	628.0
ENSG00000144580	Q92600	38.4
ENSG00000144591	Q96IJ6	170.0
ENSG00000144635	Q9Y6G9	278.0
ENSG00000144642	Q6XE24-4	31.3
ENSG00000144674	Q13439,Q13439-4	6.93
ENSG00000144712	O75155	76.2
ENSG00000144713	P62910	6230.0
ENSG00000144744	Q8TBC4	371.0
ENSG00000144746	O75915	863.0
ENSG00000144747	P82094	1.5
ENSG00000144791	Q9UGP4	9.51
ENSG00000144824	Q86SQ0	3.23
ENSG00000144827	Q9NUJ1	294.0
ENSG00000144840	Q5HYI8	84.7
ENSG00000144848	Q9NT62	235.0
ENSG00000144867	Q9Y5M8	355.0
ENSG00000144895	Q9BY44	368.0
ENSG00000144909	Q9BXB4	11.4
ENSG00000144959	Q6PIU2	151.0
ENSG00000145012	Q93052	272.0
ENSG00000145041	Q9Y4B6-2	3.72
ENSG00000145191	Q13144	98.8
ENSG00000145216	Q6UN15,Q6UN15-3	102.0
ENSG00000145220	Q9NX58	315.0
ENSG00000145241	Q03188	39.0
ENSG00000145247	Q56VL3	720.0
ENSG00000145284	Q86SK9-2	20.4
ENSG00000145293	Q9UHY7	241.0
ENSG00000145331	Q8TBZ6	2.37
ENSG00000145337	Q96I23	0.819
ENSG00000145349	Q13557,Q13557-12	242.0
ENSG00000145354	Q8N5K1	327.0
ENSG00000145375	Q8NB90	66.7
ENSG00000145386	P20248	304.0
ENSG00000145388	Q9HCE5	10.2
ENSG00000145391	Q8WTS6	120.0
ENSG00000145439	Q8N4T8	0.737
ENSG00000145494	O75380	278.0
ENSG00000145592	P61927	44.8
ENSG00000145675	P27986	2.8
ENSG00000145725	O43314-2	8.69
ENSG00000145741	P20290	3050.0
ENSG00000145779	O95379	365.0
ENSG00000145782	O94817	156.0
ENSG00000145817	Q969M3	437.0
ENSG00000145833	Q7L014	186.0
ENSG00000145882	Q8NBM8	338.0
ENSG00000145907	Q13283	3490.0
ENSG00000145912	Q9NX24	367.0
ENSG00000145919	Q96IK1	6.29
ENSG00000145945	Q9Y247	11.4
ENSG00000145982	O95363	0.88
ENSG00000145996	Q5VV42	16.0
ENSG00000146007	Q96NC0	11.2
ENSG00000146085	P22033	75.4
ENSG00000146112	Q6NYC8	17.2
ENSG00000146143	P49643	55.8
ENSG00000146223	Q6DKI1	253.0
ENSG00000146242	Q13641	3.95
ENSG00000146247	Q8WWQ0	9.2
ENSG00000146282	Q5T160	7.46
ENSG00000146376	Q8N392	15.1
ENSG00000146386	Q9P1F3	170.0
ENSG00000146425	P63172	497.0
ENSG00000146433	Q9P2C4	11.7
ENSG00000146457	Q15007	27.2
ENSG00000146463	Q5VZL5-4	1.94
ENSG00000146476	Q9H993	91.1
ENSG00000146535	Q03113	2.21
ENSG00000146540	Q9BRJ6	94.4
ENSG00000146574	P86790	10.9
ENSG00000146576	Q96N11,Q96N11-2	55.1
ENSG00000146648	P00533	217.0
ENSG00000146676	Q96QR8	37.1
ENSG00000146729	O75323,O75323-2	224.0
ENSG00000146731	P40227	2910.0
ENSG00000146733	P78330	430.0
ENSG00000146828	Q9BXP2	1.36
ENSG00000146830	O75420	0.107
ENSG00000146834	Q7L2J0	14.5
ENSG00000146842	Q96SK2-2	32.7
ENSG00000146858	Q96H79	32.1
ENSG00000146872	Q86UE8-3	9.85
ENSG00000146904	P21709	194.0
ENSG00000146909	Q5C9Z4	8.47
ENSG00000146918	Q86XI2	6.67
ENSG00000146963	Q9Y383	578.0
ENSG00000147010	Q96B97,Q96B97-2	85.7
ENSG00000147044	O14936-3,O14936-4	23.6
ENSG00000147065	P26038	3760.0
ENSG00000147123	Q9NX14	240.0
ENSG00000147130	Q14202	1.63
ENSG00000147140	Q15233	1850.0
ENSG00000147155	Q15125	8.73
ENSG00000147162	O15294	55.8
ENSG00000147164	Q9UMY4-2	423.0
ENSG00000147224	P60891	758.0
ENSG00000147274	P38159	1430.0
ENSG00000147383	Q15738	331.0
ENSG00000147400	P41208	28.4
ENSG00000147403	P27635	6060.0
ENSG00000147416	P21281	411.0
ENSG00000147419	Q86WR0	69.5
ENSG00000147439	Q9NQY0	23.4
ENSG00000147457	Q8WUX9	63.4
ENSG00000147459	Q9H7D0	27.4
ENSG00000147471	O94903	222.0
ENSG00000147475	O94905	401.0
ENSG00000147526	O75410	12.3
ENSG00000147533	Q7Z5G4	96.5
ENSG00000147548	Q9BZ95-2	134.0
ENSG00000147586	Q9Y2Q9	128.0
ENSG00000147592	Q53H82	43.6
ENSG00000147604	P18124	4030.0
ENSG00000147649	Q86UE4	546.0
ENSG00000147669	P53803	151.0
ENSG00000147677	O15372	725.0
ENSG00000147679	Q9BRU9	2.42
ENSG00000147684	Q9Y6M9	423.0
ENSG00000147687	Q6P1N9	204.0
ENSG00000147813	Q6XQN6	359.0
ENSG00000147853	Q9UIJ7	719.0
ENSG00000147854	Q96PU4	7.0
ENSG00000147862	O00712	83.3
ENSG00000147874	Q7Z4H7	2.29
ENSG00000147905	Q8N3Z6	1.5
ENSG00000147955	Q99720	1.25
ENSG00000148153	Q9NRY2	163.0
ENSG00000148175	P27105	0.549
ENSG00000148180	P06396-2,P06396-3	341.0
ENSG00000148187	Q96E11-3	382.0
ENSG00000148229	Q9NRF9	104.0
ENSG00000148248	O15260	483.0
ENSG00000148291	Q15527	20.0
ENSG00000148296	O75683	38.8
ENSG00000148297	Q15528-2	11.8
ENSG00000148300	Q9GZR2	32.9
ENSG00000148303	P62424	9790.0
ENSG00000148308	Q9Y5Q8	19.7
ENSG00000148334	Q9H7Z7	231.0
ENSG00000148335	Q9BV86	159.0
ENSG00000148337	Q9ULV3-5	14.2
ENSG00000148341	Q9NR46	67.1
ENSG00000148344	O14684	64.2
ENSG00000148356	Q6UWE0	2.34
ENSG00000148358	Q5VW38-2	7.09
ENSG00000148362	Q9BUH6	53.2
ENSG00000148396	O15027-5	42.5
ENSG00000148399	Q9BTV6	47.0
ENSG00000148400	P46531	9.29
ENSG00000148429	Q92738	12.6
ENSG00000148444	Q9UBI1	225.0
ENSG00000148450	Q9Y3D2	1.89
ENSG00000148459	Q5T2R2-3	4.85
ENSG00000148481	Q9H8M7	4.68
ENSG00000148484	Q15404	288.0
ENSG00000148572	Q96F24	23.4
ENSG00000148606	O14802	4.74
ENSG00000148634	Q5GLZ8-2	116.0
ENSG00000148660	Q13555-10,Q13555-6,Q13555-7,Q13555-9	158.0
ENSG00000148671	Q15847	10.6
ENSG00000148672	P00367	6110.0
ENSG00000148700	Q9UEY8,Q9UEY8-2	93.0
ENSG00000148719	Q9NXW2,Q9NXW2-2	69.9
ENSG00000148730	Q13542	142.0
ENSG00000148773	P46013,P46013-2	22.8
ENSG00000148798	Q16352	18.7
ENSG00000148824	Q9BT17	21.6
ENSG00000148834	P78417	3130.0
ENSG00000148835	Q15542-2	10.4
ENSG00000148843	Q14690	121.0
ENSG00000148908	O43665-3	26.1
ENSG00000148943	Q9NUP9	186.0
ENSG00000149084	Q53GQ0	744.0
ENSG00000149089	Q96GX9	134.0
ENSG00000149100	Q7L2H7	465.0
ENSG00000149115	Q9C0C2	247.0
ENSG00000149136	Q08945	448.0
ENSG00000149182	Q8N6H7	75.0
ENSG00000149196	Q53FT3	1.77
ENSG00000149218	O94919	257.0
ENSG00000149257	P50454	2320.0
ENSG00000149262	Q96HW7	10.4
ENSG00000149269	Q13153	113.0
ENSG00000149273	P23396	10200.0
ENSG00000149311	Q13315	8.84
ENSG00000149313	Q9NRN7	108.0
ENSG00000149357	Q6IAA8	435.0
ENSG00000149418	Q9Y5Y6	641.0
ENSG00000149428	Q9Y4L1	901.0
ENSG00000149474	Q9H8E8-2	0.0327
ENSG00000149476	Q3LXA3	177.0
ENSG00000149480	O94776	194.0
ENSG00000149499	Q32P44	22.5
ENSG00000149503	Q9NQS7-2	4.62
ENSG00000149527	O75038-2	101.0
ENSG00000149532	Q8N684-2	155.0
ENSG00000149547	O14681	46.2
ENSG00000149600	Q86VX2	43.4
ENSG00000149636	Q9H410	27.1
ENSG00000149639	O94964,O94964-2	4.17
ENSG00000149657	Q9BX40,Q9BX40-2	10.9
ENSG00000149743	Q86TN4	45.0
ENSG00000149782	Q01970	66.9
ENSG00000149792	Q13405	361.0
ENSG00000149823	Q9UID3	12.5
ENSG00000149923	P60510	167.0
ENSG00000149925	P04075	26900.0
ENSG00000149929	Q9BW71	2.09
ENSG00000149930	Q9UL54,Q9UL54-2	17.5
ENSG00000150093	P05556	2080.0
ENSG00000150316	Q9P013	47.1
ENSG00000150403	Q6UWJ1-3	11.8
ENSG00000150459	O00422	504.0
ENSG00000150527	O15320-3	28.1
ENSG00000150712	Q9C0I1	2.32
ENSG00000150753	P48643	3540.0
ENSG00000150760	Q14185	53.4
ENSG00000150768	P10515	1020.0
ENSG00000150779	Q9Y5J9	7.07
ENSG00000150867	P48426	18.0
ENSG00000150961	O94855	48.8
ENSG00000150990	Q8IY37	5.06
ENSG00000150995	Q14643-4	1.5
ENSG00000151012	Q9UPY5	0.372
ENSG00000151065	Q8IZD4	1.52
ENSG00000151092	Q96IV0-2	2.2
ENSG00000151093	Q9NWU1	51.7
ENSG00000151116	Q8IX04	23.0
ENSG00000151131	Q8N5I9	0.564
ENSG00000151135	Q8WUH6	386.0
ENSG00000151150	Q12955,Q12955-4	13.4
ENSG00000151176	Q8NHP8	38.2
ENSG00000151224	Q00266	185.0
ENSG00000151233	Q4G148	0.18
ENSG00000151239	Q12792	446.0
ENSG00000151240	Q9Y2E4	80.6
ENSG00000151247	P06730	1040.0
ENSG00000151292	Q9Y6M4	3.81
ENSG00000151304	Q8NEF9	7.77
ENSG00000151332	Q9NS73	8.15
ENSG00000151366	O95298	241.0
ENSG00000151414	Q8TDX7	45.5
ENSG00000151422	P16591	0.0828
ENSG00000151445	Q9H9C1	4.21
ENSG00000151458	Q9ULJ7	6.54
ENSG00000151461	Q9HAU5	9.62
ENSG00000151465	O75794	15.3
ENSG00000151491	Q12929	28.9
ENSG00000151498	Q9UKU7	19.8
ENSG00000151500	Q9P016	86.3
ENSG00000151502	Q4G0F5	49.5
ENSG00000151503	P42695	1.05
ENSG00000151552	P09417	547.0
ENSG00000151553	Q5W0V3	9.19
ENSG00000151576	Q9H974	12.8
ENSG00000151611	Q8IVH4	12.1
ENSG00000151632	P52895	4.39
ENSG00000151655	P19823	6.93
ENSG00000151657	O60870	10.6
ENSG00000151689	P49441	0.771
ENSG00000151693	O43150,O43150-2	18.7
ENSG00000151694	P78536	5.45
ENSG00000151726	P33121	677.0
ENSG00000151729	P12235	6610.0
ENSG00000151779	A2RRP1	6.15
ENSG00000151893	Q86Y37	12.9
ENSG00000151914	Q03001,Q03001-3,Q03001-8	24.7
ENSG00000151923	Q01085-2	194.0
ENSG00000151929	O95817	225.0
ENSG00000152061	B7ZAP0,Q5R372-4	59.4
ENSG00000152082	Q6NZ67	57.3
ENSG00000152104	Q15678	28.8
ENSG00000152133	Q8N954	17.9
ENSG00000152147	Q8WXD5	40.5
ENSG00000152234	P25705	12100.0
ENSG00000152242	Q96B23-2	15.9
ENSG00000152253	Q9HBM1	9.27
ENSG00000152413	Q86YM7	488.0
ENSG00000152422	Q13426	27.9
ENSG00000152464	P78345	17.3
ENSG00000152465	O60551	34.0
ENSG00000152492	Q8IVM0,Q8IVM0-2	56.1
ENSG00000152518	P47974	19.7
ENSG00000152556	P08237	531.0
ENSG00000152620	Q4G0N4	61.3
ENSG00000152642	Q8N335	84.5
ENSG00000152684	Q9BRX2	43.9
ENSG00000152700	Q9Y6B6	2410.0
ENSG00000152749	Q86V85	5.02
ENSG00000152767	Q9Y4F1	26.7
ENSG00000152795	O14979	1630.0
ENSG00000152818	P46939	17.6
ENSG00000152894	Q15262-2	4.04
ENSG00000152904	O95749	102.0
ENSG00000152910	Q9C0A0-2	0.765
ENSG00000152932	Q96E17	157.0
ENSG00000152944	Q13503	18.6
ENSG00000152952	O00469,O00469-2	221.0
ENSG00000153006	Q8N9Q2	1.23
ENSG00000153015	Q6UX04	19.5
ENSG00000153037	P09132	298.0
ENSG00000153044	Q9H3R5	16.0
ENSG00000153046	Q9Y232-2	12.1
ENSG00000153048	Q9Y2V2	385.0
ENSG00000153107	Q9H1A4	13.3
ENSG00000153113	P20810-5	852.0
ENSG00000153130	Q9UIL1-3	64.3
ENSG00000153132	O14967	152.0
ENSG00000153140	O15182	0.567
ENSG00000153147	O60264	153.0
ENSG00000153165	A6NKT7	53.8
ENSG00000153187	Q00839,Q00839-2	5030.0
ENSG00000153201	P49792	120.0
ENSG00000153207	Q8WYP5	24.8
ENSG00000153214	Q96K49-2	12.7
ENSG00000153250	P29558	104.0
ENSG00000153310	Q9NUQ9	603.0
ENSG00000153317	Q9ULH1	5.71
ENSG00000153339	Q9Y2L5	3.44
ENSG00000153395	Q8NF37	19.6
ENSG00000153406	Q9HBL8	7.44
ENSG00000153560	Q9NZI7	10.9
ENSG00000153561	Q9H871	12.2
ENSG00000153574	P49247	110.0
ENSG00000153767	P29083	12.0
ENSG00000153774	Q9UEE9	33.0
ENSG00000153827	Q14669-2,Q14669-3	12.5
ENSG00000153879	P53567	53.7
ENSG00000153885	Q96SI1	2.49
ENSG00000153904	O94760	17.0
ENSG00000153914	Q8WXA9-2	66.3
ENSG00000153922	O14646-2	5.22
ENSG00000153936	Q7LGA3	10.3
ENSG00000153944	Q96DH6-2	97.0
ENSG00000154059	Q9P2X3	1.57
ENSG00000154124	Q96BN8	14.7
ENSG00000154174	O94826	414.0
ENSG00000154229	P17252	41.0
ENSG00000154305	Q5JRA6	44.2
ENSG00000154310	Q9UKE5-5,Q9UKE5-8	9.0
ENSG00000154328	Q969S2-2	27.5
ENSG00000154380	Q8N8S7,Q8N8S7-2	224.0
ENSG00000154473	O43684-2	606.0
ENSG00000154582	Q15369	2470.0
ENSG00000154710	Q9UJ41-2	3.55
ENSG00000154719	Q9NYK5	230.0
ENSG00000154723	P18859	1780.0
ENSG00000154727	Q06546	23.1
ENSG00000154767	Q01831	1.51
ENSG00000154832	Q9P0U4	15.3
ENSG00000154839	Q96BD8	2.92
ENSG00000154845	Q8TF05-2	62.4
ENSG00000154917	Q9NRW1	257.0
ENSG00000155008	Q6UXV4	168.0
ENSG00000155034	Q96ME1-4	32.4
ENSG00000155097	P21283	85.4
ENSG00000155100	Q8N6M0	65.7
ENSG00000155115	Q969F1	3.03
ENSG00000155158	Q5VTQ0-2	4.29
ENSG00000155189	Q9NUQ2	78.5
ENSG00000155229	Q96T76	192.0
ENSG00000155252	Q9BTU6	29.7
ENSG00000155254	Q9BSK0	2.95
ENSG00000155304	P48723	26.7
