leuk_attr apop_attr Hamming_Distance Percent_accuracy
is_017422 is_000099 0.18181818181818182 81.81818181818181
is_017422 is_000112 0.2727272727272727 72.72727272727273
is_017422 is_000175 0.2727272727272727 72.72727272727273
is_017422 is_000250 0.18181818181818182 81.81818181818181
is_017422 is_000279 0.18181818181818182 81.81818181818181
is_017422 is_000634 0.45454545454545453 54.54545454545454
is_017422 is_000806 0.2727272727272727 72.72727272727273
is_017422 is_000845 0.36363636363636365 63.63636363636363
is_017422 is_000854 0.18181818181818182 81.81818181818181
is_017422 is_000868 0.18181818181818182 81.81818181818181
is_017422 is_000990 0.36363636363636365 63.63636363636363
is_017422 is_001114 0.18181818181818182 81.81818181818181
is_017422 is_001180 0.2727272727272727 72.72727272727273
is_017422 is_001565 0.2727272727272727 72.72727272727273
is_017422 is_001609 0.45454545454545453 54.54545454545454
is_017422 is_001662 0.36363636363636365 63.63636363636363
is_017422 is_001758 0.2727272727272727 72.72727272727273
is_017422 is_001845 0.18181818181818182 81.81818181818181
is_017422 is_001905 0.36363636363636365 63.63636363636363
is_017422 is_001955 0.36363636363636365 63.63636363636363
is_017422 is_002011 0.09090909090909091 90.9090909090909
is_017422 is_002108 0.09090909090909091 90.9090909090909
is_017422 is_002113 0.09090909090909091 90.9090909090909
is_017422 is_002157 0.18181818181818182 81.81818181818181
is_017422 is_002228 0.2727272727272727 72.72727272727273
is_017422 is_002282 0.2727272727272727 72.72727272727273
is_017422 is_002308 0.18181818181818182 81.81818181818181
is_017422 is_002395 0.2727272727272727 72.72727272727273
is_017422 is_002433 0.18181818181818182 81.81818181818181
is_017422 is_002445 0.36363636363636365 63.63636363636363
is_017422 is_002553 0.5454545454545454 45.45454545454546
is_017422 is_002584 0.2727272727272727 72.72727272727273
is_017422 is_002615 0.2727272727272727 72.72727272727273
is_017422 is_002756 0.18181818181818182 81.81818181818181
is_017422 is_002842 0.2727272727272727 72.72727272727273
is_017422 is_002890 0.18181818181818182 81.81818181818181
is_017422 is_002981 0.45454545454545453 54.54545454545454
is_017422 is_003159 0.5454545454545454 45.45454545454546
is_017422 is_003200 0.18181818181818182 81.81818181818181
is_017422 is_003258 0.18181818181818182 81.81818181818181
is_017422 is_003339 0.18181818181818182 81.81818181818181
is_017422 is_003404 0.36363636363636365 63.63636363636363
is_017422 is_003438 0.2727272727272727 72.72727272727273
is_017422 is_003484 0.09090909090909091 90.9090909090909
is_017422 is_003526 0.18181818181818182 81.81818181818181
is_017422 is_003723 0.18181818181818182 81.81818181818181
is_017422 is_003730 0.36363636363636365 63.63636363636363
is_017422 is_003754 0.45454545454545453 54.54545454545454
is_017422 is_003850 0.18181818181818182 81.81818181818181
is_017422 is_003934 0.2727272727272727 72.72727272727273
is_017422 is_003974 0.45454545454545453 54.54545454545454
is_017422 is_004008 0.36363636363636365 63.63636363636363
is_017422 is_004206 0.2727272727272727 72.72727272727273
is_017422 is_004319 0.36363636363636365 63.63636363636363
is_017422 is_004411 0.09090909090909091 90.9090909090909
is_017422 is_004469 0.09090909090909091 90.9090909090909
is_017422 is_004473 0.36363636363636365 63.63636363636363
is_017422 is_004535 0.09090909090909091 90.9090909090909
is_017422 is_004647 0.2727272727272727 72.72727272727273
is_017422 is_004686 0.09090909090909091 90.9090909090909
is_017422 is_004796 0.45454545454545453 54.54545454545454
is_017422 is_004859 0.36363636363636365 63.63636363636363
is_017422 is_004907 0.36363636363636365 63.63636363636363
is_017422 is_004990 0.2727272727272727 72.72727272727273
is_017422 is_005121 0.36363636363636365 63.63636363636363
is_017422 is_005163 0.09090909090909091 90.9090909090909
is_017422 is_005188 0.45454545454545453 54.54545454545454
is_017422 is_005334 0.18181818181818182 81.81818181818181
is_017422 is_005421 0.0 100.0
is_017422 is_005488 0.36363636363636365 63.63636363636363
is_017422 is_005497 0.2727272727272727 72.72727272727273
is_017422 is_005737 0.36363636363636365 63.63636363636363
is_017422 is_005763 0.36363636363636365 63.63636363636363
is_017422 is_005802 0.2727272727272727 72.72727272727273
is_017422 is_005803 0.2727272727272727 72.72727272727273
is_017422 is_005806 0.45454545454545453 54.54545454545454
is_017422 is_005937 0.2727272727272727 72.72727272727273
is_017422 is_005993 0.45454545454545453 54.54545454545454
is_017422 is_006086 0.2727272727272727 72.72727272727273
is_017422 is_006372 0.36363636363636365 63.63636363636363
is_017422 is_006374 0.09090909090909091 90.9090909090909
is_017422 is_006523 0.09090909090909091 90.9090909090909
is_017422 is_006653 0.2727272727272727 72.72727272727273
is_017422 is_006713 0.18181818181818182 81.81818181818181
is_017422 is_006817 0.36363636363636365 63.63636363636363
is_017422 is_006881 0.2727272727272727 72.72727272727273
is_017422 is_006918 0.36363636363636365 63.63636363636363
is_017422 is_006948 0.45454545454545453 54.54545454545454
is_017422 is_006974 0.18181818181818182 81.81818181818181
is_017422 is_006993 0.45454545454545453 54.54545454545454
is_017422 is_007004 0.36363636363636365 63.63636363636363
is_017422 is_007088 0.2727272727272727 72.72727272727273
is_017422 is_007095 0.6363636363636364 36.36363636363637
is_017422 is_007134 0.18181818181818182 81.81818181818181
is_017422 is_007153 0.36363636363636365 63.63636363636363
is_017422 is_007167 0.18181818181818182 81.81818181818181
is_017422 is_007243 0.18181818181818182 81.81818181818181
is_017422 is_007245 0.36363636363636365 63.63636363636363
is_017422 is_007250 0.18181818181818182 81.81818181818181
is_017422 is_007262 0.09090909090909091 90.9090909090909
is_017422 is_007272 0.36363636363636365 63.63636363636363
is_017422 is_007280 0.36363636363636365 63.63636363636363
is_017422 is_007423 0.5454545454545454 45.45454545454546
is_017422 is_007434 0.2727272727272727 72.72727272727273
is_017422 is_007446 0.5454545454545454 45.45454545454546
is_017422 is_007480 0.5454545454545454 45.45454545454546
is_017422 is_007533 0.09090909090909091 90.9090909090909
is_017422 is_007573 0.18181818181818182 81.81818181818181
is_017422 is_007606 0.36363636363636365 63.63636363636363
is_017422 is_007709 0.2727272727272727 72.72727272727273
is_017422 is_007765 0.36363636363636365 63.63636363636363
is_017422 is_007888 0.45454545454545453 54.54545454545454
is_017422 is_007912 0.36363636363636365 63.63636363636363
is_017422 is_008006 0.36363636363636365 63.63636363636363
is_017422 is_008012 0.2727272727272727 72.72727272727273
is_017422 is_008246 0.18181818181818182 81.81818181818181
is_017422 is_008289 0.36363636363636365 63.63636363636363
is_017422 is_008296 0.2727272727272727 72.72727272727273
is_017422 is_008347 0.2727272727272727 72.72727272727273
is_017422 is_008567 0.2727272727272727 72.72727272727273
is_017422 is_008688 0.36363636363636365 63.63636363636363
is_017422 is_008713 0.36363636363636365 63.63636363636363
is_017422 is_008741 0.2727272727272727 72.72727272727273
is_017422 is_008767 0.2727272727272727 72.72727272727273
is_017422 is_008769 0.45454545454545453 54.54545454545454
is_017422 is_009036 0.2727272727272727 72.72727272727273
is_017422 is_009061 0.18181818181818182 81.81818181818181
is_017422 is_009111 0.36363636363636365 63.63636363636363
is_017422 is_009175 0.18181818181818182 81.81818181818181
is_017422 is_009197 0.36363636363636365 63.63636363636363
is_017422 is_009408 0.09090909090909091 90.9090909090909
is_017422 is_009488 0.2727272727272727 72.72727272727273
is_017422 is_009511 0.18181818181818182 81.81818181818181
is_017422 is_009526 0.18181818181818182 81.81818181818181
is_017422 is_009604 0.18181818181818182 81.81818181818181
is_017422 is_009617 0.18181818181818182 81.81818181818181
is_017422 is_009705 0.36363636363636365 63.63636363636363
is_017422 is_009714 0.36363636363636365 63.63636363636363
is_017422 is_009859 0.2727272727272727 72.72727272727273
is_017422 is_009928 0.2727272727272727 72.72727272727273
is_017422 is_010013 0.36363636363636365 63.63636363636363
is_017422 is_010017 0.36363636363636365 63.63636363636363
is_017422 is_010019 0.18181818181818182 81.81818181818181
is_017422 is_010025 0.36363636363636365 63.63636363636363
is_017422 is_010046 0.2727272727272727 72.72727272727273
is_017422 is_010138 0.2727272727272727 72.72727272727273
is_017422 is_010273 0.36363636363636365 63.63636363636363
is_017422 is_010383 0.18181818181818182 81.81818181818181
is_017422 is_010531 0.2727272727272727 72.72727272727273
is_017422 is_010533 0.5454545454545454 45.45454545454546
is_017422 is_010601 0.18181818181818182 81.81818181818181
is_017422 is_010608 0.18181818181818182 81.81818181818181
is_017422 is_010628 0.2727272727272727 72.72727272727273
is_017422 is_010634 0.18181818181818182 81.81818181818181
is_017422 is_010640 0.36363636363636365 63.63636363636363
is_017422 is_010681 0.36363636363636365 63.63636363636363
is_017422 is_010787 0.45454545454545453 54.54545454545454
is_017422 is_010840 0.45454545454545453 54.54545454545454
is_017422 is_010917 0.36363636363636365 63.63636363636363
is_017422 is_010953 0.2727272727272727 72.72727272727273
is_017422 is_011004 0.18181818181818182 81.81818181818181
is_017422 is_011042 0.45454545454545453 54.54545454545454
is_017422 is_011049 0.36363636363636365 63.63636363636363
is_017422 is_011053 0.18181818181818182 81.81818181818181
is_017422 is_011084 0.09090909090909091 90.9090909090909
is_017422 is_011115 0.2727272727272727 72.72727272727273
is_017422 is_011249 0.2727272727272727 72.72727272727273
is_017422 is_011300 0.45454545454545453 54.54545454545454
is_017422 is_011307 0.18181818181818182 81.81818181818181
is_017422 is_011384 0.36363636363636365 63.63636363636363
is_017422 is_011394 0.2727272727272727 72.72727272727273
is_017422 is_011546 0.2727272727272727 72.72727272727273
is_017422 is_011760 0.18181818181818182 81.81818181818181
is_017422 is_011771 0.36363636363636365 63.63636363636363
is_017422 is_011824 0.18181818181818182 81.81818181818181
is_017422 is_011836 0.18181818181818182 81.81818181818181
is_017422 is_011860 0.36363636363636365 63.63636363636363
is_017422 is_012215 0.18181818181818182 81.81818181818181
is_017422 is_012349 0.2727272727272727 72.72727272727273
is_017422 is_012367 0.18181818181818182 81.81818181818181
is_017422 is_012472 0.36363636363636365 63.63636363636363
is_017422 is_012507 0.36363636363636365 63.63636363636363
is_017422 is_012590 0.2727272727272727 72.72727272727273
is_017422 is_012626 0.18181818181818182 81.81818181818181
is_017422 is_012728 0.2727272727272727 72.72727272727273
is_017422 is_012782 0.36363636363636365 63.63636363636363
is_017422 is_012825 0.18181818181818182 81.81818181818181
is_017422 is_013052 0.2727272727272727 72.72727272727273
is_017422 is_013153 0.18181818181818182 81.81818181818181
is_017422 is_013176 0.45454545454545453 54.54545454545454
is_017422 is_013250 0.5454545454545454 45.45454545454546
is_017422 is_013396 0.36363636363636365 63.63636363636363
is_017422 is_013399 0.18181818181818182 81.81818181818181
is_017422 is_013495 0.2727272727272727 72.72727272727273
is_017422 is_013608 0.45454545454545453 54.54545454545454
is_017422 is_013647 0.36363636363636365 63.63636363636363
is_017422 is_013673 0.09090909090909091 90.9090909090909
is_017422 is_013722 0.18181818181818182 81.81818181818181
is_017422 is_013813 0.0 100.0
is_017422 is_014213 0.2727272727272727 72.72727272727273
is_017422 is_014256 0.09090909090909091 90.9090909090909
is_017422 is_014365 0.09090909090909091 90.9090909090909
is_017422 is_014397 0.18181818181818182 81.81818181818181
is_017422 is_014498 0.18181818181818182 81.81818181818181
is_017422 is_014647 0.2727272727272727 72.72727272727273
is_017422 is_014674 0.09090909090909091 90.9090909090909
is_017422 is_014870 0.36363636363636365 63.63636363636363
is_017422 is_014922 0.2727272727272727 72.72727272727273
is_017422 is_014924 0.18181818181818182 81.81818181818181
is_017422 is_014949 0.2727272727272727 72.72727272727273
is_017422 is_015165 0.36363636363636365 63.63636363636363
is_017422 is_015206 0.2727272727272727 72.72727272727273
is_017422 is_015308 0.18181818181818182 81.81818181818181
is_017422 is_015479 0.18181818181818182 81.81818181818181
is_017422 is_015576 0.36363636363636365 63.63636363636363
is_017422 is_015577 0.18181818181818182 81.81818181818181
is_017422 is_015629 0.18181818181818182 81.81818181818181
is_017422 is_015858 0.09090909090909091 90.9090909090909
is_017422 is_015910 0.18181818181818182 81.81818181818181
is_017422 is_015989 0.18181818181818182 81.81818181818181
is_017422 is_016043 0.2727272727272727 72.72727272727273
is_017422 is_016060 0.09090909090909091 90.9090909090909
is_017422 is_016086 0.09090909090909091 90.9090909090909
is_017422 is_016233 0.18181818181818182 81.81818181818181
is_017422 is_016308 0.09090909090909091 90.9090909090909
is_017422 is_016353 0.09090909090909091 90.9090909090909
is_017422 is_016399 0.09090909090909091 90.9090909090909
is_017422 is_016439 0.2727272727272727 72.72727272727273
is_017422 is_016445 0.2727272727272727 72.72727272727273
is_017422 is_016475 0.2727272727272727 72.72727272727273
is_017422 is_016487 0.0 100.0
is_017422 is_016499 0.18181818181818182 81.81818181818181
is_017422 is_016827 0.45454545454545453 54.54545454545454
is_017422 is_016883 0.36363636363636365 63.63636363636363
is_017422 is_016912 0.18181818181818182 81.81818181818181
is_017422 is_016999 0.45454545454545453 54.54545454545454
is_017422 is_017049 0.09090909090909091 90.9090909090909
is_017422 is_017122 0.18181818181818182 81.81818181818181
is_017422 is_017228 0.36363636363636365 63.63636363636363
is_017422 is_017256 0.36363636363636365 63.63636363636363
is_017422 is_017300 0.2727272727272727 72.72727272727273
is_017422 is_017319 0.45454545454545453 54.54545454545454
is_017422 is_017325 0.36363636363636365 63.63636363636363
is_017422 is_017577 0.45454545454545453 54.54545454545454
is_017422 is_017921 0.2727272727272727 72.72727272727273
is_017422 is_017927 0.2727272727272727 72.72727272727273
is_017422 is_017999 0.18181818181818182 81.81818181818181
is_017422 is_018151 0.09090909090909091 90.9090909090909
is_017422 is_018212 0.2727272727272727 72.72727272727273
is_017422 is_018215 0.2727272727272727 72.72727272727273
is_017422 is_018496 0.09090909090909091 90.9090909090909
is_017422 is_018564 0.18181818181818182 81.81818181818181
is_017422 is_018583 0.36363636363636365 63.63636363636363
is_017422 is_018657 0.2727272727272727 72.72727272727273
is_017422 is_018662 0.36363636363636365 63.63636363636363
is_017422 is_018705 0.45454545454545453 54.54545454545454
is_017422 is_018751 0.36363636363636365 63.63636363636363
is_017422 is_018781 0.45454545454545453 54.54545454545454
is_017422 is_018799 0.18181818181818182 81.81818181818181
is_017422 is_018993 0.2727272727272727 72.72727272727273
is_017422 is_019001 0.18181818181818182 81.81818181818181
is_017422 is_019049 0.2727272727272727 72.72727272727273
is_017422 is_019072 0.2727272727272727 72.72727272727273
is_017422 is_019088 0.18181818181818182 81.81818181818181
is_017422 is_019149 0.18181818181818182 81.81818181818181
is_017422 is_019302 0.36363636363636365 63.63636363636363
is_017422 is_019420 0.09090909090909091 90.9090909090909
is_017422 is_019424 0.36363636363636365 63.63636363636363
is_017422 is_019584 0.18181818181818182 81.81818181818181
is_017422 is_019620 0.09090909090909091 90.9090909090909
is_017422 is_019725 0.18181818181818182 81.81818181818181
is_017422 is_019840 0.36363636363636365 63.63636363636363
is_017422 is_019866 0.2727272727272727 72.72727272727273
