ID	Ensembl ID
ALPK2	ENSP00000354991
ASPM	ENSP00000356379
BRAF	ENSP00000288602,ENSP00000419060
EPHA3	ENSP00000337451,ENSP00000419190
LRRK2	ENSP00000298910
MAP3K19	ENSP00000351140,ENSP00000365005,ENSP00000376647
PDGFRA	ENSP00000257290
PKDREJ	ENSP00000253255
STK38	ENSP00000229812
TNFRSF21	ENSP00000296861
TRIO	ENSP00000339291,ENSP00000339299
WNK1	ENSP00000313059,ENSP00000341292,ENSP00000433548,ENSP00000441972,ENSP00000444465
