                                                       State                                                        Next state  Attr. basin  # trans. to attr.
110011001011110100110110001111011101011011001011101100100100 =>   110101101111111100111010001111111101011011000001101100100100           15                  4
110011101011110100110110001111011101011011001011101100100100 =>   110101101111111100111010001111111101011011000001101100100100           15                  4
110111001111110100110110001111011101011011001011101100100100 =>   110111101111110100110010001111011101011011000001101100100100           15                  3
100111000010110100111110001111011101011011001011101100100100 =>   110100101111111100110010001111111101011011000001101100100100           15                  6
110111000010110100111110001111011101011011001011101100100100 =>   110100101111111100110010001111111101011011000001101100100100           15                  6
110111100010110100111110001111011101011011001011101100100100 =>   110100101111111100110010001111111101011011000001101100100100           15                  6
100011001010110100111110001111011101011011001011101100100100 =>   110100101111111100111010001111111101011011000001101100100100           15                  6
110011001010110100111110001111011101011011001011101100100100 =>   110100101111111100111010001111111101011011000001101100100100           15                  6
100111000011110100111110001111011101011011001011101100100100 =>   110101101111111100110010001111111101011011000001101100100100           15                  4
110111000011110100111110001111011101011011001011101100100100 =>   110101101111111100110010001111111101011011000001101100100100           15                  4
100011001011110100111110001111011101011011001011101100100100 =>   110101101111111100111010001111111101011011000001101100100100           15                  4
110011001011110100111110001111011101011011001011101100100100 =>   110101101111111100111010001111111101011011000001101100100100           15                  4
100011101011110100111110001111011101011011001011101100100100 =>   110101101111111100111010001111111101011011000001101100100100           15                  4
110011101011110100111110001111011101011011001011101100100100 =>   110101101111111100111010001111111101011011000001101100100100           15                  4
110111001111110100111110001111011101011011001011101100100100 =>   110111101111110100110010001111011101011011000001101100100100           15                  3
110111100011111100110110001111111101011011001011101100100100 =>   110011101111111100110010001111111101011011000001101100100100           15                  4
100011101011111100110110001111111101011011001011101100100100 =>   110001101111111100111010001111111101011011000001101100100100           15                  4
110110000011111001010110000110011100111011001011101100100100 =>   110111100011111000010010001110011101011111101011101100100100           15                  7
110110000011111001010110001110011100111011001011101100100100 =>   110111100011111100110010001111111101011111101011101100100100           15                  7
100110000011110001010110000010011101111011001011101100100100 =>   110111100111111000010010000110011101011011101011101100100100           15                 10
100110000011111001010110001010011101111011001011101100100100 =>   110111100011111100110010000111111101011011101011101100100100           15                  7
110000001011111001011110001010011101111011001011101100100100 =>   100101100011111100111010000111111101011011101011101100100100           15                  9
100000000010111001010110000110011101111011001011101100100100 =>   100100100011111000011010001110011101011011101011101100100100           15                 15
110110000011111101110110001011111101111011001011101100100100 =>   110011101011111100110010000111111101011011101011101100100100           15                  7
100000001011111101111110001011111101111011001011101100100100 =>   100001101011111100111010000111111101011011101011101100100100           15                  9
110111001011111100110110001011101101011111001011101100100100 =>   110011101101111100110010000111111101011011000001101100100100           15                  6
100011001110110000011110010010011101011111001011101100100100 =>   110110100111110000011010000110011101010011000001101100100100           15                 16
100111000011110000010110001010011101011111001011101100100100 =>   110111100111111100110010000111111101010011000001101100100100           15                  4
100100000011111000011110001010011101011111001011101100100100 =>   100101100011111100110010000111111101010011100001101100100100           15                  9
110111101010111000010110000110011101011111001011101100100100 =>   110110100111111000010010001110011101010011000001101100100100           15                  9
110110101011111000010110000110011101011111001011101100100100 =>   110111100011111000010010001110011101010011100001101100100100           15                  9
110101101010111000011110000110011101011111001011101100100100 =>   100100100111111000010010001110011101010011000001101100100100           15                  9
101000000011111000011110010110011101011111001011101100100100 =>   100001100011111000011010001110011101010011100001101100100100           15                  9
100111100010110000011110001110011101011111001011101100100100 =>   110100100111111100110010001111111101010011000001101100100100           15                  6
110101100011111100111110001111111101011111001011101100100100 =>   100001101111111100110010001111111101011011000001101100100100           15                  4
100000000011111001010110010010011101111111001011101100100100 =>   100101100011111000011010000110011101011011101011101100100100           15                 10
100110000011110001010110001110011101111111001011101100100100 =>   110111100111111100110010001111111101011011101011101100100100           15                  6
110110001011111001010110001110011101111111001011101100100100 =>   110111100011111100110010001111111101011011101011101100100100           15                  7
100110001011111101110110000011111101111111001011101100100100 =>   110011101011111000010010000110011101011011101011101100100100           15                 10
100101100010111000010010000110001100011011101011101100100100 =>   100110000101111001010010001110011101110111010001101100100100           15                  9
110110000010110100110010000110001100011011101011101100100100 =>   110110001001111001010010001110011101111111100001101100100100           15                  9
101000000011111100101101010011001100011011101011101100100100 =>   101000101101111001011010110110011101111111110001101100100100           15                 14
110110000001111100100111010011001100011011101011101100100100 =>   110100001101111001010010110010011101111111100001101100100100           15                 12
100101100010111100111010001111001100011011101011101100100100 =>   100100001101111101110010001111111101111111010001101100100100           15                  8
111100001001111000101011010010011100011011101011101100100100 =>   100000000111111001010010110010011101111111100001101100100100           15                  8
101000001001111000001111010010011100011011101011101100100100 =>   101000000111111001011010110010011101110111110001101100100100           15                 12
110110000010110000001111110010011100011011101011101100100100 =>   110100100011111001010010010110011101110111100001101100100100           15                  9
110111100011111000010010000110011100011011101011101100100100 =>   110110000111111001010010001110011101110111000001101100100100           15                  9
110100000011111000011110000110011100011011101011101100100100 =>   100100100011111001010010001110011101110111100001101100100100           15                  9
110111100010111000010010001110011100011011101011101100100100 =>   110110000111111101110010001111111101110111000001101100100100           15                  6
100001100010111000011010001110011100011011101011101100100100 =>   100100000111111101111010001111111101110111010001101100100100           15                  8
110100001011111100100111010011011100011011101011101100100100 =>   100000101111111001010010110110011101111111100001101100100100           15                  8
100100001011111100110010001011011100011011101011101100100100 =>   100110001011111101110010000111111101111111110001101100100100           15                 14
100101000000111100110010000111011100011011101011101100100100 =>   100110001111111001010010001010011101111111010001101100100100           15                  8
110111100011111100110010001111011100011011101011101100100100 =>   110110001111111101110010001111111101111111000001101100100100           15                  6
110111100010111000010010001110001101011011101011101100100100 =>   110110000101111101110010001111111101110011000001101100100100           15                  6
110100100010111000011010001110001101011011101011101100100100 =>   100100000001111101110010001111111101110011100001101100100100           15                  9
110100001001111100111110000010101101011011101011101100100100 =>   100000001001111001010010000010011101111011100001101100100100           15                 12
100100001001111100110010000011101101011011101011101100100100 =>   100010001001111001010010000010011101111011110001101100100100           15                 17
100101100010111100110010001111101101011011101011101100100100 =>   100010001101111101110010001111111101111011010001101100100100           15                  8
110010101010111100110010001111101101011011101011101100100100 =>   110000001001111101111010001111111101111011100001101100100100           15                 11
110011101010111100110010001111101101011011101011101100100100 =>   110000001101111101111010001111111101111011000001101100100100           15                  6
110111100011111100110010001111101101011011101011101100100100 =>   110010001101111101110010001111111101111011000001101100100100           15                  6
110100001001111000011110010010011101011011101011101100100100 =>   100100000011111001010010000010011101110011100001101100100100           15                  9
100100100010111000010010000110011101011011101011101100100100 =>   100110000011111001010010001110011101110011110001101100100100           15                 14
100101100010111000010010000110011101011011101011101100100100 =>   100110000111111001010010001110011101110011010001101100100100           15                  9
110011101011111000010010000110011101011011101011101100100100 =>   110100000111111001011010001110011101110011000001101100100100           15                  9
110111100111111000010010000110011101011011101011101100100100 =>   110110000111110001010010001110011101110011000001101100100100           15                  9
100101100011111000011010000110011101011011101011101100100100 =>   100100000111111001010010001110011101110011010001101100100100           15                  9
110101100110111000010010001110011101011011101011101100100100 =>   100110000111110101110010001111011101110011000001101100100100           15                  5
100011100010110000011010001110011101011011101011101100100100 =>   110100000111111101111010001111111101110011010001101100100100           15                  8
110101100010111000011010001110011101011011101011101100100100 =>   100100000111111101110010001111111101110011000001101100100100           15                  6
100001101010111000011010001110011101011011101011101100100100 =>   100100000111111101111010001111111101110011010001101100100100           15                  8
100100100011111000011010001110011101011011101011101100100100 =>   100100000011111101110010001111111101110011110001101100100100           15                 14
110111100011111100110010000111111101011011101011101100100100 =>   110010001111111001010010001110011101111011000001101100100100           15                  6
110011101011111100110010000111111101011011101011101100100100 =>   110000001111111001011010001110011101111011000001101100100100           15                  6
110100100010111100111010000111111101011011101011101100100100 =>   100000001011111001010010001110011101111011100001101100100100           15                 11
100001101010111100111010000111111101011011101011101100100100 =>   100000001111111001011010001110011101111011010001101100100100           15                  8
110001101010111100111010000111111101011011101011101100100100 =>   100000001111111001011010001110011101111011000001101100100100           15                  6
100101100011111100111010000111111101011011101011101100100100 =>   100000001111111001010010001110011101111011010001101100100100           15                  8
100001101011111100111010000111111101011011101011101100100100 =>   100000001111111001011010001110011101111011010001101100100100           15                  8
100101100010111100110010001111111101011011101011101100100100 =>   100010001111111101110010001111111101111011010001101100100100           15                  8
100001101010111100110010001111111101011011101011101100100100 =>   100000001111111101111010001111111101111011010001101100100100           15                  8
110011101010111100110010001111111101011011101011101100100100 =>   110000001111111101111010001111111101111011000001101100100100           15                  6
110101100110111100110010001111111101011011101011101100100100 =>   100010001111110101110010001111011101111011000001101100100100           15                  5
110111100011111100110010001111111101011011101011101100100100 =>   110010001111111101110010001111111101111011000001101100100100           15                  6
110111100111111100110010001111111101011011101011101100100100 =>   110010001111110101110010001111011101111011000001101100100100           15                  5
110100100010111100111010001111111101011011101011101100100100 =>   100000001011111101110010001111111101111011100001101100100100           15                 11
110101100010111100111010001111111101011011101011101100100100 =>   100000001111111101110010001111111101111011000001101100100100           15                  6
110000101010111100111010001111111101011011101011101100100100 =>   100000001011111101111010001111111101111011100001101100100100           15                 11
100001101010111100111010001111111101011011101011101100100100 =>   100000001111111101111010001111111101111011010001101100100100           15                  8
110100000001111100111010001111111101011011101011101100100100 =>   100000001011111101110010001011111101111011100001101100100100           15                 11
101001100110111000011010110110001101011111101011101100100100 =>   100010000101110001011010001110011101110011010001101100100100           15                  9
110100001011111100111110001111101101011111101011101100100100 =>   100000101001111101110010001111111101111011100001101100100100           15                 11
110100000011111000011010001010011101011111101011101100100100 =>   100100000011111101110010000111111101110011100001101100100100           15                  9
110111100011111000010010001110011101011111101011101100100100 =>   110110000111111101110010001111111101110011000001101100100100           15                  6
100101100010111100110010000111111101011111101011101100100100 =>   100010001111111001010010001110011101111011010001101100100100           15                  8
110111100011111100110010001111111101011111101011101100100100 =>   110010001111111101110010001111111101111011000001101100100100           15                  6
101000000011111001001111010010011100111010011011101100100100 =>   101001100110111000011010110110001101011111101011101100100100           15                 10
100110000011111001010110000110011101111010011011101100100100 =>   110111100010111000010010001110001101011011101011101100100100           15                  7
100010000010110001011110000110011101111010011011101100100100 =>   110100100010111000011010001110001101011011101011101100100100           15                 10
110110000010111101110110001111111101111010011011101100100100 =>   110010101010111100110010001111101101011011101011101100100100           15                 12
100110000011111101110110001111111101111010011011101100100100 =>   110011101010111100110010001111101101011011101011101100100100           15                  7
100100000011111001011110001110011101111110011011101100100100 =>   100101100010111100110010001111101101011011101011101100100100           15                  9
100100000011111001011110001010011100111011011011101100100100 =>   100101100010111100110010000111111101011111101011101100100100           15                  9
110100000010111001011110000010011101111011011011101100100100 =>   100100100010111000010010000110011101011011101011101100100100           15                 15
100100000011111001011110000010011101111011011011101100100100 =>   100101100010111000010010000110011101011011101011101100100100           15                 10
100010000010110001011110001010011101111011011011101100100100 =>   110100100010111100111010000111111101011011101011101100100100           15                 12
110010001011111001010110000110011101111011011011101100100100 =>   110101100010111000011010001110011101011011101011101100100100           15                  7
100110000011110001011110000110011101111011011011101100100100 =>   110101100110111000010010001110011101011011101011101100100100           15                  6
110010001010111001010110001110011101111011011011101100100100 =>   110100100010111100111010001111111101011011101011101100100100           15                 12
100010001011111001010110001110011101111011011011101100100100 =>   110101100010111100111010001111111101011011101011101100100100           15                  7
100110000011110001011110001110011101111011011011101100100100 =>   110101100110111100110010001111111101011011101011101100100100           15                  6
100100000011111001011110001110011101111011011011101100100100 =>   100101100010111100110010001111111101011011101011101100100100           15                  9
110100000011111001011110001110011101111011011011101100100100 =>   100101100010111100110010001111111101011011101011101100100100           15                  9
100010001011111101110110001011111101111011011011101100100100 =>   110001101010111100111010000111111101011011101011101100100100           15                  7
100000001011111101111110001011111101111011011011101100100100 =>   100001101010111100111010000111111101011011101011101100100100           15                  9
100000001011111101111110000111111101111011011011101100100100 =>   100001101010111000011010001110011101011011101011101100100100           15                  9
100010001010111101110110001111111101111011011011101100100100 =>   110000101010111100111010001111111101011011101011101100100100           15                 12
100100000011111101111110001111111101111011011011101100100100 =>   100001101010111100110010001111111101011011101011101100100100           15                  9
100000001011111101111110001111111101111011011011101100100100 =>   100001101010111100111010001111111101011011101011101100100100           15                  9
101000101111111001011110110110011101111111011011101100100100 =>   100011100010110000011010001110011101011011101011101100100100           15                  9
100110001011111101110110001111111101111111011011101100100100 =>   110011101010111100110010001111111101011011101011101100100100           15                  7
000011000010000001111010001000011110111100001001011100100100 =>   110100010010111100101011000011101101011111001010001100100100           15                 13
101110000111100010101001000101110111101110011000111100100100 =>   110011010000110100010010011111000100011010000010101001100100           15                 20
111101100100111110000100101000110010101010100010111100100100 =>   000010011101000101110010000011000100111000000010100000100100           15                 20
101001110100011010101101101101101111000011110010111100100100 =>   100010010100110101111010011011010100111010010000101001100100           15                 12
010100110100100100100111000001010100011000001000000010100100 =>   100010001010110000010001010010001100001011000000001000100100           15                 31
000010110110100000110011010111100000001001000100000010100100 =>   010010000000100000000100101000010000011001000001100001100100           15                 12
110011110000001001100100101010010001010100011001000010100100 =>   011100000010101100110011000011001101001001001001100000100100           15                 11
010111111101001000100000000000101001101111101111000010100100 =>   010010000000100001000011000000010001111001000010000000100100           15                 14
001101001101000111110001011010000101100000111111000010100100 =>   100010001000110101100011110001000001111010001011101000100100           15                 14
010001101101100100110010000100000100000000000000100010100100 =>   100111001000110000011110001000000000001011000000101000100100           15                 19
010000001100100101110110000100010000110001000000100010100100 =>   000110001010000000010110001010011100011001001010100000100100           15                  8
111111000101010101010000111011101100011010111100100010100100 =>   110010001100110101110010000001001100100011001001101000100100           15                 18
100010001011001100001110001011100110000101110001100010100100 =>   111000101000111101111010000111010101110110000001101000100100           15                 11
010010001101100101100011000011000100111001000011100010100100 =>   110111001000110000011110010000011101011111101011101000100100           15                 12
010110011110000011111100101001101001111111100000010010100100 =>   010010110000100101100011000011011100111000001010000001100100           15                 13
100101010001111110010110001000001010011110000001010010100100 =>   000111011101100100100011000011001101000100000000000000100100           15                 32
001101010101010001001110000101011010110001110011010010100100 =>   000010010110100101000011001011011101111100011010000001100100           15                 11
101101111000100000100011111111101011100111101011010010100100 =>   000010010000100101100011011011010001111001000011100001100100           15                 13
100001100111001011111111111111010000101101110010110010100100 =>   000110110000100101110110001111010100111000001011100001100100           15                 13
000101000100101101010011100011010000011101101011110010100100 =>   000110011010100101010010010011011101110101001001100000100100           15                 11
111100110111101011101101110001001010010110000111110010100100 =>   000011110000100100010010010101001101001100101000100001100100           15                 13
100110001000111001010011011010000001101110001000001010100100 =>   010110000001000100100000100011000000011001001011100000100100           15                 13
100101001011111001010001100011001010111000110010001010100100 =>   000110000100100001000011000010001100111001011011100101100100           15                 11
010101111001100111110101100101010110000100100011001010100100 =>   100110001000111001010011011010000001101110001000001010100100           15                 14
101011110010011000010111110001101010010111100011001010100100 =>   010000100100101001010011010010011101110100010000000101100100           15                 15
111001111011110000011000100100111010111110111011001010100100 =>   000000000110100001000011001010001101111101000010000100100100           15                 19
000011011000000101101111100100110010100110010111001010100100 =>   011000001000100000000011011000000001011101001010000000100100           15                 13
110010110100110101111010010110000101100110111000101010100100 =>   110110001000110001011010001010000000111011001011101000100100           15                 11
100000011000111100101011011000010000011010000011101010100100 =>   001000001011100100110110110011001101001101100000100100100100           15                 12
110010011100110100100011010010010001011010000011101010100100 =>   010110001011100000010110110010001101001001100001100100100100           15                 10
101100100011111101000011101110000000000111000011101010100100 =>   000011001101100100110110011111010001010100101001100000100100           15                 13
011011000111010011001110110011101011010100011000011010100100 =>   010011110100100100000011000011001100000000001001100101100100           15                 33
001111111100100101100100000110101100011110101011111010100100 =>   110010011000110101010010001011001101101111001001101110100100           15                 12
000011001111101000100100111111110110011111000000000110100100 =>   110011100010110100101001001011011100011011000001101001100100           15                  7
000010101010100101110010010110001101100000001000100110100100 =>   110100001000111000011010001100000100011011001011101000100100           15                 13
100101101001010000111100000010010000001111111100100110100100 =>   000100000100001001010010000000010100111001010001100000100100           15                 18
000011100000100000110010000110001101011100101010100110100100 =>   110100000000111001011010001000001100101011000001101000100100           15                 12
010011010010100100100011001000011101011000101001100110100100 =>   111100001010111101111010010111101101101011000000101000100100           15                 12
000100110010001011000111100111000000000010111100010110100100 =>   000010110000101101010000001001000100100000001001100001100100           15                 21
110010011111011111001000000101011000010111010010010110100100 =>   010111011010100100000011001011011100010000101000000000100100           15                 15
001101010011111111010001111101010110011100001011010110100100 =>   100011011111111100100011011011101101000110001000001000100100           15                 26
111010111011100100110101111100001001010100100111010110100100 =>   010000111000101101110011011001001101101001100000000000100100           15                 14
000101100111001101110000010111101000000011010000110110100100 =>   000011011000100100010010001111010100011001001001100000100100           15                  8
010111100100100010101100100111110101100110100011110110100100 =>   110010010000110101010010001011000101111010000011101001100100           15                 14
110110010110110100001011001001011101010010001000001110100100 =>   110110001011110100100011010011001100000010000000001100100100           15                 32
100110001010110001100011001010001101111010000010001110100100 =>   110110000001111100100111010011001100011011101011101100100100           15                 13
011111011100111100010000011010101010101110100010001110100100 =>   010010001101100101100011000011000100111001000011100010100100           15                 13
110100111011110000111001001001110101110010000001001110100100 =>   100001000111111100100011010011101101011011000010001101100100           15                 19
111000101101001100110110101010101100111000110001001110100100 =>   100010001000110101111111000011001101111111000011101100100100           15                 11
101110110011001010011010110100011111100001101001001110100100 =>   110000000000111001000011001010010101111010000010001000100100           15                 16
100010100000000000101000001100111101110011000011001110100100 =>   111000000010111100101011001011111101011011100010001100100100           15                 12
100000111000111100110010001110001100001010100000101110100100 =>   100100001001111101111110001011000100101011010001101000100100           15                 19
100101001000111000111010000100011100011010001010101110100100 =>   100100000111111000010010001010001100001011000000101100100100           15                  7
110000111000111101101011010000011100110010000001101110100100 =>   101000001011111000011110110010001101011111001010101100100100           15                 17
110010100011101101110110100100111001100101010001101110100100 =>   010001101000101000010110001110010101011001001010100000100100           15                  8
110000001010111000111010010010011100011010001001101110100100 =>   100100000011111000011010000110001101001111000001101100100100           15                 10
110010011000110101010010001011001101101111001001101110100100 =>   110100001001111100111010000011010101011011001011101000100100           15                 11
110000010100101011001010110110110100001101110101101110100100 =>   100010000000110001011110001000010101110110001001101000100100           15                 15
110010000000111001000011000000011100111011000011101110100100 =>   111100000011111000011110010010011101011111101010101100100100           15                 12
100010011100110101110010011000011100111011000011101110100100 =>   110110001011110100111110000011011101011111101010101100100100           15                  9
101001101110001101000100111010110010010110110111101110100100 =>   000010101010100101110010000101001101100100001001100100100100           15                 14
010011000010010011100111101000011001001101010100011110100100 =>   010100110100100100100111000001010100011000001000000010100100           15                 32
100101000101010010101111100111010011110111010000111110100100 =>   000011010110000100010010001011011100011000000011100101100100           15                 11
111010101011011000001110011110010101000001110001111110100100 =>   111000110000111101111110001111010101110010000001101000100100           15                 11
010111111100000001000111101111000001110010001001111110100100 =>   010110010000100100110010011011001101011000001011100111100100           15                 20
000001010101011011100101111100000010100100101000000001100100 =>   000010000100000101100000001010000000111000011010000000100100           15                 14
110100011000110100101100010101100011100110111100000001100100 =>   000000001000000001100000001000000000111001000010000000100100           15                 13
010010110000100101100011000011011100111000001010000001100100 =>   111100001010111000101011010000001100011011101011101000100100           15                 12
000011000101100000100011110000001101011100001010000001100100 =>   110111000000110000101011010010001100001011000000001000100100           15                 25
000011100101100000110011010000000101011100101010000001100100 =>   110110000000110001101001110000001100101011000000001000100100           15                 18
000010010110100101000011001011011101111100011010000001100100 =>   110110001010110100101011010010001100011011101011101000100100           15                 10
000010000000100100110010011001000101001100001000100001100100 =>   110100001000111100111010000010000000001011000000101000100100           15                 25
101100010110011000100010011001011111111101001000100001100100 =>   100010000010110100110010000110011100011011000010101001100100           15                  8
000011110000100100010010010101001101001100101000100001100100 =>   110100001000111001111010001000000000100011000000101000100100           15                 12
010010000000100100110010001000011100011000001010100001100100 =>   110100001010111100111010000010001100001011100000101000100100           15                 10
010011010000100100100011010010010101010000000001100001100100 =>   111100001010111000111110110000001101001011000001101000100100           15                 11
010010000000100000000100101000010000011001000001100001100100 =>   011100000010100100110010000010011101010101000000100000100100           15                 11
010001100000101100110010000111000100001001100001100001100100 =>   100100001000111001111110001000010001111111000001101000100100           15                 12
000010110000101101010000001001000100100000001001100001100100 =>   110100001000111100111010000010000001011110001010101000100100           15                 20
010011010000100100100011000011011100011000000011100001100100 =>   111100001010111000111110010000001101001111000001101000100100           15                 11
000010010000100101100011011011010001111001000011100001100100 =>   011100001010100100110110110010011101011001101011100000100100           15                 12
010010110100100101100011000010010001111101010011100001100100 =>   010110001010100000110110010000011101011001101011100000100100           15                 10
000110110000100101110110001111010100111000001011100001100100 =>   110110001010111100110010001010101101011111101011101000100100           15                 12
010101010000001010101000110000100000000101111010010001100100 =>   000000010000000101100000000010010000111000000000000000100100           15                 18
110111101011110110011011110110110111000110111110010001100100 =>   110000011100111101100001011000000000100010000001101000100100           15                 14
101111011111011000001100000011111000101011111011010001100100 =>   010010110100100101100011000010010001111101010011100001100100           15                 11
101101101110000010010011000100110110000101100110110001100100 =>   100010010000110101110010011100010000110010000000101000100100           15                 11
000001101000001100110101100000111100101111011110110001100100 =>   100000011000111100111010010000010000011011000010101000100100           15                 11
110001100100111100111001011001000000011010000010001001100100 =>   000110001101000100100000100010001100001001000000000100100100           15                 25
100010000010110101100011000010001101111111001010001001100100 =>   111100001001111000101011010010011100011011101011101100100100           15                  9
010011010001101100001111111011111100011010011110001001100100 =>   111001001010111100101011010000001100000011000001101100100100           15                 11
100010010100110101111010011011010100111010010000101001100100 =>   110110001010110100111110000010001100011011001011101100100100           15                 11
110000100000111101110010000110111101111010001000101001100100 =>   100000001011111000111010001010001100011011001011101100100100           15                 10
110111000000110100111010000001000001000110001000101001100100 =>   010100001101000000110010000010000000001001000000100000100100           15                 25
010001000011100111110010010000001101110111011100101001100100 =>   100101001000111000111010000100011100011010001010101110100100           15                  8
110011010000110100010010011111000100011010000010101001100100 =>   110100001101111100111110001010001100000011000001101100100100           15                 19
100010000010110100110010000110011100011011000010101001100100 =>   110100001011111000111110001110011100011011100001101100100100           15                  7
111010011101100000111111001000000010100101010010101001100100 =>   010011000000000100110010000010010000011001100010100000100100           15                 12
110011100010110100101001001011011100011011000001101001100100 =>   111100001111111100111010010110111101011111000001101100100100           15                  6
100000010000111101101001011000001100100010100001101001100100 =>   101000001001111101111010110010000001111111011010101000100100           15                 13
110010000100110000011010111000011101011010000011101001100100 =>   110110000011110100111110000010001101000011100000101100100100           15                  7
110010010000110101010010001011000101111010000011101001100100 =>   110100001001111100111110000010101101011011101011101100100100           15                 13
100111100000110100111011000011001101011011000011101001100100 =>   110100001101111000110110010010011101011011000001101100100100           15                 18
001100011111001011100110010000100000110000001011101001100100 =>   000011100000100000110010000110001101011100101010100110100100           15                 13
101000010000111100111001001010000100011010001011101001100100 =>   100000001001111100111010010010101101001111100001101100100100           15                 19
000000000000101110010101101111101111101111011100011001100100 =>   100000011000111100101011011000010000011010000011101010100100           15                 13
110101110101010100000101011010001111000111000010011001100100 =>   100011011100110100110011110010010000010010000001101000100100           15                 18
111110011110111110000001101111101100100001000111011001100100 =>   110010011001110100100011011000010001011110100011101000100100           15                 13
011101010100110100010101101110001101111111110100111001100100 =>   100010011100110101110010011000011100111011000011101110100100           15                 10
011100010010110110100100001100101101011110011010111001100100 =>   100000111000111100110010001110001100001010100000101110100100           15                 20
010000100100101001010011010010011101110100010000000101100100 =>   100110000010110000101111110000001100011010001011101000100100           15                 14
101001100110001100011110100111111011101011111000000101100100 =>   000010101000100001110011001010010100111001000011100000100100           15                 13
111110110000011110001001100011011110011110001001000101100100 =>   110000001010111000100011010010001101000110000001101000100100           15                 17
010100001101011011000100101100011101110001001001000101100100 =>   100011000010110100100011001010011101011010001010001000100100           15                 12
010100000100100101110010000111011100111001000000100101100100 =>   100110001010110000110110001000011100011011001011101000100100           15                  8
111010100100000101100101000011111101101111010100100101100100 =>   110010001000110000111010010000010100011011001011101000100100           15                 11
001011000100101001010110111101101011110101011110100101100100 =>   010010000000100100110010001000011100011000001010100001100100           15                 11
110011100101000000001110000000110111111111110001100101100100 =>   110010000010110001111010000010011101111011000010101000100100           15                 11
010011110100100100000011000011001100000000001001100101100100 =>   110110001000110000111010010000000101000110000001101000100100           15                 32
010110100010100000010010001100001100001000101001100101100100 =>   110110000000111101110010001110000101100111000000101000100100           15                 12
011000010101100101110010000000011101111001011001100101100100 =>   100011001010110000111010000000011101011011001010101000100100           15                 11
111000011111111101101100110111010110110100111001100101100100 =>   100010101010110001111010001110001101111111001011101000100100           15                 13
000011010110000100010010001011011100011000000011100101100100 =>   110110001010110100111110000110001101000111000001101000100100           15                 10
000110000100100001000011000010001100111001011011100101100100 =>   110110000000110000110010010000011101011111101011101000100100           15                 10
100111001101100000001111001011100011000011011001010101100100 =>   010011010000100100100011010010010101010000000001100001100100           15                 12
011101010000010110110010001101000111010110101110110101100100 =>   100010011100111101110010001000001100101010000000101000100100           15                 14
111111100100101110110000000100100100001010000001110101100100 =>   110010011000110100110010001010000101001110000000101000100100           15                 26
110000000000111001100001000000001100101010000000001101100100 =>   101000000001111000101011010010000100011011001010001000100100           15                 13
100001000111111100100011010011101101011011000010001101100100 =>   100011001101110000101111110010011100011011000001101100100100           15                 18
001111110010000001011101010000100100001011110010001101100100 =>   110000100000111001110001110010010100110011001000001000100100           15                 18
010100101100100100010010010100011101110010101001001101100100 =>   100110001010110001100011001010001101111010000010001110100100           15                 14
110100100111110011011111100001111000100110001111001101100100 =>   000011100101100000110011010000000101011100101010000001100100           15                 19
010011001011110100010111101001101010000010000100101101100100 =>   010001101101100100110010000100000100000000000000100010100100           15                 20
110110000110110001010010011010011100111010011010101101100100 =>   110110000010110100110010000110001100011011101011101100100100           15                 10
001011001000000111110111000010010111011001011010101101100100 =>   110000001010111000111010010010011100011010001001101110100100           15                 11
010100110111110001100011110101110010110000000111101101100100 =>   000011000111100000110010011100001101011101101010100111100100           15                 12
110011111101111111001101001011100101000000110010011101100100 =>   110010011100110101111001010010000100100010001001101000100100           15                 18
110011000101000001100100110010100110010101000110011101100100 =>   110011010000110100101001000000011100011011001001101100100100           15                 18
110101111111100000000000001010111101111101111100111101100100 =>   100010010010110101110010000100011100111011000011101100100100           15                 11
001100111111000011111011000010001111010111100110111101100100 =>   100010010000110101110010010100011100111010101001101100100100           15                 11
101011010001110001100100101011001011010101101111111101100100 =>   011000010101100101110010000000011101111001011001100101100100           15                 12
010011010000100100100011000010000101011101100010000011100100 =>   111100001000111001101101010000011100111011000001101000100100           15                 18
010100010101001001101110001001110110110010110001000011100100 =>   100010000010110101100011000010001101111111001010001001100100           15                 10
100100001010100100101010001001000111111000101001000011100100 =>   100000001000111101100011000010101101111011000010001000100100           15                 14
001101100100011100011011110001000110111111101011000011100100 =>   100010001100110001100011010010011101111111010010001000100100           15                 11
100110010011000011111110011001101101011011111001100011100100 =>   110000100000111101110010000110111101111010001000101001100100           15                 11
010110000001011010000110100110000101110010001101100011100100 =>   110111000000111000110010001000001101011010000011101000100100           15                 26
010001100001011111000000001010011111000111111100010011100100 =>   101000011100111101101011000000010000110010001001101000100100           15                 18
110001001111110101100100110010110011011101011011010011100100 =>   000011111110100100100011000010011101011001001001100000100100           15                 11
101101001011010101100011010001011110101101101100110011100100 =>   100010011100111101110010110100010000111011011010101000100100           15                 11
110000000111001011110001010000000111111000000110110011100100 =>   100111010000110100111010110100001100011010101010101000100100           15                 20
101111110001010101100010101101111111011011010011110011100100 =>   110011011110111100110010001010111101011011001000101000100100           15                  5
010001111100011101100000100110000100101011101111110011100100 =>   100010011100110101111010001000010001111111001011101000100100           15                 11
111101110010010100010100111101110001100101111101001011100100 =>   000010101100101101110011001000010001111000000010000000100100           15                 14
011010110011010100000010001001001000001001110100101011100100 =>   010000001100100101110110000100010000110001000000100010100100           15                  9
110001011100110100100110000111101001101101010010101011100100 =>   000010001100100000110110001010010000011001000011100000100100           15                 11
