"","TF","symbol","gene"
"593","V.ERM_05","ETV5","ITGB5"
"594","V.ERM_05","ETV5","RASA1"
"595","V.ERM_05","ETV5","SERBP1"
"596","V.ERM_05","ETV5","CABLES2"
"597","V.ERM_05","ETV5","PPM1D"
"598","V.ERM_05","ETV5","CSNK1D"
"599","V.ERM_05","ETV5","IL4R"
"600","V.ERM_05","ETV5","ITGB4"
"601","V.ERM_05","ETV5","HSPG2"
"602","V.ERM_05","ETV5","CHUK"
"603","V.ERM_05","ETV5","USP8"
"604","V.ERM_05","ETV5","PRPF40A"
"605","V.ERM_05","ETV5","EEA1"
"606","V.ERM_05","ETV5","ABL1"
"607","V.ERM_05","ETV5","SH3D19"
"608","V.ERM_05","ETV5","MAD2L1"
"609","V.ERM_05","ETV5","BARD1"
"610","V.ERM_05","ETV5","SOS1"
"611","V.ERM_05","ETV5","SRPK1"
"612","V.ERM_05","ETV5","ADAM9"
"613","V.ERM_05","ETV5","AURKB"
"614","V.ERM_05","ETV5","PSEN1"
"615","V.ERM_05","ETV5","BGN"
"616","V.ERM_05","ETV5","PRKCD"
"617","V.ERM_05","ETV5","AP2B1"
"618","V.ERM_05","ETV5","KLHL12"
"619","V.ERM_05","ETV5","TGM2"
"620","V.ERM_05","ETV5","NMT2"
"621","V.ERM_05","ETV5","AR"
"622","V.ERM_05","ETV5","PLCG1"
"623","V.ERM_05","ETV5","TGFBR1"
"624","V.ERM_05","ETV5","SNX9"
"625","V.ERM_05","ETV5","GRB10"
"626","V.ERM_05","ETV5","GRB2"
"627","V.ERM_05","ETV5","TPX2"
"628","V.ERM_05","ETV5","SOCS1"
"629","V.ERM_05","ETV5","DSP"
"630","V.ERM_05","ETV5","PLAUR"
"631","V.ERM_05","ETV5","TEC"
"632","V.ERM_05","ETV5","PAG1"
"633","V.ERM_05","ETV5","PKD1"
"634","V.ERM_05","ETV5","SNRNP70"
"635","V.ERM_05","ETV5","CXXC5"
"636","V.ERM_05","ETV5","PTTG1"
"637","V.ERM_05","ETV5","MED28"
"638","V.ERM_05","ETV5","SRC"
"639","V.ERM_05","ETV5","HSPA1A"
"640","V.ERM_05","ETV5","PLD2"
"641","V.ERM_05","ETV5","COL1A1"
"642","V.ERM_05","ETV5","CDK1"
"643","V.ERM_05","ETV5","ING5"
"644","V.ERM_05","ETV5","NR3C1"
"645","V.ERM_05","ETV5","CRKL"
"646","V.ERM_05","ETV5","RHOD"
"647","V.ERM_05","ETV5","RHOA"
"648","V.ERM_05","ETV5","ITGB3"
"649","V.ERM_05","ETV5","ROCK1"
"650","V.ERM_05","ETV5","PLK1"
"651","V.ERM_05","ETV5","ARID3A"
"652","V.ERM_05","ETV5","MSN"
"653","V.ERM_05","ETV5","ATF3"
"654","V.ERM_05","ETV5","CDKN1A"
"655","V.ERM_05","ETV5","C3"
"656","V.ERM_05","ETV5","SLC9A3R1"
"657","V.ERM_05","ETV5","ANXA6"
"658","V.ERM_05","ETV5","TSG101"
"659","V.ERM_05","ETV5","EZR"
"660","V.ERM_05","ETV5","BACE1"
"661","V.ERM_05","ETV5","SET"
"662","V.ERM_05","ETV5","STAT5A"
"663","V.ERM_05","ETV5","CD55"
"664","V.ERM_05","ETV5","UBE2I"
"665","V.ERM_05","ETV5","AURKA"
"666","V.ERM_05","ETV5","SVIL"
"667","V.ERM_05","ETV5","SMAD4"
"668","V.ERM_05","ETV5","ZHX1"
"669","V.ERM_05","ETV5","HNRNPK"
"670","V.ERM_05","ETV5","TRIM24"
"671","V.ERM_05","ETV5","VIM"
"672","V.ERM_05","ETV5","TAF12"
"673","V.ERM_05","ETV5","HDAC2"
"674","V.ERM_05","ETV5","LYN"
"675","V.ERM_05","ETV5","KAT5"
"676","V.ERM_05","ETV5","TUBB"
"677","V.ERM_05","ETV5","BCAR1"
"678","V.ERM_05","ETV5","KAT2A"
"679","V.ERM_05","ETV5","ARIH2"
"680","V.ERM_05","ETV5","IFI16"
"681","V.ERM_05","ETV5","PIAS3"
"682","V.ERM_05","ETV5","IL7R"
"683","V.ERM_05","ETV5","PIK3R2"
"684","V.ERM_05","ETV5","EP300"
"685","V.ERM_05","ETV5","CSNK2A1"
"686","V.ERM_05","ETV5","CAMK2G"
"687","V.ERM_05","ETV5","TACC3"
"688","V.ETV5DLX2_01","ETV5","DLG4"
"689","V.ETV5DLX2_01","ETV5","CASP1"
"690","V.ETV5DLX2_01","ETV5","SP1"
"691","V.ETV5DLX2_01","ETV5","CHEK1"
"692","V.ETV5DLX2_01","ETV5","ANXA6"
"693","V.ETV5DLX2_01","ETV5","CASP3"
"694","V.ETV5DLX2_01","ETV5","CXXC5"
"695","V.ETV5DLX2_01","ETV5","PLSCR1"
"696","V.ETV5DLX2_01","ETV5","SETDB1"
"697","V.ETV5DLX2_01","ETV5","SVIL"
"698","V.ETV5DRGX_01","ETV5","WWOX"
"699","V.ETV5DRGX_01","ETV5","COPS5"
"700","V.ETV5DRGX_01","ETV5","VIM"
"701","V.ETV5DRGX_01","ETV5","UBE2I"
"702","V.ETV5DRGX_01","ETV5","CASP9"
"703","V.ETV5DRGX_01","ETV5","SF3B3"
"704","V.ETV5DRGX_01","ETV5","SET"
"705","V.ETV5DRGX_01","ETV5","PTK2"
"706","V.ETV5DRGX_01","ETV5","ERBB2"
"707","V.ETV5DRGX_01","ETV5","GSN"
"708","V.ETV5DRGX_01","ETV5","CALM1"
"709","V.ETV5DRGX_01","ETV5","ATF3"
"710","V.ETV5DRGX_01","ETV5","SRPK1"
"711","V.ETV5DRGX_01","ETV5","E2F4"
"712","V.ETV5DRGX_01","ETV5","SDC2"
"713","V.ETV5DRGX_01","ETV5","TAF9"
"714","V.ETV5ETV7_01","ETV5","COL1A1"
"715","V.ETV5ETV7_01","ETV5","EEA1"
"716","V.ETV5ETV7_01","ETV5","CSNK2A1"
"717","V.ETV5ETV7_01","ETV5","APBB1"
"718","V.ETV5ETV7_01","ETV5","FGF13"
"719","V.ETV5ETV7_01","ETV5","HBEGF"
"720","V.ETV5ETV7_01","ETV5","SPARC"
"721","V.ETV5ETV7_01","ETV5","SNRNP70"
"722","V.ETV5ETV7_01","ETV5","BACE1"
"723","V.ETV5ETV7_01","ETV5","PARD3"
"724","V.ETV5ETV7_01","ETV5","RASSF1"
"725","V.ETV5ETV7_01","ETV5","PIAS3"
"726","V.ETV5ETV7_01","ETV5","DLG4"
"727","V.ETV5ETV7_01","ETV5","SNAP29"
"728","V.ETV5ETV7_01","ETV5","PLSCR1"
"729","V.ETV5ETV7_01","ETV5","VASP"
"730","V.ETV5ETV7_01","ETV5","TNC"
"731","V.ETV5ETV7_01","ETV5","KAT5"
"732","V.ETV5ETV7_01","ETV5","BCAR1"
"733","V.ETV5ETV7_01","ETV5","PSMC2"
"734","V.ETV5ETV7_01","ETV5","TNIK"
"735","V.ETV5ETV7_01","ETV5","GOPC"
"736","V.ETV5ETV7_01","ETV5","ING5"
"737","V.ETV5ETV7_01","ETV5","JAK2"
"738","V.ETV5ETV7_01","ETV5","STAT5B"
"739","V.ETV5ETV7_01","ETV5","ROCK1"
"740","V.ETV5ETV7_01","ETV5","PKN1"
"741","V.ETV5ETV7_01","ETV5","LYN"
"742","V.ETV5ETV7_01","ETV5","TSG101"
"743","V.ETV5ETV7_01","ETV5","TJP1"
"744","V.ETV5ETV7_01","ETV5","TNK2"
"745","V.ETV5ETV7_01","ETV5","SOCS5"
"746","V.ETV5ETV7_01","ETV5","IGF1R"
"747","V.ETV5ETV7_01","ETV5","CXXC5"
"748","V.ETV5ETV7_01","ETV5","NMT1"
"749","V.ETV5ETV7_01","ETV5","CAMK2G"
"750","V.ETV5ETV7_01","ETV5","HSPG2"
"751","V.ETV5ETV7_01","ETV5","CASP9"
"752","V.ETV5ETV7_01","ETV5","HUWE1"
"753","V.ETV5ETV7_01","ETV5","PTK2B"
"754","V.ETV5ETV7_01","ETV5","TRIM33"
"755","V.ETV5ETV7_01","ETV5","CDC20"
"756","V.ETV5ETV7_01","ETV5","SMAD3"
"757","V.ETV5ETV7_01","ETV5","TP53"
"758","V.ETV5ETV7_01","ETV5","LCK"
"759","V.ETV5ETV7_01","ETV5","COL13A1"
"760","V.ETV5FIGLA_01","ETV5","STAT3"
"761","V.ETV5FIGLA_01","ETV5","RRAS2"
"762","V.ETV5FIGLA_01","ETV5","ING5"
"763","V.ETV5FIGLA_01","ETV5","FAS"
"764","V.ETV5FIGLA_01","ETV5","RASSF1"
"765","V.ETV5FIGLA_01","ETV5","CDK5"
"766","V.ETV5FIGLA_01","ETV5","TPR"
"767","V.ETV5FIGLA_01","ETV5","VASP"
"768","V.ETV5FIGLA_01","ETV5","TOP2A"
"769","V.ETV5FIGLA_01","ETV5","BARD1"
"770","V.ETV5FIGLA_01","ETV5","FYN"
"771","V.ETV5FIGLA_01","ETV5","CASP1"
"772","V.ETV5FIGLA_01","ETV5","ITGAV"
"773","V.ETV5FIGLA_01","ETV5","RFWD2"
"774","V.ETV5FIGLA_01","ETV5","PRKCD"
"775","V.ETV5FIGLA_01","ETV5","SHC1"
"776","V.ETV5FIGLA_01","ETV5","WWOX"
"777","V.ETV5FIGLA_01","ETV5","RASGRF1"
"778","V.ETV5FIGLA_01","ETV5","CCNA2"
"779","V.ETV5FIGLA_01","ETV5","DYNLL1"
"780","V.ETV5FIGLA_01","ETV5","DOK4"
"781","V.ETV5FIGLA_01","ETV5","HDAC3"
"782","V.ETV5FIGLA_01","ETV5","PML"
"783","V.ETV5FIGLA_01","ETV5","PTPN11"
"784","V.ETV5FIGLA_01","ETV5","CALM1"
"785","V.ETV5FIGLA_01","ETV5","PTK2B"
"786","V.ETV5FIGLA_01","ETV5","ABL1"
"787","V.ETV5FIGLA_01","ETV5","ITGA3"
"788","V.ETV5FIGLA_01","ETV5","LRP1"
"789","V.ETV5FIGLA_01","ETV5","DDX5"
"790","V.ETV5FIGLA_01","ETV5","PRPF40A"
"791","V.ETV5FIGLA_01","ETV5","ADAM17"
"792","V.ETV5FIGLA_01","ETV5","PTPRS"
"793","V.ETV5FIGLA_01","ETV5","ICAM1"
"794","V.ETV5FIGLA_01","ETV5","EVL"
"795","V.ETV5FIGLA_01","ETV5","JAK1"
"796","V.ETV5FIGLA_01","ETV5","E2F4"
"797","V.ETV5FIGLA_01","ETV5","SELPLG"
"798","V.ETV5FIGLA_01","ETV5","STAT1"
"799","V.ETV5FIGLA_01","ETV5","HSP90AA1"
"800","V.ETV5FIGLA_01","ETV5","TBL1X"
"801","V.ETV5FIGLA_01","ETV5","TFDP1"
"802","V.ETV5FIGLA_01","ETV5","YWHAB"
"803","V.ETV5FIGLA_01","ETV5","GSK3B"
"804","V.ETV5FIGLA_01","ETV5","HSPA1A"
"805","V.ETV5FIGLA_01","ETV5","JUN"
"806","V.ETV5FIGLA_01","ETV5","CDC20"
"807","V.ETV5FIGLA_01","ETV5","PIN1"
"808","V.ETV5FIGLA_01","ETV5","SKIL"
"809","V.ETV5FIGLA_01","ETV5","SNRPA"
"810","V.ETV5FIGLA_01","ETV5","CD82"
"811","V.ETV5FIGLA_01","ETV5","IGFBP3"
"812","V.ETV5FIGLA_01","ETV5","TGFA"
"813","V.ETV5FIGLA_01","ETV5","NFKB1"
"814","V.ETV5FIGLA_01","ETV5","TPX2"
"815","V.ETV5FIGLA_01","ETV5","GPS2"
"816","V.ETV5FIGLA_01","ETV5","IGF1R"
"817","V.ETV5FIGLA_01","ETV5","TACC1"
"818","V.ETV5FIGLA_01","ETV5","PAK1"
"819","V.ETV5FIGLA_01","ETV5","CREBBP"
"820","V.ETV5FIGLA_01","ETV5","SMURF2"
"821","V.ETV5FIGLA_01","ETV5","PPP2R5A"
"822","V.ETV5FIGLA_01","ETV5","CAV1"
"823","V.ETV5FIGLA_01","ETV5","PLCG1"
"824","V.ETV5FIGLA_01","ETV5","TGFB1"
"825","V.ETV5FIGLA_01","ETV5","LTBP3"
"826","V.ETV5FIGLA_01","ETV5","CTCF"
"827","V.ETV5FIGLA_01","ETV5","CASP6"
"828","V.ETV5FIGLA_01","ETV5","KIF11"
"829","V.ETV5FIGLA_01","ETV5","ADAM9"
"830","V.ETV5FIGLA_01","ETV5","IRS2"
"831","V.ETV5FIGLA_01","ETV5","NCL"
"832","V.ETV5FIGLA_01","ETV5","DLG4"
"833","V.ETV5FIGLA_01","ETV5","CD44"
"834","V.ETV5FIGLA_01","ETV5","HABP4"
"835","V.ETV5FIGLA_01","ETV5","CDC27"
"836","V.ETV5FIGLA_01","ETV5","AP2B1"
"837","V.ETV5FIGLA_01","ETV5","TAF1B"
"838","V.ETV5FIGLA_01","ETV5","PTTG1"
"839","V.ETV5FIGLA_01","ETV5","SRC"
"840","V.ETV5FIGLA_01","ETV5","STX1A"
"841","V.ETV5FIGLA_01","ETV5","CAPN1"
"842","V.ETV5FIGLA_01","ETV5","PIK3R1"
"843","V.ETV5FIGLA_01","ETV5","ITGB4"
"844","V.ETV5FIGLA_01","ETV5","CBL"
"845","V.ETV5FIGLA_01","ETV5","BRCA1"
"846","V.ETV5FIGLA_01","ETV5","TBP"
"847","V.ETV5FIGLA_01","ETV5","FBLN1"
"848","V.ETV5FIGLA_01","ETV5","HRAS"
"849","V.ETV5FIGLA_01","ETV5","TP53"
"850","V.ETV5FIGLA_01","ETV5","PPP2CA"
"851","V.ETV5FIGLA_01","ETV5","TAF12"
"852","V.ETV5FIGLA_01","ETV5","TACC3"
"853","V.ETV5FIGLA_01","ETV5","CABLES2"
"854","V.ETV5FIGLA_01","ETV5","TSG101"
"855","V.ETV5FIGLA_01","ETV5","IL4R"
"856","V.ETV5FIGLA_01","ETV5","LIMK2"
"857","V.ETV5FIGLA_01","ETV5","ACTB"
"858","V.ETV5FIGLA_01","ETV5","PIK3R2"
"859","V.ETV5FIGLA_01","ETV5","PARD3"
"860","V.ETV5FIGLA_01","ETV5","PRKACA"
"861","V.ETV5FIGLA_01","ETV5","CKAP5"
"862","V.ETV5FIGLA_01","ETV5","COPS6"
"863","V.ETV5FIGLA_01","ETV5","MBP"
"864","V.ETV5FIGLA_01","ETV5","BCL3"
"865","V.ETV5FIGLA_01","ETV5","SPTAN1"
"866","V.ETV5FIGLA_01","ETV5","ITGB1"
"867","V.ETV5FIGLA_01","ETV5","SNX9"
"868","V.ETV5FIGLA_01","ETV5","CDC25A"
"869","V.ETV5FIGLA_01","ETV5","DAG1"
"870","V.ETV5FIGLA_01","ETV5","KRT8"
"871","V.ETV5FIGLA_01","ETV5","STAT5B"
"872","V.ETV5FIGLA_01","ETV5","KLHL12"
"873","V.ETV5FIGLA_01","ETV5","ATP1B1"
"874","V.ETV5FIGLA_01","ETV5","MAD2L2"
"875","V.ETV5FIGLA_01","ETV5","USP8"
"876","V.ETV5FIGLA_01","ETV5","ITGB5"
"877","V.ETV5FIGLA_01","ETV5","CXXC5"
"878","V.ETV5FIGLA_01","ETV5","TJP1"
"879","V.ETV5FIGLA_01","ETV5","ANAPC10"
"880","V.ETV5FIGLA_01","ETV5","SERBP1"
"881","V.ETV5FIGLA_01","ETV5","CDH1"
"882","V.ETV5FIGLA_01","ETV5","BCAR1"
"883","V.ETV5FIGLA_01","ETV5","GOPC"
"884","V.ETV5FIGLA_01","ETV5","NR3C1"
"885","V.ETV5FIGLA_01","ETV5","MAPT"
"886","V.ETV5FIGLA_01","ETV5","C3"
"887","V.ETV5FIGLA_01","ETV5","HSPG2"
"888","V.ETV5FIGLA_01","ETV5","BCR"
"889","V.ETV5FIGLA_01","ETV5","TNC"
"890","V.ETV5FIGLA_01","ETV5","THBS1"
"891","V.ETV5FIGLA_01","ETV5","PXN"
"892","V.ETV5FIGLA_01","ETV5","MAPKAPK5"
"893","V.ETV5FIGLA_01","ETV5","CASP9"
"894","V.ETV5FIGLA_01","ETV5","CSK"
"895","V.ETV5FIGLA_01","ETV5","PRKCZ"
"896","V.ETV5FIGLA_01","ETV5","MSN"
"897","V.ETV5FIGLA_01","ETV5","RHOD"
"898","V.ETV5FIGLA_01","ETV5","EEA1"
"899","V.ETV5FIGLA_01","ETV5","PSEN1"
"900","V.ETV5FIGLA_01","ETV5","AURKB"
"901","V.ETV5FIGLA_01","ETV5","PLSCR1"
"902","V.ETV5FIGLA_01","ETV5","VTN"
"903","V.ETV5FIGLA_01","ETV5","ITGB3"
"904","V.ETV5FIGLA_01","ETV5","CTGF"
"905","V.ETV5FIGLA_01","ETV5","MMP14"
"906","V.ETV5FIGLA_01","ETV5","DNAJB2"
"907","V.ETV5FIGLA_01","ETV5","MSH2"
"908","V.ETV5FIGLA_01","ETV5","UBC"
"909","V.ETV5FIGLA_01","ETV5","AP2A1"
"910","V.ETV5FIGLA_01","ETV5","CDK1"
"911","V.ETV5FIGLA_01","ETV5","SNRPD2"
"912","V.ETV5FIGLA_01","ETV5","HTRA2"
"913","V.ETV5FIGLA_01","ETV5","PBK"
"914","V.ETV5FIGLA_01","ETV5","LCK"
"915","V.ETV5FIGLA_01","ETV5","SMAD3"
"916","V.ETV5FIGLA_01","ETV5","TAF9"
"917","V.ETV5FIGLA_01","ETV5","ITGB8"
"918","V.ETV5FIGLA_01","ETV5","LYN"
"919","V.ETV5FIGLA_01","ETV5","PIAS4"
"920","V.ETV5FIGLA_01","ETV5","HDAC1"
"921","V.ETV5FIGLA_01","ETV5","BUB1"
"922","V.ETV5FIGLA_01","ETV5","DAXX"
"923","V.ETV5FIGLA_01","ETV5","SRRM1"
"924","V.ETV5FIGLA_01","ETV5","HBEGF"
"925","V.ETV5FIGLA_01","ETV5","PLD2"
"926","V.ETV5FIGLA_01","ETV5","RRM2B"
"927","V.ETV5FIGLA_01","ETV5","HNRNPK"
"928","V.ETV5FIGLA_01","ETV5","MDM2"
"929","V.ETV5FIGLA_01","ETV5","RB1"
"930","V.ETV5FIGLA_01","ETV5","NCK1"
"931","V.ETV5FIGLA_01","ETV5","ROCK1"
"932","V.ETV5FIGLA_01","ETV5","SOCS3"
"933","V.ETV5FIGLA_01","ETV5","FGF13"
"934","V.ETV5FIGLA_01","ETV5","SOS1"
"935","V.ETV5FIGLA_01","ETV5","CSNK2A1"
"936","V.ETV5FIGLA_01","ETV5","SPARC"
"937","V.ETV5FIGLA_01","ETV5","SLC9A3R1"
"938","V.ETV5FIGLA_01","ETV5","ATF3"
"939","V.ETV5FIGLA_01","ETV5","DSP"
"940","V.ETV5FIGLA_01","ETV5","FN1"
"941","V.ETV5FIGLA_01","ETV5","ITGA6"
"942","V.ETV5FIGLA_01","ETV5","SCAMP1"
"943","V.ETV5FIGLA_01","ETV5","HIPK3"
"944","V.ETV5FIGLA_01","ETV5","IL7R"
"945","V.ETV5FIGLA_01","ETV5","TRIOBP"
"946","V.ETV5FIGLA_01","ETV5","CDKN1A"
"947","V.ETV5FIGLA_01","ETV5","TOM1L1"
"948","V.ETV5FIGLA_01","ETV5","COL1A1"
"949","V.ETV5FIGLA_01","ETV5","SH3YL1"
"950","V.ETV5FIGLA_01","ETV5","FZR1"
"951","V.ETV5FIGLA_01","ETV5","COPS5"
"952","V.ETV5FIGLA_01","ETV5","PTK2"
"953","V.ETV5FIGLA_01","ETV5","CEBPB"
"954","V.ETV5FIGLA_01","ETV5","PRKCA"
"955","V.ETV5FIGLA_01","ETV5","SETDB1"
"956","V.ETV5FIGLA_01","ETV5","MAPK8"
"957","V.ETV5FIGLA_01","ETV5","COL4A2"
"958","V.ETV5FIGLA_01","ETV5","SMAD4"
"959","V.ETV5FIGLA_01","ETV5","MOCOS"
"960","V.ETV5FIGLA_01","ETV5","ITGA5"
"961","V.ETV5FIGLA_01","ETV5","SP1"
"962","V.ETV5FIGLA_01","ETV5","NCOR1"
"963","V.ETV5FIGLA_01","ETV5","BRCA2"
"964","V.ETV5FIGLA_01","ETV5","CSNK1D"
"965","V.ETV5FIGLA_01","ETV5","APBB1"
"966","V.ETV5FIGLA_01","ETV5","ANXA6"
"967","V.ETV5FIGLA_01","ETV5","STAT5A"
"968","V.ETV5FIGLA_01","ETV5","MYC"
"969","V.ETV5FIGLA_01","ETV5","CDC42"
"970","V.ETV5FIGLA_01","ETV5","CASP7"
"971","V.ETV5FIGLA_01","ETV5","HMGA2"
"972","V.ETV5FIGLA_01","ETV5","SMAD2"
"973","V.ETV5FIGLA_01","ETV5","PFN2"
"974","V.ETV5FIGLA_01","ETV5","KAT5"
"975","V.ETV5FIGLA_01","ETV5","PIAS3"
"976","V.ETV5FIGLA_01","ETV5","ARID3A"
"977","V.ETV5FIGLA_01","ETV5","CD55"
"978","V.ETV5FIGLA_01","ETV5","SOCS1"
"979","V.ETV5FIGLA_01","ETV5","YWHAG"
"980","V.ETV5FIGLA_01","ETV5","TNK2"
"981","V.ETV5FIGLA_01","ETV5","ZHX1"
"982","V.ETV5FIGLA_01","ETV5","STUB1"
"983","V.ETV5FIGLA_01","ETV5","SF3B3"
"984","V.ETV5FIGLA_01","ETV5","SH3D19"
"985","V.ETV5FIGLA_01","ETV5","PAK2"
"986","V.ETV5FIGLA_01","ETV5","KAT2B"
"987","V.ETV5FIGLA_01","ETV5","ACTN4"
"988","V.ETV5FIGLA_01","ETV5","PTPRA"
"989","V.ETV5FIGLA_01","ETV5","CRK"
"990","V.ETV5FIGLA_01","ETV5","SNAP29"
"991","V.ETV5FIGLA_01","ETV5","CASP3"
"992","V.ETV5FIGLA_01","ETV5","ATXN1"
"993","V.ETV5FIGLA_01","ETV5","TUBB"
"994","V.ETV5FIGLA_01","ETV5","CRKL"
"995","V.ETV5FIGLA_01","ETV5","PAG1"
"996","V.ETV5FIGLA_01","ETV5","NDC80"
"997","V.ETV5FIGLA_01","ETV5","MAPK13"
"998","V.ETV5FIGLA_01","ETV5","TGM2"
"999","V.ETV5FIGLA_01","ETV5","PKN1"
"1000","V.ETV5FIGLA_01","ETV5","SOCS5"
"1001","V.ETV5FIGLA_01","ETV5","TUBA4A"
"1002","V.ETV5FIGLA_01","ETV5","SMAD9"
"1003","V.ETV5FIGLA_01","ETV5","PPL"
"1004","V.ETV5FIGLA_01","ETV5","PSMC2"
"1005","V.ETV5FIGLA_01","ETV5","NCOR2"
"1006","V.ETV5FIGLA_01","ETV5","ERBB2"
"1007","V.ETV5FIGLA_01","ETV5","CHUK"
"1008","V.ETV5FIGLA_01","ETV5","BGN"
"1009","V.ETV5FIGLA_01","ETV5","S100A2"
"1010","V.ETV5FIGLA_01","ETV5","CASP8"
"1011","V.ETV5FIGLA_01","ETV5","ANXA1"
"1012","V.ETV5FIGLA_01","ETV5","GORASP1"
"1013","V.ETV5FIGLA_01","ETV5","SET"
"1014","V.ETV5FIGLA_01","ETV5","HTT"
"1015","V.ETV5FIGLA_01","ETV5","HUWE1"
"1016","V.ETV5FIGLA_01","ETV5","MAP2K1"
"1017","V.ETV5FIGLA_01","ETV5","TRIM24"
"1018","V.ETV5FIGLA_01","ETV5","PPM1D"
"1019","V.ETV5FIGLA_01","ETV5","MED28"
"1020","V.ETV5FIGLA_01","ETV5","SERPINA1"
"1021","V.ETV5FIGLA_01","ETV5","PKD1"
"1022","V.ETV5FIGLA_01","ETV5","HMGB2"
"1023","V.ETV5FIGLA_01","ETV5","BACE1"
"1024","V.ETV5FIGLA_01","ETV5","CHD3"
"1025","V.ETV5FIGLA_01","ETV5","STX6"
"1026","V.ETV5FIGLA_01","ETV5","CAMK2G"
"1027","V.ETV5FIGLA_01","ETV5","SNRNP70"
"1028","V.ETV5FIGLA_01","ETV5","BIRC6"
"1029","V.ETV5FIGLA_01","ETV5","GRB2"
"1030","V.ETV5FIGLA_01","ETV5","AURKA"
"1031","V.ETV5FIGLA_01","ETV5","SRPK1"
"1032","V.ETV5FIGLA_01","ETV5","KAT2A"
"1033","V.ETV5FIGLA_01","ETV5","GIPC1"
"1034","V.ETV5FIGLA_01","ETV5","CDC16"
"1035","V.ETV5FIGLA_01","ETV5","PIAS1"
"1036","V.ETV5FIGLA_01","ETV5","PLAUR"
"1037","V.ETV5FIGLA_01","ETV5","EZR"
"1038","V.ETV5FIGLA_01","ETV5","NMT2"
"1039","V.ETV5FIGLA_01","ETV5","PTPRF"
"1040","V.ETV5FIGLA_01","ETV5","CTNNB1"
"1041","V.ETV5FIGLA_01","ETV5","RASA1"
"1042","V.ETV5FIGLA_01","ETV5","SMAD5"
"1043","V.ETV5FIGLA_01","ETV5","VIM"
"1044","V.ETV5FIGLA_01","ETV5","SVIL"
"1045","V.ETV5FIGLA_01","ETV5","MAD2L1"
"1046","V.ETV5FIGLA_01","ETV5","CBLB"
"1047","V.ETV5FIGLA_01","ETV5","IRS1"
"1048","V.ETV5FIGLA_01","ETV5","ARIH2"
"1049","V.ETV5FIGLA_01","ETV5","AR"
"1050","V.ETV5FIGLA_01","ETV5","EGFR"
"1051","V.ETV5FIGLA_01","ETV5","SDC2"
"1052","V.ETV5FIGLA_01","ETV5","JAK2"
"1053","V.ETV5FIGLA_01","ETV5","RAD51"
"1054","V.ETV5FIGLA_01","ETV5","PTPN1"
"1055","V.ETV5FIGLA_01","ETV5","COL13A1"
"1056","V.ETV5FOXO1_02","ETV5","CD82"
"1057","V.ETV5FOXO1_02","ETV5","MMP14"
"1058","V.ETV5FOXO1_02","ETV5","MSN"
"1059","V.ETV5FOXO1_02","ETV5","LTBP3"
"1060","V.ETV5FOXO1_02","ETV5","COPS5"
"1061","V.ETV5FOXO1_02","ETV5","RASSF1"
"1062","V.ETV5FOXO1_02","ETV5","CAV1"
"1063","V.ETV5FOXO1_02","ETV5","PTPN1"
"1064","V.ETV5FOXO1_02","ETV5","AR"
"1065","V.ETV5FOXO1_02","ETV5","ROCK1"
"1066","V.ETV5FOXO1_02","ETV5","ANXA6"
"1067","V.ETV5FOXO1_02","ETV5","SELPLG"
"1068","V.ETV5FOXO1_02","ETV5","ARIH2"
"1069","V.ETV5FOXO1_02","ETV5","MAP2K1"
"1070","V.ETV5FOXO1_02","ETV5","PTPRF"
"1071","V.ETV5FOXO1_02","ETV5","GRB10"
"1072","V.ETV5FOXO1_02","ETV5","MBP"
"1073","V.ETV5FOXO1_02","ETV5","ICAM1"
"1074","V.ETV5FOXO1_02","ETV5","PLAUR"
"1075","V.ETV5FOXO1_02","ETV5","IFI16"
"1076","V.ETV5FOXO1_02","ETV5","TAF12"
"1077","V.ETV5FOXO1_02","ETV5","SMAD5"
"1078","V.ETV5FOXO1_02","ETV5","IRS1"
"1079","V.ETV5FOXO1_02","ETV5","SH3D19"
"1080","V.ETV5FOXO1_02","ETV5","FBLN1"
"1081","V.ETV5FOXO1_02","ETV5","STAT5B"
"1082","V.ETV5FOXO1_02","ETV5","SRRM1"
"1083","V.ETV5FOXO1_02","ETV5","PIAS3"
"1084","V.ETV5FOXO1_02","ETV5","CTGF"
"1085","V.ETV5FOXO1_02","ETV5","CXXC5"
"1086","V.ETV5FOXO1_02","ETV5","SCAMP1"
"1087","V.ETV5FOXO1_02","ETV5","CDKN1A"
"1088","V.ETV5FOXO1_02","ETV5","RB1"
"1089","V.ETV5FOXO1_02","ETV5","SHC1"
"1090","V.ETV5FOXO1_02","ETV5","MAD2L1"
"1091","V.ETV5FOXO1_02","ETV5","IGF1R"
"1092","V.ETV5FOXO1_02","ETV5","CHUK"
"1093","V.ETV5FOXO1_02","ETV5","CD55"
"1094","V.ETV5FOXO1_02","ETV5","CSNK1D"
"1095","V.ETV5FOXO1_02","ETV5","TAF1B"
"1096","V.ETV5FOXO1_02","ETV5","TAF9"
"1097","V.ETV5FOXO1_02","ETV5","TEC"
"1098","V.ETV5FOXO1_02","ETV5","TBP"
"1099","V.ETV5FOXO1_02","ETV5","NUF2"
"1100","V.ETV5FOXO1_02","ETV5","HTRA2"
"1101","V.ETV5FOXO1_02","ETV5","TPR"
"1102","V.ETV5FOXO1_02","ETV5","PTK2"
