ID	Gene symbol ID
MO000019078	PSEN1
MO000019423	TLR6
MO000019676	PIK3R2
MO000020163	PTPRF
MO000020672	WASF2
MO000020680	NEDD9
MO000020730	PFN1
MO000020731	PFN2
MO000021019	SH3BP2
MO000021097	SHB
MO000021858	PSEN1
MO000022171	YWHAE
MO000022370	PIN1
MO000023076	SLC9A3R1
MO000028475	SKIL
MO000031009	SHB
MO000032417	SPTAN1
MO000032580	NF1
MO000032948	TUBA4A
MO000033435	YWHAG
MO000034101	IGFBP5
MO000034393	PKN1
MO000036353	HGS
MO000037495	NCK2
MO000037533	PSEN1
MO000038175	VASP
MO000038606	SDC2
MO000041788	ATN1
MO000041789	ATN1
MO000041928	MARK1
MO000042534	PLD2
MO000042957	PKN1
MO000042958	PKN1
MO000042959	PKN1
MO000044513	STUB1
MO000045065	WASL
MO000057733	PIN1
MO000059733	PTBP1
MO000059736	PTBP1
MO000059765	PTBP1
MO000059784	PTBP1
MO000059785	PTBP1
MO000060120	PTBP1
MO000060989	NF2
MO000065055	SDC3
MO000066303	SVIL
MO000072666	STUB1
MO000079827	WASF2
MO000079844	NCKAP1
MO000080492	SETDB1
MO000081591	TRIP6
MO000081592	TRIP6
MO000083031	SPTAN1
MO000083032	SPTAN1
MO000083628	NEDD9
MO000083915	SKIL
MO000084622	PRPF40A
MO000084650	PFN2
MO000087350	SLC9A3R1
MO000087526	HGS
MO000089178	YWHAE
MO000092265	ZMYM2
MO000094810	SETDB1
MO000099407	NF1
MO000102145	NCK2
MO000102172	PIK3R2
MO000102547	YWHAG
MO000103759	PKN1
MO000104614	PSEN1
MO000107621	VASP
MO000109174	NF2
MO000109175	NF2
MO000109176	NF2
MO000115894	PRPF40A
MO000115895	PRPF40A
MO000119118	SDCBP
MO000119119	SDCBP
MO000121062	IGFBP5
MO000124783	WASL
MO000124940	PFN1
MO000125137	PAPPA
MO000125138	PAPPA
MO000125679	ADAM12
MO000125681	ADAM12
MO000125682	ADAM12
MO000126284	ADAM12
MO000126553	HMG20B
MO000126556	HMG20B
MO000127761	MATN2
MO000127762	MATN2
MO000128038	PKD1
MO000128040	PKD1
MO000142598	WBP11
MO000143974	TGFBI
MO000143975	TGFBI
MO000144437	STXBP1
MO000144440	STXBP1
MO000144522	SH3YL1
MO000144818	SPARC
MO000144819	SPARC
MO000145559	UBB
MO000151979	SERBP1
MO000151980	SERBP1
MO000152296	SERBP1
MO000152297	SERBP1
MO000157087	HGS
MO000158185	NCKAP1
MO000158292	MARK1
MO000165067	TLR6
MO000169653	HMG20B
MO000169768	TUB
MO000169769	TUB
MO000171006	SDC2
MO000172355	PAG1
MO000172481	PSEN1
MO000189976	PTPN14
MO000189977	PTPN14
MO000190094	TRIOBP
MO000190095	TRIOBP
MO000193869	NUP85
MO000193870	NUP85
MO000218665	NUP210
MO000220193	ROBO3
MO000220196	ROBO4
MO000222479	SVIL
MO000223906	TNFSF13
MO000254666	STUB1
MO000256041	MARK1
MO000256808	PKN1
MO000257000	PTPRF
MO000257001	PTPRF
MO000257351	SDCBP
MO000257387	SETDB1
MO000279907	PKD1
MO000328354	SVIL
