ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
MO000257001	LAR(h)	9.759388	84	78523	0.42901975	0.001	4.274727	12	["MO000019078","MO000019676","MO000020163","MO000020672","MO000020680","MO000020730","MO000020731","MO000021019","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000037533","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000079844","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000121062","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000169768","MO000169769","MO000172355","MO000189976","MO000222479","MO000254666","MO000256808","MO000257000","MO000257001","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","3BP2(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","LAR(h)","LAR-isoform1(h)","LAR-isoform2(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NAP1(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-NTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTPN14(h)","Pin1(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000020862	VEGFR-2(h)	9.769585	76	77570	0.3926292	0.001	4.2005696	26	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034393","MO000036353","MO000037495","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000169768","MO000169769","MO000172355","MO000189976","MO000222479","MO000254666","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTPN14(h)","Pin1(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000019446	Caspase-1(h)	9.760243	81	80247	0.39995676	0.012	3.4553494	28	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021019","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000037533","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000079844","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000087350","MO000087526","MO000089178","MO000092265","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000172481","MO000189976","MO000222479","MO000254666","MO000256041","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","3BP2(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NAP1(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-NTF(h)","PS1-isoform1(h)","PS1-isoform2(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTPN14(h)","Pin1(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000010977	PDGFRalpha(h)	9.944902	82	80325	0.37913746	0.006	3.175934	49	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021019","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000124783","MO000124940","MO000126284","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000189976","MO000222479","MO000254666","MO000256041","MO000256808","MO000257001","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","3BP2(h)","ADAM12-p32(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","LAR(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTPN14(h)","Pin1(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000020680	HEF1(h)	9.884151	79	75831	0.34879783	0.003	4.18778	49	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000189976","MO000222479","MO000254666","MO000256041","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTPN14(h)","Pin1(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000004888	FAK1(h)	9.627592	83	81143	0.40959835	0.009	2.9234746	50	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021019","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000124783","MO000124940","MO000125681","MO000126284","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000189976","MO000222479","MO000254666","MO000256041","MO000256808","MO000257001","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","3BP2(h)","ADAM12(h)","ADAM12-p32(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","LAR(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTPN14(h)","Pin1(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000117217	granzymeB(h)	9.657949	86	81003	0.3772547	0.001	3.0815406	56	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021019","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000037533","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000059784","MO000059785","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000079844","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000121062","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000172481","MO000189976","MO000220193","MO000222479","MO000254666","MO000256041","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","3BP2(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NAP1(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-NTF(h)","PS1-isoform1(h)","PS1-isoform2(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTB1p15(h)","PTB1p41(h)","PTPN14(h)","Pin1(h)","ROBO3(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000020376	Cytochrome C(h):Apaf-1(h):dATP	9.618858	85	80522	0.35638875	0.001	3.1213121	58	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000037533","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000059784","MO000059785","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000079844","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000121062","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000189976","MO000220193","MO000222479","MO000254666","MO000256041","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NAP1(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-NTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTB1p15(h)","PTB1p41(h)","PTPN14(h)","Pin1(h)","ROBO3(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000020613	Caspase-3-p12(h)	9.757675	85	76144	0.3365366	0.004	3.48254	58	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000037533","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000059784","MO000059785","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000079844","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000121062","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000189976","MO000220193","MO000222479","MO000254666","MO000256041","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NAP1(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-NTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTB1p15(h)","PTB1p41(h)","PTPN14(h)","Pin1(h)","ROBO3(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
MO000020615	Caspase-3-p17(h)	9.756648	85	76145	0.3365359	0.0	3.6774578	58	["MO000019078","MO000019676","MO000020672","MO000020680","MO000020730","MO000020731","MO000021097","MO000021858","MO000022171","MO000022370","MO000023076","MO000028475","MO000031009","MO000032417","MO000032948","MO000033435","MO000034101","MO000034393","MO000036353","MO000037495","MO000037533","MO000038175","MO000041788","MO000041789","MO000041928","MO000042534","MO000042957","MO000042958","MO000042959","MO000044513","MO000045065","MO000057733","MO000059733","MO000059736","MO000059765","MO000059784","MO000059785","MO000060120","MO000060989","MO000066303","MO000072666","MO000079827","MO000079844","MO000081591","MO000081592","MO000083031","MO000083032","MO000083628","MO000083915","MO000084622","MO000084650","MO000087350","MO000087526","MO000089178","MO000092265","MO000102145","MO000102172","MO000102547","MO000103759","MO000104614","MO000107621","MO000109174","MO000109175","MO000109176","MO000115894","MO000115895","MO000121062","MO000124783","MO000124940","MO000151979","MO000151980","MO000152296","MO000152297","MO000157087","MO000158292","MO000169768","MO000169769","MO000172355","MO000189976","MO000220193","MO000222479","MO000254666","MO000256041","MO000256808","MO000328354"]	["14-3-3epsilon(h)","14-3-3gamma(h)","CHIP(h)","CHIP-isoform1(h)","CHIP-isoform2(h)","HEF1(h)","HEF1-isoform1(h)","HRS(h)","HRS-isoform1(h)","HRS-isoform2(h)","HYPA(h)","HYPA-isoform1(h)","HYPA-isoform2(h)","IGFBP-5(h)","Merlin(h)","Merlin-isoform1(h)","Merlin-isoform2(h)","Merlin-isoform3(h)","N-WASP(h)","NAP1(h)","NHERF-1(h)","NHERF-1-isoform1(h)","Nck-2(h)","Nck-2-isoform1(h)","PAG(h)","PAIRBP1(h)","PAIRBP1-isoform1(h)","PAIRBP1-isoform2(h)","PAIRBP1-isoform3(h)","PRK1(h)","PRK1-isoform1(h)","PRK1-isoform2(h)","PRK1-p105(h)","PRK1-p50(h)","PRK1-p90(h)","PS1(h)","PS1-CTF(h)","PS1-NTF(h)","PS1-isoform1(h)","PTB1(h)","PTB1-isoform1(h)","PTB1-isoform2(h)","PTB1-xbb1(h)","PTB1p15(h)","PTB1p41(h)","PTPN14(h)","Pin1(h)","ROBO3(h)","SVIL(h)","SVIL-SV4(h)","SVIL-isoform2(h)","Shb(h)","SnoN(h)","WAVE2(h)","WAVE2-isoform1(h)","ZNF198(h)","alpha-fodrin(h)","alpha-fodrin-isoform2(h)","alpha-fodrin-isoform3(h)","alpha-tubulin 4A(h)","atrophin-1(h)","atrophin-1-p130(h)","mark1(h)","mark1-isoform1(h)","mark1-isoform2(h)","p66Shb(h)","p85beta(h)","pld2(h)","profilin1(h)","profilin2(h)","profilin2-IIb(h)","trip6(h)","trip6-isoform1(h)","tub(h)","tub-isoform2(h)","vasp(h)"]
