"SUID","interaction","is_directed","is_inhibition","is_stimulation","name","references","selected","shared interaction","shared name","sources","TF"
"429","interacts with",,,,"MYC (interacts with) SNRNP70","","false","interacts with","MYC (interacts with) SNRNP70","","V.CMYC_01"
"430","interacts with",,,,"MYC (interacts with) HMGA2","","false","interacts with","MYC (interacts with) HMGA2","","V.CMYC_01"
"431","interacts with",,,,"MYC (interacts with) SMAD2","","false","interacts with","MYC (interacts with) SMAD2","","V.CMYC_01"
"432","interacts with",,,,"TFAP4 (interacts with) PIAS4","","false","interacts with","TFAP4 (interacts with) PIAS4","","V.TFAP4ETV4_01"
"433","interacts with",,,,"TFAP4 (interacts with) HUWE1","","false","interacts with","TFAP4 (interacts with) HUWE1","","V.TFAP4ETV4_01"
"434","interacts with",,,,"TFAP4 (interacts with) MOCOS","","false","interacts with","TFAP4 (interacts with) MOCOS","","V.TFAP4ETV4_01"
"435","interacts with",,,,"TFAP4 (interacts with) CKAP5","","false","interacts with","TFAP4 (interacts with) CKAP5","","V.TFAP4ETV4_01"
"436","interacts with",,,,"TFAP4 (interacts with) TGFA","","false","interacts with","TFAP4 (interacts with) TGFA","","V.TFAP4ETV4_01"
"437","interacts with",,,,"TFAP4 (interacts with) PIAS3","","false","interacts with","TFAP4 (interacts with) PIAS3","","V.TFAP4ETV4_01"
"438","interacts with",,,,"TFAP4 (interacts with) COL13A1","","false","interacts with","TFAP4 (interacts with) COL13A1","","V.TFAP4ETV4_01"
"439","interacts with",,,,"TFAP4 (interacts with) SNRPD2","","false","interacts with","TFAP4 (interacts with) SNRPD2","","V.TFAP4ETV4_01"
"440","interacts with",,,,"TFAP4 (interacts with) TOP2A","","false","interacts with","TFAP4 (interacts with) TOP2A","","V.TFAP4ETV4_01"
"441","interacts with",,,,"TFAP4 (interacts with) LRP1","","false","interacts with","TFAP4 (interacts with) LRP1","","V.TFAP4ETV4_01"
"442","interacts with",,,,"TFAP4 (interacts with) CAV1","","false","interacts with","TFAP4 (interacts with) CAV1","","V.TFAP4ETV4_01"
"443","interacts with",,,,"TFAP4 (interacts with) MAD2L1","","false","interacts with","TFAP4 (interacts with) MAD2L1","","V.TFAP4ETV4_01"
"444","interacts with",,,,"TFAP4 (interacts with) BUB1","","false","interacts with","TFAP4 (interacts with) BUB1","","V.TFAP4ETV4_01"
"445","interacts with",,,,"TFAP4 (interacts with) CHUK","","false","interacts with","TFAP4 (interacts with) CHUK","","V.TFAP4ETV4_01"
"446","interacts with",,,,"TFAP4 (interacts with) SRPK1","","false","interacts with","TFAP4 (interacts with) SRPK1","","V.TFAP4ETV4_01"
"447","interacts with",,,,"TFAP4 (interacts with) CREBBP","","false","interacts with","TFAP4 (interacts with) CREBBP","","V.TFAP4ETV4_01"
"448","interacts with",,,,"TFAP4 (interacts with) TP53","","false","interacts with","TFAP4 (interacts with) TP53","","V.TFAP4ETV4_01"
"449","interacts with",,,,"TFAP4 (interacts with) STAT3","","false","interacts with","TFAP4 (interacts with) STAT3","","V.TFAP4ETV4_01"
"450","interacts with",,,,"TFAP4 (interacts with) CDK2","","false","interacts with","TFAP4 (interacts with) CDK2","","V.TFAP4ETV4_01"
"451","interacts with",,,,"TFAP4 (interacts with) PRKDC","","false","interacts with","TFAP4 (interacts with) PRKDC","","V.TFAP4ETV4_01"
"452","interacts with",,,,"TFAP4 (interacts with) PRKACA","","false","interacts with","TFAP4 (interacts with) PRKACA","","V.TFAP4ETV4_01"
"453","interacts with",,,,"TFAP4 (interacts with) CDC27","","false","interacts with","TFAP4 (interacts with) CDC27","","V.TFAP4ETV4_01"
"454","interacts with",,,,"TFAP4 (interacts with) SNRPA","","false","interacts with","TFAP4 (interacts with) SNRPA","","V.TFAP4ETV4_01"
"455","interacts with",,,,"TFAP4 (interacts with) SCAMP1","","false","interacts with","TFAP4 (interacts with) SCAMP1","","V.TFAP4ETV4_01"
"456","interacts with",,,,"TFAP4 (interacts with) CSNK2A1","","false","interacts with","TFAP4 (interacts with) CSNK2A1","","V.TFAP4ETV4_01"
"457","interacts with",,,,"TFAP4 (interacts with) ARID3A","","false","interacts with","TFAP4 (interacts with) ARID3A","","V.TFAP4ETV4_01"
"458","interacts with",,,,"TFAP4 (interacts with) PTTG1","","false","interacts with","TFAP4 (interacts with) PTTG1","","V.TFAP4ETV4_01"
"459","interacts with",,,,"TFAP4 (interacts with) HMGA2","","false","interacts with","TFAP4 (interacts with) HMGA2","","V.TFAP4ETV4_01"
"460","interacts with",,,,"TFAP4 (interacts with) CDC16","","false","interacts with","TFAP4 (interacts with) CDC16","","V.TFAP4ETV4_01"
"461","interacts with",,,,"TFAP4 (interacts with) TPX2","","false","interacts with","TFAP4 (interacts with) TPX2","","V.TFAP4ETV4_01"
"462","interacts with",,,,"TFAP4 (interacts with) SMAD2","","false","interacts with","TFAP4 (interacts with) SMAD2","","V.TFAP4ETV4_01"
"463","interacts with",,,,"TFAP4 (interacts with) PPM1D","","false","interacts with","TFAP4 (interacts with) PPM1D","","V.TFAP4ETV4_01"
"464","interacts with",,,,"TFAP4 (interacts with) TAF1B","","false","interacts with","TFAP4 (interacts with) TAF1B","","V.TFAP4ETV4_01"
"465","interacts with",,,,"TFAP4 (interacts with) CBL","","false","interacts with","TFAP4 (interacts with) CBL","","V.TFAP4ETV4_01"
"466","interacts with",,,,"TFAP4 (interacts with) ANXA1","","false","interacts with","TFAP4 (interacts with) ANXA1","","V.TFAP4ETV4_01"
"467","interacts with",,,,"TFAP4 (interacts with) SKIL","","false","interacts with","TFAP4 (interacts with) SKIL","","V.TFAP4ETV4_01"
"468","interacts with",,,,"TFAP4 (interacts with) MAPK8","","false","interacts with","TFAP4 (interacts with) MAPK8","","V.TFAP4ETV4_01"
"469","interacts with",,,,"TFAP4 (interacts with) YWHAG","","false","interacts with","TFAP4 (interacts with) YWHAG","","V.TFAP4ETV4_01"
"470","interacts with",,,,"TFAP4 (interacts with) IL4R","","false","interacts with","TFAP4 (interacts with) IL4R","","V.TFAP4ETV4_01"
"471","interacts with",,,,"TFAP4 (interacts with) FN1","","false","interacts with","TFAP4 (interacts with) FN1","","V.TFAP4ETV4_01"
"472","interacts with",,,,"TFAP4 (interacts with) PRKCA","","false","interacts with","TFAP4 (interacts with) PRKCA","","V.TFAP4ETV4_01"
"473","interacts with",,,,"TFAP4 (interacts with) CDK1","","false","interacts with","TFAP4 (interacts with) CDK1","","V.TFAP4ETV4_01"
"474","interacts with",,,,"TFAP4 (interacts with) TBP","","false","interacts with","TFAP4 (interacts with) TBP","","V.TFAP4ETV4_01"
"475","interacts with",,,,"TFAP4 (interacts with) JAK2","","false","interacts with","TFAP4 (interacts with) JAK2","","V.TFAP4ETV4_01"
"476","interacts with",,,,"TFAP4 (interacts with) AURKA","","false","interacts with","TFAP4 (interacts with) AURKA","","V.TFAP4ETV4_01"
"477","interacts with",,,,"TFAP4 (interacts with) NDC80","","false","interacts with","TFAP4 (interacts with) NDC80","","V.TFAP4ETV4_01"
"478","interacts with",,,,"TFAP4 (interacts with) ANAPC10","","false","interacts with","TFAP4 (interacts with) ANAPC10","","V.TFAP4ETV4_01"
"479","interacts with",,,,"TFAP4 (interacts with) NMT2","","false","interacts with","TFAP4 (interacts with) NMT2","","V.TFAP4ETV4_01"
"480","interacts with",,,,"TFAP4 (interacts with) ITGA5","","false","interacts with","TFAP4 (interacts with) ITGA5","","V.TFAP4ETV4_01"
"481","interacts with",,,,"TFAP4 (interacts with) RB1","","false","interacts with","TFAP4 (interacts with) RB1","","V.TFAP4ETV4_01"
"482","interacts with",,,,"TFAP4 (interacts with) HDAC1","","false","interacts with","TFAP4 (interacts with) HDAC1","","V.TFAP4ETV4_01"
"483","interacts with",,,,"TFAP4 (interacts with) HTT","","false","interacts with","TFAP4 (interacts with) HTT","","V.TFAP4ETV4_01"
"484","interacts with",,,,"TFAP4 (interacts with) PRPF40A","","false","interacts with","TFAP4 (interacts with) PRPF40A","","V.TFAP4ETV4_01"
"485","interacts with",,,,"TFAP4 (interacts with) PIAS1","","false","interacts with","TFAP4 (interacts with) PIAS1","","V.TFAP4ETV4_01"
"486","interacts with",,,,"TFAP4 (interacts with) ARIH2","","false","interacts with","TFAP4 (interacts with) ARIH2","","V.TFAP4ETV4_01"
"487","interacts with",,,,"TFAP4 (interacts with) NFKB1","","false","interacts with","TFAP4 (interacts with) NFKB1","","V.TFAP4ETV4_01"
"488","interacts with",,,,"TFAP4 (interacts with) BRCA1","","false","interacts with","TFAP4 (interacts with) BRCA1","","V.TFAP4ETV4_01"
"489","interacts with",,,,"TFAP4 (interacts with) CDC20","","false","interacts with","TFAP4 (interacts with) CDC20","","V.TFAP4ETV4_01"
"490","interacts with",,,,"TFAP4 (interacts with) SNRNP70","","false","interacts with","TFAP4 (interacts with) SNRNP70","","V.TFAP4ETV4_01"
"491","interacts with",,,,"TFAP4 (interacts with) HMGB2","","false","interacts with","TFAP4 (interacts with) HMGB2","","V.TFAP4ETV4_01"
"492","interacts with",,,,"TFAP4 (interacts with) TEC","","false","interacts with","TFAP4 (interacts with) TEC","","V.TFAP4ETV4_01"
"493","interacts with",,,,"TFAP4 (interacts with) ICAM1","","false","interacts with","TFAP4 (interacts with) ICAM1","","V.TFAP4ETV4_01"
"494","interacts with",,,,"TFAP4 (interacts with) EGFR","","false","interacts with","TFAP4 (interacts with) EGFR","","V.TFAP4ETV4_01"
"495","interacts with",,,,"TFAP4 (interacts with) GRB2","","false","interacts with","TFAP4 (interacts with) GRB2","","V.TFAP4ETV4_01"
"496","interacts with",,,,"TFAP4 (interacts with) RRM2B","","false","interacts with","TFAP4 (interacts with) RRM2B","","V.TFAP4ETV4_01"
"497","interacts with",,,,"TFAP4 (interacts with) PTPN11","","false","interacts with","TFAP4 (interacts with) PTPN11","","V.TFAP4ETV4_01"
"498","interacts with",,,,"TFAP4 (interacts with) EP300","","false","interacts with","TFAP4 (interacts with) EP300","","V.TFAP4ETV4_01"
"499","interacts with",,,,"TFAP4 (interacts with) PML","","false","interacts with","TFAP4 (interacts with) PML","","V.TFAP4ETV4_01"
"500","interacts with",,,,"TFAP4 (interacts with) FZR1","","false","interacts with","TFAP4 (interacts with) FZR1","","V.TFAP4ETV4_01"
"501","interacts with",,,,"TFAP4 (interacts with) THBS1","","false","interacts with","TFAP4 (interacts with) THBS1","","V.TFAP4ETV4_01"
"502","interacts with",,,,"TFAP4 (interacts with) PSMC2","","false","interacts with","TFAP4 (interacts with) PSMC2","","V.TFAP4ETV4_01"
"503","interacts with",,,,"TFAP4 (interacts with) CCNA2","","false","interacts with","TFAP4 (interacts with) CCNA2","","V.TFAP4ETV4_01"
"504","interacts with",,,,"TFAP4 (interacts with) DDX5","","false","interacts with","TFAP4 (interacts with) DDX5","","V.TFAP4ETV1_01"
"505","interacts with",,,,"TFAP4 (interacts with) SOCS5","","false","interacts with","TFAP4 (interacts with) SOCS5","","V.TFAP4ETV1_01"
"506","interacts with",,,,"TFAP4 (interacts with) SHC1","","false","interacts with","TFAP4 (interacts with) SHC1","","V.TFAP4ETV1_01"
"507","interacts with",,,,"JUN (interacts with) PTPN11","","false","interacts with","JUN (interacts with) PTPN11","","V.JUNFRA2_01"
"508","interacts with",,,,"JUN (interacts with) PTTG1","","false","interacts with","JUN (interacts with) PTTG1","","V.JUNFRA2_01"
"509","interacts with",,,,"JUN (interacts with) ANAPC10","","false","interacts with","JUN (interacts with) ANAPC10","","V.JUNFRA2_01"
"510","interacts with",,,,"JUN (interacts with) CHUK","","false","interacts with","JUN (interacts with) CHUK","","V.JUNFRA2_01"
"511","interacts with",,,,"JUN (interacts with) SOCS5","","false","interacts with","JUN (interacts with) SOCS5","","V.JUNFRA2_01"
"512","interacts with",,,,"JUN (interacts with) LRP1","","false","interacts with","JUN (interacts with) LRP1","","V.JUNFRA2_01"
"513","interacts with",,,,"JUN (interacts with) PSMC2","","false","interacts with","JUN (interacts with) PSMC2","","V.JUNFRA1_01"
"514","interacts with",,,,"JUN (interacts with) MAD2L1","","false","interacts with","JUN (interacts with) MAD2L1","","V.FOSJUN_02"
"515","interacts with",,,,"JUN (interacts with) SNRPA","","false","interacts with","JUN (interacts with) SNRPA","","V.FOSJUN_02"
"516","interacts with",,,,"JUN (interacts with) SRPK1","","false","interacts with","JUN (interacts with) SRPK1","","V.FOSJUN_02"
"517","interacts with",,,,"JUN (interacts with) JAK2","","false","interacts with","JUN (interacts with) JAK2","","V.FOSJUN_02"
"518","interacts with",,,,"JUN (interacts with) TEC","","false","interacts with","JUN (interacts with) TEC","","V.AP1_02"
"519","interacts with",,,,"JUN (interacts with) TGFA","","false","interacts with","JUN (interacts with) TGFA","","V.AP1_02"
"520","interacts with",,,,"JUN (interacts with) CDC27","","false","interacts with","JUN (interacts with) CDC27","","V.AP1_02"
"521","interacts with",,,,"JUN (interacts with) GRB2","","false","interacts with","JUN (interacts with) GRB2","","V.AP1_02"
"522","interacts with",,,,"JUN (interacts with) PPM1D","","false","interacts with","JUN (interacts with) PPM1D","","V.AP1_02"
"523","interacts with",,,,"JUN (interacts with) YWHAG","","false","interacts with","JUN (interacts with) YWHAG","","V.AP1_02"
"524","interacts with",,,,"JUN (interacts with) PML","","false","interacts with","JUN (interacts with) PML","","V.AP1_02"
"525","interacts with",,,,"JUN (interacts with) ICAM1","","false","interacts with","JUN (interacts with) ICAM1","","V.AP1_02"
"526","interacts with",,,,"JUN (interacts with) FN1","","false","interacts with","JUN (interacts with) FN1","","V.AP1_02"
"527","interacts with",,,,"NFYC (interacts with) PRPF40A","","false","interacts with","NFYC (interacts with) PRPF40A","","V.NFYC_Q5"
"528","interacts with",,,,"NFYC (interacts with) CDC20","","false","interacts with","NFYC (interacts with) CDC20","","V.NFYC_Q5"
"529","interacts with",,,,"NFYC (interacts with) STAT3","","false","interacts with","NFYC (interacts with) STAT3","","V.NFYC_Q5"
"530","interacts with",,,,"NFYC (interacts with) EGFR","","false","interacts with","NFYC (interacts with) EGFR","","V.NFYC_Q5"
"531","interacts with",,,,"NFYC (interacts with) DDX5","","false","interacts with","NFYC (interacts with) DDX5","","V.NFYC_Q5"
"532","interacts with",,,,"NFYC (interacts with) TBP","","false","interacts with","NFYC (interacts with) TBP","","V.NFYC_Q5"
"533","interacts with",,,,"NFYC (interacts with) CDC27","","false","interacts with","NFYC (interacts with) CDC27","","V.NFYC_Q5"
"534","interacts with",,,,"NFYC (interacts with) PIAS1","","false","interacts with","NFYC (interacts with) PIAS1","","V.NFYC_Q5"
"535","interacts with",,,,"NFYC (interacts with) TEC","","false","interacts with","NFYC (interacts with) TEC","","V.NFYC_Q5"
"536","interacts with",,,,"NFYC (interacts with) ANXA1","","false","interacts with","NFYC (interacts with) ANXA1","","V.NFYC_Q5"
"537","interacts with",,,,"NFYC (interacts with) GRB2","","false","interacts with","NFYC (interacts with) GRB2","","V.NFYC_Q5"
"538","interacts with",,,,"NFYC (interacts with) CDK1","","false","interacts with","NFYC (interacts with) CDK1","","V.NFYC_Q5"
"539","interacts with",,,,"NFYC (interacts with) HDAC1","","false","interacts with","NFYC (interacts with) HDAC1","","V.NFYC_Q5"
"540","interacts with",,,,"NFYC (interacts with) TOP2A","","false","interacts with","NFYC (interacts with) TOP2A","","V.NFYC_Q5"
"541","interacts with",,,,"NFYC (interacts with) THBS1","","false","interacts with","NFYC (interacts with) THBS1","","V.NFYC_Q5"
"542","interacts with",,,,"NFYC (interacts with) SNRPA","","false","interacts with","NFYC (interacts with) SNRPA","","V.NFYC_Q5"
"543","interacts with",,,,"NFYC (interacts with) TAF1B","","false","interacts with","NFYC (interacts with) TAF1B","","V.NFYC_Q5"
"544","interacts with",,,,"NFYC (interacts with) AURKA","","false","interacts with","NFYC (interacts with) AURKA","","V.NFYC_Q5"
"545","interacts with",,,,"NFYC (interacts with) FN1","","false","interacts with","NFYC (interacts with) FN1","","V.NFYC_Q5"
"546","interacts with",,,,"NFYC (interacts with) EP300","","false","interacts with","NFYC (interacts with) EP300","","V.NFYC_Q5"
"547","interacts with",,,,"NFYC (interacts with) SMAD2","","false","interacts with","NFYC (interacts with) SMAD2","","V.NFYC_Q5"
"548","interacts with",,,,"NFYC (interacts with) TPX2","","false","interacts with","NFYC (interacts with) TPX2","","V.NFYC_Q5"
"549","interacts with",,,,"NFYC (interacts with) RB1","","false","interacts with","NFYC (interacts with) RB1","","V.NFYC_Q5"
"550","interacts with",,,,"NFYC (interacts with) SNRPD2","","false","interacts with","NFYC (interacts with) SNRPD2","","V.NFYC_Q5"
"551","interacts with",,,,"NFYC (interacts with) CCNA2","","false","interacts with","NFYC (interacts with) CCNA2","","V.NFYC_Q5"
"552","interacts with",,,,"NFYC (interacts with) PRKACA","","false","interacts with","NFYC (interacts with) PRKACA","","V.NFYC_Q5"
"553","interacts with",,,,"NFYC (interacts with) BUB1","","false","interacts with","NFYC (interacts with) BUB1","","V.NFYC_Q5"
"554","interacts with",,,,"NFYC (interacts with) PTTG1","","false","interacts with","NFYC (interacts with) PTTG1","","V.NFYC_Q5"
"555","interacts with",,,,"NFYC (interacts with) PIAS4","","false","interacts with","NFYC (interacts with) PIAS4","","V.NFYC_Q5"
"556","interacts with",,,,"NFYC (interacts with) TP53","","false","interacts with","NFYC (interacts with) TP53","","V.NFYC_Q5"
"557","interacts with",,,,"NFYC (interacts with) CKAP5","","false","interacts with","NFYC (interacts with) CKAP5","","V.NFYC_Q5"
"558","interacts with",,,,"NFYC (interacts with) SHC1","","false","interacts with","NFYC (interacts with) SHC1","","V.NFYC_Q5"
"559","interacts with",,,,"NFYC (interacts with) PRKDC","","false","interacts with","NFYC (interacts with) PRKDC","","V.NFYC_Q5"
"560","interacts with",,,,"NFYC (interacts with) NFKB1","","false","interacts with","NFYC (interacts with) NFKB1","","V.NFYC_Q5"
"561","interacts with",,,,"NFYC (interacts with) BRCA1","","false","interacts with","NFYC (interacts with) BRCA1","","V.NFYC_Q5"
"562","interacts with",,,,"NFYC (interacts with) COL13A1","","false","interacts with","NFYC (interacts with) COL13A1","","V.NFYC_Q5"
"563","interacts with",,,,"NFYC (interacts with) PSMC2","","false","interacts with","NFYC (interacts with) PSMC2","","V.NFYC_01"
"564","interacts with",,,,"NFYC (interacts with) NMT2","","false","interacts with","NFYC (interacts with) NMT2","","V.NFYC_01"
"565","interacts with",,,,"NFYC (interacts with) PTPN11","","false","interacts with","NFYC (interacts with) PTPN11","","V.NFYC_01"
"566","interacts with",,,,"NFYC (interacts with) SKIL","","false","interacts with","NFYC (interacts with) SKIL","","V.NFYC_01"
"567","interacts with",,,,"NFYC (interacts with) HMGB2","","false","interacts with","NFYC (interacts with) HMGB2","","V.NFYC_01"
"568","interacts with",,,,"NFYC (interacts with) PRKCA","","false","interacts with","NFYC (interacts with) PRKCA","","V.NFYC_01"
"569","interacts with",,,,"NFYC (interacts with) CHUK","","false","interacts with","NFYC (interacts with) CHUK","","V.NFYC_01"
"570","interacts with",,,,"NFYC (interacts with) ARID3A","","false","interacts with","NFYC (interacts with) ARID3A","","V.NFYC_01"
"571","interacts with",,,,"NFYC (interacts with) PML","","false","interacts with","NFYC (interacts with) PML","","V.NFYC_01"
"572","interacts with",,,,"NFYC (interacts with) MAPK8","","false","interacts with","NFYC (interacts with) MAPK8","","V.NFYC_01"
"573","interacts with",,,,"NFYC (interacts with) MOCOS","","false","interacts with","NFYC (interacts with) MOCOS","","V.NFYC_01"
"574","interacts with",,,,"NFYC (interacts with) PPM1D","","false","interacts with","NFYC (interacts with) PPM1D","","V.NFYC_01"
"575","interacts with",,,,"NFYC (interacts with) YWHAG","","false","interacts with","NFYC (interacts with) YWHAG","","V.NFYC_01"
"576","interacts with",,,,"NFYC (interacts with) LRP1","","false","interacts with","NFYC (interacts with) LRP1","","V.NFYC_01"
"577","interacts with",,,,"NFYC (interacts with) PIAS3","","false","interacts with","NFYC (interacts with) PIAS3","","V.NFYC_01"
"578","interacts with",,,,"NFYC (interacts with) ITGA5","","false","interacts with","NFYC (interacts with) ITGA5","","V.NFYC_01"
"579","interacts with",,,,"NFYC (interacts with) CDC16","","false","interacts with","NFYC (interacts with) CDC16","","V.NFYC_01"
"580","interacts with",,,,"NFYC (interacts with) FZR1","","false","interacts with","NFYC (interacts with) FZR1","","V.NFYC_01"
"581","interacts with",,,,"NFYC (interacts with) RRM2B","","false","interacts with","NFYC (interacts with) RRM2B","","V.NFYC_01"
"582","interacts with",,,,"NFYC (interacts with) TGFA","","false","interacts with","NFYC (interacts with) TGFA","","V.NFYC_01"
"583","interacts with",,,,"NFYC (interacts with) CAV1","","false","interacts with","NFYC (interacts with) CAV1","","V.NFYC_01"
"584","interacts with",,,,"NFYC (interacts with) HUWE1","","false","interacts with","NFYC (interacts with) HUWE1","","V.NFYC_01"
"585","interacts with",,,,"NFYC (interacts with) ARIH2","","false","interacts with","NFYC (interacts with) ARIH2","","V.NFYC_01"
"586","interacts with",,,,"NFYC (interacts with) CSNK2A1","","false","interacts with","NFYC (interacts with) CSNK2A1","","V.NFYC_01"
"587","interacts with",,,,"NFYC (interacts with) MAD2L1","","false","interacts with","NFYC (interacts with) MAD2L1","","V.NFYC_01"
"588","interacts with",,,,"NFYC (interacts with) SRPK1","","false","interacts with","NFYC (interacts with) SRPK1","","V.NFYC_01"
"589","interacts with",,,,"NFYC (interacts with) HMGA2","","false","interacts with","NFYC (interacts with) HMGA2","","V.NFYC_01"
"590","interacts with",,,,"NFYC (interacts with) CBL","","false","interacts with","NFYC (interacts with) CBL","","V.NFYC_01"
"591","interacts with",,,,"NFYC (interacts with) SNRNP70","","false","interacts with","NFYC (interacts with) SNRNP70","","V.NFYC_01"
"592","interacts with",,,,"NFYC (interacts with) ICAM1","","false","interacts with","NFYC (interacts with) ICAM1","","V.NFYC_01"
"593","interacts with",,,,"NFYC (interacts with) HTT","","false","interacts with","NFYC (interacts with) HTT","","V.NFYC_01"
"594","interacts with",,,,"NFYC (interacts with) ANAPC10","","false","interacts with","NFYC (interacts with) ANAPC10","","V.NFYC_01"
"595","interacts with",,,,"NFYC (interacts with) SOCS5","","false","interacts with","NFYC (interacts with) SOCS5","","V.NFYC_01"
"596","interacts with",,,,"NFYC (interacts with) CDK2","","false","interacts with","NFYC (interacts with) CDK2","","V.NFYC_01"
"597","interacts with",,,,"NFYC (interacts with) NDC80","","false","interacts with","NFYC (interacts with) NDC80","","V.NFYC_01"
"598","interacts with",,,,"NFYC (interacts with) SCAMP1","","false","interacts with","NFYC (interacts with) SCAMP1","","V.NFYC_01"
"599","interacts with",,,,"NFYC (interacts with) JAK2","","false","interacts with","NFYC (interacts with) JAK2","","V.NFYC_01"
"600","interacts with",,,,"NFYC (interacts with) IL4R","","false","interacts with","NFYC (interacts with) IL4R","","V.NFYC_01"
"601","interacts with",,,,"NFYC (interacts with) CREBBP","","false","interacts with","NFYC (interacts with) CREBBP","","V.NFY_01"
