Cluster CCNG2 CDC20 FYN GSK3B HUWE1 MAPK13 SNAI1 STAT3 ADAM9 ANXA1 ATF3 AURKA BACE1 BGN BIRC6 BUB1 CABLES2 CD55 CHEK2 CKAP5 COL13A1 CTNNB1 CXXC5 DNAJB2 EGFR ERBB2 ERBB3 EVL FBLN1 FDPS FGF13 FN1 FOS FOXM1 GSN HDAC3 HIPK2 HMGA2 HMGB2 HMGCR ICAM1 IGF1R IL4R IL7R ITGB8 JUN KAT2A LATS2 LIMK2 LRP1 LTBP3 MAD2L2 MAPK1 MAPK14 MAPK6 MAPKAPK2 MAPT MEX3B MOCOS MVD MVK NDC80 NUF2 PAG1 PIAS1 PIAS3 PKIA PLK1 PMVK PPM1D PRPF4 PTPRA RASGRF1 RELA RFWD2 RHOA RHOD ROCK1 RPS6KA1 RPS6KA5 RRM2B S100A2 SELPLG SERPINA1 SH3YL1 SHC1 SKIL SMAD2 SMAD4 SNAP29 SNRPA SREBF2 SRPK1 STX6 TACC1 TAF12 TAF1B TBL1X TCF3 TGFA TGFB1 TNIK TNK2 TOP2A TP53 TP53:SMAD2 TP63 TPR TPX2 TRIM33 TRIOBP UBE2I VDR VIM WNT5A ZBTB17
attractor200 2 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 0 1 -1 1 1 1 1 0 -1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 -1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor203 2 1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 1 1 1 -1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor207 2 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 1 1 0 1 1 -1 -1 -1 1 1 1 0 1 1 -1 1 1 1 -1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 -1 1 1 1 1 0
attractor208 2 1 1 1 1 -1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 -1 -1 1 0 1 0 1 1 1 -1 1 1 0 0 0 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor214 2 1 1 1 0 -1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 0 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 0 0 1 1 -1 1 1 1 1 1 0 1 1 1 1 1 -1 1 0 0 1 1 -1 1 -1 -1 0 0 0 1 -1 1 1 -1 0 0 1 1 0 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 0 0 -1 1 -1 1 1 1 1 1 1 1 1 0
attractor220 2 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 0 0 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 -1 0 1 0 1 -1 -1 1 1 1 1 0 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 0 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor222 2 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 0 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor223 2 1 -1 -1 0 -1 1 -1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 1 -1 0 0 0 1 1 1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor225 2 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 0 1 0 1 -1 1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor233 2 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 1 0 1 -1 1 -1 1 1 -1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor235 2 1 -1 1 -1 -1 1 -1 1 -1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 -1 1 0 1 1 1 1 1 1 1 1 -1 -1 1 -1 -1 1 -1 -1 0 1 0 1 1 -1 -1 1 1 1 1 0 1 -1 1 1 1 1 0 -1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor236 2 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 -1 1 -1 1 1 0 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor237 2 -1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 0 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 -1 0 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor243 2 1 -1 -1 -1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 -1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 0 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor255 2 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor259 2 1 -1 -1 1 -1 -1 1 1 -1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 0 1 1 -1 -1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 0 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor266 2 -1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 0 0 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 0 -1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor270 2 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 -1 0 0 1 1 1 1 1 1 -1 -1 1 1 1 1 -1 1 1 1 0 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor273 2 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 0 1 0 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor276 2 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 1 -1 -1 0 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 0 1 1 1 1 1 -1 1 1 1 0 0 1 -1 1 1 1 -1 0 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 0 0 -1 1 -1 1 0 1 1 1 1 1 1 0
attractor279 2 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 1 -1 1 1 1 1 0 0 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor282 2 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 0 0 0 1 -1 1 1 1 -1 -1 1 0 -1 1 -1 1 1 0 1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 1 1 -1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 0 1 1 1 1
attractor286 2 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 1 0 1 1 -1 1 1 1 1 0 0 1 1 -1 1 1 -1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor294 2 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 0 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 0 1 0 1 1 -1 1 1 1 -1 -1 1 1 1 -1 1 1 -1 0 -1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor296 2 -1 1 -1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 0 1 1 1 -1 1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor301 2 1 -1 -1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 -1 -1 1 1 1 0 1 1 -1 -1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 0 1 1 1 1 1 1 0
attractor302 2 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 0 1 0 1 1 1 -1 1 1 0 0 1 1 -1 1 1 1 -1 0 1 1 1 -1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 -1 1 1 1 1 0 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor303 2 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 0 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 0 1 -1 -1 1 1 1 0 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 0 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor307 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 1 1 1 1 1 -1 1 1 1 0 0 1 1 1 1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor309 2 -1 -1 1 -1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 0 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 1 -1 1 1 1 1 1
attractor311 2 -1 -1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 -1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 -1 -1 1 1 -1 1 1 -1 1 0
attractor318 2 1 -1 -1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 -1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 -1 -1 1 1 1 1 0 0 1 -1 -1 1 1 1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor319 2 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 0 1 -1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor324 2 1 1 -1 -1 -1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 -1 0 1 1 1 -1 -1 1 1 1 1 0 1 1 -1 -1 1 1 -1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 0 1 -1 1 1 1 1 0
attractor325 2 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 0 -1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 -1 1 0 0 1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 -1 0 0 1 1 -1 1 -1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor327 2 1 -1 -1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 0 1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 -1 0 1 1 1 -1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 -1 1 -1 1 1 1 1 1
attractor331 2 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 -1 1 1 0 1 1 -1 -1 -1 1 1 0 0 0 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor332 2 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 0 1 1 -1 1 1 1 0 0 0 1 1 -1 1 1 1 0 -1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor335 2 1 1 -1 1 -1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 -1 1 -1 -1 1 1 1 0 0 -1 1 1 1 1 1 1 -1 1 1 0 -1 -1 1 -1 0 0 0 0 1 1 1 1 1 0 1 1 0 1 -1 1 1 0 0 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 0 -1 1 1 0
attractor343 2 1 -1 -1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 0 1 1 1 1 -1 1 1 1 -1 1 1 -1 -1 1 1 1 0 0 1 -1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1
attractor345 2 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor350 2 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 -1 0 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 1 0 0 0 0 -1 -1 -1 1 1 1 1 1 0 -1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 0 1 1 1 1
attractor359 2 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 -1 -1 1 1 0 0 1 1 -1 -1 1 1 1 0 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 0
attractor360 2 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor361 2 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 0 -1 1 -1 1 1 1 1 1 -1 -1 1 1 1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 1 1 0 1 -1 1 1 1 0 0 1 -1 1 -1 1 1 -1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1
attractor368 2 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 0 1 -1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 0 -1 1 -1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 0 1 1 -1 1 0 1 1 1 1 1 1 0
attractor369 2 -1 1 -1 0 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 1 1 -1 0 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 0 0 0 0 -1 1 -1 1 1 0 1 0 1 -1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 0 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor372 2 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 -1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 -1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 -1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
attractor373 2 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 0 0 -1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 -1 1 1 0 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 0 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1
attractor375 2 -1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 0 0 1 1 1 1 1 1 1 -1 1 1 0 1 -1 -1 -1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 0 0 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 0 1 1 1 1 1 1 0
attractor377 2 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 0 1 -1 1 -1 1 1 1 1 0 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 1 -1 1 0 -1 1 -1 1 1 1 1 1 -1 1 1 0
