ID	average_intensity
J9JID7	885.0
J9JIE0	65.8
K4DI93	325.0
K4DI97	3.34
K4DID9	162.0
K7EIC1	2.32
K7EIE5	86.5
K7EIG7	9.41
K7EIH8	95.7
K7EIJ2	228.0
K7EIN2	7.42
K7EIU4	0.491
K7EIU8	23.5
K7EIV6	16.3
K7EIY4	1.52
K7EJ01	495.0
K7EJ35	3.24
K7EJC1	478.0
K7EJD2	2.7
K7EJH0	34.0
K7EJH8	4110.0
K7EJP6	0.698
K7EJR3	466.0
K7EJT5	14000.0
K7EK00	12.5
K7EK35	0.0287
K7EK60	7.3
K7EK88	13.4
K7EKB6	233.0
K7EKE6	591.0
K7EKG4	180.0
K7EKI8	2.08
K7EKL3	54.5
K7EKL8	5.51
K7EKQ2	241.0
K7EKU0	0.5
K7EKW4	792.0
K7EL29	1.64
K7EL50	3540.0
K7EL65	298.0
K7EL81	35.0
K7ELC5	2.12
K7ELF8	221.0
K7ELL7	2820.0
K7ELQ9	157.0
K7ELW5	3600.0
K7ELY9	0.216
K7EM02	35.5
K7EM57	0.537
K7EM77	2.27
K7EM91	947.0
K7EMC9	2.27
K7EMD6	861.0
K7EMD9	7050.0
K7EMP1	41.8
K7EMU1	72.3
K7EMU7	225.0
K7EMW4	191.0
K7EN03	1.22
K7EN05	0.774
K7EN08	34.0
K7EN58	7.51
K7EN82	827.0
K7EN83	2.62
K7ENF5	191.0
K7ENG2	1570.0
K7ENH8	204.0
K7ENL3	222.0
K7ENL9	30.4
K7ENR8	11300.0
K7ENU1	1.16
K7ENU5	57.3
K7ENU7	1.65
K7EP20	1.45
K7EP23	79.8
K7EP38	0.616
K7EP40	23.6
K7EPB9	1500.0
K7EPF1	19.3
K7EPN9	164.0
K7EPP5	10.6
K7EPP7	122.0
K7EQ02	832.0
K7EQ12	20.6
K7EQ60	162.0
K7EQA1	1310.0
K7EQA8	183.0
K7EQB1	3.03
K7EQB6	38.7
K7EQD9	4060.0
K7EQH8	16.2
K7EQW8	1630.0
K7EQZ3	8.59
K7EQZ6	100.0
K7ER96	891.0
K7ERB2	632.0
K7ERC2	34.7
K7ERD7	9.05
K7ERI7	7130.0
K7ERL7	281.0
K7ERM9	26.0
K7ERQ8	650.0
K7ERT7	546.0
K7ERV3	16.3
K7ERZ3	2800.0
K7ES02	284.0
K7ES51	3.75
K7ES59	4730.0
K7ESD0	18.4
K7ESE3	1360.0
K7ESE5	2.97
K7ESG8	2940.0
K7ESI9	318.0
K7ESL1	14.6
K7ESM5	29000.0
K7ESP4	32.2
K7ESP6	106.0
O00116	319.0
O00124	0.0749
O00139-1	46.6
O00139-2	49.9
O00142	80.5
O00148	2470.0
O00151	959.0
O00154	1430.0
O00154-4	1610.0
O00154-5	1390.0
O00159-3	424.0
O00160	24.9
O00161	151.0
O00161-2	140.0
O00165	23.5
O00170	252.0
O00178	51.1
O00186	66.2
O00193	715.0
O00194	324.0
O00203	138.0
O00214-2	1000.0
O00217	704.0
O00231	1350.0
O00232	678.0
O00233	401.0
O00244	1970.0
O00257	21.2
O00264	466.0
O00267	35.1
O00268	6.08
O00273	284.0
O00273-2	327.0
O00291	19.8
O00299	7210.0
O00303	1700.0
O00308	88.4
O00327-4	5.36
O00329	0.3
O00399	66.5
O00400	0.119
O00401	61.8
O00410	937.0
O00411	0.423
O00422	504.0
O00425	13.1
O00429	619.0
O00429-3	631.0
O00429-4	646.0
O00442	123.0
O00443	16.3
O00458	17.7
O00459	5.88
O00461	15.3
O00462	5.63
O00468	3.1
O00469	221.0
O00469-2	212.0
O00471	9.74
O00479	126.0
O00483	2590.0
O00487	697.0
O00499	0.0601
O00499-10	1.34
O00505	676.0
O00506	188.0
O00507	25.6
O00515	3.13
O00519	7.29
O00534	110.0
O00541	154.0
O00541-2	143.0
O00560	403.0
O00560-2	401.0
O00566	71.0
O00567	868.0
O00571	1520.0
O00622	0.759
O00625	320.0
O00629	680.0
O00635	3.8
O00712	83.3
O00743	158.0
O00754	11.2
O00762	72.1
O00763	3.08
O00764	872.0
O00767	429.0
O14497	17.6
O14530	60.1
O14545	5.24
O14548	132.0
O14556	4480.0
O14561	2070.0
O14578-4	9.07
O14579	988.0
O14617	103.0
O14617-5	99.1
O14639-2	29.5
O14640	20.8
O14641	34.8
O14646-2	5.22
O14647	3.88
O14653	10.5
O14656	180.0
O14657	4.99
O14662	22.9
O14662-2	95.1
O14662-4	40.2
O14672	30.0
O14681	46.2
O14684	64.2
O14727-4	3.56
O14732	123.0
O14733	18.7
O14734	63.8
O14737	1110.0
O14744	504.0
O14745	221.0
O14763-2	2.87
O14773	134.0
O14776-2	172.0
O14777	12.3
O14787-2	161.0
O14802	4.74
O14818	1980.0
O14828	256.0
O14828-2	291.0
O14874	12.2
O14879	83.4
O14880	620.0
O14907	411.0
O14908	129.0
O14910	76.9
O14920	58.9
O14925	17.1
O14929	101.0
O14933	260.0
O14936-3	23.6
O14936-4	21.3
O14949	1090.0
O14950	5210.0
O14957	246.0
O14964	162.0
O14965	58.3
O14966	15.6
O14967	152.0
O14974	106.0
O14975	9.17
O14976	12.0
O14979	1630.0
O14980	843.0
O14981	6.14
O15013-7	1.09
O15014	0.929
O15020	32.9
O15021-2	14.5
O15027-5	42.5
O15031	40.8
O15037	1.83
O15042	64.7
O15042-2	64.7
O15056	11.0
O15066	3.24
O15067	235.0
O15083	7.55
O15084	29.8
O15084-4	29.4
O15085	1.29
O15091	13.6
O15116	109.0
O15118	98.8
O15121	11.3
O15126	386.0
O15127	322.0
O15143	1820.0
O15144	1700.0
O15145	1340.0
O15155	6.09
O15156	1.81
O15160	199.0
O15164	2.15
O15173	326.0
O15182	0.567
O15198-2	52.5
O15211	3.34
O15212	1240.0
O15213	49.2
O15226	52.6
O15228	8.85
O15230	0.854
O15234	4.99
O15235	270.0
O15239	0.833
O15254	17.5
O15258	27.3
O15260	483.0
O15264	3.05
O15269	131.0
O15270	23.7
O15294	55.8
O15320-3	28.1
O15327	1.83
O15347	590.0
O15355	555.0
O15357	22.2
O15371	647.0
O15372	725.0
O15379	53.3
O15382	1140.0
O15391	118.0
O15397	41.1
O15400	205.0
O15405-2	9.96
O15427	42.7
O15439	2.6
O15446	146.0
O15460	301.0
O15460-2	26.8
O15498	178.0
O15504	44.7
O15511	1210.0
O15514	42.8
O15530-3	49.6
O15541	4.53
O43143	912.0
O43148	29.0
O43149	9.86
O43150	10.5
O43150-2	18.7
O43156	6.66
O43159	52.1
O43169	636.0
O43172-2	188.0
O43175	4490.0
O43181	352.0
O43237	161.0
O43242	722.0
O43251-6	21.6
O43252	118.0
O43264	64.9
O43286	2.71
O43290	49.4
O43291	352.0
O43292	14.0
O43293	34.5
O43295-2	0.0377
O43301	6.05
O43310-2	0.436
O43314-2	8.69
O43318	1.22
O43324	331.0
O43353	0.353
O43390	1960.0
O43390-2	1870.0
O43395	81.1
O43396	919.0
O43399	1420.0
O43399-5	1330.0
O43402	83.4
O43414	136.0
O43427-2	75.4
O43432	81.3
O43464	64.2
O43488	461.0
O43491	6.89
O43513	14.7
O43572	0.49
O43583	175.0
O43592	284.0
O43598	1880.0
O43615	310.0
O43617	156.0
O43633	240.0
O43639	7.55
O43657	0.295
O43665-3	26.1
O43670	611.0
O43670-2	662.0
O43674	170.0
O43676	452.0
O43677	141.0
O43678	6.19
O43681	359.0
O43684-2	606.0
O43707	7120.0
O43709	0.931
O43715	51.9
O43716	84.9
O43719	16.3
O43734-2	19.1
O43739-2	1.86
O43741	25.7
O43747	202.0
O43752	33.3
O43760	364.0
O43765	786.0
O43768-2	1090.0
O43772	4.39
O43776	1090.0
O43795	463.0
O43795-2	496.0
O43805	15.1
O43809	1070.0
O43813	487.0
O43815	29.1
O43818	91.1
O43819	6.17
O43823	15.1
O43824	0.844
O43837	563.0
O43847	99.2
O43852-3	1010.0
O43852-4	936.0
O43865	174.0
O43896	7.02
O43913	46.1
O43920	493.0
O43924	5.81
O43929	25.7
O43933	0.826
O60216	147.0
O60220	501.0
O60231	32.3
O60234	207.0
O60244	6.46
O60248	93.7
O60256	61.9
O60264	153.0
O60271	49.9
O60271-2	50.0
O60271-9	48.8
O60282	127.0
O60287	9.34
O60292	8.96
O60293-2	7.88
O60306	16.0
O60313-2	167.0
O60318	0.33
O60333	14.4
O60333-2	14.8
O60333-3	16.2
O60341	46.4
O60343	17.9
O60343-4	0.156
O60356	130.0
O60476	494.0
O60488-2	405.0
O60493	549.0
O60502	52.3
O60504	9.38
O60506	2910.0
O60506-3	3120.0
O60508	12.5
O60518	75.2
O60524-4	24.1
O60547	67.2
O60551	34.0
O60563	6.1
O60566	24.7
O60568	389.0
O60573	31.3
O60610-2	467.0
O60613	247.0
O60645	11.8
O60664	2760.0
O60678	67.6
O60701	295.0
O60716-11	616.0
O60716-3	584.0
O60725	6.24
O60739	564.0
O60749	226.0
O60762	214.0
O60763	385.0
O60763-2	376.0
O60783	35.3
O60784	14.9
O60784-2	14.2
O60812	7060.0
O60826	25.3
O60828	97.3
O60830	0.647
O60831	6.79
O60832	639.0
O60841	305.0
O60869	413.0
O60870	10.6
O60884	520.0
O60885	22.1
O60888-3	1530.0
O60907-2	65.7
O60911	3.49
O60925	540.0
O60927	35.4
O60934	34.3
O60942	1.85
O75027	3.32
O75038-2	101.0
O75044	25.8
O75051	316.0
O75063	0.196
O75083	2220.0
O75110	17.5
O75113	12.3
O75116	27.4
O75128-3	0.785
O75131	1050.0
O75145-2	2.13
O75146	71.0
O75150	13.1
O75151	2.71
O75152	76.2
O75153	120.0
O75155	76.2
O75157-2	125.0
O75165	31.5
O75167	1.7
O75170-4	25.6
O75175	21.9
O75182-2	474.0
O75190	59.5
O75190-2	4.8
O75208	390.0
O75223	291.0
O75251	171.0
O75306	661.0
O75312	204.0
O75323	224.0
O75323-2	88.0
O75330-2	37.2
O75340	427.0
O75347	1760.0
O75348	188.0
O75351	209.0
O75362	7.92
O75367-2	3870.0
O75367-3	3720.0
O75368	1.51
O75369-2	5010.0
O75369-8	4890.0
O75376	3.62
O75379-2	13.2
O75380	278.0
O75381-2	48.6
O75391	92.2
O75394	296.0
O75396	640.0
O75400	126.0
O75400-3	123.0
O75410	12.3
O75420	0.107
O75427	206.0
O75431	381.0
O75436	228.0
O75438	70.0
O75439	517.0
O75446	17.8
O75448-2	12.4
O75449	2.16
O75475	160.0
O75475-3	199.0
O75477	463.0
O75489	972.0
O75494-2	274.0
O75494-3	552.0
O75494-5	588.0
O75506	314.0
O75521-2	262.0
O75525	111.0
O75530-3	3.36
O75531	3350.0
O75533	481.0
O75534	227.0
O75534-2	229.0
O75554	0.548
O75569	344.0
O75582	1.6
O75592-2	29.6
O75600	7.4
O75607	1410.0
O75608	1280.0
O75616	40.2
O75629	651.0
O75635-2	3.1
O75643	288.0
O75648	16.2
O75663	331.0
O75676	29.0
O75683	38.8
O75688	34.1
O75688-2	38.2
O75691	30.9
O75694	201.0
O75695	14.2
O75717	18.3
O75746	143.0
O75792	20.1
O75794	15.3
O75815	15.1
O75818-2	34.6
O75821	865.0
O75822	515.0
O75828	540.0
O75832	951.0
O75843	213.0
O75844	251.0
O75874	1440.0
O75879	16.9
O75880	136.0
O75884	131.0
O75886	46.7
O75915	863.0
O75923-9	30.2
O75925	8.52
O75928-3	1.22
O75934	121.0
O75935	128.0
O75937	363.0
O75940	195.0
O75947	2040.0
O75955	190.0
O75956	43.3
O75962	0.168
O75964	3150.0
O75976	46.2
O76003	1210.0
O76021	803.0
O76024	90.1
O76031	144.0
O76041-2	136.0
O76054	16.0
O76070	7.44
O76071	192.0
O76075	7.93
O76094	472.0
O76095-2	1.68
O94760	17.0
O94761	16.0
O94763	38.7
O94776	194.0
O94777	3.36
O94804	38.7
O94805	74.2
O94806	1.46
O94808	81.0
O94817	156.0
O94822	9.47
O94826	414.0
O94827-2	24.0
O94829	23.6
O94830	41.1
O94832	86.7
O94855	48.8
O94874	78.4
O94880	15.6
O94880-2	18.4
O94886	0.0432
O94888	71.5
O94900	9.3
O94903	222.0
O94905	401.0
O94906	56.6
O94907	0.46
O94913	2.69
O94916	2.25
O94919	257.0
O94921-3	2.35
O94925	521.0
O94927	25.8
O94929	1.89
O94952-1	8.51
O94964	4.17
O94964-2	2.59
O94973	268.0
O94973-2	260.0
O94992	94.9
O95059	0.66
O95071	15.9
O95081	0.0295
O95104	50.2
O95139	244.0
O95140	36.0
O95147	42.3
O95154	2.35
O95155-2	6.91
O95159	82.1
O95163	129.0
O95168	494.0
O95169	470.0
O95182	438.0
O95197-2	30.0
O95197-3	287.0
O95202	384.0
O95205	189.0
O95218-2	54.5
O95219	30.5
O95232	125.0
O95235	1.78
O95239	14.6
O95248	18.4
O95248-4	9.58
O95251	9.11
O95260-2	20.4
O95292	842.0
O95295	126.0
O95297-2	132.0
O95298	241.0
O95299	610.0
O95302	325.0
O95336	1250.0
O95340	2.76
O95347	64.3
O95352	27.7
O95361	901.0
O95363	0.88
O95365	33.1
O95372	816.0
O95373	461.0
O95376	47.5
O95377	0.026
O95379	365.0
O95391	2.22
O95394	153.0
O95396	34.3
O95399	8.03
O95400	30.8
O95406	61.5
O95425	13.2
O95425-2	16.3
O95429	28.5
O95433	878.0
O95453-2	54.7
O95456	89.1
O95466-2	8.72
O95470	96.0
O95471	8.81
O95478	139.0
O95479	6.18
O95486	89.0
O95487-2	120.0
O95544	1.51
O95563	15.4
O95571	1760.0
O95573	798.0
O95602	40.8
O95619	26.9
O95625	6.03
O95626	358.0
O95628-8	2.42
O95630	45.6
O95639	14.5
O95639-3	14.1
O95671	88.8
O95684-2	17.7
O95696	933.0
O95707	21.6
O95714	2.22
O95716	195.0
O95721	68.5
O95747	310.0
O95749	102.0
O95757	730.0
O95758-1	964.0
O95777	488.0
O95782-2	313.0
O95793-2	273.0
O95793-3	247.0
O95801	27.3
O95816	5.79
O95817	225.0
O95819-2	48.6
O95822	16.7
O95825	67.4
O95831	526.0
O95837	155.0
O95848	8.61
O95857	8.66
O95861	985.0
O95864	1.26
O95865	4.2
O95870	11.9
O95873	69.1
O95881	1160.0
O95905	5.97
O95926	22.0
O95983-2	17.7
O95985	30.1
O95989	246.0
O95999	25.0
O96000	668.0
O96005	82.8
O96007	7.35
O96008	1140.0
O96011	5.1
O96013	37.4
O96017	66.5
O96019	358.0
P00167	1010.0
P00325	59.5
P00338	33500.0
P00352	596.0
P00367	6110.0
P00374	120.0
P00387-2	1840.0
P00390-2	584.0
P00403	3580.0
P00414	2.77
P00441	13000.0
P00491	2260.0
P00492	1160.0
P00505	3900.0
P00519-2	20.8
P00533	217.0
P00558	16500.0
P00568	1060.0
P00734	75.4
P00746	6.68
P00747	3.75
P00813	4.13
P00918	56.3
P00966	1700.0
P00973	10.1
P01008	2.97
P01011	1.7
P01024	1.92
P01034	4.61
P01040	3.16
P01111	482.0
P01112	579.0
P01116-2	462.0
P01130	18.6
P01137	1.69
P01889	123.0
P01891	83.0
P02042	1.93
P02452	290.0
P02462-2	11.6
P02533	26600.0
P02545	7450.0
P02545-2	7680.0
P02545-3	7140.0
P02549-2	0.355
P02647	13.5
P02649	20.6
P02656	704.0
P02749	0.278
P02753	10.1
P02786	344.0
P02792	7.07
P02794	206.0
P02795	30900.0
P02808	118.0
P03886	19.0
P03915	110.0
P03928	4020.0
P03973	33.2
P04004	4700.0
P04035	32.6
P04040	254.0
P04049	27.8
P04066	0.217
P04075	26900.0
P04080	1110.0
P04114	93.4
P04150	4.83
P04156-2	3.76
P04179	4120.0
P04181	1310.0
P04183	15.7
P04350	66600.0
P04424	9.07
P04439	129.0
P04626-4	2.2
P04632	3170.0
P04731	2700.0
P04732	27600.0
P04792	8510.0
P04818	65.7
P04843	2600.0
P04844	1580.0
P04844-2	1540.0
P04899	705.0
P04920	51.0
P05023	2120.0
P05026-2	169.0
P05062	1430.0
P05067	13.1
P05091	2.49
P05109	1.69
P05114	56.4
P05120	572.0
P05141	9030.0
P05165-2	121.0
P05166	46.2
P05198	1740.0
P05204	1730.0
P05386	23400.0
P05387	36300.0
P05423	15.1
P05455	1110.0
P05534	109.0
P05543	352.0
P05546	3.23
P05549-5	2.32
P05556	2080.0
P05937	3.3
P05976	183.0
P06132	387.0
P06239	22.2
P06241	29.5
P06280	206.0
P06396-2	341.0
P06396-3	336.0
P06400	6.68
P06493	374.0
P06576	15700.0
P06702	63.8
P06730	1040.0
P06737	1190.0
P06744	8870.0
P06746	14.7
P06748	31300.0
P06748-3	29300.0
P06753	4080.0
P06753-2	6570.0
P06865	27.4
P07099	685.0
P07108	5370.0
P07199	1.73
P07203	4160.0
P07205	3420.0
P07237	4480.0
P07305	68.2
P07311	55.5
P07339	4890.0
P07355	65000.0
P07384	767.0
P07602	4310.0
P07602-2	4190.0
P07602-3	4190.0
P07686	250.0
P07711	3.64
P07737	58200.0
P07741	3210.0
P07814	2510.0
P07858	3460.0
P07900	18000.0
P07900-2	16700.0
P07902	53.8
P07910	11600.0
P07910-2	11700.0
P07919	2880.0
P07942	144.0
P07947	84.8
P07948	25.1
P07948-2	24.4
P07951	2660.0
P07951-2	3030.0
P07954-2	5420.0
P07996	10.8
P08047	22.8
P08107	9810.0
P08133	8.0
P08134	3290.0
P08236	64.0
P08237	531.0
P08238	17700.0
P08240	105.0
P08243	631.0
P08397-2	183.0
P08473	5.04
P08559	1010.0
P08559-4	882.0
P08571	0.844
P08572	12.7
P08574	1610.0
P08579	389.0
P08582	1.09
P08621	533.0
P08631-2	54.3
P08648	5.17
P08651-2	67.7
P08651-4	72.9
P08697	0.33
P08708	8220.0
P08754	548.0
P08758	9960.0
P08779	16000.0
P09001	110.0
P09012	690.0
P09104	10300.0
P09110	315.0
P09132	298.0
P09211	0.238
P09234	1500.0
P09382	60200.0
P09417	547.0
P09467	0.432
P09471-2	315.0
P09493-3	2140.0
P09493-4	2120.0
P09496-2	276.0
P09497	1580.0
P09497-2	1770.0
P09525	1410.0
P09543-2	182.0
P09619	4.79
P09622	2140.0
P09651	20100.0
P09651-2	20500.0
P09661	550.0
P09668	6.09
P09669	2170.0
P09874	1790.0
P09884	38.6
P09960	1680.0
P09972	2390.0
P0C2W1	2.86
P0C6T2	37.6
P0C7P0	8.86
P0C7X5	0.0794
P0CAP2	0.544
P0CB43	98.2
P0CG12	10100.0
P0CG30	3.22
P10071	0.682
P10109	44.2
P10114	105.0
P10155	290.0
P10316	82.6
P10398	7.86
P10515	1020.0
P10586-2	5.07
P10599	58500.0
P10606	3640.0
P10619	50.0
P10620	1.96
P10644	146.0
P10721-2	47.4
P10746	51.0
P10768	2330.0
P11021	12400.0
P11047	185.0
P11055	8.83
P11137-3	0.0608
P11142	29300.0
P11166	134.0
P11171-2	1.22
P11172	339.0
P11177-2	2040.0
P11182	96.4
P11216	5640.0
P11217	1110.0
P11233	369.0
P11274	11.5
P11277-3	10.6
P11279	763.0
P11310	669.0
P11362-4	15.5
P11387	431.0
P11388	37.8
P11413	1190.0
P11441	34.3
P11498	257.0
P11586	1560.0
P11717	35.5
P11766	2020.0
P11802	8.35
P11908-2	632.0
P11940	2700.0
P12004	2450.0
P12074	2.68
P12081	819.0
P12109	5.14
P12235	6610.0
P12236	9380.0
P12268	3920.0
P12270	192.0
P12273	11.0
P12277	281.0
P12429	5.53
P12532	0.772
P12694	25.8
P12814	6240.0
P12814-2	6100.0
P12830	30.8
P12882	29.3
P12931	65.6
P12955	116.0
P12956	3030.0
P13010	2310.0
P13051	15.3
P13073	1880.0
P13284	339.0
P13489	3660.0
P13535	31.2
P13611	12.8
P13637	716.0
P13639	13400.0
P13640	30200.0
P13640-2	30200.0
P13645	4830.0
P13667	2330.0
P13674	121.0
P13674-2	121.0
P13693	8530.0
P13726	3.42
P13796	334.0
P13797	1580.0
P13798	787.0
P13804	2710.0
P13807	157.0
P13861	496.0
P13928	1.3
P13984	148.0
P13995	323.0
P14174	76600.0
P14209	617.0
P14406	1570.0
P14550	631.0
P14618	38700.0
P14618-2	33200.0
P14625	6130.0
P14635	11.1
P14649	1770.0
P14678-2	2930.0
P14735	216.0
P14854	1850.0
P14859-2	38.2
P14866	3190.0
P14868	1440.0
P14923	1860.0
P14927	1700.0
P15056	37.0
P15104	62.8
P15121	0.816
P15144	3.68
P15151-3	2.76
P15170-2	868.0
P15259	4460.0
P15311	3010.0
P15313	120.0
P15374	1470.0
P15408-3	13.3
P15529-14	148.0
P15529-6	147.0
P15531	18100.0
P15559-2	1200.0
P15559-3	1300.0
P15586	156.0
P15880	5950.0
P15923	11.2
P15923-2	5.18
P15924	833.0
P15927	268.0
P15954	8.77
P16070-4	2.45
P16144	1050.0
P16144-2	144.0
P16152	1890.0
P16157-10	4.96
P16188	155.0
P16189	117.0
P16190	191.0
P16220	82.6
P16278-3	358.0
P16298	106.0
P16333	3.51
P16383	61.6
P16401	4510.0
P16422	1240.0
P16435	184.0
P16455	2240.0
P16591	0.0828
P16615	1150.0
P16930	500.0
P16949	2320.0
P16989	2420.0
P16989-2	3020.0
P17026	1.71
P17028	1.91
P17029	8.2
P17066	4040.0
P17081	1370.0
P17096	1730.0
P17096-2	1300.0
P17152	70.6
P17174	1900.0
P17252	41.0
P17275	111.0
P17301	350.0
P17480	65.4
P17516	2.36
P17535	34.8
P17540	11.9
P17568	85.9
P17612	64.5
P17655	1960.0
P17676	155.0
P17706-2	8.75
P17812	536.0
P17844	1930.0
P17858	563.0
P17900	599.0
P17931	2850.0
P17948	27.5
P17980	1150.0
P17987	4440.0
P18031	332.0
P18074	8.89
P18077	3700.0
P18084	37.5
P18085	3450.0
P18124	4030.0
P18206-2	946.0
P18283	9.16
P18440	523.0
P18463	129.0
P18465	118.0
P18583-2	105.0
P18583-3	97.5
P18583-5	97.6
P18583-6	101.0
P18615	34.7
P18621	5160.0
P18669	10200.0
P18754-2	982.0
P18827	1.48
P18846	82.9
P18858	7.12
P18859	1780.0
P18887	54.7
P19012	10300.0
P19105	5220.0
P19174-2	6.83
P19256-2	17.3
P19338	7110.0
P19367	1160.0
P19387	115.0
P19388	203.0
P19404	470.0
P19447	12.2
P19484	0.664
P19525	164.0
P19532	0.849
P19623	2100.0
P19784	97.8
P19793	6.89
P19823	6.93
P19838	113.0
P19971	4.91
P20020-6	61.2
P20042	1300.0
P20248	304.0
P20290	3050.0
P20336	52.6
P20337	111.0
P20338	161.0
P20339	628.0
P20340	421.0
P20618	1850.0
P20645	204.0
P20648	158.0
P20674	1200.0
P20700	1920.0
P20719	10.1
P20742	7.76
P20810-5	852.0
P20962	3030.0
P21281	411.0
P21283	85.4
P21291	2180.0
P21333-2	2830.0
P21359	20.1
P21397	3.07
P21399	119.0
P21589	128.0
P21695	1.07
P21709	194.0
P21796	14800.0
P21912	709.0
P21953	92.3
P21964-2	1060.0
P21980	50.2
P22033	75.4
P22059	131.0
P22061-2	1820.0
P22087	2350.0
P22102	1560.0
P22234	2190.0
P22307	494.0
P22314	3930.0
P22392	17200.0
P22392-2	12500.0
P22528	9.11
P22570	280.0
P22612	132.0
P22626	22300.0
P22670	3.62
P22676	1.34
P22681	16.1
P22694	52.1
P22695	3060.0
P22792	0.613
P22830	40.7
P23142	1.76
P23142-4	4.4
P23193	298.0
P23229-2	685.0
P23246	1980.0
P23258	336.0
P23284	7290.0
P23368	464.0
P23381	936.0
P23396	10200.0
P23434	719.0
P23458	22.2
P23469-2	3.06
P23497-4	54.5
P23511-2	35.1
P23526	5830.0
P23528	26900.0
P23588	513.0
P23634-7	89.4
P23634-8	86.4
P23743	51.6
P23786	208.0
P23919	957.0
P23921	224.0
P24298	20.1
P24311	43.9
P24386	5.69
P24534	7590.0
P24539	1190.0
P24666	696.0
P24666-2	471.0
P24752	2130.0
P24821-5	3.73
P24844	3200.0
P24928	31.2
P24941	21.5
P25054-2	3.09
P25098	6.1
P25205	253.0
P25208	8.25
P25398	10500.0
P25440	15.3
P25490	123.0
P25685	410.0
P25686	18.8
P25705	12100.0
P25786	4540.0
P25787	1950.0
P25788-2	1170.0
P25789	1520.0
P25815	18.7
P26006	0.273
P26038	3760.0
P26196	447.0
P26232-2	98.4
P26358	13.4
P26358-2	13.2
P26368-2	1080.0
P26373	6270.0
P26440	435.0
P26447	6.08
P26572	0.915
P26583	3300.0
P26599	5240.0
P26639	1140.0
P26640	826.0
P26641	4830.0
P26885	678.0
P27105	0.549
P27144	1270.0
P27348	20000.0
P27361	233.0
P27448-3	23.9
P27449	4.51
P27482	3110.0
P27635	6060.0
P27694	191.0
P27695	1540.0
P27707	56.2
P27708	599.0
P27797	5470.0
P27816	1130.0
P27816-5	787.0
P27824	4270.0
P27986	2.8
P28062	2.91
P28066	2510.0
P28070	515.0
P28072	1220.0
P28074	1310.0
P28289	32.7
P28331	895.0
P28340	55.0
P28482	532.0
P28702	4.79
P28715	1.64
P28799	64.4
P28838-2	860.0
P29034	0.314
P29083	12.0
P29084	13.1
P29144	166.0
P29218	385.0
P29317	103.0
P29350-2	582.0
P29353	217.0
P29353-6	216.0
P29373	22.0
P29401	10500.0
P29466-2	2.67
P29508	78.1
P29536	8.87
P29558	104.0
P29590	77.2
P29590-11	73.8
P29590-14	116.0
P29590-2	88.8
P29590-3	83.0
P29692-2	3200.0
P29692-3	5610.0
P29803	270.0
P29966	846.0
P29992	165.0
P30038	31.0
P30040	1280.0
P30041	18300.0
P30042	552.0
P30043	1560.0
P30044-2	10400.0
P30046	7860.0
P30049	2130.0
P30050	9370.0
P30084	1980.0
P30085	1350.0
P30086	7770.0
P30101	6490.0
P30153	2060.0
P30154	259.0
P30260	39.9
P30291	0.525
P30405	1150.0
P30419	377.0
P30443	121.0
P30447	116.0
P30453	113.0
P30460	141.0
P30479	131.0
P30491	126.0
P30495	129.0
P30501	31.1
P30504	44.2
P30508	48.7
P30519	282.0
P30520	1210.0
P30533	60.0
P30536	4870.0
P30566	479.0
P30622-1	36.4
P30711	7.67
P30740	544.0
P30825	42.4
P30837	665.0
P30838	1210.0
P31040	1370.0
P31146	42.2
P31150	1780.0
P31153	1010.0
P31321	3.38
P31323	36.8
P31327	51.0
P31350	59.7
P31431	3.37
P31689	342.0
P31749	40.7
P31751	19.3
P31930	3360.0
P31937	764.0
P31939	2980.0
P31942	1040.0
P31943	4840.0
P31946-2	20700.0
P31947	35600.0
P31948	2260.0
P31949	51000.0
P32019-3	4.8
P32119	10000.0
P32189-1	1.02
P32321-2	163.0
P32322	405.0
P32455	5.99
P32456	1750.0
P32780	3.39
P32969	4510.0
P32970	5.54
P33121	677.0
P33176	503.0
P33240-2	88.1
P33316	650.0
P33316-2	925.0
P33552	1.4
P33981-2	12.0
P33992	254.0
P33993	349.0
P34896-2	326.0
P34897-3	3880.0
P34913	15.9
P34932	2270.0
P35052	9.71
P35080-2	1020.0
P35221	616.0
P35226	40.6
P35232	4260.0
P35237	853.0
P35240	408.0
P35240-6	469.0
P35241	2320.0
P35244	446.0
P35249	70.4
P35250	74.1
P35251-2	13.8
P35268	6160.0
P35269	76.2
P35270	258.0
P35321	6.95
P35326	2.1
P35520	3.8
P35527	2020.0
P35555	0.712
P35558	19.2
P35573	25.1
P35579	4190.0
P35580	792.0
P35606	683.0
P35609	1710.0
P35610	56.3
P35613-2	3220.0
P35625	52.8
P35626	4.51
P35637-2	1740.0
P35658-2	125.0
P35658-3	122.0
P35658-4	123.0
P35659	678.0
P35749-2	348.0
P35749-3	351.0
P35749-4	351.0
P35813	70.3
P35869	687.0
P35900	4.87
P35908	12000.0
P35916-1	470.0
P35968	19.2
P35998	1210.0
P36222	0.272
P36404	148.0
P36405	211.0
P36406-3	4.31
P36507	681.0
P36508-2	8.72
P36542	2290.0
P36543	372.0
P36551	144.0
P36578	7980.0
P36639-4	31.6
P36871	916.0
P36873	1060.0
P36915	104.0
P36952	4.2
P36954	48.4
P36955	11.3
P36957	1000.0
