ID	average_intensity
E9PH29	3750.0
E9PH82	173.0
E9PHB3	9.18
E9PHD4	152.0
E9PHF0	2730.0
E9PHF7	86.9
E9PHK0	0.99
E9PHM7	6.57
E9PHS0	708.0
E9PHS3	65.8
E9PHV5	1.37
E9PHW9	12.5
E9PHY8	2.27
E9PI02	1.69
E9PI14	96.7
E9PI16	2.95
E9PI38	113.0
E9PI39	3340.0
E9PI41	88800.0
E9PI99	26.0
E9PIB2	120.0
E9PIC2	25.1
E9PIE4	1700.0
E9PIJ1	184.0
E9PIL6	1.75
E9PIM3	27.3
E9PIQ6	27.1
E9PIU7	25.8
E9PIW0	799.0
E9PIZ3	5650.0
E9PJ04	490.0
E9PJ13	137.0
E9PJ24	2.22
E9PJ54	804.0
E9PJC4	17.7
E9PJD7	39.3
E9PJF6	216.0
E9PJG8	457.0
E9PJK1	821.0
E9PJM3	41.6
E9PJS4	102.0
E9PJU8	16.2
E9PJZ4	5.14
E9PJZ7	57.9
E9PK08	45.3
E9PK67	0.373
E9PK77	4.23
E9PK95	5.22
E9PK99	17.0
E9PKB5	92.4
E9PKE7	129.0
E9PKG0	3100.0
E9PKH2	2480.0
E9PKH5	117.0
E9PKJ0	539.0
E9PKK0	134.0
E9PKL7	615.0
E9PKN0	5.62
E9PKP0	25.2
E9PKP7	69.8
E9PKR8	2.05
E9PKR9	2380.0
E9PKS6	22.2
E9PKT6	6.28
E9PKU1	456.0
E9PKU7	2370.0
E9PL01	214.0
E9PL22	964.0
E9PL24	4.96
E9PL38	768.0
E9PL57	1660.0
E9PL82	1170.0
E9PLA9	471.0
E9PLB0	218.0
E9PLD3	188.0
E9PLF4	57900.0
E9PLI6	29.8
E9PLJ8	147.0
E9PLK3	770.0
E9PLK4	1670.0
E9PLR4	74.3
E9PLW6	33.7
E9PLX3	566.0
E9PLY5	42.9
E9PLY7	16.6
E9PLZ1	643.0
E9PLZ8	27.2
E9PM00	401.0
E9PM05	57.4
E9PM12	1.75
E9PM19	1180.0
E9PM46	24.2
E9PM62	4.12
E9PM75	15.0
E9PM92	715.0
E9PMA0	576.0
E9PMD4	861.0
E9PMH2	261.0
E9PMI2	1.73
E9PMI6	756.0
E9PMJ2	35.4
E9PMP7	136.0
E9PMR1	0.189
E9PMR6	13.8
E9PMS6	79.8
E9PMU0	229.0
E9PMY9	335.0
E9PN18	728.0
E9PN41	1.68
E9PN48	0.195
E9PN88	5.49
E9PNC4	181.0
E9PNG0	26.7
E9PNJ4	19.0
E9PNR0	1.91
E9PNS6	1370.0
E9PNS7	200.0
E9PNT8	1700.0
E9PNV5	1.49
E9PNW4	5120.0
E9PNW8	90.3
E9PP21	1910.0
E9PP29	22.6
E9PP55	6.14
E9PP76	57.6
E9PPD2	5.5
E9PPD9	6.27
E9PPF2	41.2
E9PPH6	0.687
E9PPP0	3.98
E9PPQ1	38.5
E9PPU0	639.0
E9PPZ9	75.0
E9PQ01	11.8
E9PQ14	573.0
E9PQ47	157.0
E9PQ56	818.0
E9PQ57	209.0
E9PQ61	84.2
E9PQ80	39.2
E9PQE5	24.3
E9PQP4	232.0
E9PQR7	104.0
E9PQS1	18.2
E9PQU5	150.0
E9PQY3	16.6
E9PR30	1550.0
E9PRA5	267.0
E9PRB2	293.0
E9PRB3	90.5
E9PRC0	253.0
E9PRK3	12.9
E9PRR7	316.0
E9PRV2	392.0
E9PS42	2060.0
E9PS62	69.1
E9PSF0	24.6
E9PSH0	657.0
E9PSH2	8.01
E9PSI1	44.3
F2Z2A7	8.36
F2Z2D0	64.0
F2Z2D6	16.3
F2Z2E1	0.87
F2Z2E7	130.0
F2Z2Q4	2.24
F2Z2W6	104.0
F2Z2X4	42.2
F2Z3H0	5.01
F2Z3M0	9.3
F5GWI3	0.913
F5GWJ6	2.05
F5GWK5	0.101
F5GWM7	51.0
F5GWN9	252.0
F5GWP8	16000.0
F5GWS8	30.0
F5GWT4	39.1
F5GWW7	51.2
F5GWX5	155.0
F5GX07	345.0
F5GX39	882.0
F5GX50	353.0
F5GX60	0.829
F5GX68	13.4
F5GX73	5.41
F5GX82	0.451
F5GX88	29.4
F5GXA2	4.73
F5GXA8	178.0
F5GXC5	14.3
F5GXC8	480.0
F5GXE4	19.5
F5GXE7	9.3
F5GXF5	1.42
F5GXI9	14.0
F5GXQ3	387.0
F5GXS7	621.0
F5GXS8	199.0
F5GXV0	8.19
F5GXX5	1.52
F5GY39	50.7
F5GY51	16.0
F5GY66	47.1
F5GY90	169.0
F5GY99	4.72
F5GYA4	44.5
F5GYB1	61.1
F5GYF7	99.2
F5GYF8	0.61
F5GYI5	5.2
F5GYJ5	88.4
F5GYK2	30.0
F5GYL3	54.3
F5GYL8	363.0
F5GYM7	44.0
F5GYN1	2.07
F5GYN4	2130.0
F5GYQ2	843.0
F5GYR3	497.0
F5GYZ3	1660.0
F5GZ00	6.89
F5GZ78	521.0
F5GZ84	14.2
F5GZ97	41.1
F5GZD0	57.4
F5GZH6	51.3
F5GZI3	8.9
F5GZK0	238.0
F5GZK7	181.0
F5GZP8	9.59
F5GZS6	8660.0
F5GZY0	3.96
F5GZY1	91.4
F5H012	19.2
F5H018	13300.0
F5H045	16.0
F5H050	8.94
F5H062	311.0
F5H082	2.82
F5H0B0	406.0
F5H0E1	6.87
F5H0F9	19.8
F5H0I4	31200.0
F5H0J6	40.2
F5H0L1	10.1
F5H0L8	200.0
F5H0N7	20.6
F5H0V7	128.0
F5H100	147.0
F5H182	457.0
F5H1F7	4.37
F5H1G8	46.9
F5H1H6	10.4
F5H1L4	181.0
F5H1Q9	1160.0
F5H1S8	232.0
F5H1S9	135.0
F5H1X8	99.3
F5H1Z6	17.7
F5H219	8.52
F5H246	1790.0
F5H260	108.0
F5H269	1.25
F5H275	18.0
F5H2A4	13.4
F5H2A9	1710.0
F5H2C9	5.71
F5H2D4	409.0
F5H2H5	6.29
F5H2I3	154.0
F5H2J3	69.9
F5H2L4	655.0
F5H2Q5	46.9
F5H2T0	139.0
F5H2U2	54.3
F5H2U7	41.3
F5H315	11.6
F5H325	4.85
F5H328	199.0
F5H362	5.5
F5H383	66.4
F5H3E3	90.6
F5H3I1	10.4
F5H3T5	1.87
F5H3W1	59.6
F5H3X4	9.41
F5H3X9	1970.0
F5H425	669.0
F5H497	1.05
F5H4C2	188.0
F5H4F9	7100.0
F5H4M3	44.2
F5H4R6	959.0
F5H4Z3	269.0
F5H501	0.377
F5H564	77.5
F5H594	34.2
F5H5A1	662.0
F5H5A3	565.0
F5H5G4	40.1
F5H5I6	261.0
F5H5J3	78.3
F5H5K4	22.7
F5H5K6	226.0
F5H5S2	17.8
F5H5T0	16.1
F5H5X1	25.4
F5H5Y3	371.0
F5H604	38.0
F5H658	21.7
F5H668	497.0
F5H669	161.0
F5H698	804.0
F5H6A3	3.68
F5H6B1	422.0
F5H6C8	760.0
F5H6D0	189.0
F5H6I7	590.0
F5H6L6	8.14
F5H6P7	726.0
F5H6V2	303.0
F5H6X6	2810.0
F5H6Y7	42.7
F5H702	460.0
F5H721	89.9
F5H774	31.0
F5H7F0	0.262
F5H7F6	0.625
F5H7J5	4.84
F5H7M3	1080.0
F5H7N9	0.414
F5H7T0	12.1
F5H801	497.0
F5H831	14.8
F5H836	1210.0
F5H869	1.1
F5H875	144.0
F5H877	2.86
F5H8B1	92.1
F5H8F7	47.5
F5H8H2	110.0
F5H8J4	81.2
F5H8J5	11.1
F5H8K1	42.7
F5H8L0	18.0
F6SBX2	1440.0
F6T1J1	468.0
F6T1Q0	89.4
F6TQG2	45.1
F6U1T9	284.0
F6U6P3	1810.0
F6U784	154.0
F6UXX1	5390.0
F6V107	3.28
F6V707	83.7
F6VCB7	59.9
F6VDH7	3060.0
F6VVD0	37.2
F6W1U9	22.3
F6WGS5	157.0
F6XY72	19200.0
F8VNT5	50.5
F8VNU1	29.3
F8VNX8	72.8
F8VP97	106.0
F8VPE8	9950.0
F8VPJ2	1.72
F8VQP2	30.8
F8VQW0	5.4
F8VQY6	9400.0
F8VQZ7	299.0
F8VRD2	5.01
F8VRH0	5710.0
F8VRN8	89.4
F8VRQ4	9.17
F8VRX4	148.0
F8VS78	1.07
F8VSC5	33.4
F8VSD9	191.0
F8VSG1	0.347
F8VSL3	11.5
F8VSZ4	1.33
F8VTL3	784.0
F8VTY8	4210.0
F8VU18	75.8
F8VV04	94.8
F8VV40	1440.0
F8VV56	173.0
F8VVT3	198.0
F8VW28	180.0
F8VWC5	7430.0
F8VWL3	47.1
F8VWS0	8730.0
F8VWX4	44800.0
F8VX13	2780.0
F8VX55	19.9
F8VXG7	9.04
F8VXL3	7790.0
F8VY02	1260.0
F8VY86	33.7
F8VYH9	93.3
F8VYV2	5600.0
F8VZ44	76.0
F8VZ59	2.83
F8VZB1	696.0
F8VZN8	113.0
F8VZR5	4.33
F8VZX2	6140.0
F8W0J4	42.1
F8W108	30.4
F8W126	4.74
F8W181	7680.0
F8W1B7	1.45
F8W1F5	10.1
F8W1I9	1.09
F8W1P1	8170.0
F8W1T6	20.2
F8W1U7	62.3
F8W1W1	0.605
F8W6E4	659.0
F8W6G7	9.11
F8W6L3	235.0
F8W6L6	787.0
F8W717	3.53
F8W726	739.0
F8W781	1.87
F8W782	0.477
F8W785	13.6
F8W7C6	6690.0
F8W7E1	15.9
F8W7K4	10.5
F8W7Q4	380.0
F8W7S5	395.0
F8W7U3	38.6
F8W7V0	19.2
F8W7V3	3260.0
F8W840	75.5
F8W845	657.0
F8W878	91.0
F8W8A6	491.0
F8W8C2	12.3
F8W8I6	129.0
F8W8M3	25.5
F8W8Q1	54.2
F8W8Q7	6.89
F8W8Z4	14.6
F8W913	24.8
F8W914	2020.0
F8W938	26.4
F8W950	864.0
F8W9B5	8.32
F8W9F9	1.49
F8W9I9	7.82
F8W9Q2	45.1
F8W9R9	1.48
F8W9T0	63.0
F8W9T3	54.6
F8W9X7	8.85
F8WA26	3.67
F8WA46	13.5
F8WAA7	3.47
F8WAJ0	40.3
F8WAK8	29.6
F8WAM2	4480.0
F8WAT4	82.7
F8WAX8	18.2
F8WB06	30.6
F8WB44	1.74
F8WBH5	32.7
F8WBJ7	1.87
F8WBK5	178.0
F8WBM1	5.49
F8WBN3	106.0
F8WBW4	38.1
F8WCB5	129.0
F8WCC8	22.9
F8WCT1	65.9
F8WCT7	103.0
F8WCX2	48.1
F8WD00	93.4
F8WD15	22.2
F8WDB6	74.6
F8WDN5	24.1
F8WDR2	2.61
F8WEG4	34.7
F8WEN9	144.0
F8WF45	18.0
F8WF48	112.0
F8WF49	36.8
F8WF90	7.84
F8WFC6	6.73
F8WJN3	475.0
G3V0H8	6.79
G3V0I6	11.7
G3V113	1740.0
G3V117	236.0
G3V130	1.67
G3V167	7.64
G3V178	14.4
G3V198	81.9
G3V1A9	2.98
G3V1B8	259.0
G3V1C1	16.1
G3V1C3	474.0
G3V1J0	8.97
G3V1J5	137.0
G3V1K3	774.0
G3V1L6	25.4
G3V1L9	83.3
G3V1P0	3.33
G3V1P3	23.2
G3V1Q8	5.14
G3V1S4	11.2
G3V1S6	165.0
G3V1S7	4.2
G3V1S9	115.0
G3V1U0	5.2
G3V1U4	357.0
G3V1U5	0.425
G3V1Z6	5.56
G3V249	3.78
G3V256	75.6
G3V268	10.9
G3V288	135.0
G3V2B8	1550.0
G3V2D5	3.45
G3V2F7	1500.0
G3V2K7	1540.0
G3V2Q5	185.0
G3V2S6	69.6
G3V2W2	0.894
G3V2W9	46.9
G3V2X0	0.6
G3V325	278.0
G3V340	26.7
G3V3G9	51.5
G3V3H3	224.0
G3V3I9	68.9
G3V3R7	9.98
G3V418	1070.0
G3V457	79.6
G3V4C6	449.0
G3V4D9	63.1
G3V4J7	2.43
G3V4L5	4.82
G3V4T3	28.2
G3V4T6	112.0
G3V4X8	99.7
G3V4Z3	0.0645
G3V4Z4	112.0
G3V4Z5	107.0
G3V529	46.5
G3V532	5.07
G3V562	30.8
G3V580	596.0
G3V588	21.6
G3V599	19.0
G3V5A2	25.6
G3V5D3	0.284
G3V5E1	6.2
G3V5L5	600.0
G3V5P4	10200.0
G3V5R9	208.0
G3V5X7	2.33
G3XA81	40.9
G3XAA0	7.27
G3XAB3	4.25
G3XAI9	7.54
G3XAJ1	0.279
G3XAL0	18000.0
G3XAN0	5640.0
G3XAN4	31.1
G3XAP3	4.2
G3XCN9	48.5
G5E939	6.97
G5E948	43.3
G5E955	93.5
G5E960	67.9
G5E965	5.38
G5E972	1410.0
G5E976	41.5
G5E9B6	1780.0
G5E9C8	427.0
G5E9E2	114.0
G5E9E7	85.8
G5E9F8	5.38
G5E9G8	259.0
G5E9H1	4.63
G5E9I6	53.7
G5E9K7	23.4
G5E9L0	88.2
G5E9M5	1920.0
G5E9N3	99.1
G5E9Q4	345.0
G5E9Q9	109.0
G5E9V1	712.0
G5E9V6	24.5
G5E9W3	65.3
G5E9W7	459.0
G5E9X5	84.8
G5E9Y2	222.0
G5E9Z2	44.9
G5E9Z4	14.9
G5EA08	1.12
G5EA29	5.5
G5EA30	372.0
G5EA36	37.7
G5EA38	79.8
G5EA42	3.05
G5EA48	5.87
G5EA52	6110.0
G8JLD9	32.9
G8JLI5	1.46
G8JLJ7	1.47
G8JLQ3	12.6
H0Y2S9	10.6
H0Y2V6	36.4
H0Y327	144.0
H0Y337	31.0
H0Y360	24.1
H0Y362	5.49
H0Y390	57.0
H0Y3K0	1230.0
H0Y3K4	7.76
H0Y3K7	36.8
H0Y3N9	0.222
H0Y3P2	302.0
H0Y3V8	136.0
H0Y3V9	206.0
H0Y3W3	22.0
H0Y430	26.5
H0Y449	2860.0
H0Y450	7.49
H0Y468	26.4
H0Y488	17.9
H0Y494	7.2
H0Y4F5	34.7
H0Y4P3	33.7
H0Y4Q6	21.5
H0Y4R1	3460.0
H0Y4T4	63.1
H0Y4V6	1.06
H0Y4V9	55.4
H0Y507	2.2
H0Y517	7.16
H0Y554	6.46
H0Y580	193.0
H0Y5B0	6.09
H0Y5C2	18.7
H0Y5C6	1480.0
H0Y5E1	90.5
H0Y5H9	33.2
H0Y5P8	115.0
H0Y5R6	422.0
H0Y5S1	22.6
H0Y5S9	10.2
H0Y5T9	15.4
H0Y5W0	121.0
H0Y5X7	48.6
H0Y612	12.4
H0Y626	86.1
H0Y659	95.6
H0Y6E7	1740.0
H0Y6G2	88.5
H0Y6I0	7.06
H0Y6M6	0.928
H0Y6T8	103.0
H0Y6W0	6.33
H0Y6W6	36.9
H0Y6Y4	643.0
H0Y6Z7	86.9
H0Y704	5.17
H0Y720	7.74
H0Y721	1.07
H0Y733	0.853
H0Y746	214.0
H0Y757	2530.0
H0Y764	15.1
H0Y7H1	1.02
H0Y7P1	1.92
H0Y7S3	23.1
H0Y7U1	197.0
H0Y815	25.5
H0Y818	48.7
H0Y820	30.7
H0Y852	961.0
H0Y865	0.948
H0Y870	226.0
H0Y895	0.525
H0Y8A7	1.33
H0Y8D9	55.6
H0Y8F1	161.0
H0Y8G0	0.328
H0Y8J2	2.27
H0Y8M5	18.9
H0Y8R8	16.9
H0Y8T4	1230.0
H0Y8U5	340.0
H0Y8W1	48.9
H0Y8W5	0.565
H0Y8Y6	15.5
H0Y8Z9	263.0
H0Y948	51.2
H0Y988	32.9
H0Y9B6	406.0
H0Y9D6	34.3
H0Y9H3	21.6
H0Y9J1	17.6
H0Y9K7	1040.0
H0Y9N5	110.0
H0Y9P2	1.41
H0Y9P8	54.1
H0Y9R3	77.4
H0Y9X2	139.0
H0YA05	5.06
H0YA07	0.505
H0YA20	2.58
H0YA26	20.7
H0YA47	101.0
H0YA82	53.5
H0YA83	289.0
H0YA93	0.187
H0YA96	3900.0
H0YAB3	393.0
H0YAB5	306.0
H0YAE2	12.3
H0YAN8	81.4
H0YAP0	114.0
H0YAR2	2400.0
H0YAX3	983.0
H0YAZ3	9.35
H0YAZ9	3.96
H0YB50	248.0
H0YB58	48.8
H0YBB9	246.0
H0YBF7	6.18
H0YBI6	103.0
H0YBN0	8.32
H0YBP1	87.9
H0YBR0	115.0
H0YBR2	1.69
H0YBS9	1.03
H0YBV6	17.3
H0YBW1	188.0
H0YBZ3	1370.0
H0YC16	175.0
H0YC37	10.6
H0YC47	34.2
H0YC63	26.5
H0YCA0	70.6
H0YCA5	0.585
H0YCE7	1580.0
H0YCE8	38.4
H0YCG1	473.0
H0YCH4	3.4
H0YCI3	112.0
H0YCN2	4.86
H0YCQ7	33.7
H0YCS0	207.0
H0YCV2	7.02
H0YCW6	2.0
H0YD14	333.0
H0YD16	301.0
H0YD36	0.763
H0YD69	79.9
H0YDA9	0.0961
H0YDD8	25100.0
H0YDF9	11.0
H0YDM2	9.27
H0YDM4	30.4
H0YDN1	5590.0
H0YDP7	366.0
H0YDQ8	10.5
H0YDR3	33.2
H0YDS4	87.7
H0YDX2	31.1
H0YDX7	68.2
H0YDZ1	13.1
H0YDZ9	8.35
H0YE46	207.0
H0YE51	11.1
H0YE66	93.1
H0YE88	33.6
H0YEB6	253.0
H0YEF4	8.48
H0YEF7	210.0
H0YEF9	60.5
H0YEH2	48.6
H0YEL7	2760.0
H0YEM1	851.0
H0YEN0	80.3
H0YEN5	7720.0
H0YER1	5.48
H0YEX2	3.63
H0YEY8	345.0
H0YF06	18.0
H0YF29	60.6
H0YF36	362.0
H0YFA7	25.0
H0YFE4	26.1
H0YFY6	143.0
H0YG07	172.0
H0YG54	315.0
H0YGA2	1280.0
H0YGM3	831.0
H0YGR4	328.0
H0YGS2	261.0
H0YGS7	5.36
H0YGW7	212.0
H0YH15	2.56
H0YH66	6.85
H0YH69	0.853
H0YH87	30.0
H0YHG0	432.0
H0YHK3	9.5
H0YHK8	46.9
H0YHP5	79.3
H0YHR9	0.262
H0YI16	80.4
H0YI18	1050.0
H0YI46	117.0
H0YI50	0.204
H0YI52	33.1
H0YI92	199.0
H0YIB4	388.0
H0YIC5	12.0
H0YIE9	0.706
H0YIQ8	11.9
H0YIV9	33.3
H0YJ10	85.4
H0YJ66	195.0
H0YJ92	42.6
H0YJ97	11.0
H0YJD4	6.94
H0YJD9	16.0
H0YJH7	1050.0
H0YJK8	42.7
H0YJL5	23.6
H0YJM8	1300.0
H0YJV7	118.0
H0YJW1	0.823
H0YK13	529.0
H0YK14	2.12
H0YK40	0.873
H0YK48	2480.0
H0YK61	57.7
H0YK75	23.6
H0YKA5	2810.0
H0YKD0	1560.0
H0YKH1	40.1
H0YKH6	479.0
H0YKK0	510.0
H0YKL0	2420.0
H0YKR8	212.0
H0YKS4	85100.0
H0YKX0	8.07
H0YKX1	17.8
H0YL10	13.4
H0YL22	5.35
H0YL33	69200.0
H0YL55	29.8
H0YL69	1920.0
H0YL76	5.45
H0YL98	5.38
H0YLA4	735.0
H0YLB5	16.0
H0YLE6	21.6
H0YLF3	415.0
H0YLG7	382.0
H0YLI6	1580.0
H0YLJ3	9.29
H0YLY0	47.5
H0YLZ1	462.0
H0YM00	641.0
H0YM15	6.22
H0YM23	28.0
H0YM93	8.97
H0YMA9	4.91
H0YMB1	20.5
H0YMD0	79500.0
H0YME5	2.13
H0YMK5	132.0
H0YML0	3.05
H0YMT1	128.0
H0YMW2	6.47
H0YN26	3280.0
H0YN65	16.8
H0YN93	139.0
H0YNA7	81.7
H0YNK8	3.1
H0YNT7	16.2
H3BLU6	8.8
H3BLZ8	2300.0
H3BM18	55.3
H3BM24	552.0
H3BM50	44.6
H3BM75	323.0
H3BM89	6400.0
H3BM91	14.1
H3BMB9	1.65
H3BMD8	754.0
H3BMF6	1.02
H3BMH3	0.517
H3BMJ8	27.5
H3BMM9	379.0
H3BMQ0	7.12
H3BMX0	331.0
H3BMX2	94.6
H3BMZ9	41.0
H3BN01	34.4
H3BN51	37.1
H3BN64	100.0
H3BN98	5780.0
H3BNC6	16.1
H3BNN8	21.4
H3BNP9	1650.0
H3BNT7	1560.0
H3BNU3	2040.0
H3BNV7	119.0
H3BNX5	10.7
H3BP04	2340.0
H3BP57	44.7
H3BP66	13.5
H3BP91	805.0
H3BPA9	110.0
H3BPB8	38.7
H3BPD7	12.1
H3BPE1	50.7
H3BPE7	1710.0
H3BPG0	1110.0
H3BPH4	267.0
H3BPK3	284.0
H3BPM3	37.8
H3BPR8	8.71
H3BPS6	1.81
H3BPS8	20300.0
H3BQD6	1.52
H3BQM0	1.05
H3BQQ2	36.9
H3BQS0	128.0
H3BR01	2550.0
H3BR06	1.61
H3BR29	48.6
H3BR35	848.0
H3BR79	22.4
H3BRF3	33.2
H3BRF9	0.608
H3BRG4	2900.0
H3BRG5	12.4
H3BRH4	5.58
H3BRL0	0.242
H3BRL3	68.5
H3BRM5	1690.0
H3BRR0	8.21
H3BRS3	4.91
H3BRW9	818.0
H3BSA1	122.0
H3BSK9	159.0
H3BSL0	11.2
H3BSM5	7.15
H3BSM7	3.36
H3BSQ0	36.9
H3BSQ2	1.57
H3BSR3	19.9
H3BST5	399.0
H3BSV6	122.0
H3BSW0	24.9
H3BT29	103.0
H3BT36	2310.0
H3BTM2	292.0
H3BTU7	3.68
H3BTV7	102.0
H3BTW3	4.84
H3BTY4	0.681
H3BU37	0.327
H3BU51	49.4
H3BUA6	95.4
H3BUC9	148.0
H3BUF6	187.0
H3BUL4	49.7
H3BUN0	16.2
H3BUP2	143.0
H3BUP7	15.9
H3BUR4	4.45
H3BUU8	17.5
H3BUW8	9.25
H3BV23	88.6
H3BV55	198.0
H3BV99	168.0
H3BVA4	15.8
H3BVD2	98.8
H3BVE7	0.914
H7BXF5	19.7
H7BXH2	86.4
H7BXI4	4.24
H7BXK9	1.84
H7BXS8	39.6
H7BXY3	68.2
H7BY16	10300.0
H7BY36	548.0
H7BY50	58.5
H7BY94	120.0
H7BYA9	149.0
H7BYD0	1200.0
H7BYG8	8.58
H7BYJ3	2.85
H7BYQ6	0.782
H7BZ41	1.99
H7BZ88	1.48
H7BZ94	4560.0
H7BZA0	0.294
H7BZD1	851.0
H7BZK0	7.41
H7BZK6	103.0
H7BZL4	190.0
H7C051	12.7
H7C0A4	489.0
H7C0C0	8.55
H7C0C1	1530.0
H7C0D5	7.83
H7C0E2	0.664
H7C0E5	240.0
H7C0H8	76.6
H7C0J3	22.9
H7C0K3	21.3
H7C0L5	442.0
H7C0M1	1070.0
H7C0N4	60.6
H7C0S8	6.75
H7C0T0	297.0
H7C0T3	4.15
H7C0U8	421.0
H7C107	9.95
H7C134	0.221
H7C144	7560.0
H7C152	33.4
H7C174	7.36
H7C177	0.0167
H7C179	16.3
H7C1G6	13.4
H7C1I7	6.7
H7C1J3	0.229
H7C1K0	573.0
H7C1M2	87.6
H7C1Q1	8.86
H7C1R3	241.0
H7C1U3	6.45
H7C1U8	98.9
H7C1W5	87.9
H7C2B5	8.89
H7C2J0	56.1
H7C2K6	0.573
H7C2Q8	211.0
H7C2R2	6.68
H7C2Y1	44.9
H7C2Z4	3.72
H7C330	560.0
H7C333	193.0
H7C3A1	256.0
H7C3A3	0.638
H7C3I1	5200.0
H7C3M5	31.1
H7C3P0	35.1
H7C3P4	159.0
H7C3P6	124.0
H7C3P7	404.0
H7C3S8	130.0
H7C3T4	6270.0
H7C3Z8	90.6
H7C417	1660.0
H7C440	30.4
H7C455	447.0
H7C481	0.538
H7C484	17.5
H7C4C5	791.0
H7C4F6	474.0
H7C4K7	60.0
H7C4N8	1170.0
H7C4Q4	4.73
H7C4S1	27.2
H7C4T5	281.0
H7C4U3	1.22
H7C4W1	53.1
H7C527	2.58
H7C528	2.89
H7C559	110.0
H7C5E4	17.0
H7C5E5	13.5
H7C5G1	152.0
H7C5H0	1.44
H7C5J3	49.3
H7C5S0	358.0
H7C5S6	41.4
H7C5Z1	1.71
H7C613	4.64
H9KV51	8250.0
H9KV59	8.29
H9KV75	5910.0
H9KV77	13.4
H9KV91	0.198
H9KV97	5.11
H9KVB8	7.28
H9ZYI9	15.6
I3L072	1.19
I3L080	100.0
I3L097	39.7
I3L0B9	102.0
I3L0E3	247.0
I3L0M3	2090.0
I3L0N3	84.4
I3L0P4	177.0
I3L0W0	18.5
I3L0X5	123.0
I3L165	132.0
I3L1G1	0.837
I3L1H5	0.213
I3L1I7	76.1
I3L1J9	0.433
I3L1M4	1300.0
I3L1P5	219.0
I3L1T3	14.9
I3L1W9	16.9
I3L1X9	3.82
I3L1Z2	39.8
I3L213	4.75
I3L245	57.1
I3L294	58.2
I3L2B0	145.0
I3L2B2	38.7
I3L2C6	310.0
I3L2C7	38.2
I3L2F4	153.0
I3L2H7	2.59
I3L2I6	92.7
I3L2J0	2.68
I3L2J1	0.596
I3L2K5	0.47
I3L2R9	44.4
I3L2T9	13.1
I3L3A0	126.0
I3L3C4	1530.0
I3L3I9	1220.0
I3L3Q7	11800.0
I3L3X5	8.87
I3L416	52.0
I3L420	82.2
I3L430	302.0
I3L439	138.0
I3L443	12.5
I3L4C2	91.2
I3L4C5	353.0
I3L4G7	291.0
I3L4J1	224.0
I3L4K7	120.0
I3L4U9	229.0
I3L4V6	4.13
I3L4X2	3.91
I3L4X3	5.91
I3L501	553.0
I3L505	1080.0
I3L533	39.3
I3L543	32.5
I6L8B7	1.98
I6L9H7	0.763
J3KMX2	56.6
J3KMZ7	2.65
J3KN01	45.6
J3KN06	39.9
J3KN10	3.29
J3KN32	48.9
J3KN55	51.9
J3KN66	287.0
J3KN67	4720.0
J3KNA1	137.0
J3KNB8	52.0
J3KNC0	2.54
J3KNC7	6.01
J3KNE7	17.8
J3KNF4	32.7
J3KNH7	43.8
J3KNK4	1.7
J3KNL6	49.9
J3KNN7	5.71
J3KNP0	6.41
J3KNP2	153.0
J3KNT2	223.0
J3KNV5	9.62
J3KNX7	232.0
J3KNX9	62.6
J3KP06	4.64
J3KP15	1870.0
J3KP19	9.86
J3KP58	18.5
J3KP76	28.7
J3KP98	8.88
J3KPD3	18.2
J3KPI1	0.491
J3KPP0	32.8
J3KPS2	99.5
J3KPV4	231.0
J3KPV7	212.0
J3KQ34	122.0
J3KQ37	38.1
J3KQG4	118.0
J3KQS6	53.9
J3KQU4	41.7
J3KQY1	132.0
J3KR29	115.0
J3KR87	735.0
J3KR91	93.0
J3KRB3	3510.0
J3KRD5	953.0
J3KRF5	884.0
J3KRN5	2.54
J3KRN9	66.5
J3KRP6	114.0
J3KRR6	46.3
J3KRS1	0.157
J3KRV4	135.0
J3KRZ8	5.27
J3KRZ9	177.0
J3KS01	141.0
J3KS15	213.0
J3KS23	187.0
J3KS25	17900.0
J3KS36	8.38
J3KS54	243.0
J3KS94	22.8
J3KSC4	1090.0
J3KSG2	64.3
J3KSH1	236.0
J3KSI8	543.0
J3KSL8	5.04
J3KSM3	1300.0
J3KSP2	7530.0
J3KSQ6	12.4
J3KSW7	3350.0
J3KSZ8	8.23
J3KT19	148.0
J3KT38	57.0
J3KTB7	198.0
J3KTD6	29.5
J3KTE9	4.98
J3KTF5	10.1
J3KTJ3	4270.0
J3KTL7	22.4
J3KTM6	0.949
J3QK86	14.3
J3QKR3	1370.0
J3QKS4	19.3
J3QL04	48.1
J3QL47	6.74
J3QL89	53.7
J3QLA6	156.0
J3QLR8	299.0
J3QLV6	101.0
J3QQJ0	6.16
J3QQM5	29.1
J3QQP6	5.32
J3QQQ9	5780.0
J3QQT2	5470.0
J3QQW9	2.58
J3QQY2	1190.0
J3QR07	22.3
J3QR20	0.031
J3QR29	20.3
J3QR89	269.0
J3QRB7	2.06
J3QRK9	7.25
J3QRP3	29.4
J3QRU4	659.0
J3QRU8	45.7
J3QRV5	30.8
J3QRZ5	915.0
J3QS11	3.75
J3QS48	117.0
J3QSC4	498.0
J3QSG0	91.7
J3QSH4	4.86
J3QSV6	934.0
J3QSX4	1300.0
J3QSZ5	119.0
J3QT28	598.0
J3QT32	14.7
J3QT76	8.68
J9JID1	27.7
