ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
V$HEN2_03	0.078125	0.002256317689530686	34.625	0.9019	2.7969029891912228E-6
V$RARA_14	0.0703125	0.002256317689530686	31.1625	0.9272	1.1375555351788616E-5
V$EVX2_05	0.0546875	0.002256317689530686	24.2375	0.9937	1.8249714890193757E-4
V$HOXB9_01	0.046875	0.002256317689530686	20.775	0.9768	7.16141341332855E-4
V$MYOD1_12	0.0390625	0.002256317689530686	17.3125	0.9974	0.0027573303633136783
V$MYOGENIN_06	0.0390625	0.002256317689530686	17.3125	0.9987	0.0027573303633136783
V$MYOGENIN_08	0.0390625	0.002256317689530686	17.3125	0.9994	0.0027573303633136783
V$PRDM4_04	0.0390625	0.002256317689530686	17.3125	0.841	0.0027573303633136783
V$RARA_17	0.078125	0.004512635379061372	17.3125	0.9479	1.337003202436386E-5
V$RARG_08	0.078125	0.004512635379061372	17.3125	0.8965	1.337003202436386E-5
V$TCF21_01	0.0390625	0.002256317689530686	17.3125	0.9924	0.0027573303633136783
V$GATA6_12	0.03125	0.002256317689530686	13.85	0.9647	0.01034800198649155
V$IRF4_11	0.03125	0.002256317689530686	13.85	0.9467	0.01034800198649155
V$NEUROG1_03	0.03125	0.002256317689530686	13.85	0.9958	0.01034800198649155
V$NEUROG2_04	0.03125	0.002256317689530686	13.85	0.9691	0.01034800198649155
V$STAF_06	0.03125	0.002256317689530686	13.85	0.9304	0.01034800198649155
V$ZNF287_01	0.03125	0.002256317689530686	13.85	0.9573	0.01034800198649155
V$ZNF392_05	0.03125	0.002256317689530686	13.85	0.826	0.01034800198649155
V$ZNF615_03	0.03125	0.002256317689530686	13.85	0.7892	0.01034800198649155
V$ZNF624_03	0.03125	0.002256317689530686	13.85	0.947	0.01034800198649155
V$ZNF689_02	0.03125	0.002256317689530686	13.85	0.9644	0.01034800198649155
V$ZNF721_02	0.03125	0.002256317689530686	13.85	0.9355	0.01034800198649155
V$FOXJ3_10	0.0234375	0.002256317689530686	10.3875	0.9059	0.03744669949447811
V$FOXN1_01	0.0234375	0.002256317689530686	10.3875	0.9436	0.03744669949447811
V$GLI1_Q2	0.0234375	0.002256317689530686	10.3875	0.9936	0.03744669949447811
V$HSF1_06	0.0234375	0.002256317689530686	10.3875	0.9288	0.03744669949447811
V$KOX1_01	0.0234375	0.002256317689530686	10.3875	0.9614	0.03744669949447811
V$MYOD1_06	0.046875	0.004512635379061372	10.3875	0.9981	0.0023170739186256133
V$MYOD1_08	0.046875	0.004512635379061372	10.3875	0.9959	0.0023170739186256133
V$MYOD1_10	0.046875	0.004512635379061372	10.3875	0.9972	0.0023170739186256133
V$MYOGENIN_04	0.046875	0.004512635379061372	10.3875	0.9984	0.0023170739186256133
V$OTX1_05	0.0234375	0.002256317689530686	10.3875	0.894	0.03744669949447811
V$POU3F4_08	0.0234375	0.002256317689530686	10.3875	0.972	0.03744669949447811
V$TEAD1_05	0.0234375	0.002256317689530686	10.3875	0.9988	0.03744669949447811
V$TEAD2_02	0.0234375	0.002256317689530686	10.3875	0.9981	0.03744669949447811
V$TFE3_02	0.0234375	0.002256317689530686	10.3875	0.9983	0.03744669949447811
V$TFEA_Q6	0.0234375	0.002256317689530686	10.3875	0.9957	0.03744669949447811
V$TRF1_01	0.0234375	0.002256317689530686	10.3875	0.8504	0.03744669949447811
