Gene_Symbol	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB-231_1_FPKM	MDA_MB-231_2_FPKM	MDA_MB-231_3_FPKM	MDA_MB-231_4_FPKM	MDA_MB-231/MCF10A.fc	MDA_MB-231/MCF10A.baseMean	MDA_MB-231/MCF10A.lfcSE	MDA_MB-231/MCF10A.stat	MDA_MB-231/MCF10A.raw.pval	MDA_MB-231/MCF10A.bh.pval	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB-231_1_Read_Count	MDA_MB-231_2_Read_Count	MDA_MB-231_3_Read_Count	MDA_MB-231_4_Read_Count
HMGN1	82.953796	75.074715	86.943939	74.333862	81.232918	138.755264	74.818016	131.721207	1.138872844	1607.294025	0.226796498	0.82720271	0.408122176	0.500096509	10.55355472	10.74118528	10.55858186	10.59466648	10.59927178	10.58251266	10.48217887	10.91607732	10.41364169	10.87225065	1206	1767	1633	1371	1145	1839	1388	2822
HMGN2	62.315948	55.968864	61.695625	51.758274	79.440582	198.299744	75.203133	183.674057	1.969850005	2444.602217	0.339049861	2.884784483	0.003916817	0.009001539	10.68499413	11.66307964	10.87616221	10.90455552	10.86903759	10.83751012	11.01761881	11.8079265	10.97113652	11.73835462	1368	1989	1750	1441	1690	3968	2106	5941
HMGCL	12.185375	6.746446	11.556526	6.298979	14.137796	4.119658	12.575294	4.016224	-1.202777372	192.894007	0.47037684	-0.566289852	0.571196758	0.653958391	7.718494606	7.452600385	7.81270979	7.43307772	7.76700094	7.37791759	7.88049598	6.89240409	7.77714328	6.87138688	219	196	268	144	246	68	288	107
HMGCR	9.091538	29.407965	9.367771	28.56731	13.161729	16.714186	14.200637	11.368156	-1.671814232	1044.766847	0.463933106	-1.598106577	0.11001926	0.16668154	10.35244158	9.611343812	9.45492448	10.5906976	9.47739431	10.55739272	9.68844872	9.85752455	9.75403195	9.5473764	465	2414	618	1835	649	773	926	854
HMGCS1	6.371505	39.626883	5.968647	47.912329	6.070203	6.988004	6.588296	7.484692	-4.504886901	1254.375151	0.660629966	-3.287000286	0.001012607	0.002687316	11.00353458	8.832024701	9.22156941	10.99235078	9.16541294	11.17482026	9.13302043	9.21060717	9.19099307	9.26463447	387	3864	464	3637	358	386	510	668
HMGA1	827.736459	496.940078	793.439087	471.343868	610.25029	836.296609	597.294945	803.896436	-1.055544575	18005.18139	0.206919076	-0.376898569	0.706248985	0.776792149	14.17460025	14.09659447	14.3166332	14.00377907	14.28194606	13.95575251	13.99581346	14.23169862	13.96716328	14.20195649	18467	18019	22904	13381	13226	16955	16833	26404
HMMR	9.380114	6.819816	9.966054	6.027891	3.745531	12.50587	4.159412	12.275216	-1.155517433	337.4290428	0.419939404	-0.496593137	0.619475993	0.699088957	8.499119872	8.290204177	8.50179084	8.35065704	8.5548204	8.24402651	7.72598055	8.65908073	7.79401261	8.63669696	329	387	451	268	128	398	186	625
HMOX1	7.626722	10.468312	7.448386	11.495125	7.727004	6.158551	7.654008	5.129292	-1.649248051	174.3156139	0.274727773	-2.627358681	0.008605058	0.018158068	7.760724926	7.041719152	7.37011925	7.75600858	7.34906383	7.83422298	7.32029635	7.12057361	7.31437303	6.98212393	136	301	171	259	133	100	174	134
HMOX2	12.182285	21.955253	14.897445	19.214953	21.021429	39.692065	22.342582	40.137198	1.505340081	568.9697557	0.308913313	1.910210493	0.056106117	0.093822343	8.826970459	9.417444753	8.74233356	9.16271303	8.73954559	9.0505341	8.97362114	9.51585674	9.00674536	9.48880221	290	691	373	476	408	751	560	1172
NR4A1	0.336951	0.153871	0.127088	0.118289	0.224525	0.538112	0.368978	0.48881	1.777859717	11.38901416	0.470174099	1.765604472	0.077462229	0.124074847	3.051838461	3.85652245	3.54761436	3.34889929	3.14261989	3.25120902	3.43407527	3.70861726	3.5475396	3.66268076	11	10	5	6	9	15	15	22
FOXA1	0.563003	0.362333	0.721234	0.261757	0.145547	0.22496	0.130136	0.070635	-3.809893446	15.00833085	0.506146375	-3.812633548	0.000137494	0.000446331	4.560527996	2.682510332	4.13576502	3.95228549	4.30896041	3.75935143	3.44585569	3.56963393	3.39354999	3.18692643	22	23	36	13	6	8	7	4
SLC29A2	0.557173	1.422493	0.795769	1.073034	9.36015	7.070589	7.732008	5.668467	6.210067676	142.3677212	0.333529674	7.899174187	2.80757E-15	3.88439E-14	5.292961046	7.939758851	5.69243195	6.29905921	5.86641742	6.12158995	7.62839085	7.40807721	7.52021385	7.20951667	17	70	32	42	255	196	299	253
HNRNPA1	372.06955	288.556621	369.880311	286.97929	275.622789	411.379671	303.141252	391.441294	-1.102919339	7967.803667	0.158985425	-0.888932333	0.374039447	0.465524063	13.02892233	12.88754841	13.0451861	12.95420862	13.04327493	12.94205122	12.73990626	13.05302277	12.80955036	13.01593762	7302	9229	9402	7162	5299	7455	7596	11513
HNRNPA2B1	167.181702	139.605057	169.397343	151.620208	202.417961	325.658981	172.227177	332.60527	1.404504405	10009.34667	0.233933314	2.094875424	0.036182068	0.063906998	13.02333063	13.51337464	13.11205901	13.0817006	13.1242484	13.1461897	13.2142321	13.60505997	13.07757566	13.62736331	6849	9271	8968	7883	8043	12180	9008	20113
HNRNPAB	72.730576	158.386475	56.639643	154.043239	104.253555	204.387725	105.903717	235.285854	1.210737314	3235.252184	0.454608198	0.606865181	0.543940387	0.629579674	11.51513335	11.79102197	11.10402563	11.87427003	10.91249808	11.85702081	11.33714224	11.88221108	11.34097187	12.02176338	1442	5046	1442	3897	2010	3669	2661	6883
HNRNPC	186.962982	130.327387	196.640671	134.584201	221.240077	326.533822	227.319148	342.757426	1.483723846	9268.360362	0.19659221	2.895448389	0.003786173	0.008730527	12.86562597	13.43479446	13.04798837	12.86919398	13.0911012	12.89129774	13.13113307	13.44489087	13.15388234	13.49170316	6698	7574	9095	6126	7685	10672	10398	18108
HNRNPD	95.444886	166.519128	112.928696	122.086126	139.554083	271.621969	174.111944	247.82048	1.400597032	4739.59669	0.293310856	1.657088124	0.09750166	0.150476914	11.94709712	12.43323883	11.75197728	12.33411136	11.88796333	12.06171759	11.99966711	12.5522044	12.18113253	12.4651463	2308	6504	3534	3735	3265	5972	5331	8745
HNRNPF	85.388416	90.757451	24.935113	19.246915	166.656296	206.739777	150.156221	31.14619	2.13647928	3384.267104	0.638712946	1.714753603	0.086390411	0.136107311	11.07542967	12.17074137	11.5188572	11.70024508	10.5523595	10.48079768	12.06656213	12.22630684	11.96502906	10.63542566	2571	4425	962	739	4868	5592	5760	1373
HNRNPH1	175.923447	170.867157	177.692531	165.052302	136.747391	306.804504	133.230637	242.14962	1.009813688	5687.796555	0.283619804	0.049676144	0.960380467	0.973116868	12.46657214	12.48070156	12.40948769	12.50659722	12.42306742	12.47691621	12.14473092	12.80856708	12.1255853	12.60433529	4439	6976	5820	5306	3356	7056	4318	9058
HNRNPH2	32.417145	30.454106	32.747086	25.881694	55.341594	44.655785	57.017982	42.348996	1.407407286	1262.608762	0.155048227	3.179913082	0.001473192	0.003763708	10.03440695	10.5279681	10.13391	10.2001435	10.14253168	10.06241538	10.53261709	10.3157667	10.55887934	10.27264063	865	1315	1128	876	1430	1086	1940	1664
HNRNPH3	45.376328	42.280594	42.044205	41.990471	48.539687	109.394978	50.417644	105.134816	1.565341425	1882.432525	0.300372162	2.152254593	0.031377308	0.056537868	10.5192631	11.16568882	10.63492958	10.68007147	10.56545182	10.67018514	10.63176323	11.32062486	10.66138818	11.27609502	1208	1791	1432	1393	1252	2667	1710	4095
HNRNPK	244.49482	229.378141	252.665366	239.472015	253.697909	308.706197	259.613965	322.136757	1.008111516	10787.09196	0.10958288	0.106360008	0.915296722	0.944183936	13.39120418	13.40280922	13.34367724	13.40963568	13.3693129	13.44392887	13.31260945	13.4493422	13.33187349	13.49189342	8391	12725	11159	10422	8415	9603	11344	16252
HNRNPL	113.281738	110.981537	110.653671	109.361618	106.45639	177.654037	109.446917	177.143815	1.083107381	3546.199293	0.213979437	0.53825864	0.590398501	0.671920918	11.73333314	11.84848548	11.70544944	11.80894695	11.68623789	11.7924971	11.59521439	12.00341194	11.59825752	11.99509218	2672	4236	3370	3271	2433	3818	3218	6094
HNRNPU	98.479206	106.675593	99.646455	107.1782	108.677523	163.034981	110.525158	167.603226	1.129602069	10852.67897	0.196400215	0.895185561	0.370687902	0.462190839	13.31518248	13.49099191	13.24534953	13.43226285	13.25522113	13.43308076	13.26621507	13.58620664	13.27989469	13.61338635	7478	13095	9766	10317	7979	11263	10688	18722
HOXB3	1.497211	1.250668	1.490189	1.275971	0.46234	0.597412	0.240574	0.313445	-4.038230635	45.46150528	0.289722495	-6.950524542	3.6393E-12	3.67951E-11	6.178660469	4.208340157	5.76885957	5.73738826	5.76470832	5.75290303	4.91974179	5.0230682	4.58399553	4.67001176	61	82	78	66	19	22	13	19
HOXC4	2.841088	1.119229	4.018733	1.193461	0.076359	0.123023	0.197921	0.17497	-15.25362586	36.16126095	0.536053773	-7.333369361	2.24437E-13	2.57467E-12	6.087526728	2.110867868	5.6078536	4.94333065	5.70899898	4.98060156	3.6679434	3.75096088	3.87114732	3.80075647	74	47	106	39	2	3	7	7
HOXC5	0.633887	1.01859	0.924255	1.784411	0.44274	0.63078	0.125656	0.625747	-2.769615044	18.22594027	0.563261901	-2.609239971	0.009074358	0.019057232	4.740686808	3.280413339	3.95271869	4.3007288	4.15391107	4.71543562	3.79442064	3.90228391	3.36588237	3.87646435	12	30	22	42	9	11	3	17
HOXC6	16.975176	10.760127	17.389638	11.191421	0.765255	1.073419	0.530844	0.882373	-18.53558796	196.6443788	0.270874352	-15.55047922	1.5792E-54	1.51248E-52	8.543431225	4.335245962	8.0023884	7.69850796	8.08002873	7.69090742	5.71506391	5.75450265	5.53444158	5.7381248	349	358	486	280	18	19	16	31
HOXC8	3.994053	5.967218	3.299352	5.668182	0.470485	0.667184	0.150663	0.491475	-12.58429613	86.40630644	0.433029121	-8.43719844	3.25034E-17	5.3119E-16	7.321192367	3.688648896	6.44417244	6.95919297	6.27972358	6.90305981	4.93408098	5.08785795	4.53287659	4.91278223	102	247	109	184	12	16	5	19
HPCAL1	75.69657	83.561235	73.268814	79.814506	157.69739	166.121065	150.686438	159.601699	1.691759539	2682.595798	0.12778808	5.935800303	2.92416E-09	2.08711E-08	10.96060359	11.71954313	11.04211139	11.23947438	11.0062488	11.18107779	11.5807018	11.61016957	11.53126742	11.56261525	1493	2667	1842	1957	2931	2946	3653	4501
HPGD	0.920329	0.140726	1.340288	0.205239	10.294291	1.055779	8.831899	2.178847	7.514186939	117.7762537	0.806866758	3.606068756	0.000310871	0.000925942	4.791006265	7.699523962	5.65888666	4.82082351	5.91001352	4.95822563	7.65948003	5.6714127	7.49589833	6.20989193	32	8	59	9	331	33	370	109
HPRT1	15.347616	33.624367	14.941253	37.417992	59.974098	112.54409	60.009438	117.284325	2.845490764	1028.517664	0.428304231	3.5224436	0.000427588	0.00123287	9.063037334	10.57191186	8.93697148	9.62735471	8.917543	9.71285288	9.93900057	10.48599974	9.93888894	10.52826885	243	859	305	749	917	1619	1208	2726
HPS1	19.351373	11.542576	15.754223	12.642785	12.624211	10.195885	14.571554	9.206346	-1.687838995	477.2552674	0.262813003	-2.873439595	0.004060287	0.009284628	9.22708364	8.472616473	9.16991338	8.97289828	9.18940493	8.91074875	8.84025438	8.42397572	8.80775499	8.33697042	556	624	733	457	396	229	502	329
HRAS	11.781762	21.296384	13.285273	20.274913	25.468845	44.453887	28.114948	45.472274	1.794956604	384.7386321	0.32429384	2.602420582	0.009256825	0.019377851	8.104506925	8.949081929	7.94376836	8.49393198	8.04348699	8.48679498	8.47071506	8.95584776	8.57252482	8.96526494	147	419	218	327	302	512	449	833
AGFG1	11.280606	12.868508	11.47372	13.496815	12.553633	14.655018	12.709506	14.608876	-1.063743876	1504.353755	0.153572179	-0.580514171	0.561567933	0.645831873	10.59873893	10.50974517	10.44043369	10.67420602	10.45355716	10.71204263	10.47000175	10.57340415	10.48007468	10.57201463	1090	2013	1429	1655	1175	1291	1567	2077
AGFG2	5.985772	2.835612	4.765316	3.087093	5.367409	5.234803	4.795795	5.200462	1.07318539	296.0931282	0.221036335	0.461007096	0.644793514	0.722039766	8.15905476	8.259028041	8.43620905	7.93538777	8.24124815	8.00007957	8.27868802	8.22963942	8.18559757	8.22661335	322	247	331	211	279	256	329	411
HRH1	5.311708	5.962412	5.700906	6.467621	8.224199	7.148262	7.189989	6.887454	1.075195767	400.9105379	0.153463617	0.681590635	0.495497838	0.583702878	8.592662938	8.699627912	8.47609954	8.68929944	8.53514489	8.72898616	8.78038354	8.63553161	8.66705908	8.60691146	270	491	375	405	405	332	467	517
PRMT2	29.708972	29.368358	34.160076	29.064702	20.871505	20.92589	18.476679	22.840058	-1.921339904	949.6291661	0.090525141	-10.40719474	2.29896E-25	6.39723E-24	10.28676973	9.344461946	10.10884348	10.0904973	10.12543706	10.09640199	9.57237329	9.55318558	9.47022224	9.60494883	1037	1426	1363	1130	574	545	665	937
PRMT1	46.582097	63.761542	46.541638	61.868947	114.650949	158.350314	108.361372	157.288128	2.064373027	1742.497281	0.225744111	4.632252326	3.61709E-06	1.5808E-05	10.15117202	11.19713806	10.17859859	10.5268818	10.20932434	10.52266706	10.85367521	11.13337218	10.83028617	11.11104698	732	1595	984	1249	1731	2295	2221	3609
HES1	2.228214	3.209451	1.938888	4.27887	14.41304	5.874111	14.363426	6.850271	2.979180802	126.2728292	0.433162636	3.635853027	0.000277062	0.000836127	5.987568211	7.562965735	6.12515246	6.44942857	6.02982668	6.6648374	7.52104486	6.72506846	7.51840859	6.84746502	37	85	41	89	228	88	299	165
HSBP1	43.969738	49.485004	41.035198	49.234535	34.82378	46.264179	38.115356	43.498287	-1.333904971	1165.391616	0.167512284	-2.48134573	0.013088735	0.026247578	10.37945885	9.963920452	10.18860917	10.41310186	10.13042533	10.40495656	9.93764872	10.14214926	10.00895696	10.09347168	976	1776	1176	1385	749	935	1079	1422
HSD17B4	51.150716	39.497275	50.600749	40.129349	66.951967	39.33786	69.427641	39.122967	1.021613446	1777.450956	0.248632252	0.124076495	0.901254709	0.932892252	10.78006757	10.81095519	10.82534502	10.72471454	10.81739829	10.73207243	10.99636093	10.5181395	11.02743756	10.51808243	1540	1922	1969	1526	1947	1079	2656	1739
HSF1	45.6665	32.527832	43.705482	29.609316	43.129807	41.652973	38.296345	38.094032	-1.08932381	1131.824922	0.136779522	-0.90242215	0.366832659	0.458016974	10.20462692	10.0816222	10.287216	10.11764153	10.24960976	10.03517789	10.17650027	10.118226	10.07465486	10.04540012	1108	1277	1369	911	1014	921	1185	1361
HSF2	6.343712	4.070099	5.851985	4.254574	7.562375	14.910926	8.905664	10.834862	1.597707884	256.723512	0.18566682	3.640950265	0.000271634	0.000821752	7.628797946	8.301604489	7.8993761	7.66310872	7.82554484	7.69436699	7.97547475	8.27533812	8.09743271	8.26689612	191	199	225	163	218	301	332	480
HSF4	2.742394	1.510735	1.128746	1.476197	0.993066	0.689351	0.834131	1.282936	-2.076087002	47.83402603	0.346733454	-3.039415122	0.00237038	0.00574011	6.01832116	4.947204045	6.08415051	5.72353972	5.40471627	5.69868811	5.26345171	5.04916354	5.15110921	5.41273324	80	72	43	55	28	19	31	55
DNAJB2	20.025335	14.966654	19.897281	13.981809	7.798361	7.228282	7.882262	6.364347	-2.800725097	460.5295281	0.214407503	-6.929796579	4.21446E-12	4.22301E-11	9.406599388	7.921088473	9.148064	9.13371152	9.16116261	9.04502516	8.39513716	8.05278941	8.45120016	8.08149924	577	797	755	569	248	152	351	256
DNAJA1	75.338355	77.735865	71.252569	76.766861	96.26456	189.242801	98.534996	185.763572	1.602198461	3391.873222	0.269183277	2.526356281	0.011525253	0.023536282	11.34814291	12.02818379	11.41806103	11.56152257	11.3728982	11.55013874	11.56131059	12.12977976	11.58331293	12.11610173	2001	3342	2442	2595	2476	4583	3349	7276
HSPA1A	43.22987	42.679436	39.68008	43.460163	32.288609	49.735989	29.2493	46.43317	-1.263436075	1335.333815	0.206256822	-1.635595211	0.101924333	0.156256997	10.54178829	10.2045138	10.42388669	10.53684908	10.35104518	10.54889697	10.1208779	10.45485323	10.04089371	10.39810207	1171	1871	1388	1493	848	1228	1011	1853
HSPA1B	35.188221	31.348228	30.425112	30.084755	37.484814	53.890366	35.380688	51.909805	1.197895459	1272.666493	0.174167079	1.495701771	0.134731389	0.198521921	10.17756492	10.43797702	10.25475842	10.27733918	10.13381044	10.23848533	10.24820082	10.53374955	10.19847715	10.50344076	989	1426	1104	1072	1021	1380	1268	2149
HSPA1L	0.793753	0.55426	0.858357	0.573026	0.642545	0.491656	0.838806	0.821073	-1.130348177	24.1198361	0.314431676	-0.562180095	0.573993322	0.656698536	4.68913577	4.488167532	4.67321139	4.53887896	4.72418519	4.55485613	4.4998491	4.3401837	4.66383679	4.63077837	23	26	32	21	18	13	31	35
HSPA2	2.267493	2.877787	2.939189	2.722901	0.131115	0.514349	0.174287	0.380667	-10.39748047	59.81371656	0.369802228	-9.135050624	6.53762E-20	1.30488E-18	6.769523868	3.395910008	5.93107732	6.27711006	6.17118116	6.22074767	4.32734813	4.83162996	4.37115153	4.66149478	70	144	118	107	4	15	7	18
HSPA4	71.557976	79.236488	69.673683	80.129463	76.061264	123.900253	74.140228	124.808601	1.121955667	3930.15533	0.23183863	0.716082865	0.473940183	0.563302642	11.85497795	12.02099012	11.77515464	11.9815256	11.7538535	11.9874871	11.76689853	12.15603489	11.74505818	12.16518539	2701	4840	3396	3836	2782	4262	3569	6940
HSPA5	95.261131	196.527328	98.938446	198.013123	1542.523804	238.741959	1567.935181	242.430054	5.136631443	26614.13267	0.663593247	3.557635003	0.000374209	0.001095535	13.08245184	15.44328175	13.12022285	13.75976789	13.1457633	13.76228394	15.4781689	13.71754081	15.49407517	13.73244849	4217	14079	5656	11116	66147	9630	88517	15809
HSPA6	0.110387	0.091939	0.057756	0.249942	0.209013	0.117854	0.328929	0.25034	1.562639792	5.92030915	0.69317017	0.929043525	0.35286653	0.443867439	2.232547352	2.83612364	2.38037486	2.3617541	2.25188678	2.71312726	2.57207641	2.37743971	2.75130374	2.59969128	3	4	2	9	6	3	12	10
HSPA8	689.649364	880.656525	693.64372	887.548617	714.88805	1813.717228	717.708564	1825.703592	1.350339384	33207.70905	0.370213999	1.170463704	0.241814412	0.324992323	14.786362	15.21968315	14.66863949	14.99486405	14.67571798	14.9973205	14.64017509	15.42174769	14.6438714	15.43106685	18838	38987	24522	30774	18921	45177	25046	73536
HSPA9	72.708229	106.556213	72.554054	108.490242	220.344727	199.094681	231.215805	200.161026	1.987370858	6932.958219	0.235945101	4.19954096	2.67457E-05	9.9471E-05	12.18033376	13.17126288	12.15280063	12.57165442	12.15156551	12.58318285	13.0215146	12.90002858	13.06468092	12.90759659	2843	6741	3663	5379	8345	7093	11528	11527
HSPB1	167.436172	288.374756	165.985489	277.114777	99.35601	189.741684	94.435677	178.687561	-1.918981115	2263.324201	0.350116625	-2.685792234	0.007235807	0.015604537	11.53908648	10.5987947	10.99927763	11.61393392	10.99237208	11.5725146	10.52206639	11.01679034	10.48317779	10.96819091	1675	4668	2144	3515	963	1730	1205	2633
HSP90AA1	183.096449	272.115929	186.320205	283.549061	210.109579	653.368079	218.342333	668.526666	1.543547186	14912.80895	0.441158216	1.419557803	0.155736458	0.224152369	13.51742262	14.14367209	13.36450649	13.79450914	13.37594691	13.82028654	13.39608545	14.31803009	13.4314555	14.33726597	7037	17005	9228	13793	7651	22405	10580	36930
IGSF3	15.762716	13.339392	16.250273	12.109427	0.954237	0.67865	0.868868	0.64809	-21.02747534	782.0355815	0.167587256	-26.22039312	1.5559E-151	1.9223E-148	10.54373083	6.156802924	9.90857328	9.87773276	9.9400319	9.77870017	7.57454144	7.39089059	7.51866854	7.35553434	1273	1732	1694	1235	75	51	90	78
HSP90AB1	351.194143	393.429977	338.512261	377.115603	535.727235	915.921011	514.016887	884.571935	1.65411212	18723.42008	0.240814259	3.015008461	0.002569721	0.006164835	13.78432291	14.51038658	13.83395317	14.04186872	13.80486854	14.01115574	14.12738818	14.57484417	14.09464986	14.54986741	10389	18767	12929	14242	15378	24707	19502	38748
HSPD1	83.386404	102.295998	84.716202	102.602196	209.201473	382.861431	209.802942	387.252238	2.684426861	5820.09012	0.2742933	5.193761923	2.06087E-07	1.11578E-06	11.62536147	13.05000863	11.78399871	12.05386314	11.79720989	12.05275495	12.47711979	12.99893135	12.47864823	13.01303778	2155	4285	2831	3368	5242	9021	6919	14755
HSPE1	34.050411	67.746262	31.030939	67.713593	92.73082	250.285538	87.106949	256.889709	2.828208179	1359.043107	0.476526506	3.147544364	0.001646481	0.004155725	9.471617427	10.97162593	9.39789672	10.03522363	9.33397008	10.03162215	10.12043077	10.99712944	10.06667425	11.02577588	362	1165	426	913	955	2424	1181	4022
DNAJB1	36.246932	41.262686	35.060869	41.680792	49.767171	67.03624	50.863886	67.775011	1.301537399	1533.986346	0.182609761	2.082127292	0.037330844	0.065729312	10.38042965	10.76072137	10.33745343	10.57241106	10.3151527	10.56769029	10.5501494	10.78174364	10.56934695	10.79618296	955	1777	1199	1391	1283	1628	1729	2666
DNAJC4	34.205245	16.206218	29.895762	15.431696	10.2174	5.729033	10.169287	4.75926	-3.485678249	288.6439514	0.358003119	-5.031909801	4.85618E-07	2.48131E-06	8.809054597	7.008538339	8.75189062	8.17835991	8.61490193	8.13501744	7.63928257	7.20148676	7.63448668	7.08681464	510	383	569	287	148	78	194	106
