ID	UniProt ID
ENSG00000145191	Q13144
ENSG00000145216	Q6UN15,Q6UN15-3
ENSG00000145220	Q9NX58
ENSG00000145247	Q56VL3
ENSG00000145293	Q9UHY7
ENSG00000145337	Q96I23
ENSG00000145349	Q13557,Q13557-12
ENSG00000145354	Q8N5K1
ENSG00000145375	Q8NB90
ENSG00000145386	P20248
ENSG00000145388	Q9HCE5
ENSG00000145391	Q8WTS6
ENSG00000145494	O75380
ENSG00000145592	P61927
ENSG00000145725	O43314-2
ENSG00000145741	P20290
ENSG00000145779	O95379
ENSG00000145817	Q969M3
ENSG00000145833	Q7L014
ENSG00000145882	Q8NBM8
ENSG00000145907	Q13283
ENSG00000145912	Q9NX24
ENSG00000145919	Q96IK1
ENSG00000145945	Q9Y247
ENSG00000145996	Q5VV42
ENSG00000146007	Q96NC0
ENSG00000146085	P22033
ENSG00000146112	Q6NYC8
ENSG00000146143	P49643
ENSG00000146223	Q6DKI1
ENSG00000146242	Q13641
ENSG00000146247	Q8WWQ0
ENSG00000146282	Q5T160
ENSG00000146376	Q8N392
ENSG00000146425	P63172
ENSG00000146457	Q15007
ENSG00000146476	Q9H993
ENSG00000146535	Q03113
ENSG00000146540	Q9BRJ6
ENSG00000146574	P86790
ENSG00000146648	P00533
ENSG00000146676	Q96QR8
ENSG00000146729	O75323,O75323-2
ENSG00000146731	P40227
ENSG00000146733	P78330
ENSG00000146828	Q9BXP2
ENSG00000146834	Q7L2J0
ENSG00000146842	Q96SK2-2
ENSG00000146858	Q96H79
ENSG00000146872	Q86UE8-3
ENSG00000146909	Q5C9Z4
ENSG00000146918	Q86XI2
ENSG00000146963	Q9Y383
ENSG00000147010	Q96B97,Q96B97-2
ENSG00000147044	O14936-3,O14936-4
ENSG00000147065	P26038
ENSG00000147123	Q9NX14
ENSG00000147130	Q14202
ENSG00000147140	Q15233
ENSG00000147155	Q15125
ENSG00000147162	O15294
ENSG00000147164	Q9UMY4-2
ENSG00000147224	P60891
ENSG00000147274	P38159
ENSG00000147383	Q15738
ENSG00000147400	P41208
ENSG00000147403	P27635
ENSG00000147416	P21281
ENSG00000147419	Q86WR0
ENSG00000147439	Q9NQY0
ENSG00000147457	Q8WUX9
ENSG00000147459	Q9H7D0
ENSG00000147471	O94903
ENSG00000147475	O94905
ENSG00000147526	O75410
ENSG00000147533	Q7Z5G4
ENSG00000147586	Q9Y2Q9
ENSG00000147592	Q53H82
ENSG00000147604	P18124
ENSG00000147649	Q86UE4
ENSG00000147677	O15372
ENSG00000147679	Q9BRU9
ENSG00000147684	Q9Y6M9
ENSG00000147687	Q6P1N9
ENSG00000147813	Q6XQN6
ENSG00000147853	Q9UIJ7
ENSG00000147854	Q96PU4
ENSG00000147874	Q7Z4H7
ENSG00000147955	Q99720
ENSG00000148153	Q9NRY2
ENSG00000148180	P06396-2,P06396-3
ENSG00000148187	Q96E11-3
ENSG00000148229	Q9NRF9
ENSG00000148248	O15260
ENSG00000148291	Q15527
ENSG00000148296	O75683
ENSG00000148297	Q15528-2
ENSG00000148300	Q9GZR2
ENSG00000148303	P62424
ENSG00000148308	Q9Y5Q8
ENSG00000148334	Q9H7Z7
ENSG00000148335	Q9BV86
ENSG00000148337	Q9ULV3-5
ENSG00000148341	Q9NR46
ENSG00000148362	Q9BUH6
ENSG00000148396	O15027-5
ENSG00000148399	Q9BTV6
ENSG00000148400	P46531
ENSG00000148444	Q9UBI1
ENSG00000148450	Q9Y3D2
ENSG00000148481	Q9H8M7
ENSG00000148484	Q15404
ENSG00000148572	Q96F24
ENSG00000148606	O14802
ENSG00000148634	Q5GLZ8-2
ENSG00000148660	Q13555-10,Q13555-6,Q13555-7,Q13555-9
ENSG00000148671	Q15847
ENSG00000148672	P00367
ENSG00000148700	Q9UEY8,Q9UEY8-2
ENSG00000148719	Q9NXW2,Q9NXW2-2
ENSG00000148730	Q13542
ENSG00000148773	P46013,P46013-2
ENSG00000148798	Q16352
ENSG00000148834	P78417
ENSG00000148835	Q15542-2
ENSG00000148843	Q14690
ENSG00000148908	O43665-3
ENSG00000148943	Q9NUP9
ENSG00000149084	Q53GQ0
ENSG00000149089	Q96GX9
ENSG00000149100	Q7L2H7
ENSG00000149115	Q9C0C2
ENSG00000149136	Q08945
ENSG00000149182	Q8N6H7
ENSG00000149218	O94919
ENSG00000149257	P50454
ENSG00000149269	Q13153
ENSG00000149273	P23396
ENSG00000149311	Q13315
ENSG00000149313	Q9NRN7
ENSG00000149357	Q6IAA8
ENSG00000149428	Q9Y4L1
ENSG00000149476	Q3LXA3
ENSG00000149480	O94776
ENSG00000149499	Q32P44
ENSG00000149503	Q9NQS7-2
ENSG00000149532	Q8N684-2
ENSG00000149600	Q86VX2
ENSG00000149636	Q9H410
ENSG00000149639	O94964,O94964-2
ENSG00000149657	Q9BX40,Q9BX40-2
ENSG00000149743	Q86TN4
ENSG00000149782	Q01970
ENSG00000149792	Q13405
ENSG00000149823	Q9UID3
ENSG00000149923	P60510
ENSG00000149925	P04075
ENSG00000149930	Q9UL54,Q9UL54-2
ENSG00000150093	P05556
ENSG00000150316	Q9P013
ENSG00000150459	O00422
ENSG00000150527	O15320-3
ENSG00000150712	Q9C0I1
ENSG00000150753	P48643
ENSG00000150760	Q14185
ENSG00000150768	P10515
ENSG00000150779	Q9Y5J9
ENSG00000150867	P48426
ENSG00000150961	O94855
ENSG00000150995	Q14643-4
ENSG00000151065	Q8IZD4
ENSG00000151092	Q96IV0-2
ENSG00000151093	Q9NWU1
ENSG00000151116	Q8IX04
ENSG00000151131	Q8N5I9
ENSG00000151135	Q8WUH6
ENSG00000151176	Q8NHP8
ENSG00000151224	Q00266
ENSG00000151233	Q4G148
ENSG00000151239	Q12792
ENSG00000151247	P06730
ENSG00000151292	Q9Y6M4
ENSG00000151366	O95298
ENSG00000151414	Q8TDX7
ENSG00000151445	Q9H9C1
ENSG00000151461	Q9HAU5
ENSG00000151465	O75794
ENSG00000151491	Q12929
ENSG00000151498	Q9UKU7
ENSG00000151500	Q9P016
ENSG00000151502	Q4G0F5
ENSG00000151503	P42695
ENSG00000151552	P09417
ENSG00000151553	Q5W0V3
ENSG00000151576	Q9H974
ENSG00000151632	P52895
ENSG00000151689	P49441
ENSG00000151693	O43150,O43150-2
ENSG00000151694	P78536
ENSG00000151726	P33121
ENSG00000151729	P12235
ENSG00000151893	Q86Y37
ENSG00000151914	Q03001,Q03001-3,Q03001-8
ENSG00000151923	Q01085-2
ENSG00000151929	O95817
ENSG00000152061	B7ZAP0,Q5R372-4,Q5R372-4
ENSG00000152082	Q6NZ67
ENSG00000152104	Q15678
ENSG00000152234	P25705
ENSG00000152242	Q96B23-2
ENSG00000152253	Q9HBM1
ENSG00000152422	Q13426
ENSG00000152464	P78345
ENSG00000152465	O60551
ENSG00000152492	Q8IVM0,Q8IVM0-2
ENSG00000152518	P47974
ENSG00000152556	P08237
ENSG00000152620	Q4G0N4
ENSG00000152642	Q8N335
ENSG00000152684	Q9BRX2
ENSG00000152700	Q9Y6B6
ENSG00000152795	O14979
ENSG00000152818	P46939
ENSG00000152894	Q15262-2
ENSG00000152910	Q9C0A0-2
ENSG00000152932	Q96E17
ENSG00000152952	O00469,O00469-2
ENSG00000153015	Q6UX04
ENSG00000153037	P09132
ENSG00000153046	Q9Y232-2
ENSG00000153048	Q9Y2V2
ENSG00000153107	Q9H1A4
ENSG00000153113	P20810-5
ENSG00000153130	Q9UIL1-3
ENSG00000153132	O14967
ENSG00000153147	O60264
ENSG00000153165	A6NKT7
ENSG00000153187	Q00839,Q00839-2
ENSG00000153201	P49792
ENSG00000153207	Q8WYP5
ENSG00000153214	Q96K49-2
ENSG00000153250	P29558
ENSG00000153310	Q9NUQ9
ENSG00000153317	Q9ULH1
ENSG00000153339	Q9Y2L5
ENSG00000153395	Q8NF37
ENSG00000153406	Q9HBL8
ENSG00000153560	Q9NZI7
ENSG00000153561	Q9H871
ENSG00000153574	P49247
ENSG00000153767	P29083
ENSG00000153774	Q9UEE9
ENSG00000153827	Q14669-2,Q14669-3
ENSG00000153904	O94760
ENSG00000153914	Q8WXA9-2
ENSG00000153922	O14646-2
ENSG00000153936	Q7LGA3
ENSG00000154124	Q96BN8
ENSG00000154174	O94826
ENSG00000154229	P17252
ENSG00000154305	Q5JRA6
ENSG00000154310	Q9UKE5-5,Q9UKE5-8
ENSG00000154380	Q8N8S7,Q8N8S7-2
ENSG00000154473	O43684-2
ENSG00000154582	Q15369
ENSG00000154710	Q9UJ41-2
ENSG00000154719	Q9NYK5
ENSG00000154723	P18859
ENSG00000154727	Q06546
ENSG00000154832	Q9P0U4
ENSG00000154839	Q96BD8
ENSG00000154845	Q8TF05-2
ENSG00000154917	Q9NRW1
ENSG00000155008	Q6UXV4
ENSG00000155034	Q96ME1-4
ENSG00000155097	P21283
ENSG00000155100	Q8N6M0
ENSG00000155189	Q9NUQ2
ENSG00000155229	Q96T76
ENSG00000155252	Q9BTU6
ENSG00000155304	P48723
ENSG00000155313	Q9UHP3
ENSG00000155363	Q9HCE1
ENSG00000155366	P08134
ENSG00000155368	P07108
ENSG00000155393	Q7Z4Q2
ENSG00000155438	Q9BYG3
ENSG00000155463	Q15070-2
ENSG00000155506	Q6PKG0,Q6PKG0-3
ENSG00000155561	Q92621
ENSG00000155660	P13667
ENSG00000155827	Q5VTR2
ENSG00000155868	O43513
ENSG00000155876	Q7L523
ENSG00000155959	P61758
ENSG00000155975	Q8NEZ2
ENSG00000156026	Q8NE86-3
ENSG00000156030	Q6PJG2
ENSG00000156049	O95837
ENSG00000156052	P50148
ENSG00000156110	P55263
ENSG00000156136	P27707
ENSG00000156239	Q9Y5N5
ENSG00000156256	Q9Y5T5-2
ENSG00000156261	P50990
ENSG00000156269	Q9BSU3
ENSG00000156304	O95104
ENSG00000156467	P14927
ENSG00000156471	P48651
ENSG00000156482	P62888
ENSG00000156502	Q8IYB8
ENSG00000156508	P68104
ENSG00000156510	Q2TB90
ENSG00000156515	P19367
ENSG00000156531	Q8IWS0
ENSG00000156587	O14933
ENSG00000156599	Q9C0B5-2
ENSG00000156603	A0JLT2
ENSG00000156642	Q9Y639
ENSG00000156675	Q6WKZ4
ENSG00000156697	Q9BVJ6
ENSG00000156709	O95831
ENSG00000156735	O95429
ENSG00000156802	Q6PL18
ENSG00000156970	O60566
ENSG00000156973	O43924
ENSG00000156976	Q14240
ENSG00000156983	P55201-3
ENSG00000157106	Q96Q15
ENSG00000157107	Q0JRZ9
ENSG00000157181	Q5SWX8
ENSG00000157184	P23786
ENSG00000157191	Q9NVZ3-4
ENSG00000157227	P50281
ENSG00000157326	Q9BTZ2
ENSG00000157349	Q9UMR2
ENSG00000157379	Q96LJ7
ENSG00000157483	Q12965
ENSG00000157500	Q9UKG1
ENSG00000157540	Q13627-2
ENSG00000157593	Q8TB61-3
ENSG00000157617	Q9Y426-3
ENSG00000157764	P15056
ENSG00000157778	Q9BT73
ENSG00000157870	Q8TBF2
ENSG00000157881	Q9NVE7
ENSG00000157895	Q96C57
ENSG00000157916	O15258
ENSG00000157954	Q9Y4P8-4
ENSG00000157985	Q9UPQ3-2
ENSG00000158019	Q9NXR7
ENSG00000158042	Q9NRX2
ENSG00000158092	P16333
ENSG00000158195	Q9Y6W5
ENSG00000158411	Q8WV92
ENSG00000158417	O60841
ENSG00000158435	Q9UKZ1
ENSG00000158467	Q96HN2
ENSG00000158470	O43286
ENSG00000158526	Q969E8
ENSG00000158604	Q7Z7H5
ENSG00000158623	Q9UBF2
ENSG00000158710	P37802
ENSG00000158793	Q86X76-2
ENSG00000158864	O75306
ENSG00000158941	Q8N163
ENSG00000158985	Q9NRR3
ENSG00000158987	Q8TEU7
ENSG00000159079	P57076
ENSG00000159086	Q9Y5B6
ENSG00000159111	Q7Z7H8
ENSG00000159131	P22102
ENSG00000159140	P18583-2,P18583-3,P18583-5,P18583-6
ENSG00000159176	P21291
ENSG00000159202	Q9H832
ENSG00000159212	Q96NY7-2
ENSG00000159216	Q01196
ENSG00000159217	Q9NZI8
ENSG00000159228	P16152
ENSG00000159231	O75828
ENSG00000159256	Q14149
ENSG00000159259	Q13112
ENSG00000159322	Q9BRR6-2
ENSG00000159335	P20962
ENSG00000159348	Q9UHQ9
ENSG00000159352	P55036
ENSG00000159377	P28070
ENSG00000159399	P52789
ENSG00000159423	P30038
ENSG00000159459	Q8IWV7
ENSG00000159461	Q9UKV5
ENSG00000159479	Q96G25
ENSG00000159593	Q13564
ENSG00000159692	Q13363-2
ENSG00000159720	P61421
ENSG00000159840	Q15942
ENSG00000159842	Q12979-2
ENSG00000159921	Q9Y223
ENSG00000160007	Q9NRY4
ENSG00000160049	O00273,O00273-2
ENSG00000160058	Q9NW68
ENSG00000160072	Q5T9A4
ENSG00000160075	Q9NP77
ENSG00000160194	P56181,P56181-2
ENSG00000160201	Q01081,Q01081-2
ENSG00000160208	Q14684
ENSG00000160209	O00764
ENSG00000160211	P11413
ENSG00000160213	P04080
ENSG00000160214	P56182
ENSG00000160221	P30042
ENSG00000160256	Q9NSI2-2
ENSG00000160285	P48449
ENSG00000160293	P52735,P52735-3
ENSG00000160294	O60318
ENSG00000160305	Q14689
ENSG00000160439	Q8NBN7
ENSG00000160447	Q6P5Z2
ENSG00000160551	Q7L7X3
ENSG00000160563	Q6P2C8
ENSG00000160633	Q15424
ENSG00000160679	Q9Y3Y2-4
ENSG00000160685	O15156
ENSG00000160691	P29353,P29353-6
ENSG00000160695	Q9H270
ENSG00000160710	P55265,P55265-2
ENSG00000160714	Q7Z7E8
ENSG00000160741	Q53ET0
ENSG00000160746	Q9NW15
ENSG00000160783	Q6P1K2
ENSG00000160789	P02545,P02545-2,P02545-3
ENSG00000160799	Q8WUD4
ENSG00000160803	Q9NRR5
ENSG00000160877	Q96RE7
ENSG00000160883	P52790
ENSG00000160917	O95639,O95639-3
ENSG00000160948	Q9UK41
ENSG00000160949	Q96HA7
ENSG00000161011	Q13501
ENSG00000161016	P62917
ENSG00000161036	Q9UFC0
ENSG00000161057	P35998
ENSG00000161203	Q96CW1,Q96CW1-2
ENSG00000161204	Q9NUQ8
ENSG00000161217	P49585
ENSG00000161267	Q02338
ENSG00000161513	P22570
ENSG00000161533	Q15067,Q15067-2
ENSG00000161542	Q14558-2
ENSG00000161618	Q8IZ83
ENSG00000161634	P81605
ENSG00000161638	P08648
ENSG00000161654	Q3MHD2
ENSG00000161800	Q9H0H5
ENSG00000161813	Q71RC2
ENSG00000161847	Q8IY67
ENSG00000161888	Q8NBT2
ENSG00000161904	Q8NC56
ENSG00000161960	P60842
ENSG00000161970	P61254
ENSG00000162065	Q9ULP9-2
ENSG00000162076	Q96CP2
ENSG00000162129	Q9H078-2
ENSG00000162191	Q04323
ENSG00000162222	Q8N5M4
ENSG00000162231	Q9UBU9
ENSG00000162236	Q13190
ENSG00000162244	P47914
ENSG00000162298	Q86TM6-2
ENSG00000162300	O95159
ENSG00000162302	O75676
ENSG00000162368	P30085
ENSG00000162377	Q96BR5
ENSG00000162384	Q9NWV4
ENSG00000162385	P61326
ENSG00000162402	Q9UPU5
ENSG00000162408	Q5SY16
ENSG00000162409	P54646
ENSG00000162433	P27144
ENSG00000162434	P23458
ENSG00000162441	Q8WZA0
ENSG00000162458	Q8WUP2
ENSG00000162482	O95154
ENSG00000162517	Q9UBV8
ENSG00000162521	Q09028-2,Q09028-3
ENSG00000162522	Q9P206-2
ENSG00000162613	Q96AE4,Q96AE4-2
ENSG00000162616	Q9UDY4
ENSG00000162642	Q8N6N3-2
ENSG00000162645	P32456
ENSG00000162664	Q5BKZ1
ENSG00000162688	P35573
ENSG00000162695	Q8NEW0
ENSG00000162704	O15511
ENSG00000162734	Q15121
ENSG00000162735	P40855
ENSG00000162736	Q92542-2
ENSG00000162775	Q96T37-2
ENSG00000162813	O95861
ENSG00000162819	Q5VW32
ENSG00000162851	Q9H5Q4
ENSG00000162869	Q6ZMI0
ENSG00000162889	P49137
ENSG00000162909	P17655
ENSG00000162923	Q9H7D7-2
ENSG00000162959	Q9Y316
ENSG00000162961	Q9C005
ENSG00000162972	Q8WWC4
ENSG00000163001	Q96G28
ENSG00000163104	Q9H4L7-2
ENSG00000163110	Q96HC4,Q96HC4-4
ENSG00000163114	P29803
ENSG00000163125	Q5VT52,Q5VT52-3
ENSG00000163161	P19447
ENSG00000163166	Q96ST2-2
ENSG00000163170	Q53S33
ENSG00000163191	P31949
ENSG00000163214	Q6P158
ENSG00000163281	Q8TDQ7
ENSG00000163319	Q9Y3D5
ENSG00000163320	Q9UFW8
ENSG00000163344	Q15126
ENSG00000163346	Q96AQ6-2
ENSG00000163348	Q9BRQ0
ENSG00000163382	Q8NCW5
ENSG00000163399	P05023
ENSG00000163466	O15144
ENSG00000163468	P49368
ENSG00000163507	Q8TCG1
ENSG00000163516	Q9H8Y5
ENSG00000163527	Q8TCJ2
ENSG00000163528	Q8N4Q1
ENSG00000163541	P53597
ENSG00000163554	P02549-2
ENSG00000163558	P41743
ENSG00000163565	Q16666
ENSG00000163602	Q8N488
ENSG00000163605	Q9NY27
ENSG00000163608	Q6NW34
ENSG00000163634	Q6I9Y2
ENSG00000163636	Q15008
ENSG00000163655	P49915
ENSG00000163681	Q14BN4-2
ENSG00000163682	P32969
ENSG00000163694	A0AV96
ENSG00000163703	Q96HD1
ENSG00000163714	O15042,O15042-2
ENSG00000163754	P46976-2
ENSG00000163798	Q9BWU0
ENSG00000163807	Q96AT1
ENSG00000163808	Q9NS87
ENSG00000163811	Q15061
ENSG00000163812	Q9NYG2-2
ENSG00000163814	Q9H5V8
ENSG00000163820	Q9BQS8
ENSG00000163840	Q8TDB6
ENSG00000163848	Q9UQR1
ENSG00000163902	P04843
ENSG00000163918	P35249
ENSG00000163931	P29401
ENSG00000163932	Q05655
ENSG00000163938	Q9BVP2-2
ENSG00000163939	Q86U86-5
ENSG00000163946	Q9UK61-3
ENSG00000163956	P30533
ENSG00000163960	O94888
ENSG00000163975	P08582
ENSG00000164022	Q12904
ENSG00000164024	P53582
ENSG00000164040	O15173
ENSG00000164051	Q96ER9
ENSG00000164062	P13798
ENSG00000164070	O95757
ENSG00000164081	Q9Y6I9
ENSG00000164091	Q6UXN9
ENSG00000164104	P26583
ENSG00000164105	O75446
ENSG00000164109	Q13257
ENSG00000164111	P08758
ENSG00000164134	Q9BXJ9
ENSG00000164144	P53367,P53367-2
ENSG00000164162	Q9UM13
ENSG00000164163	P61221
ENSG00000164167	P62312
ENSG00000164171	P17301
ENSG00000164172	O96007,O96007,O96033
ENSG00000164182	Q8N183
ENSG00000164187	Q68DH5
ENSG00000164190	Q6KC79
ENSG00000164237	Q96DG6
ENSG00000164244	Q96M27
ENSG00000164258	O43181
ENSG00000164305	P42574
ENSG00000164307	Q9NZ08
ENSG00000164327	Q6R327
ENSG00000164332	Q8WVY7
ENSG00000164338	Q8TED0
ENSG00000164346	O95478
ENSG00000164347	Q969S9-3
ENSG00000164402	Q92599-2
ENSG00000164405	O14949
ENSG00000164430	Q8N884
ENSG00000164440	Q8N3L3
ENSG00000164466	Q9H9B4
ENSG00000164535	Q8NCG7
ENSG00000164587	P62263
ENSG00000164597	Q9UP83-2
ENSG00000164609	O95391
ENSG00000164654	Q9NXC5
ENSG00000164687	Q01469
ENSG00000164695	Q96CF2
ENSG00000164708	P15259
ENSG00000164733	P07858
ENSG00000164754	O60216
ENSG00000164815	O43913
ENSG00000164818	Q86Y56
ENSG00000164830	Q8N573-2,Q8N573-5,Q8N573-8
ENSG00000164880	Q8N201
ENSG00000164885	Q00535
ENSG00000164889	P04920
ENSG00000164902	Q9H814
ENSG00000164904	P49419-2
ENSG00000164916	P85037
ENSG00000164919	P09669
ENSG00000164924	P63104
ENSG00000164934	Q9NV06
ENSG00000164944	Q69YN4
ENSG00000164951	Q9P0J1
ENSG00000164961	Q12768
ENSG00000164967	Q8N5L8
ENSG00000164978	P50583
ENSG00000164985	O75475,O75475-3
ENSG00000165006	Q9NZ09
ENSG00000165055	Q6P1Q9
ENSG00000165059	P22612
ENSG00000165092	P00352
ENSG00000165119	P61978,P61978-2,P61978-3
ENSG00000165140	P09467
ENSG00000165175	Q9NPA3
ENSG00000165209	Q96SI9
ENSG00000165219	Q14C86-2
ENSG00000165264	O95139
ENSG00000165271	Q9H6R4-4
ENSG00000165280	P55072
ENSG00000165283	Q9UJZ1
ENSG00000165322	Q8IWW6-3
ENSG00000165416	Q9Y2Z0,Q9Y2Z0-2
ENSG00000165417	P52655
ENSG00000165458	O15357
ENSG00000165476	Q6NUK4
ENSG00000165480	Q8IX90
ENSG00000165487	Q8IYU8
ENSG00000165502	Q969Q0
ENSG00000165512	P17026
ENSG00000165525	O60524-4
ENSG00000165527	P62330
ENSG00000165609	Q9UKK9
ENSG00000165629	P36542
ENSG00000165630	Q99633
ENSG00000165637	P45880-2
ENSG00000165660	Q15018
ENSG00000165661	Q6ZRP7
ENSG00000165688	Q10713
ENSG00000165704	P00492
ENSG00000165732	Q9NR30
ENSG00000165733	Q14692
ENSG00000165782	Q86T03
ENSG00000165806	P55210
ENSG00000165819	Q86U44
ENSG00000165832	Q8WWH5
ENSG00000165912	Q9UKS6
ENSG00000165916	P17980
ENSG00000165934	Q9P2I0
ENSG00000165983	Q96BW5
ENSG00000166025	Q8IY63-2
ENSG00000166123	Q8TD30
ENSG00000166128	Q92930
ENSG00000166130	Q70UQ0,Q70UQ0-4
ENSG00000166133	Q8IZ73
ENSG00000166135	Q9NWT6
ENSG00000166140	Q96K21-3
ENSG00000166165	P12277
ENSG00000166166	Q96FX7
ENSG00000166170	Q9UL15
ENSG00000166181	Q9BZZ5,Q9BZZ5-2
ENSG00000166189	Q86YV9
ENSG00000166197	Q14978-2,Q14978-3
ENSG00000166200	P61201-2
ENSG00000166224	O95470
ENSG00000166226	P78371
ENSG00000166233	Q9Y4X5
ENSG00000166266	Q93034
ENSG00000166333	Q13418
ENSG00000166337	Q12962
ENSG00000166340	O14773
ENSG00000166347	P00167
ENSG00000166401	P50452
ENSG00000166411	P50213
ENSG00000166441	P46776
ENSG00000166477	Q8WVC0
ENSG00000166478	P52747-2
ENSG00000166479	Q96JJ7
ENSG00000166503	Q9Y3E1
ENSG00000166508	P33993
ENSG00000166582	Q7Z7K6,Q7Z7K6-3
ENSG00000166595	Q9Y3D0
ENSG00000166598	P14625
ENSG00000166685	Q8WTW3
ENSG00000166710	P61769
ENSG00000166747	O43747
ENSG00000166788	Q96ER3
ENSG00000166794	P23284
ENSG00000166803	Q15004
ENSG00000166847	Q9BTE1
ENSG00000166851	P53350
ENSG00000166855	O76031
ENSG00000166866	Q9UBC5
ENSG00000166887	Q96JC1-2
ENSG00000166888	P42226
ENSG00000166889	Q86TB9,Q86TB9-4
ENSG00000166902	Q9NX20
ENSG00000166908	Q8TBX8
ENSG00000166913	P31946-2
ENSG00000166949	P84022
ENSG00000166974	Q15555
ENSG00000166986	P56192
ENSG00000167004	P30101
ENSG00000167005	O43809
ENSG00000167085	P35232
ENSG00000167088	P62314
ENSG00000167107	Q96CM8
ENSG00000167110	Q08379
ENSG00000167114	Q6P1M0
ENSG00000167193	P46108,P46108-2
ENSG00000167196	Q8NEZ5
ENSG00000167220	Q9H0R4
ENSG00000167257	Q8ND24
ENSG00000167258	Q9NYV4,Q9NYV4-2
ENSG00000167283	O75964
ENSG00000167315	P42765
ENSG00000167323	Q13586
ENSG00000167325	P23921
ENSG00000167378	Q8WZA9
ENSG00000167397	Q9BQB6-3
ENSG00000167447	Q8ND04
ENSG00000167460	P67936,P67936-2
ENSG00000167461	P61006
ENSG00000167468	P36969-2
ENSG00000167491	Q86YP4
ENSG00000167508	P53602
ENSG00000167526	P26373
ENSG00000167552	Q71U36
ENSG00000167553	Q9BQE3
ENSG00000167578	P61018
ENSG00000167615	Q96PV6-2
ENSG00000167642	O43291
ENSG00000167657	O43293
ENSG00000167658	P13639
ENSG00000167670	Q13111
ENSG00000167671	Q9BZV1
ENSG00000167693	Q6DKJ4
ENSG00000167699	Q9HC38-2
ENSG00000167721	Q2NL82
ENSG00000167770	Q96FW1
ENSG00000167775	Q9NPF0
ENSG00000167792	P49821-2
ENSG00000167815	P32119
ENSG00000167862	Q14197
ENSG00000167863	O75947
ENSG00000167900	P04183
ENSG00000167965	Q9BVC4
ENSG00000167977	Q9NXV2
ENSG00000167978	Q9UQ35
ENSG00000167986	Q16531
ENSG00000167996	P02794
ENSG00000168002	P62487
ENSG00000168040	Q13158
ENSG00000168066	Q15637-2,Q15637-4,Q15637-5,Q15637-6
ENSG00000168078	Q96KB5
ENSG00000168092	P68402
ENSG00000168101	Q9BRJ7
ENSG00000168118	P20338
ENSG00000168172	Q86VS8
ENSG00000168214	Q06330-4
ENSG00000168259	Q99615
ENSG00000168264	Q7Z5L9,Q7Z5L9-2
ENSG00000168275	Q5JTJ3-3
ENSG00000168280	O60282
ENSG00000168282	Q10469
ENSG00000168291	P11177-2
ENSG00000168374	P18085
ENSG00000168385	Q15019
ENSG00000168393	P23919
ENSG00000168397	Q9Y4P1-6
ENSG00000168434	P83436
ENSG00000168438	O60508
ENSG00000168439	P31948
ENSG00000168488	Q8WWM7
ENSG00000168495	P05423
ENSG00000168496	P39748
ENSG00000168522	P49354
ENSG00000168530	P05976
ENSG00000168538	Q7Z392
ENSG00000168564	Q9NXV6
ENSG00000168610	P40763,P40763-2
ENSG00000168615	Q13443
ENSG00000168653	O43920
ENSG00000168710	O43865
ENSG00000168724	Q5F1R6
ENSG00000168734	Q9Y2B9
ENSG00000168763	Q8NE01
ENSG00000168781	Q6PFW1-7
ENSG00000168807	Q13425
ENSG00000168827	Q96RP9,Q96RP9-2
ENSG00000168872	Q9NUU7
ENSG00000168883	Q53GS9
ENSG00000168906	P31153
ENSG00000168924	O95202
ENSG00000168938	P45877
ENSG00000168958	Q9GZY8-2
ENSG00000169019	Q9NX08
ENSG00000169020	P56385
ENSG00000169021	P47985
ENSG00000169032	Q02750
ENSG00000169045	P31943
ENSG00000169057	P51608
ENSG00000169067	Q562R1
ENSG00000169093	O95671
ENSG00000169100	P12236
ENSG00000169118	Q9HCP0-2
ENSG00000169139	Q15819
ENSG00000169180	Q96QU8
ENSG00000169213	P20337
ENSG00000169217	O95400
ENSG00000169221	Q4KMP7
ENSG00000169223	Q12907
ENSG00000169251	Q96D46
ENSG00000169288	Q9BYD6
ENSG00000169299	Q96G03
ENSG00000169375	Q96ST3
ENSG00000169398	Q05397-5
ENSG00000169446	Q8N4V1
ENSG00000169504	Q9Y696
ENSG00000169564	Q15365
ENSG00000169567	P49773
ENSG00000169599	Q9UMS0-3
ENSG00000169627	Q9H3K6
ENSG00000169641	Q86V48
ENSG00000169696	Q9BZE9
ENSG00000169710	P49327
ENSG00000169714	P62633-2,P62633-4
ENSG00000169715	P04732
ENSG00000169738	Q7Z4W1
ENSG00000169750	P60763
ENSG00000169756	P48059,P48059-3
ENSG00000169762	Q6NXT6
ENSG00000169764	Q16851
ENSG00000169813	P52597
ENSG00000169871	Q9BRZ2
ENSG00000169891	Q8NFH8-4
ENSG00000169895	Q96A49
ENSG00000169905	Q8NFQ8,Q9H496
ENSG00000169925	Q15059
ENSG00000169976	Q9BWJ5
ENSG00000170004	Q12873
ENSG00000170027	P61981
ENSG00000170035	Q969T4
ENSG00000170142	P51965
ENSG00000170144	P51991
ENSG00000170266	P16278-3
ENSG00000170310	Q9UNK0
ENSG00000170312	P06493
ENSG00000170348	P49755
ENSG00000170365	Q15797
ENSG00000170385	Q9Y6M5
ENSG00000170445	P12081
ENSG00000170448	Q6ZNB6
ENSG00000170468	Q9H6W3
ENSG00000170471	Q86X10
ENSG00000170473	Q9BRP8-2
ENSG00000170484	Q7RTS7
ENSG00000170502	Q9BW91
