ID	UniProt ID	Average Intensity
ENSG00000001561	Q9Y6X5	7.609961473519727
ENSG00000019582	P04233	81.13466992152091
ENSG00000020633	Q13761	2.586746797381724
ENSG00000051523	P13498	33.32601681047207
ENSG00000060982	P54687	100.73020733815216
ENSG00000066468	P21802-8	3.583680989113617
ENSG00000069535	P27338	2.645688821983043
ENSG00000077420	Q7Z5R6	10.394607191956723
ENSG00000077935	Q8NDV3-2	0.40527789001300113
ENSG00000082397	Q9Y2J2-2	5.915728231950748
ENSG00000092929	Q70J99	136.7231916628018
ENSG00000101441	P01036	35.267379831382215
ENSG00000105825	P48307	53.47455215059866
ENSG00000105928	O60443	112.85380893030134
ENSG00000106541	O95994	82.98605552016774
ENSG00000107099	Q8NF50-3	1.4046033282986272
ENSG00000108417	O76014	155.18409223439727
ENSG00000110025	Q9NRS6	1.4268934122186239
ENSG00000111713	P54840	0.6359291660273128
ENSG00000112379	Q5TH69	0.17340834727725193
ENSG00000113889	P01042,P01042-2	46.81456303661659
ENSG00000121413	Q8TBC5-2	1.905448467052299
ENSG00000130176	P51911	65.19665476311508
ENSG00000130635	P20908	4.1475070941992795
ENSG00000132680	Q7Z7F0	0.8057792564361401
ENSG00000133104	Q8N0X7	21.64289327450498
ENSG00000134184	P09488	114.9582862450159
ENSG00000134202	P21266	840.9196495896003
ENSG00000135842	Q9BZQ8	73.97307479139897
ENSG00000136542	Q7Z7M9	3.7442895578632482
ENSG00000138131	Q96JB6	26.48117656085279
ENSG00000138646	Q9UII4	0.7409894586193382
ENSG00000138678	Q53EU6	40.55385542784455
ENSG00000140795	Q32MK0-4	29.94087512767885
ENSG00000143891	Q96C23	13.670771266768813
ENSG00000147872	Q99541	12.167621758279433
ENSG00000148584	Q9NQ94-6	1.2007560006673148
ENSG00000148702	Q14520-2	12.454695410893416
ENSG00000154027	Q9Y6K8-3	11.230763410623524
ENSG00000154639	P78310	1.9807977819611486
ENSG00000155961	Q96DA2	375.68281208913356
ENSG00000158639	Q96GU1-2	13.491878729691326
ENSG00000164176	O43854-2	70.82256747038286
ENSG00000166501	P05771	46.915942144567715
ENSG00000166920	Q9C002	159.53239995034664
ENSG00000170786	Q8N3Y7	13.264749757835393
ENSG00000172164	Q13884	35.387345899877324
ENSG00000173546	Q6UVK1	4.1794588432874065
ENSG00000175287	Q5SRE7-2	36.154667762467554
ENSG00000180543	Q86VY4	8.868979267537416
ENSG00000182902	Q9H1K4	17.683371669441435
ENSG00000185467	A9QM74	12.915851665915437
ENSG00000186340	P35442	30.730327579500347
ENSG00000196126	P01911,P04229	11.229310899743748
ENSG00000196344	P40394	15.784184158928795
ENSG00000197822	Q16625-4	1.002275132019874
ENSG00000197915	Q86YZ3	6.506322601755446
ENSG00000198021	Q9NS26	27.32994817883481
ENSG00000198417	P04733	29.354900917069948
ENSG00000198734	P12259	6.764791304496385
ENSG00000203926	Q9NS26	27.32994817883481
ENSG00000204379	Q9HD64	13.032109064589536
ENSG00000204382	Q9HD64	13.032109064589536
ENSG00000204632	P17693	46.83596242341576
ENSG00000213931	P02100	748.8531732728642
ENSG00000227234	Q9NS25	62.76469699502878
ENSG00000277586	P07196	1450.246945388028
