name PC1 PC2
MCF10A_1 -4.50979178516087 -2.14820782876423
MCF10A_2 -4.5814518505151 2.21093219288192
MCF10A_3 -4.56896407493537 -2.14922104666808
MCF10A_4 -4.75283444083957 2.06193055822242
MDAMB231_1 4.60303771277593 -1.23028500997235
MDAMB231_2 4.65868437028478 1.18799909361017
MDAMB231_3 4.41203796256232 -0.712969205263853
MDAMB231_4 4.73928210582788 0.779821245953996
