ID	Master molecule name	Maximal radius	Reached from set	Reachable total	Score	FDR	Z-Score	Ranks sum	Hits	Hit names
MO000031935	B-Raf(h)	9.083854	29	90041	0.5158437	0.001	3.2861955	17	["MO000019548","MO000031935","MO000032715","MO000038101","MO000044636","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442","MO000257752"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TBP-1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000031003	ERK1(h){p}	9.99809	30	91528	0.5202805	0.001	2.8718917	35	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000158776","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442","MO000257752"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","wnk1-isoform2(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000079128	B-Raf(h)	9.124116	26	73604	0.38622022	0.0	5.1238213	37	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000032219	RasGAP(h)	8.982287	28	77549	0.44840097	0.005	3.1024728	41	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000158776","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","wnk1-isoform2(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000019548	p53(h)	9.602158	30	88762	0.5028237	0.001	2.7225006	44	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000158776","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442","MO000257752"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","wnk1-isoform2(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000100566	Ubc12(h)	9.402784	24	72804	0.3541315	0.001	3.2595122	66	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000190221","MO000190223","MO000190224","MO000214720","MO000214722","MO000218441","MO000218442"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","zo-1(h)"]
MO000190221	TRIO(h)	9.994032	20	56893	0.32667655	0.001	4.6582947	69	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000094091","MO000094092","MO000101724","MO000153599","MO000158775","MO000190221","MO000190224","MO000214720","MO000214722","MO000218441","MO000218442"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform4(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","zo-1(h)"]
MO000018003	PP2A(h)	8.567327	29	91536	0.48660493	0.012	2.3989985	79	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442","MO000257752"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000178977	PP6-isoform2(h)	9.956787	30	74664	0.32987234	0.0	3.128167	80	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057322","MO000057360","MO000057556","MO000079128","MO000081703","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000158776","MO000190221","MO000190223","MO000190224","MO000199335","MO000199336","MO000214720","MO000214722","MO000218441","MO000218442","MO000257752"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TF3C-alpha-isoform2(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","wnk1-isoform2(h)","zo-1(h)","zo-1-long(h)","zo-1-short(h)"]
MO000095600	COP1-isoform1(h)	8.907686	24	81340	0.3626508	0.001	2.6336606	85	["MO000019548","MO000031935","MO000032715","MO000038101","MO000056623","MO000057270","MO000057360","MO000057556","MO000079128","MO000094091","MO000094092","MO000101724","MO000153599","MO000153667","MO000153668","MO000153669","MO000158775","MO000190221","MO000190223","MO000190224","MO000214720","MO000214722","MO000218441","MO000218442"]	["B-Raf(h)","Calmbp1(h)","MAP7D3(h)","MAP7D3-isoform3(h)","PITPNM2(h)","PITPNM2-isoform2(h)","SRm300(h)","SRm300-isoform1(h)","TF3C-alpha(h)","TRIO(h)","TRIO-isoform3(h)","TRIO-isoform4(h)","mki67(h)","mki67-isoform1(h)","mki67-isoform2(h)","p53(h)","p53-isoform1(h)","p53-isoform2(h)","p53-isoform4(h)","talin1(h)","wnk1(h)","zo-1(h)"]
