ID	#Yes sites per 1K	#No sites per 1K	Adj. site FE	Site P-value	Site FDR	Site cutoff	%Yes seq	%No seq	Adj. seq FE	Seq P-value	Seq FDR	Seq cutoff
V$SP1_13	3.6706901887960384	2.3661904334022226	1.072952529022701	2.4336309383418773E-17	4.722055230696022E-15	0.7521239380309845	100.0	99.53917050691244	0.6197391984576991	0.018019502774000086	0.09307145132870852	0.6181909045477262
V$SP1_14	0.8594229588704727	0.4582834737887313	1.2047598010814797	1.2059150893274051E-8	3.2498295069327894E-7	0.9135432283858071	58.666666666666664	36.40552995391705	0.8951042025619105	1.7321499050137958E-4	0.04358951407940118	0.9295352323838081
V$SP1_Q2_01	2.352581729300336	1.505826895377766	1.0674327067419624	3.703808993683498E-12	2.99442668780995E-10	0.9100899100899101	100.0	97.6958525345622	0.6310315664078215	0.01098712264232594	0.07484657083120923	0.8361638361638362
V$SP1_Q2_02	0.4831804281345566	0.2663509914175792	1.0974614701477594	3.615449943044081E-5	2.388823395965902E-4	0.9779669504256384	100.0	99.07834101382488	0.6225242093028966	0.018019502774000086	0.09307145132870852	0.8197295943915874
V$SP1_Q3	0.5682859761686526	0.31256995864783926	1.1222617802931147	7.441285688803132E-6	7.171157704016637E-5	0.9690154922538731	100.0	99.07834101382488	0.6225242093028966	0.02013361474742463	0.09676147453060722	0.7951024487756122
V$SP1_Q4_01	2.549019607843137	1.609514773651396	1.0846397260282852	1.246801834597402E-13	1.4515266958382955E-11	0.91063404892661	100.0	97.23502304147465	0.6339192900312057	0.031355371656662884	0.11737596039449173	0.8587119321018473
V$SP1_Q6	0.6188725490196079	0.37061195445920303	1.0443891517939117	4.11112468711458E-5	2.65898408929933E-4	0.9575212393803099	100.0	98.15668202764977	0.6281700475279637	0.04406611845284417	0.13880350406602052	0.8140929535232384
V$SP1_Q6_01	0.5255117629086465	0.29356232602736254	1.095518341909721	2.415547632548589E-5	1.773127713627407E-4	0.9750374438342486	100.0	97.23502304147465	0.6339192900312057	0.011151422224930544	0.07504327025586208	0.8402396405391912
V$SP2_01	0.4822954822954823	0.26375314393747573	1.1057486609178981	2.964291087756454E-5	2.0590857305286775E-4	0.9221556886227545	100.0	97.23502304147465	0.6339192900312057	0.05192222622311166	0.14940152192028325	0.7614770459081837
V$SP2_07	0.5033763044812769	0.27581875737284756	1.1090773385098334	2.2343665453750798E-5	1.658960160794431E-4	0.9575424575424576	100.0	98.15668202764977	0.6281700475279637	0.013792974746491878	0.08209618553640356	0.8086913086913087
V$SP2_08	0.5437133147976522	0.29042081121366004	1.1462820986845295	5.64488714074332E-6	5.795218350311617E-5	0.9054054054054054	100.0	99.07834101382488	0.6225242093028966	0.02109194759988946	0.09726186263491954	0.7107107107107107
V$SP2_09	1.0012210012210012	0.6119072939349437	1.069135897502061	5.765055358351694E-7	9.14397472505864E-6	0.9446107784431138	100.0	98.61751152073732	0.6253343781185136	0.07766082877492682	0.1778377987013568	0.7864271457085829
