stead state value	logFC
0.479879029467086	-0.00585
0.479879029467086	-0.00585
-0.015708472079364853	-0.01614
0.032953789242263706	-0.10242
0.5529842912714383	-0.06254
0.032953789242263706	-0.10242
0.009143367095991922	-0.10664
0.002597175444767206	-0.06391
0.2459120326945556	0.03641
0.06076739949339423	-0.11665
0.010738654983466867	-0.12524
0.032953789242263706	-0.10242
0.3577982269548117	-0.01848
