stead state value	logFC
0.47245630733895144	0.00157
0.47245630733895144	0.00157
0.005524519130891957	-0.03737
0.03396335723058882	-0.10343
0.48816908512607055	0.00227
0.03396335723058882	-0.10343
0.035570115445829206	-0.13306
-0.0028805774442064234	-0.05843
0.3093465393269868	-0.02702
0.01565000007461436	-0.07153
0.041776207111085845	-0.15628
0.03396335723058881	-0.10343
0.35682192496643345	-0.0175
