stead state value	logFC
0.49368147529320316	-0.01965
0.4936814752932033	-0.01965
0.006374161618434949	-0.03822
0.03136339036028858	-0.10083
0.504443999974155	-0.014
0.03136339036028858	-0.10083
0.03437946338193201	-0.13187
0.012948608047605172	-0.07426
0.3104530392693143	-0.02813
0.025319648522078613	-0.0812
0.040377816169837336	-0.15488
0.03136339036028858	-0.10083
0.3691124412313496	-0.02979
