ID	Gene symbol ID
MO000000111	MVK
MO000000223	BHLHE41,SMAD1,SMAD2,SMAD3,SMAD4,SREBF1,VDR
MO000000265	CXCL12,CXCL5,CXCL8
MO000000288	SREBF1
MO000016808	TGFB1
MO000016810	TGFB1
MO000016825	SMAD1,SMAD2,SMAD3
MO000016826	SMAD4
MO000017264	CXCL8
MO000017443	TGFB1
MO000017450	SMAD3
MO000017458	SMAD4
MO000017557	HSPB1
MO000017658	SMAD2
MO000017741	TGFB1
MO000017762	SMAD1
MO000019000	VDR
MO000019001	CXCL12
MO000019387	CXCL12,CXCL5,CXCL8,TGFB1
MO000019609	SMAD1
MO000019655	SMAD4
MO000019693	SMAD1
MO000019779	SMAD2
MO000019780	SMAD3
MO000019801	CXCL12,CXCL5,CXCL8
MO000019814	CXCL8
MO000019816	CXCL8
MO000019822	CXCL8
MO000019827	CXCL5
MO000019828	CXCL5
MO000019829	CXCL5
MO000020036	CXCL8
MO000020121	CXCL12
MO000020122	CXCL12
MO000020123	CXCL12
MO000020125	CXCL12
MO000020128	CXCL12
MO000020129	CXCL12
MO000020308	SMAD2
MO000020319	HSPB1
MO000020320	TGFB1
MO000020324	TGFB1
MO000020325	TGFB1
MO000020327	SMAD2
MO000020328	SMAD3
MO000020331	HSPB1
MO000020334	HSPB1
MO000020336	HSPB1
MO000020400	TGFB1
MO000020402	SMAD4
MO000020403	SMAD2,SMAD4
MO000020404	SMAD1
MO000020405	SMAD2,SMAD3
MO000020412	SMAD2
MO000020422	SMAD2
MO000020425	SMAD1
MO000020426	SMAD2
MO000020427	SMAD3
MO000020428	SMAD1
MO000020430	SMAD2
MO000020472	TGFB1
MO000020473	TGFB1
MO000020507	SMAD1
MO000020509	SMAD2
MO000020510	SMAD3
MO000020511	SMAD2
MO000020513	SMAD3
MO000020681	SMAD3
MO000021073	SMAD3
MO000021077	SMAD4
MO000021106	TGFB1
MO000021107	SMAD3,TGFB1
MO000021121	TGFB1
MO000021141	TGFB1
MO000021145	TGFB1
MO000021176	SMAD3,SMAD4
MO000021183	SMAD1
MO000021210	SMAD4
MO000021222	SMAD4
MO000021223	SMAD1
MO000021239	SMAD1,SMAD4
MO000021287	TGFB1
MO000021301	TGFB1
MO000021302	TGFB1
MO000021304	TGFB1
MO000021350	SMAD2
MO000021494	VDR
MO000021495	VDR
MO000021504	VDR
MO000021822	CXCL12,CXCL5,CXCL8,TGFB1
MO000021838	HSPA2,HSPB1
MO000021841	ACAT2,FDPS,HMGCR,MVK,PMVK
MO000021891	HSPA2,HSPB1
MO000021923	SMAD2
MO000021924	SMAD2,SMAD4
MO000021944	HMGCR
MO000021958	TGFB1
MO000021960	TGFB1
MO000021964	TGFB1
MO000021971	TGFB1
MO000021972	SMAD1
MO000021977	TGFB1
MO000021984	SMAD3
MO000022033	VDR
MO000022241	HSPB1
MO000022280	CXCL8
MO000022284	CXCL8
MO000022286	CXCL8
MO000022311	CXCL5
MO000022339	CXCL8
MO000022340	CXCL8
MO000022342	CXCL8
MO000022343	CXCL8
MO000025761	SREBF1
MO000025762	SREBF1
MO000025763	SREBF1
MO000028292	SMAD2
MO000028391	SMAD4
MO000028392	SMAD4
MO000028394	SMAD4
MO000028395	SMAD4
MO000028396	SMAD4
MO000028397	SMAD4
MO000032222	SMAD2
MO000032227	SMAD4
MO000032228	SMAD3
MO000032238	SMAD3,SMAD4
MO000032251	SMAD3
MO000032252	SMAD3
MO000032253	SMAD3
MO000033251	TGFB1
MO000033300	SMAD4
MO000033301	SMAD3
MO000033302	SMAD3
MO000033303	SMAD3
MO000033304	SMAD2
MO000033305	SMAD4
MO000033306	SMAD3,SMAD4
MO000033307	SMAD3,SMAD4
MO000033311	SMAD3
MO000033312	SMAD3,SMAD4
MO000033773	HSPA2
MO000033989	SMAD2
MO000035620	TGFB1
MO000035650	TGFB1
MO000035695	TGFB1
MO000035699	TGFB1
MO000035933	TGFB1
MO000035936	TGFB1
MO000035938	TGFB1
MO000035939	TGFB1
MO000036073	TGFB1
MO000036074	TGFB1
MO000036075	TGFB1
MO000036076	TGFB1
MO000036616	HSPA2
MO000036620	HSPA2
MO000036803	CXCL12
MO000037243	SREBF1
MO000037244	SREBF1
MO000037245	SREBF1
MO000037246	SREBF1
MO000038383	VDR
MO000038978	SMAD2
MO000038999	TGFB1
MO000039004	TGFB1
MO000039005	TGFB1
MO000039007	TGFB1
MO000039008	TGFB1
MO000039009	SMAD2
MO000039010	TGFB1
MO000039020	SMAD2
MO000039021	SMAD2,SMAD4
MO000039022	SMAD2,SMAD4
MO000039023	SMAD2,SMAD4
MO000039024	SMAD3
MO000039025	SMAD2
MO000039026	SMAD3
MO000039027	SMAD3
MO000039032	SMAD3
MO000039034	SMAD3,SMAD4
MO000039037	SMAD2,SMAD4
MO000039038	SMAD3
MO000039040	SMAD3
MO000039041	SMAD3,SMAD4
MO000039043	SMAD2,SMAD4
MO000039044	SMAD3,SMAD4
MO000039045	SMAD2,SMAD3
MO000039046	TGFB1
MO000039051	SMAD4
MO000039052	SMAD3
MO000039058	SMAD1
MO000039068	SMAD1,SMAD4
MO000039069	SMAD1
MO000039078	SMAD4
MO000039155	BHLHE41
MO000039705	SMAD3,SMAD4
MO000039706	SMAD3
MO000039708	SMAD3
MO000039709	SMAD4
MO000039712	SMAD3,SMAD4
MO000039713	SMAD3
MO000039714	SMAD4
MO000039767	SMAD2
MO000039768	SMAD3
MO000039772	SMAD2
MO000039773	SMAD2
MO000039774	SMAD3
MO000040150	VDR
MO000040151	VDR
MO000040152	VDR
MO000040153	VDR
MO000040154	VDR
MO000040155	VDR
MO000040156	VDR
MO000040157	VDR
MO000040158	VDR
MO000041035	SMAD2
MO000041057	SMAD3,SMAD4
MO000041104	TGFB1
MO000041251	CXCL8
MO000041255	CXCL8
MO000041266	CXCL8
MO000041267	CXCL8
MO000041268	CXCL8
MO000041269	CXCL8
MO000041571	SMAD3
MO000041577	SMAD3
MO000044013	HMGCR
MO000044073	TGFB1
MO000044074	TGFB1
MO000044075	TGFB1
MO000044076	TGFB1
MO000044077	TGFB1
MO000044078	TGFB1
MO000044079	TGFB1
MO000044080	TGFB1
MO000044086	ACAT2,FDPS,MVK,PMVK
MO000044092	PMVK
MO000044096	HMGCR
MO000044109	ACAT2
MO000044111	FDPS
MO000044137	FDPS
MO000044156	HMGCR
MO000044165	ACAT2
MO000044168	MVK,PMVK
MO000044673	TGFB1
MO000044730	TGFB1
MO000045633	HSPA2
MO000055931	SMAD3
MO000055953	SMAD3
MO000055954	SMAD3
MO000055975	SMAD2,SMAD4
MO000055979	SMAD3,SMAD4
MO000056025	VDR
MO000056026	VDR
MO000056027	VDR
MO000056029	SREBF1
MO000056030	SMAD1,SMAD4
MO000057829	SMAD2
MO000057830	SMAD2
MO000057832	SMAD3
MO000057834	SMAD3
MO000057901	SMAD3
MO000057915	SMAD2
MO000057948	SMAD2,SMAD4
MO000058021	SMAD2
MO000058036	SMAD2
MO000058200	SMAD3
MO000058335	SMAD2
MO000058362	SMAD3
MO000058742	VDR
MO000058767	VDR
MO000058775	VDR
MO000058850	VDR
MO000059798	CXCL12
MO000060995	FDPS
MO000062214	MVK
MO000063312	HMGCS1
MO000066478	CCNG2
MO000070485	FDPS
MO000070616	MVD
MO000077960	VDR
MO000078165	VDR
MO000078570	VDR
MO000078773	VDR
MO000078830	VDR
MO000078841	VDR
MO000079058	VDR
MO000079195	VDR
MO000079202	VDR
MO000079250	VDR
MO000079334	VDR
MO000079340	VDR
MO000079381	VDR
MO000079386	VDR
MO000079387	VDR
MO000079399	VDR
MO000079413	VDR
MO000079722	VDR
MO000079723	VDR
MO000079724	VDR
MO000079759	VDR
MO000079781	VDR
MO000079950	VDR
MO000079957	VDR
MO000079961	VDR
MO000080011	VDR
MO000080012	VDR
MO000080030	VDR
MO000080184	SMAD2
MO000081464	VDR
MO000081465	VDR
MO000081687	VDR
MO000082065	SREBF1
MO000082315	VDR
MO000082410	VDR
MO000082422	VDR
MO000082573	VDR
MO000082821	SMAD3
MO000082823	SMAD3
MO000082824	SMAD3
MO000082825	SMAD3
MO000082826	SMAD3
MO000082889	SMAD3
MO000082890	SMAD3
MO000083101	SMAD3
MO000083108	SMAD3
MO000083185	SMAD4
MO000083376	SMAD3
MO000083381	SMAD3
MO000083408	SMAD2
MO000083431	SMAD4
MO000083435	SMAD4
MO000083437	SMAD4
MO000083696	SMAD2
MO000083801	SMAD2
