name clusters
leukemia1 5
leukemia2 5
apop 8
attr_1 5
attr_2 8
attr_3 9
attr_4 8
attr_5 8
attr_6 8
attr_7 8
attr_8 5
attr_9 8
attr_10 9
attr_11 8
attr_12 5
attr_13 5
attr_14 8
attr_15 9
attr_16 8
attr_17 8
attr_18 8
attr_19 8
attr_20 9
attr_21 9
attr_22 9
attr_23 8
attr_24 9
attr_25 5
attr_26 9
attr_27 9
attr_28 8
attr_29 9
attr_30 9
attr_31 8
attr_32 8
attr_33 5
attr_34 8
attr_35 9
attr_36 5
attr_37 9
attr_38 8
attr_39 5
attr_40 5
attr_41 9
attr_42 8
attr_43 8
attr_44 9
attr_45 9
attr_46 8
attr_47 9
attr_48 8
attr_49 8
attr_50 9
attr_51 8
attr_52 9
attr_53 8
attr_54 9
attr_55 9
attr_56 9
attr_57 5
attr_58 8
attr_59 8
attr_60 9
attr_61 9
attr_62 5
attr_63 8
attr_64 9
attr_65 8
attr_66 5
attr_67 8
attr_68 8
attr_69 5
attr_70 11
attr_71 4
attr_72 10
attr_73 5
attr_74 7
attr_75 7
attr_76 4
attr_77 5
attr_78 4
attr_79 5
attr_80 4
attr_81 11
attr_82 7
attr_83 4
attr_84 7
attr_85 11
attr_86 10
attr_87 10
attr_88 7
attr_89 4
attr_90 7
attr_91 10
attr_92 4
attr_93 7
attr_94 7
attr_95 4
attr_96 7
attr_97 4
attr_98 10
attr_99 7
attr_100 7
attr_101 11
attr_102 11
attr_103 4
attr_104 11
attr_105 11
attr_106 11
attr_107 11
attr_108 4
attr_109 11
attr_110 4
attr_111 7
attr_112 7
attr_113 11
attr_114 11
attr_115 11
attr_116 4
attr_117 1
attr_118 11
attr_119 11
attr_120 7
attr_121 7
attr_122 10
attr_123 11
attr_124 7
attr_125 1
attr_126 4
attr_127 4
attr_128 7
attr_129 1
attr_130 7
attr_131 7
attr_132 1
attr_133 7
attr_134 7
attr_135 7
attr_136 7
attr_137 4
attr_138 1
attr_139 4
attr_140 1
attr_141 7
attr_142 4
attr_143 4
attr_144 4
attr_145 4
attr_146 5
attr_147 5
attr_148 5
attr_149 5
attr_150 1
attr_151 10
attr_152 1
attr_153 8
attr_154 1
attr_155 1
attr_156 1
attr_157 2
attr_158 2
attr_159 10
attr_160 5
attr_161 2
attr_162 5
attr_163 5
attr_164 7
attr_165 9
attr_166 8
attr_167 1
attr_168 1
attr_169 5
attr_170 2
attr_171 1
attr_172 2
attr_173 2
attr_174 2
attr_175 9
attr_176 8
attr_177 2
attr_178 2
attr_179 1
attr_180 8
attr_181 8
attr_182 2
attr_183 1
attr_184 9
attr_185 1
attr_186 1
attr_187 7
attr_188 9
attr_189 2
attr_190 9
attr_191 2
attr_192 1
attr_193 9
attr_194 10
attr_196 1
attr_197 8
attr_198 1
attr_199 1
attr_200 2
attr_201 2
attr_202 8
attr_203 5
attr_204 2
attr_205 9
attr_206 1
attr_207 2
attr_208 5
attr_209 9
attr_210 9
attr_211 1
attr_212 2
attr_213 2
attr_214 2
attr_215 10
attr_216 8
attr_217 5
attr_218 2
attr_219 1
attr_220 2
attr_221 8
attr_222 2
attr_223 2
attr_224 2
attr_225 5
attr_226 5
attr_227 1
attr_228 2
attr_229 7
attr_230 7
attr_231 1
attr_232 8
attr_233 2
attr_234 2
attr_235 8
attr_236 1
attr_237 10
attr_238 2
attr_239 10
attr_240 8
attr_241 1
attr_242 2
attr_243 1
attr_244 1
attr_245 1
attr_246 7
attr_247 9
attr_248 2
attr_249 7
attr_250 2
attr_251 1
attr_252 10
attr_253 2
attr_254 2
attr_255 2
attr_256 7
attr_257 10
attr_258 11
attr_259 1
attr_260 7
attr_261 7
attr_262 2
attr_263 2
attr_264 2
attr_265 2
attr_266 1
attr_267 9
attr_268 10
attr_269 10
attr_270 1
attr_271 2
attr_272 2
attr_273 7
attr_274 5
attr_275 10
attr_276 1
attr_277 1
attr_278 2
attr_279 1
attr_280 1
attr_281 7
attr_282 2
attr_283 1
attr_285 9
attr_286 7
attr_287 11
attr_288 5
attr_289 1
attr_290 1
attr_291 1
attr_292 1
attr_293 1
attr_294 8
attr_295 2
attr_296 1
attr_297 7
attr_298 1
attr_299 9
attr_300 10
attr_301 9
attr_302 2
attr_303 2
attr_304 8
attr_305 10
attr_306 1
attr_307 2
attr_308 11
attr_309 2
attr_310 2
attr_311 10
attr_312 1
attr_313 2
attr_314 2
attr_315 2
attr_316 2
attr_317 10
attr_318 11
attr_319 1
attr_320 1
attr_321 7
attr_322 10
attr_323 10
attr_324 2
attr_325 9
attr_326 10
attr_327 8
attr_328 7
attr_329 2
attr_330 2
attr_331 2
attr_332 5
attr_333 7
attr_334 11
attr_335 5
attr_336 7
attr_337 5
attr_338 2
attr_339 7
attr_340 2
attr_341 8
attr_342 2
attr_343 5
attr_344 2
attr_345 5
attr_346 8
attr_347 2
attr_348 2
attr_349 10
attr_350 2
attr_351 10
attr_352 10
attr_353 10
attr_354 2
attr_355 1
attr_356 2
attr_357 2
attr_358 7
attr_359 8
attr_360 10
attr_361 1
attr_362 2
attr_363 10
attr_364 2
attr_365 7
attr_366 10
attr_367 10
attr_368 2
attr_369 1
attr_370 2
attr_371 10
attr_372 2
attr_373 11
attr_374 10
attr_375 8
attr_376 2
attr_377 2
attr_378 1
attr_379 7
attr_380 1
attr_381 2
attr_382 10
attr_383 8
attr_384 11
attr_385 2
attr_386 11
attr_387 1
attr_388 11
attr_389 8
attr_390 9
attr_391 2
attr_392 2
attr_393 1
attr_394 2
attr_395 10
attr_396 11
attr_397 2
attr_398 10
attr_399 1
attr_400 2
attr_401 1
attr_402 2
attr_403 11
attr_404 1
attr_405 1
attr_406 1
attr_407 8
attr_408 9
attr_409 7
attr_410 2
attr_411 5
attr_412 11
attr_413 1
attr_414 10
attr_415 1
attr_416 8
attr_417 9
attr_418 8
attr_419 9
attr_420 11
attr_421 1
attr_422 10
attr_423 10
attr_424 2
attr_425 10
attr_426 10
attr_427 2
attr_428 10
attr_429 1
attr_430 8
attr_431 10
attr_432 2
attr_433 1
attr_434 10
attr_435 2
attr_436 10
attr_437 2
attr_438 7
attr_439 1
attr_440 1
attr_441 8
attr_442 1
attr_443 1
attr_444 7
attr_445 1
attr_446 11
attr_447 7
attr_448 10
attr_449 1
attr_450 1
attr_451 11
attr_452 2
attr_453 1
attr_454 9
attr_455 10
attr_456 10
attr_457 10
attr_458 1
attr_459 11
attr_460 1
attr_461 1
attr_462 9
attr_463 1
attr_464 10
attr_465 1
attr_466 2
attr_467 10
attr_468 10
attr_469 10
attr_470 1
attr_471 1
attr_472 2
attr_473 1
attr_474 11
attr_475 1
attr_476 7
attr_477 10
attr_478 1
attr_479 10
attr_480 10
attr_481 11
attr_482 1
attr_483 10
attr_484 11
attr_485 10
attr_486 10
attr_487 7
attr_488 1
attr_489 11
attr_490 8
attr_491 11
attr_492 10
attr_493 10
attr_494 5
attr_495 10
attr_496 1
attr_497 10
