Gene_Symbol	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4
PABPC1L	7.381755328	8.019484695	7.74030364	7.21671013	7.74046677	7.12905006	7.9740791	7.41087887	8.15813303	7.76189505
PNPLA3	8.560342334	4.876309888	7.81341387	8.09430311	7.74387442	8.12538724	5.94945465	6.00632155	5.96497075	6.03665266
DCAF11	9.207423359	9.220895563	9.30218788	9.02743897	9.41475551	8.98407466	9.4077423	9.01770292	9.35394641	8.9714979
ZSCAN16	5.550649224	5.672010034	5.79913546	5.53531848	5.66267146	5.16925397	5.5442143	5.65055947	5.69231636	5.6206807
REEP4	7.371324033	8.560684807	7.67485684	7.59667166	7.78727382	7.50618215	8.34869865	8.36537375	8.20631667	8.37831669
COASY	9.076608505	9.931266641	9.37714963	9.19800264	9.28979173	9.17204705	9.81770213	9.67567014	9.7723893	9.78539791
WDR61	8.897809388	8.042758124	8.40690684	8.91041678	8.53074731	8.8988046	7.91484388	8.4237265	7.91850548	8.45782268
TNKS2	11.05557099	10.27286513	10.9153232	10.85617542	10.92575781	10.91427837	10.48509985	10.33638456	10.54529746	10.38167281
PDCD1LG2	6.165133276	5.621503595	4.93597168	6.38153044	4.70710507	6.47410338	5.50570069	5.67061166	5.66334005	5.63989889
CD276	10.27183502	9.808107081	10.11489408	10.28265091	10.06072624	10.23411596	9.97480004	9.80967156	9.95066153	9.87779104
UBXN6	10.33527557	9.33434001	10.22094374	10.02217062	10.21793961	10.03896473	9.82761652	9.24438667	9.73987595	9.17550653
TSGA10	4.459076513	3.619038726	3.92022024	3.09791218	4.77112461	3.64602671	3.25244771	3.33477958	4.10094007	3.88857265
AKNA	4.641745719	8.557644763	5.97005872	5.76580266	5.99971269	5.58244242	8.19373754	7.71081089	8.06754169	7.59765396
SLC35G2	6.240640298	7.184894633	6.526916	6.56045138	6.39201561	6.36443743	7.12281297	6.77571823	7.16339855	6.79656682
ACAD10	7.637906954	6.843455947	7.58872506	7.18065144	7.69896589	7.22112571	7.1444188	6.50354901	7.34832527	6.79510852
TTYH3	10.72875842	10.18954109	10.69540402	10.54704263	10.69998632	10.49593101	10.52737985	10.05966147	10.45297901	10.03895382
ARHGAP39	7.392926867	7.036474167	7.1119669	7.54636093	7.11357989	7.39317895	6.95944698	7.1449804	7.07155064	7.23797717
PRR3	8.199119794	8.317195448	8.33135951	8.09032522	8.2257117	8.22652415	8.23233683	8.34843175	8.19397613	8.37429261
THUMPD2	7.204589649	7.537402991	7.21024311	7.20643403	7.35527864	7.30043385	7.26459317	7.63217058	7.18968964	7.65882906
TSEN2	6.681340351	8.077521818	6.9312359	7.05751281	7.07171142	7.00419477	7.584316	7.96017424	7.72314587	7.89705376
TMEM121	3.550363386	3.083017388	2.96351989	3.2546534	3.44105281	3.61852419	3.07981479	3.40383837	3.04558741	3.26222314
PRR7	7.302177552	6.353604597	6.94641952	7.30206589	6.87109305	7.18423377	6.64790329	6.49538425	6.69988704	6.47378518
KHDC1	3.70456753	6.186413606	4.69106643	4.21120758	4.37086537	4.70198698	5.52657416	5.86588734	5.35459378	5.83701288
NDFIP1	11.58950925	10.73053783	11.34932911	11.46156124	11.39873183	11.47845627	10.94171375	10.81574203	11.03808532	10.84818989
THAP7	7.832169596	7.805121901	7.83033562	7.79329264	7.91074135	7.7529442	7.68892898	7.95039022	7.70399868	7.86508035
STARD5	5.938520957	3.239221119	5.68381629	4.61084404	5.75192688	4.82149093	4.18291787	4.24459037	4.05307114	4.01652449
CPTP	8.370530371	8.590202462	8.44170595	8.37488815	8.47328112	8.37419608	8.48752657	8.60638061	8.54054436	8.53829904
LIMD2	5.111926929	5.873740032	5.25492218	5.29375893	5.50793919	5.16851692	5.58560449	5.5718617	5.80381503	5.77339941
TMEM177	6.284556719	7.004300926	6.34782478	6.58944085	6.30297679	6.52642353	6.60130864	7.00070947	6.67052619	7.02114318
B9D2	4.736914739	5.252269454	5.02911108	4.74479925	4.72110517	4.96321887	5.00279321	5.25451808	4.98663891	5.17400056
CYB5B	10.37888128	9.769819951	10.08396451	10.40756002	10.05716523	10.39715588	9.69073795	10.06824825	9.69336254	10.0410651
ZNF34	6.521972437	4.078870012	6.22155867	6.00981085	5.97515824	5.91831022	4.81171202	4.93013991	4.90277328	4.78313777
COL18A1	10.68196447	10.33608858	10.31854879	10.85291818	10.29015169	10.77305596	10.6353784	10.08882657	10.61329845	10.04969826
INTS5	8.255562243	8.475989092	8.25591049	8.35804801	8.25464706	8.33240064	8.44680781	8.29906151	8.53618823	8.41796702
CMIP	9.15363414	9.959297154	9.47577865	9.17478361	9.46710295	9.10414319	9.97328706	9.49161391	9.47269497	10.0411357
CEP44	7.624834735	7.903681492	7.77336915	7.64471562	7.71245697	7.59982147	7.78910025	7.82917091	7.79466342	7.95141199
ZNF436	8.446792135	7.449801774	8.32487171	7.98360849	8.42373101	8.15905492	7.83992252	7.42504974	7.8979023	7.38009152
EEPD1	3.326108484	5.758111528	3.81892782	4.38822807	4.23124897	4.22578702	5.2048038	5.39101168	5.01247304	5.29403139
DDHD1	8.429164377	8.795970173	8.40760245	8.61666183	8.37056231	8.58579757	8.51037793	8.89253778	8.54443641	8.85244984
DUSP16	6.177809834	8.798561512	6.88329245	6.77296499	6.84434565	6.88539454	8.5603803	7.88573515	8.67917645	7.908247
ZFP91	11.46628796	11.60534238	11.49446588	11.48481969	11.51296222	11.4846506	11.52451756	11.6192738	11.5157101	11.64141395
APOL6	7.975846394	10.27121817	8.58041259	8.28603211	8.65298561	8.30209736	10.25038595	9.0439691	10.25441045	9.11580872
APOL3	5.44388128	6.948633648	6.04321258	5.43855406	6.08526588	5.32491432	6.8439847	6.14252509	6.97788538	6.0875316
SH3BP5L	9.498581838	8.570800444	9.26057757	9.6356263	8.84809998	9.33585967	8.77023314	8.74275325	8.78479817	8.75389581
KDM7A	7.774195663	7.130594042	7.51184235	7.54817953	7.63848367	7.64064868	7.54716867	6.37664811	7.69827087	6.64065154
SETD7	11.60490231	11.42941452	11.57907736	11.52402422	11.61448669	11.55577319	11.42165621	11.47775957	11.40059978	11.55264266
LNPK	10.0585685	10.09280937	9.74174273	10.3516676	9.76566993	10.20570722	9.9345386	10.07816937	9.98931895	10.25420496
ZNRD1ASP	4.513710991	4.220365496	4.33402531	4.17520994	4.81995006	4.09468864	4.31104909	4.13928024	4.35207121	4.29650207
ILKAP	7.451701556	7.64974321	7.16269196	7.70660607	7.2455078	7.66193852	7.34315859	7.77473819	7.26698541	7.83453948
WNT5B	8.611628467	7.290209222	8.2253558	7.98759687	8.25147832	8.75556917	7.59395749	7.55189195	7.58357601	7.61293741
SLC25A32	9.488435917	9.756690409	9.28969599	9.68158254	9.31537802	9.75563331	9.61041716	9.80792779	9.4243974	9.86213979
CLPTM1L	9.932538828	11.1295607	10.08937131	10.28462305	10.09459763	10.29591914	10.96693829	10.79730845	11.01574332	10.81012248
POLR2M	9.662342953	8.825807889	9.69423929	9.13254355	9.63993954	9.40378162	9.1318038	8.87501361	8.98488758	8.99051722
PTDSS2	8.301364489	8.923005286	8.44401104	8.38711592	8.40413545	8.50922478	8.81554135	8.80852477	8.83533494	8.73044242
GPR63	2.342143792	6.313448055	4.14696095	4.08816895	3.74749312	3.79332087	5.37802068	5.79176799	5.37702707	5.83945628
SYNC	6.518493607	4.894057629	5.84809289	6.47563673	5.67170407	6.39473319	5.33953134	5.2305997	5.45036605	5.27248178
HM13	11.50279419	12.41183732	11.4679755	11.83716075	11.47419401	11.87516824	12.46588988	11.95657824	12.42338249	11.92539054
MOB2	8.051484406	7.721904784	8.08978975	7.87957232	7.98010318	7.92342124	8.0139069	7.58241703	7.96657181	7.45201741
ITFG1	10.43131613	9.818052414	10.20258384	10.30916616	10.3426245	10.36365139	10.13479186	9.72522917	10.03000229	9.83584716
SGPP1	9.137782478	9.480596181	9.13943203	9.25697517	9.16521143	9.27271002	9.35654611	9.41239734	9.43700786	9.43430564
SLC38A1	11.68870191	12.58249111	11.94773147	12.00095708	11.70265085	11.79994826	12.0686426	12.32718259	12.72798461	12.37332819
TMX1	9.956220579	11.11653963	10.21992727	10.16942059	10.18820952	10.26607382	10.77478167	10.95436157	10.78404479	11.04511453
GDPD5	7.090574889	7.496483536	7.05555149	7.3053071	7.10706082	7.19908831	7.52855844	7.25704826	7.64333955	7.07244827
FBXO38	9.806872335	9.031882001	9.67648638	9.59444448	9.74607458	9.58968056	9.27935621	9.08251152	9.28439459	9.1342507
TDRD3	7.96160003	8.145625825	8.17690674	7.86767523	8.11767416	7.76332135	8.13329946	8.13993976	8.0339067	8.09543793
VOPP1	9.538456559	9.023177763	9.31579496	9.51274531	9.34945616	9.51221233	8.87903925	9.28984936	8.88297146	9.34822993
RCC1L	8.327916629	8.649748388	8.34351647	8.41947673	8.4242412	8.39415319	8.49853125	8.64295901	8.48334766	8.68672429
YIPF5	10.91004044	10.04496182	10.47078331	10.88957352	10.49664712	10.97733475	10.31801025	10.07996535	10.35951903	10.09489033
INTS14	8.990718754	8.816961999	9.02509262	8.90488735	8.96713251	8.91554372	8.85522763	8.90603882	8.83456096	8.81382988
FAM117A	6.007977398	5.01464404	6.0676639	5.57741404	5.90691278	5.15553777	5.44895333	4.89915609	5.53106373	4.87947477
TRIM11	8.881238489	8.210013238	8.67762269	8.79985599	8.75807088	8.73861657	8.47976789	8.16854762	8.44675043	8.29399581
LMAN2L	7.552344595	8.466525309	7.72455589	7.74266584	7.77091137	7.80278539	8.3367296	8.32500096	8.21253179	8.25910366
C1orf21	10.38693768	6.857261493	10.09820504	9.30483603	10.1314791	9.32263172	7.53317795	8.04002688	7.38615608	7.96569189
NDEL1	10.14445364	9.483442401	9.77127569	10.19834745	9.74983487	10.21188741	9.58175596	9.67112992	9.52541158	9.67951042
CSRNP2	9.001202469	8.107602959	8.71984021	8.88102401	8.76847676	8.9157806	8.36666221	8.23681147	8.3584188	8.25600901
TXNDC5	11.69311314	12.65497667	11.53271199	12.11629552	11.52492837	12.17183858	12.43163848	12.31774963	12.60754323	12.44711029
CLPB	7.22595175	8.523681599	7.36999217	7.57031602	7.52460747	7.61387753	8.03374876	8.46663163	8.05992496	8.42339803
MIR600HG	3.549996389	3.878806752	3.71003806	3.62655778	3.58960317	3.66167402	3.77518191	3.86845439	3.86313814	3.48823308
PDRG1	7.209890088	7.743673312	7.31022362	7.33039559	7.32548042	7.33555658	7.47759783	7.78677535	7.41133433	7.77759322
ANKRD13C	9.522678144	9.638490228	9.48225207	9.58355259	9.57873168	9.52724387	9.4335626	9.67998353	9.54194498	9.76062621
APOLD1	6.419131174	5.750012221	6.40047951	6.01354914	6.37962011	6.12004327	6.11890465	5.43974423	6.18281827	5.62158427
CCDC130	7.624637106	7.462250038	7.64084892	7.45687182	7.67198655	7.56783501	7.539157	7.43694002	7.57036452	7.43004597
GFOD2	8.022721732	7.435028964	7.9547764	7.82518445	7.96247691	7.85456438	7.47932439	7.59464687	7.58547444	7.60149787
PLA2G12A	8.821917274	8.38349785	8.78670371	8.53190841	8.92299204	8.63183183	8.44163552	8.50742008	8.41280633	8.52988009
CDADC1	5.959226595	6.225389548	6.10803509	5.83683684	6.17844958	5.91183987	6.15291317	6.0728323	6.10334018	6.28876754
TRIM8	10.17959692	11.2734708	10.50901062	10.37889626	10.44222367	10.35838583	11.24729132	10.81446911	11.2399182	10.80194418
URM1	9.526722464	9.509580897	9.51413421	9.57055822	9.44975499	9.55098635	9.47931545	9.57706222	9.44536426	9.54228183
LBH	9.136978285	4.36626187	8.1687747	8.62894752	8.0409988	8.68522865	6.00055265	5.7363774	6.14634716	5.71620227
FIP1L1	10.5197454	9.949517703	10.50927529	10.3173546	10.51008622	10.24738627	9.92259139	10.21146157	9.91690154	10.17364187
SNX27	9.746956446	9.444006388	9.7840911	9.55500868	9.77384623	9.59302142	9.64810296	9.3808461	9.58590136	9.36851667
FAM83D	8.120604476	9.737069366	8.49584679	8.42620956	8.46882979	8.36886566	8.71414322	9.83128251	8.65642552	9.79761139
ANP32E	10.50021973	11.54020202	10.64787262	10.76515598	10.66579218	10.75228537	10.94557516	11.58965794	10.95021421	11.62033123
NIPA2	9.970153745	9.880484978	9.7521305	10.04704307	9.79036147	10.09901056	9.47006822	10.23112223	9.99722195	9.65245609
CAB39L	8.620594552	7.227626133	8.40003258	8.32118373	8.38233616	8.29501552	7.57845557	7.38576775	7.74541179	7.47242231
ITM2C	10.63140527	9.073776475	10.52231375	10.15014746	10.46169284	10.16490341	9.58374656	9.31134902	9.50176118	9.26173185
TSPAN14	10.10941096	10.66214175	9.9459292	10.25912866	10.38378509	10.22840299	10.19067307	10.62168565	10.66447091	10.63077873
CDT1	7.426265439	8.669227249	7.22623226	8.0736157	7.11194113	7.93877128	8.26328707	8.59260811	8.15448043	8.51082735
KAZALD1	5.514160379	6.142652736	5.7499225	5.54518487	5.83100094	5.46200187	6.32605551	5.72470861	5.94997654	5.80851949
UNC93B1	8.641009191	8.912083201	8.72812736	8.60923012	8.79550463	8.63130832	8.93247544	8.72555395	9.0355757	8.67158572
DIAPH3	8.685362823	10.21168965	8.71925337	9.22416119	8.80529425	9.17631634	9.47060022	10.22584509	9.49169901	10.17627937
TRMT1L	9.28134439	9.340005453	9.41690091	9.04029235	9.44832728	9.19422286	9.2427049	9.30504398	9.35628235	9.38171821
TSC22D4	9.647224596	9.719985226	9.86732965	9.43520228	9.79280117	9.44816837	9.77837737	9.63299565	9.7749957	9.58969149
MAP1LC3B	10.77807074	10.63058956	10.82645613	10.67179448	10.77680132	10.61981797	10.93767228	10.2126638	10.92765737	10.23905358
CCNL2	10.26691666	8.815682541	10.19442765	9.52033908	10.18503454	9.90521942	8.97533562	9.15864738	9.18703608	9.20040641
VMP1	11.00742	10.74313063	10.94082868	10.9029534	10.92676172	11.03858201	10.8427747	10.75386491	10.83434946	10.75523233
C6orf62	11.14851599	11.42120652	11.1952987	11.12748503	11.28364377	11.1921115	11.49092405	11.18088464	11.49676132	11.24492696
ISCA1	9.129813193	9.110060847	9.13845449	9.04661684	9.20567255	9.09262967	8.93746071	9.23379476	9.03361608	9.21015058
REXO5	5.738052972	5.670278739	5.89049804	5.5409003	5.82606389	5.31148688	4.8785833	5.90779129	5.45665386	5.95700094
TRIM7	7.325135883	2.064002495	6.31981025	6.74056341	6.51103308	6.63407717	4.26687477	4.50566661	4.17391071	4.12057281
NUAK2	6.545232195	7.126745139	6.69376434	6.79809275	6.59949462	6.59954043	7.16485388	6.9075203	7.10330036	6.7570341
TIGD6	7.726223519	5.862008456	7.28179103	7.37505099	7.31887193	7.46581229	6.28929975	6.06855042	6.58382606	6.3608706
RNF170	8.579334736	7.92117347	8.4649766	8.29651411	8.50462371	8.47657468	8.13039185	7.79124643	8.31890491	7.91126544
VANGL1	10.0162361	10.01687403	9.98852063	10.07100154	9.96508396	10.02805406	9.93164398	10.11527064	9.8639999	10.12183195
TRIM56	8.952801753	9.363855423	9.18102984	8.93996608	9.12340309	8.8694744	9.39456238	9.23516347	9.30275949	9.16261287
SBF2	10.17414585	9.765066868	10.18948524	9.93670343	10.17071093	10.02463819	9.91318742	9.63421915	10.07721189	9.68851294
RNF146	8.414703212	7.854454811	8.40334236	8.1867613	8.43390531	8.13015086	8.04385411	7.90784701	8.04387899	7.89082526
SPRY4	9.331281442	11.03134463	9.81941044	9.61169283	9.78944418	9.61321924	10.93173953	10.38966956	10.94165431	10.45433435
TMEM14B	9.194305552	10.06233515	9.20898559	9.47496212	9.29046264	9.51605416	9.79675981	9.96967517	9.81068567	9.97257392
SFXN3	10.81047822	9.758938334	10.625515	10.64048513	10.58377459	10.59114375	10.02523638	9.9701461	10.02263108	9.94328401
ZNF611	7.575779825	7.400335945	7.5437022	7.51680116	7.51454071	7.57288946	7.32598202	7.46445361	7.46106737	7.49404643
MED25	9.146973466	9.060089641	9.28663796	8.97246734	9.23524611	8.96244944	9.03860401	9.05610551	9.09751112	9.10341295
SHARPIN	9.53766062	9.149265947	9.38430371	9.54564359	9.36804726	9.52020683	9.24335916	9.21856197	9.29430454	9.16266967
ARPC5L	8.472261072	9.574899578	8.55872105	8.82759908	8.54768863	8.85147086	9.0772977	9.5161422	9.09949332	9.60468345
ISG20L2	9.523536735	9.544953673	9.38931258	9.67408981	9.33817146	9.62848383	9.31018641	9.72713915	9.31919671	9.68999144
RAB1B	11.36480285	11.48270699	11.29164248	11.495229	11.27996764	11.46370834	11.43518975	11.51392847	11.40256052	11.47318002
LAS1L	8.732626268	9.77591317	8.72986401	9.14507445	8.70130488	9.13148884	9.32562652	9.70346893	9.32538257	9.80148374
HYI	4.887550031	8.349675355	5.92065223	5.98763359	6.08192521	5.65741433	7.75311524	7.84688865	7.66539685	7.80631853
FAHD1	7.99171498	7.731807006	7.84514081	8.0377471	7.80775543	8.02485016	7.86727839	7.81362729	7.70603947	7.74962907
QTRT1	7.487880547	8.09605083	7.53911956	7.66302629	7.58799386	7.69791175	7.96181049	7.95191159	7.92234153	8.0431809
SLIRP	8.692700504	9.67716783	8.56183701	9.12176263	8.66533129	9.07476862	9.12526327	9.67457829	9.13789036	9.75630009
SLC25A28	7.901629723	8.245976782	7.89494882	8.03407631	7.89461329	8.06047527	8.07200002	8.28331333	8.03417348	8.26854369
ABHD17A	7.935758835	7.694864436	7.92655587	7.92956492	7.81724951	7.85876372	7.71361509	7.80422592	7.69430978	7.77145797
CABLES2	7.633376125	8.764470788	7.86871338	7.95187157	7.85602931	7.89099162	8.39778191	8.63202306	8.49740539	8.62751277
SEH1L	9.776263169	10.7333116	9.50495814	10.24328044	9.57378988	10.26561555	10.35841909	10.64297732	10.40593496	10.66697803
KIF18A	6.566157215	9.428149409	7.28847315	7.25744698	7.37286227	7.23215615	8.38122596	9.20291808	8.44702564	9.3050836
ZNF93	3.349054587	7.447139629	4.65994925	4.65813167	4.8045466	5.05060812	6.64397438	6.86589742	6.67788235	6.9122196
HDHD3	6.384922677	6.653997272	6.63437386	6.2449489	6.60754544	6.17095462	6.64664654	6.46907647	6.73616562	6.44458003
PITPNM3	9.375428552	8.549472094	9.12968973	8.88255019	9.04592372	9.59948701	8.77838019	8.71792274	8.80870882	8.53903629
TCF7L1	8.039211711	3.783703234	7.51344878	7.2858173	7.40382977	7.26346988	5.18251077	5.2989322	5.18304871	5.27053346
ADPGK	9.258123318	8.888608054	9.0867717	9.23251276	9.13505288	9.25667357	9.04777079	8.97100838	9.06284074	8.74238099
SH3BGRL3	11.84754048	11.98635439	11.43078492	12.19520912	11.40039281	12.12083006	11.92746355	11.97189024	11.895586	11.94788536
SF3B5	8.725255535	9.126572829	8.8231729	8.83219688	8.79025829	8.79936009	8.99758641	9.10223162	9.01243428	9.0634521
INO80B	8.039535016	7.740985471	8.32861501	7.48474816	8.18977971	7.51531156	7.92198475	7.75495246	7.76250321	7.65286661
GSG1	2.243655412	3.298701512	2.86905854	2.59241591	2.61345629	2.58897063	2.73591256	3.10593828	2.88877889	2.96191757
PUS7L	7.797731604	8.773687708	7.80981467	8.09830408	7.85222348	8.17420236	8.22389836	8.80670976	8.16069818	8.86176533
ABHD11	6.180242092	7.467379823	6.29495099	6.66295722	6.40638594	6.54738328	6.89860744	7.39985258	6.97670075	7.40119855
RAB33B	8.02487851	7.229999293	7.80389414	7.86123914	7.89911524	7.8698509	7.56720835	7.15378225	7.50622275	7.35418255
EMC6	8.072082895	9.215257995	8.3057008	8.42752766	8.20675162	8.38235896	8.66496984	9.18111797	8.73334742	9.19417255
CDCA3	6.443370796	8.86126635	7.15607527	6.87855179	7.01711118	6.83816337	7.46959835	8.78654903	7.58291831	8.88623728
MXD3	5.907588762	6.33695672	5.99918097	6.02117187	6.18410026	5.78963497	6.16822238	6.355932	6.1376819	6.25513429
APH1B	8.375905616	7.47489824	8.41406634	7.84055001	8.39416657	7.86099556	7.89529084	7.2504956	7.96461686	7.22561087
DOHH	6.156885325	7.390612768	6.39477218	6.65036947	6.23430275	6.49620626	6.92428595	7.28691234	6.97937407	7.28024137
ARHGAP24	8.993031497	5.679733752	8.89336495	7.57712124	8.7884657	7.6047415	6.61613754	6.31274712	6.7081346	6.4046313
DDX59	8.571547264	8.044647968	8.24597067	8.55060177	8.34347794	8.65056734	8.21683426	8.1073668	8.15708389	8.13676592
PUS3	7.862253472	7.552865577	7.84038921	7.81080483	7.8114981	7.71547462	7.7167652	7.6347379	7.60526969	7.51289127
NUF2	7.841785741	9.545419891	8.25632684	8.17184178	8.16875634	8.17315401	8.56345196	9.61524324	8.50136887	9.57536964
FAM110A	7.060963869	6.510624321	6.83588688	6.96668199	6.96612988	6.9857302	6.65613239	6.65809365	6.68075317	6.56527204
DNAL1	8.107426896	7.724397489	7.81925828	8.09575404	7.97031749	8.17733313	7.7030894	7.81427392	7.85479348	7.84034138
RILP	4.808283327	7.0045262	5.69887351	5.2639596	5.41670094	5.30266779	6.70469646	6.4595084	6.70755766	6.35583749
COG3	9.350610538	8.474964378	9.19597733	9.18640557	9.14104216	9.18748207	8.7800545	8.50406407	8.72221233	8.64237087
UCK1	8.192151589	8.096708072	8.214986	8.07379596	8.25507769	8.12836568	8.15180592	8.11916028	8.16169465	8.02426846
TMUB1	8.478240866	9.181644276	8.63575689	8.66296693	8.65430948	8.57471691	9.0323483	9.07258158	9.03667225	9.02672386
THAP2	6.702642397	5.582117166	6.67966758	6.23906064	6.56972128	6.23639738	6.03965732	5.65583257	5.9410322	5.76243557
RASSF5	5.304558369	7.257445996	5.81972861	5.81418881	6.12240614	5.44952275	6.79906938	6.90585459	6.84472695	6.9135076
NUDT12	7.637585715	7.655421361	7.66691579	7.62586269	7.61939782	7.64991117	7.59534349	7.5822025	7.71176975	7.70729793
SOX7	7.659999965	3.638007002	7.06150376	6.89194182	7.10801311	6.9621679	4.92959975	5.13201221	5.0122554	5.01020862
BCL2L12	6.474918367	8.351675763	6.62665526	7.09253624	6.78474566	7.12002745	7.72050471	8.21903622	7.71675625	8.17632836
CCM2	9.099547213	8.737117009	8.80424759	9.21332576	8.86598099	9.14011877	8.69701584	8.83131597	8.80550599	8.89056483
GUCD1	9.927949675	9.902388389	9.91406187	9.96746518	9.89318386	9.90737888	9.93904365	9.72918168	9.93609469	9.99991397
AMMECR1L	9.130078872	9.220786794	9.03878007	9.22813319	9.11531283	9.19920545	9.23470422	9.22422038	9.18160213	9.16180541
C18orf21	7.784491898	7.749973914	7.82515716	7.61779791	7.90710228	7.72147979	7.67031728	7.87352248	7.69512991	7.76465876
C19orf12	8.330031536	8.056637193	8.23357441	8.33169552	8.07684238	8.40513492	8.17071002	8.02195104	8.20053949	8.04410809
ZMIZ2	10.21213261	10.78509114	10.31472512	10.37447762	10.32948318	10.30224716	10.83160801	10.58798749	10.75471597	10.46581314
C11orf68	9.40784356	8.87660994	9.45713807	9.16561161	9.35628991	9.17653088	9.05337824	8.96512489	9.06446642	8.85836795
FAM103A1	7.915825639	7.95607347	7.85170772	8.00110199	7.85444197	7.97499345	7.89163465	8.03431321	7.86789991	7.98048466
FAM107B	7.33622669	10.19417439	7.80231282	8.16416885	7.85005457	8.31614987	9.88445169	9.44851783	9.89957441	9.47345128
SELENOO	7.302582375	7.2208931	7.39919018	7.13587962	7.43772569	7.10070332	7.31027967	7.2158725	7.1798384	7.2254213
FAM167A	8.776207197	8.196139587	8.80082718	8.47929061	8.77951598	8.51988797	8.34306152	8.21760299	8.40574941	8.29896763
DYNLRB1	11.11896929	11.12536578	11.08926555	11.15436835	11.07224261	11.15900969	11.20454629	11.0797548	11.14754302	11.05425984
TLN2	5.70380434	6.964312014	5.62980951	6.24783764	5.92536754	6.13890987	6.48170109	6.80370567	6.49932298	6.89570838
PARP9	8.316765724	7.697660151	8.25674683	8.0931222	8.31601506	8.04300482	8.01173322	7.55275511	7.94428712	7.73812581
SESN2	7.781868531	8.017235163	7.88626645	7.68088192	7.67484729	7.67247267	8.46239697	6.73758426	8.28074548	6.9351561
CD99L2	10.01518025	11.05642678	10.38363838	10.29816073	9.72794797	10.33179692	11.10312027	10.51399405	11.07184915	10.49560061
HSDL1	8.126941601	7.851131157	7.8998409	8.1143267	8.10039346	8.11864943	8.04625531	7.64605396	8.08110541	7.7772905
RHNO1	8.748203862	9.032506561	8.75868568	8.83832337	8.71053189	8.89365987	8.84461733	8.91642264	8.82219684	9.23725515
TRAPPC9	9.314030892	7.248615425	8.98638272	8.88491313	8.96316321	8.89021632	7.99041507	7.48584997	7.91697119	7.47328579
SH3BGRL2	7.287402099	4.345557567	6.83726947	6.50937108	6.94928762	6.65977625	5.35932857	5.16991902	5.22657755	5.25572001
TRPT1	7.227635614	7.18328985	7.21859427	7.27123295	7.13079173	7.16895221	7.52094274	6.8608847	7.33810329	6.78490583
YPEL3	9.523052027	7.247550637	9.47466835	8.13482325	9.49754897	8.10299741	8.06826585	6.90747792	8.09359183	6.81309243
RIOK1	8.405305494	9.61782947	8.6249188	8.75089476	8.45168891	8.81785131	9.16804645	9.55543415	9.17399047	9.54807978
ATG10	6.327240775	5.49803023	5.99031737	6.10140455	6.26304426	6.17561899	5.71428384	5.71577612	5.82136418	5.57663654
ITCH	11.0109998	11.04029013	10.87520617	10.95220487	11.05697948	11.14679686	11.15255162	10.83690626	11.09216324	11.01315062
MARVELD1	10.51522775	8.591312679	10.17170264	10.19959738	10.16457929	10.14188054	9.08847523	9.03841029	9.00508228	9.06067055
GRWD1	8.603864777	9.505457828	8.54303477	8.98923408	8.45692645	9.0126141	9.03618446	9.5479983	9.04485035	9.50181938
ZNF484	6.603526597	6.639358352	6.74612078	6.4962103	6.74750633	6.38162384	6.47989462	6.67589116	6.67903296	6.65142754
L3MBTL2	9.408591011	7.906628145	9.23723113	9.02229471	9.26032267	8.93990682	8.13240332	8.31283699	8.20186151	8.35112109
LONP2	10.26735573	9.69878937	10.17148279	10.14755925	10.16796297	10.1339471	9.84083717	9.78152476	9.83917962	9.81836063
RBM4B	8.637957359	8.127299735	8.57698336	8.45786184	8.58926615	8.49833061	8.10248652	8.24713508	8.17885269	8.39480634
FRMD8	8.411603917	8.045728404	8.32604874	8.36321938	8.23987899	8.39985457	8.17400042	8.04247695	8.25367731	8.00073883
ARMC10	8.563229373	9.112835178	8.61764689	8.78100506	8.61319559	8.70282248	9.04199566	8.88379871	9.05741757	9.01380027
SETDB2	7.071976907	6.728826798	7.16510317	6.92628705	7.08170627	6.74600788	6.81761177	6.80516065	6.73411065	6.85009056
KLF16	8.797153184	9.146749546	8.57866262	9.11100727	8.52744172	9.06602196	8.91124287	9.2094934	8.92831968	9.16001526
FSD1L	6.821867499	6.590749417	6.54520587	6.80552703	6.80688269	6.85287	6.34479593	6.71016416	6.51010239	6.8861786
TMTC1	11.2447766	7.968520581	10.96251959	10.19209769	11.043342	10.26204239	8.94874567	8.52869637	9.01863561	8.56070595
ATAD3B	7.499239895	8.573273119	7.27368144	8.03340023	7.08513149	7.87629818	7.72810784	8.70825789	7.19049904	8.72942001
TAF3	8.159780286	8.54825173	8.32481237	8.20803554	8.26900639	8.15183664	8.38512289	8.57603652	8.28665482	8.58309513
RSPH3	9.193212723	7.235142308	8.98999542	8.73932908	8.80530233	8.68137926	8.01361037	7.2495852	7.97363922	7.17360944
TMEM120A	7.68874879	8.397448995	7.7385817	7.78975041	7.98758951	7.73751783	8.57578358	7.8252728	8.50753886	7.72778503
RAB34	10.67458052	10.08036517	10.16358846	10.64649796	10.65345944	10.65120391	10.27450741	10.26271832	10.27200815	9.9378497
TBC1D10A	7.490400653	7.550309091	7.44205347	7.63962992	7.38888441	7.47408849	7.80951176	7.28047129	7.64941445	7.24086245
