ID	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000154265	ABCA5	-1.07022836815465	128.644276361885	0.519654757322766	-0.188430249453844	0.850539388754437	0.894028768764767
ENSG00000154262	ABCA6	-21.531001224588	435.302166478041	0.791979220189717	-5.59148951209131	2.25129895077294E-8	1.40834422971138E-7
ENSG00000064687	ABCA7	1.30389576232921	97.349172045729	0.524505080977964	0.729885284863547	0.465460307717817	0.55536089829586
ENSG00000135776	ABCB10	-1.56015372151008	701.76578359792	0.291188699524241	-2.20368505192143	0.0275465011322007	0.0503979004129039
ENSG00000115657	ABCB6	1.37940792982037	158.754747061056	0.168502545839935	2.75395937337558	0.00588790764955615	0.0129578017474646
ENSG00000131269	ABCB7	1.02602654382963	444.50551033993	0.292693739707486	0.12664450808146	0.899221768180347	0.931334139145627
ENSG00000197150	ABCB8	1.60577705880842	205.643930134719	0.251658011594426	2.71507989373377	0.00662597835508035	0.0144126694677848
ENSG00000150967	ABCB9	1.26998385432148	65.1257116688608	0.223698434358457	1.54140620919516	0.123217953787672	0.183992968219323
ENSG00000103222	ABCC1	-1.62784887143837	2527.18857877915	0.319702330677338	-2.19881652206394	0.0278909712082717	0.0509526762203455
ENSG00000124574	ABCC10	-1.11701239475718	240.125089847393	0.143121664481001	-1.11545093563441	0.264657232657574	0.349922637455286
ENSG00000108846	ABCC3	-11.0068005355741	7351.37380561672	0.531836170651677	-6.50637066841758	7.69881241777107E-11	6.61006444903138E-10
ENSG00000125257	ABCC4	1.71386541654631	577.852010306555	0.29037298760345	2.6767428708053	0.00743416635229161	0.0159737609187066
ENSG00000114770	ABCC5	-1.15326178218565	261.626121242443	0.226596819496596	-0.907868133753946	0.363947895474694	0.455040866113591
ENSG00000101986	ABCD1	1.2979899786806	232.874893670021	0.281230688956044	1.33797362670862	0.180905034157336	0.255088073158398
ENSG00000173208	ABCD2	-1.61430872041669	11.2996084808145	0.700303327429384	-0.986596063382541	0.32384070086241	0.413588159929199
ENSG00000117528	ABCD3	1.74229706319166	1212.86437207177	0.206488299426198	3.87910902417525	1.04839761778252E-4	3.48384953407829E-4
ENSG00000119688	ABCD4	1.81299333550515	300.450671016663	0.280429156401411	3.06092858821994	0.00220651714111958	0.00539725188646454
ENSG00000164163	ABCE1	1.86209001977604	2987.02216816758	0.3687752789146	2.43216633722382	0.0150088129000369	0.0296204091141018
ENSG00000204574	ABCF1	2.61578057399218	1929.50364697041	0.202050508297467	6.8658155648091	6.61124450388023E-12	6.47241884670683E-11
ENSG00000033050	ABCF2	2.51667649498054	1732.8349540937	0.263824108565061	5.04699811207784	4.48805783873361E-7	2.30369566254897E-6
ENSG00000161204	ABCF3	1.37788146222429	599.67107253601	0.107099995123347	4.31794398519227	1.57489384304808E-5	6.11880925498713E-5
ENSG00000160179	ABCG1	-1.0474407674506	209.156797652889	0.919394925480964	-0.0727311629472532	0.942020049765594	0.964183391173384
ENSG00000144827	ABHD10	1.612819478403	494.797753176797	0.238091368046475	2.89630394198474	0.00377586497310872	0.00871000966070915
ENSG00000106077	ABHD11	2.43494694171152	124.744522351546	0.29298602901862	4.38208722837353	1.17547725619858E-5	4.67429079508642E-5
ENSG00000100997	ABHD12	1.42889495851773	762.394377956274	0.12737699086297	4.04233025826761	5.29226215374048E-5	1.85702638197852E-4
ENSG00000139826	ABHD13	-1.4163485565833	326.393300719015	0.124215557717735	-4.04278142503485	5.28208559268419E-5	1.85450888029591E-4
ENSG00000248487	ABHD14A	-1.28217987137586	156.42040427459	0.148660998687072	-2.41219061263081	0.0158569890396687	0.0310431151299489
ENSG00000114779	ABHD14B	-1.29668680000559	687.995920547696	0.230658520411328	-1.62504317798004	0.104153358938767	0.15900342885067
ENSG00000168792	ABHD15	1.48404715895759	194.664756670297	0.13392948741502	4.2525133828274	2.11384579807365E-5	8.02105799606878E-5
ENSG00000204427	ABHD16A	2.15703549513822	331.232533767991	0.205470576141014	5.39760941843072	6.75346877440501E-8	3.9413843508632E-7
ENSG00000129968	ABHD17A	-1.18192474199171	226.024246105905	0.123985694944991	-1.94488707928321	0.0517885704527664	0.0874108999923399
ENSG00000107362	ABHD17B	1.30030014424158	229.274450895332	0.170349044404257	2.22393190306273	0.0261530262116698	0.0481120665344223
ENSG00000136379	ABHD17C	1.240833242017	311.400738698523	0.128819783524971	2.41662602898238	0.0156651022415254	0.0307210060625471
ENSG00000164074	ABHD18	-1.05461197299582	178.22424031391	0.222198625394639	-0.345241923458715	0.729912503705193	0.796508477590325
ENSG00000140526	ABHD2	-4.04750310421359	4022.38303012451	0.303597358253131	-6.64377384112394	3.0575160966181E-11	2.75533270413688E-10
ENSG00000158201	ABHD3	2.30321286165943	126.358240590982	0.281588340783563	4.2744942742346	1.91571628048121E-5	7.33684892912132E-5
ENSG00000100439	ABHD4	-1.22261147010741	782.161128743223	0.395639485347239	-0.732904621180191	0.463616604390878	0.553695809303943
ENSG00000011198	ABHD5	1.35255588172673	931.863760381401	0.27761244795781	1.56941161815061	0.116552058640856	0.175331874407375
ENSG00000163686	ABHD6	2.21292938732642	152.330645509102	0.191717438071378	5.97732490191489	2.26831522634235E-9	1.64756229403055E-8
ENSG00000127220	ABHD8	1.5526407800159	193.913529318956	0.400855834747853	1.58342234400675	0.113325233537334	0.170998199847797
ENSG00000136754	ABI1	-1.3400863739816	1123.97927899088	0.0948932017951004	-4.45054000935264	8.56546334848138E-6	3.4972339613512E-5
ENSG00000138443	ABI2	-1.43565808118189	1156.58588188821	0.226168880326262	-2.30673731312989	0.021069468782671	0.0398825320683163
ENSG00000097007	ABL1	-1.54192833347652	1565.17238677337	0.146110327309644	-4.27578066524217	1.90468675578952E-5	7.29913302350481E-5
ENSG00000143322	ABL2	1.61426762254625	1423.24644472676	0.39442829564434	1.75159790596391	0.0798429729123395	0.127318008561171
ENSG00000099204	ABLIM1	5.52589832214568	1354.46553484494	0.297773559017498	8.28216254188967	1.20958338569889E-16	1.86805034128873E-15
ENSG00000163995	ABLIM2	2.8300703826679	159.602007180334	0.620018545400164	2.42063393725992	0.0154934704983717	0.0304182151608743
ENSG00000173210	ABLIM3	-3.16629344435447	5244.53964950165	0.276159621825363	-6.02113718196169	1.73195886102677E-9	1.27295370184329E-8
ENSG00000159842	ABR	-1.53182604187743	2078.46700896687	0.218566759876724	-2.81494071072915	0.00487862336088902	0.0109401070911834
ENSG00000146386	ABRACL	-1.05657690878537	201.831502361227	0.224818901149658	-0.353163302618449	0.72396601776864	0.791767739181335
ENSG00000163322	ABRAXAS1	1.15457261080706	435.043958700196	0.2724194649502	0.761175075223673	0.446552503464754	0.537158619443778
ENSG00000165660	ABRAXAS2	1.2328064349329	550.436224559454	0.141816900538407	2.12912774384546	0.033243692944808	0.0594565469503623
ENSG00000146109	ABT1	1.72699330970374	355.792982501586	0.198852752640989	3.96405120608793	7.36884353320475E-5	2.52124236645651E-4
ENSG00000114626	ABTB1	-2.30983178560025	174.723332960987	0.657870083496221	-1.83590623884224	0.0663715248378847	0.108369824053244
ENSG00000166016	ABTB2	4.11236404454174	245.492982698252	0.410784837127822	4.96602551874827	6.83389663080905E-7	3.40454809974378E-6
ENSG00000060971	ACAA1	-1.76271294267336	355.269582477375	0.17268478119024	-4.73578242188861	2.18211595757714E-6	9.95202755845903E-6
ENSG00000167315	ACAA2	-1.24379638678221	666.693941635886	0.101664542001428	-3.09596959838874	0.00196170473395791	0.00485514062260616
ENSG00000278540	ACACA	1.81983574786438	1521.58386585241	0.238230554625891	3.6259338981434	2.8791900441502E-4	8.64877048273174E-4
ENSG00000076555	ACACB	-2.3414250463766	86.9617400995837	0.440325769333184	-2.78745179308394	0.00531243576181492	0.0118197916039445
ENSG00000111271	ACAD10	-1.73220184481076	157.007465388434	0.389530657252034	-2.03477450397195	0.0418735676059384	0.0725796756132673
ENSG00000240303	ACAD11	-2.35696295147864	20.7569291824444	0.441116434854114	-2.80408750085816	0.00504592089693928	0.0112877698138122
ENSG00000151498	ACAD8	1.28880112806411	227.597225127352	0.192032412308374	1.9060827155289	0.056639474842731	0.0945011089374668
ENSG00000177646	ACAD9	-1.08736621278501	482.736137849592	0.148207258838415	-0.815330549346307	0.414883126592994	0.506760358779678
ENSG00000117054	ACADM	-1.15705200922077	676.470535857134	0.142280427316612	-1.47914733376301	0.139100941835373	0.204108329735871
ENSG00000122971	ACADS	2.92188793526616	62.6341143186756	0.359638666154236	4.301263997245	1.69826584630221E-5	6.5609989152795E-5
ENSG00000196177	ACADSB	-1.22957580009748	552.533126019483	0.156446683555877	-1.90582931663282	0.0566723540150872	0.0945431992784772
ENSG00000072778	ACADVL	-1.41374408262359	1864.10161691106	0.217482859072284	-2.29682922049493	0.0216285139471889	0.040796990811835
ENSG00000114331	ACAP2	-1.19389828935317	1236.47254294451	0.124812664849717	-2.04850954823071	0.0405100974819068	0.0705727939070725
ENSG00000131584	ACAP3	-2.31427980396009	427.013656867918	0.129540273559351	-9.345072912492	9.18261825105037E-21	1.9526893027836E-19
ENSG00000075239	ACAT1	2.48743767414712	1053.34332167455	0.0750629400943812	17.514107173697	1.11826608669434E-68	1.79430876637774E-66
ENSG00000120437	ACAT2	1.17436614645184	727.919940613577	0.488889346006642	0.474304230804555	0.635282974958641	0.713408576223778
ENSG00000182827	ACBD3	-2.51790038319485	1767.07646654741	0.204152495287844	-6.52561804021265	6.77216992675793E-11	5.85515461477217E-10
ENSG00000181513	ACBD4	-1.10150710284173	79.3311823008835	0.573055582050901	-0.243394885870421	0.807699505196757	0.859676721804439
ENSG00000107897	ACBD5	1.22516184971233	699.448492537781	0.149391310815547	1.96110702222689	0.0498665397464546	0.0845032662299799
ENSG00000230124	ACBD6	-1.08102948035955	804.710152780337	0.100460274014315	-1.11890862254449	0.263179124077605	0.348395808205165
ENSG00000176244	ACBD7	1.929058416519	34.4584999865085	0.592239599467485	1.60052930126496	0.109481212035249	0.165947782443321
ENSG00000102977	ACD	-1.04686561772254	281.366567376135	0.247103745076533	-0.267402910843124	0.789158958489007	0.844119991442615
ENSG00000177076	ACER2	-3.26122386974248	18.0849055395275	0.373913376698541	-4.56098547392202	5.09141035285449E-6	2.17286269117503E-5
ENSG00000078124	ACER3	1.0991461913586	617.845060566059	0.159501246454149	0.855060928819302	0.392517418128993	0.484277281903706
ENSG00000100813	ACIN1	1.02939616437909	2570.44291278788	0.256004231909705	0.163271957445098	0.870304312322638	0.908974877531649
ENSG00000144476	ACKR3	-5.03029635622175	103.088302306954	0.364268670500851	-6.39814397063215	1.5727696047471E-10	1.2954378977767E-9
ENSG00000131473	ACLY	1.12708243801223	4175.40201258343	0.338490155126742	0.509890877386585	0.610127913452731	0.690557930625549
ENSG00000122729	ACO1	2.96198684885484	1966.69500806474	0.125359666968723	12.4965650674797	7.79470639406616E-36	3.77661166661519E-34
ENSG00000100412	ACO2	1.04541564794698	1100.8027944019	0.0952178218397068	0.672948171065958	0.500980264617948	0.589094048668006
ENSG00000184227	ACOT1	-1.32808520633323	114.577992528442	0.244709427000722	-1.67279092620044	0.0943684617773689	0.146564719705769
ENSG00000112304	ACOT13	1.24875654676607	303.482898337445	0.137313198968749	2.33402356042931	0.0195944882768733	0.0373941771178205
ENSG00000119673	ACOT2	-1.24352622453054	237.020701795016	0.218283471526642	-1.44049813046834	0.149726518570409	0.217121025462136
ENSG00000097021	ACOT7	1.64513367124731	930.25194187535	0.296928181851094	2.41878290853121	0.0155725308691463	0.0305540128455301
ENSG00000101473	ACOT8	-1.01506813309225	177.725479243369	0.238672775101475	-0.0904022957200221	0.92796753244426	0.954306547640156
ENSG00000123130	ACOT9	1.51698271807814	1238.32990942989	0.197576921727168	3.04288904194179	0.00234318714812421	0.00568205637194792
ENSG00000161533	ACOX1	-1.0216066572563	533.302542787736	0.156980173116147	-0.196456857146643	0.844252597624983	0.888630162178963
ENSG00000168306	ACOX2	5.01105548686104	55.3961728232256	0.368674429766736	6.30668775735021	2.85070109712602E-10	2.29748284768376E-9
ENSG00000087008	ACOX3	-3.03429395345055	286.715893091872	0.334139360385212	-4.79249392992942	1.64720757257593E-6	7.65372303842631E-6
ENSG00000143727	ACP1	-1.06699372735014	1126.88104820053	0.0928862472754649	-1.00716411316062	0.313855915483466	0.403337823569609
ENSG00000134575	ACP2	1.35060093532621	495.78342532461	0.193740327919764	2.23805475290386	0.0252174848044206	0.0466200845067509
ENSG00000162836	ACP6	1.31988208988644	187.600792204743	0.262329026347141	1.52636198689741	0.126919739056623	0.18863146590215
ENSG00000167107	ACSF2	1.18412469012197	137.98857221056	0.536242822898434	0.454683953846483	0.649336626490475	0.725957290769145
ENSG00000176715	ACSF3	-1.68005530303998	159.188469138415	0.181668059761594	-4.12019991035848	3.78543810486075E-5	1.36512223542191E-4
ENSG00000151726	ACSL1	1.21612858196489	3231.26251172167	0.483534740228673	0.583816942868681	0.559343477959018	0.643812993309453
ENSG00000123983	ACSL3	1.63165179528107	3978.36717917242	0.215625325239016	3.27574327927502	0.00105384306995661	0.00278746117090855
ENSG00000068366	ACSL4	1.50814514284874	2949.30716836506	0.334518780042404	1.7720239180265	0.0763905869782681	0.122508528312111
ENSG00000197142	ACSL5	28.7105725733905	1954.4040512627	0.340973147009679	14.2049608298649	8.53503672798655E-46	5.82598777758419E-44
ENSG00000154930	ACSS1	-1.12389014747622	134.736689486211	0.944041325911718	-0.178489038898924	0.858338928672398	0.899701150737887
ENSG00000131069	ACSS2	-1.04027832653396	1180.68676913599	0.386111068131218	-0.147547112388245	0.882700196306865	0.918356486584673
ENSG00000107796	ACTA2	-12.1030701804535	341.955316706674	0.253948277741432	-14.1654875103641	1.49823562479568E-45	1.01707149144784E-43
ENSG00000075624	ACTB	-1.20770197488918	85190.7933510299	0.520696700049515	-0.522884981047235	0.601054296819962	0.682100288161167
ENSG00000184009	ACTG1	-1.63824151949054	43130.6864014313	0.334130844373964	-2.13134487729422	0.0330607404727181	0.0591464593889997
ENSG00000241547	ACTG1P20	-1.85821929761599	72.9546023343516	0.390409204935612	-2.28970208698398	0.0220385923561456	0.0414692062991439
ENSG00000236085	ACTG1P4	-1.55075967945525	8.01975182358524	0.680406859037573	-0.930289166655119	0.352221385378873	0.443191283873712
ENSG00000182584	ACTL10	-5.7308253746297	7.91313154799477	0.739796153716479	-3.40464454101254	6.62502289111443E-4	0.00183607352668728
ENSG00000136518	ACTL6A	2.399966538467	1176.86374745148	0.347694877592145	3.63253637771517	2.80648995907503E-4	8.45403088500397E-4
ENSG00000072110	ACTN1	-1.38833258721873	11845.7237768985	0.441172617395294	-1.07294333527457	0.283296540965473	0.370344806224571
ENSG00000130402	ACTN4	1.23348003036358	11891.4079583874	0.475357563737039	0.636856089316114	0.524218587145513	0.611472870485538
ENSG00000131966	ACTR10	-1.06539561831342	772.873625314683	0.135768068691257	-0.67312773531281	0.500866030310398	0.58901578188511
ENSG00000138107	ACTR1A	1.135355326281	1695.42581243975	0.131602847849396	1.39164071278561	0.164031223795456	0.234370969121413
ENSG00000115073	ACTR1B	1.16619858259912	599.476007251734	0.174504761188007	1.27110270750937	0.203692112260369	0.281879037519809
ENSG00000138071	ACTR2	-1.03068514823226	5207.79635262869	0.287437988018126	-0.151697722799817	0.87942535332903	0.916004012655028
ENSG00000115091	ACTR3	-1.12705639323718	4642.54897273807	0.467880506922801	-0.368811483384476	0.712268244667112	0.782349495294976
ENSG00000133627	ACTR3B	2.56284274666753	110.807611295755	0.198680537220263	6.83380958242174	8.26887684943792E-12	7.97517357336499E-11
ENSG00000101442	ACTR5	1.29604151674649	130.722503510535	0.317621895896317	1.17785309630261	0.238855176686514	0.321570851908236
ENSG00000075089	ACTR6	1.40198821118899	291.172005073666	0.160497638518433	3.03726723208799	0.00238733705821147	0.00577777656301718
ENSG00000113812	ACTR8	-1.02011655685366	481.798871673181	0.103931079827408	-0.276471693012985	0.782185798368733	0.838880689135911
ENSG00000184378	ACTRT3	-2.51835173906458	19.2419138202285	0.421820611011308	-3.15887788331259	0.0015837783804497	0.00401303976424447
ENSG00000115170	ACVR1	-1.88416895935782	509.942984476759	0.245008471925015	-3.73019077492987	1.9133484030095E-4	6.03200293931674E-4
ENSG00000135503	ACVR1B	-1.13163663234355	354.770764540177	0.2771733634692	-0.643679399859416	0.519783350906516	0.607662889242198
ENSG00000121989	ACVR2A	-1.39121995687204	146.820882176351	0.309798787304659	-1.53761264634215	0.124143353488381	0.18512868223886
ENSG00000114739	ACVR2B	1.88686343355998	127.375144606762	0.358425841168854	2.55559143024787	0.0106007507470715	0.0218615048372672
ENSG00000229589	ACVR2B-AS1	1.63307423749259	14.8470442291924	0.756375359424409	0.935501621871321	0.349529847889643	0.440208080599036
ENSG00000119640	ACYP1	3.38625838081473	63.9553507994596	0.396221542063686	4.44118219787413	8.94660025479075E-6	3.6444195894474E-5
ENSG00000170634	ACYP2	-1.33516232810332	122.900602243978	0.225016441464226	-1.8532652623877	0.0638443475683864	0.10467172038015
ENSG00000196839	ADA	-2.01921197880172	97.8643637693233	0.329166386978207	-3.07987818388664	0.00207085274929019	0.00509872174521328
ENSG00000168803	ADAL	-1.12606572989593	129.654095386465	0.222651143933127	-0.769324777783198	0.441700531532049	0.532786307401676
ENSG00000137845	ADAM10	1.04475625958216	3085.78497430554	0.229975505266998	0.274665784152513	0.783573020728866	0.8400038760178
ENSG00000073670	ADAM11	2.63727456002713	4.6469233855972	0.72509155902679	1.92947739766042	0.0536716233818977	0.0903124814615537
ENSG00000148848	ADAM12	-6.09468830281122	114.946068196904	0.731872942302839	-3.56284853432738	3.66852366326661E-4	0.00107557213715375
ENSG00000143537	ADAM15	-1.01126826463539	2174.35093866733	0.169779986844914	-0.0952159313723938	0.924143316073425	0.951244744654434
ENSG00000151694	ADAM17	1.09671418903123	1027.53506107138	0.308977985553541	0.431058538421799	0.666425806910258	0.741707129481689
ENSG00000135074	ADAM19	-3.1405858904298	717.129116236371	0.515264996907147	-3.20424196362399	0.00135418616562213	0.00348489274656559
ENSG00000229186	ADAM1A	-2.35182575765356	19.4812770068402	0.405058501933908	-3.04593329526788	0.00231959289677712	0.00563258062886819
ENSG00000235812	ADAM21P1	-2.42953223370262	2.07903811173486	1.05875807959464	-1.20960453398373	0.226430677538766	0.30803248414352
ENSG00000151651	ADAM8	184.043509533751	906.052238539869	0.476515429664073	15.7894216934589	3.67937631049072E-56	3.78822452634273E-54
ENSG00000168615	ADAM9	-1.97844361516739	7882.11046942917	0.0577721926757436	-17.0387500298582	4.23690445255229E-65	6.15846523662159E-63
ENSG00000166106	ADAMTS15	2.80930030479813	368.147220226793	0.117451103552001	12.6879255018507	6.89889560024289E-37	3.55149396420837E-35
ENSG00000049192	ADAMTS6	-13.1942980118156	180.578608474114	0.890068471678719	-4.18152401641994	2.89561658404861E-5	1.06760199629724E-4
ENSG00000136378	ADAMTS7	-36.259147362352	1228.73610394025	0.272244538027076	-19.0280147869416	9.99687297530205E-81	2.57315345020535E-78
ENSG00000163638	ADAMTS9	108.572149722565	261.394195874989	0.356033703778325	18.9940171312949	1.91132319550551E-80	4.81926491438176E-78
ENSG00000178031	ADAMTSL1	-2.05390388690507	162.628532735484	0.274000464043234	-3.78966026748044	1.5085345791157E-4	4.85236780134717E-4
ENSG00000143382	ADAMTSL4	2.25484804319515	336.230516633144	0.308017987361633	3.80831724122678	1.3991569864433E-4	4.53424493534373E-4
ENSG00000185761	ADAMTSL5	-2.92854235651919	199.95623314813	0.21685764802452	-7.1483887006813	8.78023968111276E-13	9.51577730352177E-12
ENSG00000160710	ADAR	-1.67371519589028	4271.14755095295	0.217157719234204	-3.42172527104324	6.22251536120621E-4	0.00173463847670809
ENSG00000197381	ADARB1	2.30609450311841	240.655516962227	0.145381683416114	8.29163349276112	1.11703672280082E-16	1.73597342266718E-15
ENSG00000065457	ADAT1	1.16988258018426	359.518201443941	0.224302463080052	1.00918969977899	0.312883665517073	0.402255742712116
ENSG00000189007	ADAT2	1.8314822607138	103.634282272237	0.270341699746745	3.22928992583482	0.00124098016519716	0.00322446055541763
ENSG00000213638	ADAT3	-1.14596358069482	42.0089072009943	0.338595142421312	-0.58051983213909	0.561564116711162	0.645831873464863
ENSG00000063761	ADCK1	-4.90966021221868	22.6533966481254	0.539003602019604	-4.2590126918445	2.05331813022627E-5	7.80783760212377E-5
ENSG00000133597	ADCK2	1.14494002244225	256.667970818231	0.178398392907947	1.09458399090298	0.273698932350615	0.359509920177743
ENSG00000173137	ADCK5	-1.27599172704697	47.9886134256055	0.460680291904202	-0.763260294678138	0.44530817652205	0.53618385351622
ENSG00000138031	ADCY3	-1.28205329701318	831.747083235113	0.257324678518846	-1.39301150754324	0.163616310866699	0.233859268944709
ENSG00000174233	ADCY6	-2.1876175959975	485.028885416023	0.209441221038931	-5.39225547819043	6.95787466591362E-8	4.0530194011015E-7
ENSG00000121281	ADCY7	3.04838070602868	289.829257164595	0.181770219656763	8.84657064480128	9.02498070215611E-19	1.67927163516775E-17
ENSG00000162104	ADCY9	1.11578628755213	781.170998645211	0.184216436538672	0.858016415835198	0.390883398923731	0.482626769727829
ENSG00000087274	ADD1	-1.58879810365164	3799.89746384716	0.0978437395800574	-6.82655639372732	8.69771140668534E-12	8.38223279482039E-11
ENSG00000148700	ADD3	-2.14333104042358	1277.65320889394	0.310609184082158	-3.54095999030145	3.98674028252207E-4	0.00115760696100024
ENSG00000152990	ADGRA3	-1.06452568909994	641.485319545247	0.266791006237207	-0.338132707519915	0.735263183613291	0.800579592274805
ENSG00000127507	ADGRE2	-9.399172648747	317.723969095599	0.475260341594658	-6.8016063784702	1.0345895984294E-11	9.93962246391546E-11
ENSG00000123146	ADGRE5	2.3996298760709	2523.84868535533	0.260104463595063	4.85501817708096	1.20375701137661E-6	5.73544408553106E-6
ENSG00000153292	ADGRF1	-3.55006223338881	58.4234092949169	1.0617849363744	-1.72148262137596	0.0851632830631711	0.13444829571243
ENSG00000069122	ADGRF5	342.303915293718	654.829455867613	0.430716308216708	19.5468196194177	4.39053015269812E-85	1.20544444525745E-82
ENSG00000205336	ADGRG1	11.4304857545867	68.720691664269	0.452393008826006	7.76938356810785	7.88690012701676E-15	1.04889828922812E-13
ENSG00000173698	ADGRG2	-3.62014682293755	261.613618582503	0.280137860978216	-6.62548148134228	3.46118125817551E-11	3.08757360611974E-10
ENSG00000112414	ADGRG6	4.84163536580681	941.968084669827	0.167522366215414	13.5832276149318	5.03574852320659E-42	3.09535686588146E-40
ENSG00000072071	ADGRL1	1.17473985144098	359.923107047423	0.284065918223543	0.817913341474345	0.413406671676315	0.505356626947746
ENSG00000117114	ADGRL2	-1.94110210333514	248.943788770216	0.302594282892271	-3.16224086481322	0.00156560008516329	0.00397431457821912
ENSG00000197894	ADH5	-1.51666372906673	1515.60880065546	0.1225350577378	-4.90391289933887	9.3946159930423E-7	4.56431303948241E-6
ENSG00000182551	ADI1	-1.97484893559646	1386.56789896223	0.198013100830897	-4.95796639540813	7.12348806066267E-7	3.53740735488293E-6
ENSG00000159346	ADIPOR1	-1.64327494259986	2396.26752717036	0.0843376416875431	-8.49648945543963	1.95410672519793E-17	3.25816310253986E-16
ENSG00000006831	ADIPOR2	1.23389228213143	1303.97237084315	0.0763961076239737	3.96900396136068	7.21736821779429E-5	2.4728392770618E-4
ENSG00000148671	ADIRF	-9.72986743506886	190.86470408653	0.366861812766131	-8.94729305386157	3.64306118268959E-19	6.96749549723372E-18
ENSG00000156110	ADK	2.39786722036473	769.878702112645	0.160272452169689	7.87254301039285	3.47504145602949E-15	4.77045968769382E-14
ENSG00000148926	ADM	1.1993002629517	357.944540718756	0.189166699482854	1.38604154540121	0.165734217874895	0.236394165532709
ENSG00000224420	ADM5	1.60358974102258	15.4765896085355	0.547480453570214	1.24443729184407	0.213338665119467	0.293061953252281
ENSG00000101126	ADNP	-1.44484424504586	2366.40072256298	0.122666692726114	-4.32810216074449	1.50399708032978E-5	5.86364276663755E-5
ENSG00000259456	ADNP-AS1	-2.52306173433803	12.3398545382816	0.529154814346837	-2.52322282712807	0.0116284690580124	0.0237196194835304
ENSG00000101544	ADNP2	1.05889281243366	581.598997582771	0.172685127501259	0.47807567191894	0.632596346782971	0.71100228775576
ENSG00000181915	ADO	-1.0077882408452	582.249403405877	0.130079535476057	-0.0860437247771508	0.931431658743093	0.956620969750043
ENSG00000163485	ADORA1	-2.10644735639932	12.0613555143847	0.473801960171176	-2.26848335669407	0.0232997622861694	0.0435504633957069
