name clusters
leukemia1 7
leukemia2 7
apoptosis 2
attr_1 7
attr_2 2
attr_3 10
attr_4 2
attr_5 2
attr_6 9
attr_7 2
attr_8 7
attr_9 9
attr_10 10
attr_11 2
attr_12 7
attr_13 7
attr_14 9
attr_15 10
attr_16 2
attr_17 9
attr_18 2
attr_19 2
attr_20 11
attr_21 11
attr_22 11
attr_23 9
attr_24 11
attr_25 7
attr_26 11
attr_27 11
attr_28 9
attr_29 11
attr_30 11
attr_31 2
attr_32 2
attr_33 7
attr_34 9
attr_35 11
attr_36 7
attr_37 11
attr_38 2
attr_39 7
attr_40 7
attr_41 11
attr_42 9
attr_43 2
attr_44 11
attr_45 11
attr_46 2
attr_47 11
attr_48 2
attr_49 9
attr_50 10
attr_51 2
attr_52 12
attr_53 2
attr_54 12
attr_55 11
attr_56 10
attr_57 7
attr_58 9
attr_59 2
attr_60 11
attr_61 11
attr_62 7
attr_63 9
attr_64 11
attr_65 9
attr_66 7
attr_67 2
attr_68 9
attr_69 2
attr_70 13
attr_71 13
attr_72 11
attr_73 7
attr_74 2
attr_75 2
attr_76 13
attr_77 2
attr_78 13
attr_79 2
attr_80 13
attr_81 13
attr_82 2
attr_83 13
attr_84 2
attr_85 13
attr_86 11
attr_87 11
attr_88 2
attr_89 13
attr_90 2
attr_91 11
attr_92 13
attr_93 2
attr_94 2
attr_95 13
attr_96 11
attr_97 13
attr_98 11
attr_99 11
attr_100 2
attr_101 13
attr_102 13
attr_103 13
attr_104 13
attr_105 13
attr_106 13
attr_107 13
attr_108 13
attr_109 13
attr_110 13
attr_111 2
attr_112 2
attr_113 13
attr_114 13
attr_115 13
attr_116 13
attr_117 11
attr_118 13
attr_119 13
attr_120 2
attr_121 11
attr_122 11
attr_123 13
attr_124 11
attr_125 11
attr_126 13
attr_127 13
attr_128 11
attr_129 11
attr_130 9
attr_131 9
attr_132 11
attr_133 9
attr_134 11
attr_135 9
attr_136 9
attr_137 5
attr_138 11
attr_139 5
attr_140 11
attr_141 9
attr_142 13
attr_143 13
attr_144 13
attr_145 13
attr_146 7
attr_147 7
attr_148 7
attr_149 7
attr_150 12
attr_151 1
attr_152 3
attr_153 9
attr_154 3
attr_155 3
attr_156 10
attr_157 10
attr_158 6
attr_159 1
attr_160 7
attr_161 12
attr_162 7
attr_163 2
attr_164 2
attr_165 3
attr_166 2
attr_167 12
attr_168 3
attr_169 7
attr_170 10
attr_171 3
attr_172 6
attr_173 1
attr_174 12
attr_175 3
attr_176 2
attr_177 1
attr_178 4
attr_179 3
attr_180 2
attr_181 2
attr_182 6
attr_183 3
attr_184 12
attr_185 3
attr_186 3
attr_187 2
attr_188 3
attr_189 10
attr_190 3
attr_191 10
attr_192 3
attr_193 3
attr_194 1
attr_196 12
attr_197 2
attr_198 3
attr_199 3
attr_200 10
attr_201 1
attr_202 2
attr_203 7
attr_204 12
attr_205 3
attr_206 3
attr_207 12
attr_208 2
attr_209 12
attr_210 3
attr_211 1
attr_212 10
attr_213 1
attr_214 6
attr_215 1
attr_216 9
attr_217 2
attr_218 6
attr_219 12
attr_220 1
attr_221 9
attr_222 1
attr_223 1
attr_224 6
attr_225 7
attr_226 7
attr_227 3
attr_228 12
attr_229 2
attr_230 2
attr_231 12
attr_232 2
attr_233 10
attr_234 10
attr_235 9
attr_236 3
attr_237 1
attr_238 1
attr_239 1
attr_240 9
attr_241 12
attr_242 1
attr_243 3
attr_244 3
attr_245 12
attr_246 2
attr_247 12
attr_248 12
attr_249 2
attr_250 1
attr_251 1
attr_252 1
attr_253 12
attr_254 6
attr_255 10
attr_256 2
attr_257 1
attr_258 4
