ID	Gene symbol ID
ENSG00000011304	PTBP1
ENSG00000064932	SBNO2
ENSG00000087903	RFX2
ENSG00000099219	ERMP1
ENSG00000100196	KDELR3
ENSG00000107099	DOCK8
ENSG00000113360	DROSHA
ENSG00000122729	ACO1
ENSG00000122735	DNAI1
ENSG00000124557	BTN1A1
ENSG00000133121	STARD13
ENSG00000137076	TLN1
ENSG00000143545	RAB13
ENSG00000147905	ZCCHC7
ENSG00000149115	TNKS1BP1
ENSG00000153714	LURAP1L
ENSG00000155886	SLC24A2
ENSG00000161960	EIF4A1
ENSG00000177103	DSCAML1
ENSG00000178127	NDUFV2
ENSG00000183779	ZNF703
ENSG00000198786	MT-ND5
ENSG00000198886	MT-ND4
ENSG00000225697	SLC26A6
