ID	expression
MO000093102	1
MO000093109	1
MO000093137	1
MO000093144	1
MO000093147	1
MO000093148	1
MO000093160	1
MO000093163	1
MO000093165	1
MO000093181	1
MO000093182	1
MO000093186	1
MO000093206	1
MO000093237	1
MO000093238	1
MO000093239	1
MO000093292	1
MO000093298	1
MO000093299	1
MO000093331	1
MO000093347	1
MO000093348	1
MO000093355	1
MO000093362	1
MO000093364	1
MO000093375	1
MO000093398	1
MO000093400	1
MO000093401	1
MO000093434	1
MO000093436	1
MO000093467	1
MO000093468	1
MO000093489	1
MO000093526	1
MO000093527	1
MO000093542	1
MO000093578	1
MO000093579	1
MO000093589	1
MO000093594	1
MO000093601	1
MO000093602	1
MO000093612	1
MO000093613	1
MO000093614	1
MO000093615	1
MO000093620	1
MO000093625	1
MO000093627	1
MO000093630	1
MO000093643	1
MO000093644	1
MO000093649	1
MO000093677	1
MO000093679	1
MO000093690	1
MO000093693	1
MO000093715	1
MO000093720	1
MO000093721	1
MO000093732	1
MO000093734	1
MO000093746	1
MO000093747	1
MO000093765	1
MO000093766	1
MO000093767	1
MO000093778	1
MO000093779	1
MO000093787	1
MO000093790	1
MO000093793	1
MO000093796	1
MO000093802	1
MO000093814	1
MO000093815	1
MO000093829	1
MO000093846	1
MO000093849	1
MO000093851	1
MO000093868	1
MO000093869	1
MO000093881	1
MO000093882	1
MO000093892	1
MO000093922	1
MO000093951	1
MO000093973	1
MO000093974	1
MO000093975	1
MO000093976	1
MO000093977	1
MO000093978	1
MO000093980	1
MO000093981	1
MO000093982	1
MO000093983	1
MO000093984	1
MO000093985	1
MO000093986	1
MO000093987	1
MO000093988	1
MO000093991	1
MO000093996	1
MO000093999	1
MO000094017	1
MO000094019	1
MO000094031	1
MO000094040	1
MO000094041	1
MO000094047	1
MO000094053	1
MO000094054	1
MO000094056	1
MO000094057	1
MO000094059	1
MO000094061	1
MO000094062	1
MO000094063	1
MO000094064	1
MO000094065	1
MO000094066	1
MO000094069	1
MO000094075	1
MO000094079	1
MO000094082	1
MO000094083	1
MO000094087	1
MO000094091	1
MO000094092	1
MO000094096	1
MO000094102	1
MO000094111	1
MO000094112	1
MO000094114	1
MO000094115	1
MO000094116	1
MO000094117	1
MO000094120	1
MO000094122	1
MO000094123	1
MO000094124	1
MO000094125	1
MO000094126	1
MO000094142	1
MO000094143	1
MO000094152	1
MO000094153	1
MO000094174	1
MO000094181	1
MO000094183	1
MO000094187	1
MO000094193	1
MO000094199	1
MO000094205	1
MO000094207	1
MO000094208	1
MO000094212	1
MO000094215	1
MO000094222	1
MO000094267	1
MO000094283	1
MO000094299	1
MO000094301	1
MO000094353	1
MO000094355	1
MO000094371	1
MO000094372	1
MO000094398	1
MO000094408	1
MO000094409	1
MO000094411	1
MO000094445	1
MO000094447	1
MO000094468	1
MO000094488	1
MO000094490	1
MO000094512	1
MO000094513	1
MO000094524	1
MO000094525	1
MO000094535	1
MO000094536	1
MO000094541	1
MO000094542	1
MO000094545	1
MO000094546	1
MO000094574	1
MO000094575	1
MO000094578	1
MO000094598	1
MO000094618	1
MO000094619	1
MO000094622	1
MO000094624	1
MO000094631	1
MO000094632	1
MO000094634	1
MO000094636	1
MO000094647	1
MO000094668	1
MO000094672	1
MO000094724	1
MO000094738	1
MO000094745	1
MO000094750	1
MO000094753	1
MO000094768	1
MO000094770	1
MO000094773	1
MO000094789	1
MO000094791	1
MO000094794	1
MO000094810	1
MO000094827	1
MO000094833	1
MO000094848	1
MO000094860	1
MO000094863	1
MO000094886	1
MO000094906	1
MO000094907	1
MO000094913	1
MO000094919	1
MO000094946	1
MO000094950	1
MO000094951	1
MO000094964	1
MO000094965	1
MO000094970	1
MO000094971	1
MO000094978	1
MO000094979	1
MO000094980	1
MO000094981	1
MO000094982	1
MO000094983	1
MO000094985	1
MO000094986	1
MO000094993	1
MO000094997	1
MO000094998	1
MO000095000	1
MO000095005	1
MO000095011	1
MO000095012	1
MO000095046	1
MO000095052	1
MO000095057	1
MO000095075	1
MO000095081	1
MO000095082	1
MO000095087	1
MO000095090	1
MO000095096	1
MO000095097	1
MO000095105	1
MO000095115	1
MO000095123	1
MO000095150	1
MO000095151	1
MO000095233	1
MO000095265	1
MO000095295	1
MO000095296	1
MO000095383	1
MO000095402	1
MO000095426	1
MO000095458	1
MO000095459	1
MO000095492	1
MO000095493	1
MO000095505	1
MO000095529	1
MO000095540	1
MO000095547	1
MO000095548	1
MO000095558	1
MO000095565	1
MO000095586	1
MO000095587	1
MO000095600	1
MO000095603	1
MO000095604	1
MO000095606	1
MO000095610	1
MO000095615	1
MO000095624	1
MO000095627	1
MO000095648	1
MO000095649	1
MO000095650	1
MO000095651	1
MO000095654	1
MO000095664	1
MO000095665	1
MO000095668	1
MO000095672	1
MO000095688	1
MO000095691	1
MO000095692	1
MO000095702	1
MO000095706	1
MO000095729	1
MO000095797	1
MO000095809	1
MO000095859	1
MO000095878	1
MO000095880	1
MO000095884	1
MO000095906	1
MO000095932	1
MO000095942	1
MO000095970	1
MO000095996	1
MO000096008	1
MO000096009	1
MO000096042	1
MO000096043	1
MO000096065	1
MO000096066	1
MO000096092	1
MO000096094	1
MO000096095	1
MO000096098	1
MO000096101	1
MO000096103	1
MO000096126	1
MO000096127	1
MO000096133	1
MO000096134	1
MO000096139	1
MO000096140	1
MO000096153	1
MO000096155	1
MO000096156	1
MO000096157	1
MO000096187	1
MO000096188	1
MO000096192	1
MO000096203	1
MO000096205	1
MO000096208	1
MO000096235	1
MO000096236	1
MO000096268	1
MO000096280	1
MO000096307	1
MO000096308	1
MO000096325	1
MO000096389	1
MO000096431	1
MO000096436	1
MO000096437	1
MO000096438	1
MO000096469	1
MO000096478	1
MO000096480	1
MO000096481	1
MO000096486	1
MO000096488	1
MO000096489	1
MO000096492	1
MO000096494	1
MO000096507	1
MO000096549	1
MO000096550	1
MO000096571	1
MO000096572	1
MO000096576	1
MO000096597	1
MO000096604	1
MO000096608	1
MO000096609	1
MO000096610	1
MO000096614	1
MO000096616	1
MO000096626	1
MO000096628	1
MO000096633	1
MO000096641	1
MO000096643	1
MO000096645	1
MO000096655	1
MO000096656	1
MO000096669	1
MO000096674	1
MO000096677	1
MO000096684	1
MO000096694	1
MO000096696	1
MO000096701	1
MO000096712	1
MO000096735	1
MO000096747	1
MO000096748	1
MO000096809	1
MO000096810	1
MO000096812	1
MO000096821	1
MO000096847	1
MO000096882	1
MO000096883	1
MO000096889	1
MO000096924	1
MO000096927	1
MO000096968	1
MO000096976	1
MO000096990	1
MO000096993	1
MO000096996	1
MO000097002	1
MO000097021	1
MO000097022	1
MO000097025	1
MO000097032	1
MO000097102	1
MO000097127	1
MO000097128	1
MO000097151	1
MO000097161	1
MO000097263	1
MO000097287	1
MO000097289	1
MO000097299	1
MO000097308	1
MO000097331	1
MO000097344	1
MO000097345	1
MO000097352	1
MO000097353	1
MO000097382	1
MO000097383	1
MO000097395	1
MO000097411	1
MO000097412	1
MO000097420	1
MO000097421	1
MO000097426	1
MO000097431	1
MO000097432	1
MO000097433	1
MO000097444	1
MO000097445	1
MO000097449	1
MO000097478	1
MO000097494	1
MO000097497	1
MO000097524	1
MO000097525	1
MO000097535	1
MO000097537	1
MO000097546	1
MO000097547	1
MO000097549	1
MO000097562	1
MO000097639	1
MO000097659	1
MO000097678	1
MO000097699	1
MO000097704	1
MO000097712	1
MO000097779	1
MO000097780	1
MO000097809	1
MO000097810	1
MO000097865	1
MO000097882	1
MO000097899	1
MO000097903	1
MO000097906	1
MO000097908	1
MO000097916	1
MO000097919	1
MO000097920	1
MO000097952	1
MO000097955	1
MO000097975	1
MO000097993	1
MO000097994	1
MO000098025	1
MO000098026	1
MO000098038	1
MO000098039	1
MO000098046	1
MO000098050	1
MO000098064	1
MO000098065	1
MO000098066	1
MO000098071	1
MO000098074	1
MO000098082	1
MO000098088	1
MO000098094	1
MO000098095	1
MO000098099	1
MO000098103	1
MO000098106	1
MO000098108	1
MO000098136	1
MO000098137	1
MO000098161	1
MO000098162	1
MO000098164	1
MO000098165	1
MO000098166	1
MO000098181	1
MO000098182	1
MO000098184	1
MO000098185	1
MO000098197	1
MO000098198	1
MO000098201	1
MO000098208	1
MO000098212	1
MO000098217	1
MO000098218	1
MO000098234	1
MO000098239	1
MO000098240	1
MO000098252	1
MO000098254	1
MO000098256	1
MO000098265	1
MO000098267	1
MO000098275	1
MO000098284	1
MO000098300	1
MO000098301	1
MO000098302	1
MO000098312	1
MO000098313	1
MO000098325	1
MO000098335	1
MO000098337	1
MO000098339	1
MO000098362	1
MO000098363	1
MO000098366	1
MO000098370	1
MO000098374	1
MO000098388	1
MO000098389	1
MO000098400	1
MO000098402	1
MO000098408	1
MO000098416	1
MO000098426	1
MO000098428	1
MO000098460	1
MO000098463	1
MO000098464	1
MO000098469	1
MO000098492	1
MO000098495	1
MO000098499	1
MO000098540	1
MO000098544	1
MO000098549	1
MO000098559	1
MO000098561	1
MO000098571	1
MO000098580	1
MO000098583	1
MO000098585	1
MO000098587	1
MO000098591	1
MO000098594	1
MO000098600	1
MO000098603	1
MO000098606	1
MO000098616	1
MO000098621	1
MO000098632	1
MO000098642	1
MO000098644	1
MO000098648	1
MO000098666	1
MO000098675	1
MO000098692	1
MO000098700	1
MO000098713	1
MO000098714	1
MO000098717	1
MO000098718	1
MO000098721	1
MO000098730	1
MO000098732	1
MO000098733	1
MO000098735	1
MO000098746	1
MO000098753	1
MO000098756	1
MO000098757	1
MO000098760	1
MO000098764	1
MO000098770	1
MO000098771	1
MO000098779	1
MO000098780	1
MO000098791	1
MO000098792	1
MO000098801	1
MO000098802	1
MO000098824	1
MO000098826	1
MO000098839	1
MO000098840	1
MO000098845	1
MO000098856	1
MO000098882	1
MO000098883	1
MO000098893	1
MO000098894	1
MO000098895	1
MO000098897	1
MO000098929	1
MO000098946	1
MO000098949	1
MO000098957	1
MO000098958	1
MO000098967	1
MO000098976	1
MO000098992	1
MO000098993	1
MO000098995	1
MO000098997	1
MO000099009	1
MO000099012	1
MO000099013	1
MO000099024	1
MO000099028	1
MO000099029	1
MO000099032	1
MO000099043	1
MO000099058	1
MO000099059	1
MO000099066	1
MO000099067	1
MO000099077	1
MO000099078	1
MO000099082	1
MO000099083	1
MO000099090	1
MO000099131	1
MO000099148	1
MO000099156	1
MO000099159	1
MO000099160	1
MO000099169	1
MO000099170	1
MO000099183	1
MO000099185	1
MO000099197	1
MO000099198	1
MO000099199	1
MO000099203	1
MO000099204	1
MO000099213	1
MO000099214	1
MO000099217	1
MO000099222	1
MO000099231	1
MO000099250	1
MO000099264	1
MO000099281	1
MO000099301	1
MO000099303	1
MO000099321	1
MO000099323	1
MO000099324	1
MO000099325	1
MO000099336	1
MO000099346	1
MO000099347	1
MO000099355	1
MO000099356	1
MO000099365	1
MO000099366	1
MO000099385	1
MO000099391	1
MO000099394	1
MO000099401	1
MO000099407	1
MO000099424	1
MO000099426	1
MO000099444	1
MO000099456	1
MO000099457	1
MO000099481	1
MO000099511	1
MO000099525	1
MO000099544	1
MO000099550	1
MO000099566	1
MO000100404	1
MO000100468	1
MO000100469	1
MO000100474	1
MO000100521	1
MO000100544	1
MO000100558	1
MO000100559	1
MO000100566	1
MO000100568	1
MO000100569	1
MO000100574	1
MO000100603	1
MO000100604	1
MO000100608	1
MO000100623	1
MO000100624	1
MO000100631	1
MO000100677	1
MO000100679	1
MO000100685	1
MO000100687	1
MO000100701	1
MO000100714	1
MO000100715	1
MO000100731	1
MO000100769	1
MO000100778	1
MO000100779	1
MO000100796	1
MO000100798	1
MO000100807	1
MO000100825	1
MO000100838	1
MO000100839	1
MO000100853	1
MO000100854	1
MO000100857	1
MO000100866	1
MO000100895	1
MO000100926	1
MO000100939	1
MO000100941	1
MO000100947	1
MO000100964	1
MO000101474	1
MO000101475	1
MO000101480	1
MO000101481	1
MO000101482	1
MO000101488	1
MO000101491	1
MO000101494	1
MO000101495	1
MO000101575	1
MO000101576	1
MO000101577	1
MO000101578	1
MO000101588	1
MO000101589	1
MO000101615	1
MO000101616	1
MO000101635	1
MO000101670	1
MO000101671	1
MO000101679	1
MO000101693	1
MO000101695	1
MO000101713	1
MO000101714	1
MO000101724	1
MO000101752	1
MO000101761	1
MO000101764	1
MO000101767	1
MO000101771	1
MO000101786	1
MO000101793	1
MO000101794	1
MO000101805	1
MO000101844	1
MO000101865	1
MO000101866	1
MO000101884	1
MO000101885	1
MO000101902	1
MO000101903	1
MO000101915	1
MO000101916	1
MO000101928	1
MO000101938	1
MO000101939	1
MO000101970	1
MO000101979	1
MO000101985	1
MO000101995	1
MO000102000	1
MO000102006	1
MO000102007	1
MO000102008	1
MO000102013	1
MO000102016	1
MO000102026	1
MO000102070	1
MO000102071	1
MO000102096	1
MO000102111	1
MO000102115	1
MO000102119	1
MO000102120	1
MO000102132	1
MO000102145	1
MO000102152	1
MO000102153	1
MO000102160	1
MO000102161	1
MO000102172	1
MO000102186	1
MO000102187	1
MO000102190	1
MO000102191	1
MO000102199	1
MO000102200	1
MO000102208	1
MO000102215	1
MO000102216	1
MO000102236	1
MO000102256	1
MO000102270	1
MO000102271	1
MO000102281	1
MO000102282	1
MO000102305	1
MO000102313	1
MO000102318	1
MO000102329	1
MO000102350	1
MO000102365	1
MO000102384	1
MO000102393	1
MO000102394	1
MO000102403	1
MO000102404	1
MO000102406	1
MO000102410	1
MO000102417	1
MO000102440	1
MO000102457	1
MO000102458	1
MO000102460	1
MO000102461	1
MO000102462	1
MO000102465	1
MO000102468	1
MO000102547	1
MO000102553	1
MO000102575	1
MO000102606	1
MO000102647	1
MO000102648	1
MO000102651	1
MO000102652	1
MO000102653	1
MO000102668	1
MO000102672	1
MO000102676	1
MO000102690	1
MO000102691	1
MO000102720	1
MO000102732	1
MO000102733	1
MO000102755	1
MO000102761	1
MO000102771	1
MO000102772	1
MO000102785	1
MO000102786	1
MO000102788	1
MO000102793	1
MO000102794	1
MO000102797	1
MO000102798	1
MO000102803	1
MO000102804	1
MO000102805	1
MO000102807	1
MO000102808	1
MO000102814	1
MO000102835	1
MO000102848	1
MO000102866	1
MO000102872	1
MO000102878	1
MO000102880	1
MO000102881	1
MO000102893	1
MO000102900	1
MO000102901	1
MO000102905	1
MO000102961	1
MO000102975	1
MO000102993	1
MO000103001	1
MO000103018	1
MO000103020	1
MO000103035	1
MO000103042	1
MO000103053	1
MO000103054	1
MO000103072	1
MO000103074	1
MO000103081	1
MO000103090	1
MO000103100	1
MO000103101	1
MO000103102	1
MO000103103	1
MO000103118	1
MO000103121	1
MO000103122	1
MO000103128	1
MO000103129	1
MO000103167	1
MO000103238	1
MO000103252	1
MO000103254	1
MO000103280	1
MO000103282	1
MO000103285	1
MO000103286	1
MO000103290	1
MO000103291	1
MO000103308	1
MO000103309	1
MO000103311	1
MO000103332	1
MO000103333	1
MO000103368	1
MO000103369	1
MO000103375	1
MO000103380	1
MO000103381	1
MO000103390	1
MO000103403	1
MO000103404	1
MO000103425	1
MO000103434	1
MO000103481	1
MO000103488	1
MO000103495	1
MO000103524	1
MO000103525	1
MO000103532	1
MO000103535	1
MO000103538	1
MO000103539	1
MO000103543	1
MO000103547	1
MO000103556	1
MO000103557	1
MO000103565	1
MO000103576	1
MO000103577	1
MO000103615	1
MO000103617	1
MO000103622	1
MO000103629	1
MO000103646	1
MO000103652	1
MO000103679	1
MO000103691	1
MO000103735	1
MO000103748	1
MO000103759	1
MO000103787	1
MO000103874	1
MO000103898	1
MO000103899	1
MO000103911	1
MO000103913	1
MO000103920	1
MO000103921	1
MO000103923	1
MO000103924	1
MO000103975	1
MO000103976	1
MO000103978	1
MO000103979	1
MO000103981	1
MO000104026	1
MO000104039	1
MO000104045	1
MO000104046	1
MO000104187	1
MO000104188	1
MO000104214	1
MO000104215	1
MO000104220	1
MO000104221	1
MO000104286	1
MO000104289	1
MO000104350	1
MO000104360	1
MO000104401	1
MO000104402	1
MO000104451	1
MO000104454	1
MO000104476	1
MO000104515	1
MO000104529	1
MO000104531	1
MO000104561	1
MO000104568	1
MO000104569	1
MO000104571	1
MO000104584	1
MO000104590	1
MO000104594	1
MO000104601	1
MO000104614	1
MO000104616	1
MO000104638	1
MO000104640	1
MO000104646	1
MO000104647	1
MO000104712	1
MO000104720	1
MO000104727	1
MO000104741	1
MO000104743	1
MO000104744	1
MO000104745	1
MO000104781	1
MO000104782	1
MO000104784	1
MO000104798	1
MO000104799	1
MO000104811	1
MO000104816	1
MO000104825	1
MO000104836	1
MO000104849	1
MO000104867	1
MO000104896	1
MO000104897	1
MO000104903	1
MO000104935	1
MO000104974	1
MO000104976	1
MO000105028	1
MO000105052	1
MO000105072	1
MO000105073	1
MO000105074	1
MO000105107	1
MO000105109	1
MO000105110	1
MO000105111	1
MO000105134	1
MO000105161	1
MO000105162	1
MO000105190	1
MO000105195	1
MO000105205	1
MO000105228	1
MO000105229	1
MO000105249	1
MO000105250	1
MO000105267	1
MO000105273	1
MO000105274	1
MO000105320	1
MO000105321	1
MO000105323	1
MO000105324	1
MO000105325	1
MO000105342	1
MO000105349	1
MO000105369	1
MO000105375	1
MO000105377	1
MO000105378	1
MO000105384	1
MO000105385	1
MO000105387	1
MO000105390	1
MO000105391	1
MO000105397	1
MO000105406	1
MO000105410	1
MO000105437	1
MO000105438	1
MO000105456	1
MO000105457	1
MO000105499	1
MO000105506	1
MO000105512	1
MO000105513	1
MO000105558	1
MO000105570	1
MO000105572	1
MO000105601	1
MO000105613	1
MO000105662	1
MO000105663	1
MO000105689	1
MO000105693	1
MO000105700	1
MO000105702	1
MO000105710	1
MO000105735	1
MO000105741	1
MO000105749	1
MO000105750	1
MO000105757	1
MO000105758	1
MO000105787	1
MO000105802	1
MO000105822	1
MO000105823	1
MO000105825	1
MO000105859	1
MO000105947	1
MO000105965	1
MO000106020	1
MO000106033	1
MO000106035	1
MO000106042	1
MO000106043	1
MO000106044	1
MO000106079	1
MO000106086	1
MO000106093	1
MO000106097	1
MO000106103	1
MO000106111	1
MO000106114	1
MO000106121	1
MO000106122	1
MO000106138	1
MO000106144	1
MO000106155	1
MO000106156	1
MO000106160	1
MO000106176	1
MO000106177	1
MO000106178	1
MO000106185	1
MO000106191	1
MO000106192	1
MO000106194	1
MO000106205	1
MO000106211	1
MO000106228	1
MO000106231	1
MO000106238	1
MO000106239	1
MO000106262	1
MO000106266	1
MO000106267	1
MO000106272	1
MO000106283	1
MO000106295	1
MO000106314	1
MO000106319	1
MO000106320	1
MO000106388	1
MO000106414	1
MO000106423	1
MO000106444	1
MO000106445	1
MO000106446	1
MO000106452	1
MO000106458	1
MO000106459	1
MO000106472	1
MO000106487	1
MO000106516	1
MO000106517	1
MO000106525	1
MO000106545	1
MO000106560	1
MO000106575	1
MO000106583	1
MO000106585	1
MO000106588	1
MO000106598	1
MO000106608	1
MO000106618	1
MO000106621	1
MO000106622	1
MO000106625	1
MO000106640	1
MO000106644	1
MO000106653	1
MO000106654	1
MO000106661	1
MO000106663	1
MO000106676	1
MO000106687	1
MO000106693	1
MO000106694	1
MO000106695	1
MO000106698	1
MO000106708	1
MO000106742	1
MO000106751	1
MO000106770	1
MO000106777	1
MO000106788	1
MO000106789	1
MO000106799	1
MO000106822	1
MO000106825	1
MO000106834	1
MO000106837	1
MO000106841	1
MO000106850	1
MO000106853	1
MO000106862	1
MO000106863	1
MO000106864	1
MO000106892	1
MO000106895	1
MO000106897	1
MO000106901	1
MO000106908	1
MO000106909	1
MO000106914	1
MO000106915	1
MO000106930	1
MO000106938	1
MO000106950	1
MO000106952	1
MO000106969	1
MO000106970	1
MO000106978	1
MO000106995	1
MO000106997	1
MO000107007	1
MO000107012	1
MO000107015	1
MO000107025	1
MO000107033	1
MO000107035	1
MO000107036	1
MO000107038	1
MO000107040	1
MO000107052	1
MO000107053	1
MO000107065	1
MO000107096	1
MO000107114	1
MO000107115	1
MO000107117	1
MO000107129	1
MO000107130	1
MO000107147	1
MO000107154	1
MO000107180	1
MO000107194	1
MO000107201	1
MO000107207	1
MO000107215	1
MO000107216	1
MO000107217	1
MO000107239	1
MO000107240	1
MO000107255	1
MO000107256	1
MO000107257	1
MO000107262	1
MO000107265	1
MO000107279	1
MO000107281	1
MO000107282	1
MO000107289	1
MO000107296	1
MO000107297	1
MO000107315	1
MO000107319	1
MO000107320	1
MO000107321	1
MO000107340	1
MO000107356	1
MO000107358	1
MO000107359	1
MO000107361	1
MO000107381	1
MO000107396	1
MO000107397	1
MO000107430	1
MO000107437	1
MO000107443	1
MO000107462	1
MO000107469	1
MO000107506	1
MO000107507	1
MO000107539	1
MO000107542	1
MO000107543	1
MO000107553	1
MO000107554	1
MO000107562	1
MO000107621	1
MO000107625	1
MO000107626	1
MO000107661	1
MO000107703	1
MO000107704	1
MO000107724	1
MO000107725	1
MO000107765	1
MO000107766	1
MO000107769	1
MO000107784	1
MO000107785	1
MO000107786	1
MO000107850	1
MO000107854	1
MO000107859	1
MO000107862	1
MO000107906	1
MO000107913	1
MO000107971	1
MO000107972	1
MO000107976	1
MO000107977	1
MO000108098	1
MO000108100	1
MO000108102	1
MO000108104	1
MO000108105	1
MO000108107	1
MO000108110	1
MO000108113	1
MO000108114	1
MO000108117	1
MO000108118	1
MO000108122	1
MO000108123	1
MO000108125	1
MO000108128	1
MO000108129	1
MO000108136	1
MO000108141	1
MO000108144	1
MO000108150	1
MO000108154	1
MO000108167	1
MO000108171	1
MO000108172	1
MO000108175	1
MO000108176	1
MO000108188	1
MO000108195	1
MO000108196	1
MO000108201	1
MO000108202	1
MO000108209	1
MO000108221	1
MO000108222	1
MO000108224	1
MO000108227	1
MO000108228	1
MO000108232	1
MO000108237	1
MO000108245	1
MO000108246	1
MO000108258	1
MO000108348	1
MO000108349	1
MO000108392	1
MO000108393	1
MO000108436	1
MO000108548	1
MO000108549	1
MO000108592	1
MO000108593	1
MO000108619	1
MO000108679	1
MO000108680	1
MO000108681	1
MO000108712	1
MO000108721	1
MO000108723	1
MO000108730	1
MO000108731	1
MO000108732	1
MO000108742	1
MO000108743	1
MO000108806	1
MO000108807	1
MO000108947	1
MO000108955	1
MO000108993	1
MO000108996	1
MO000108998	1
MO000109003	1
MO000109085	1
MO000109090	1
MO000109091	1
MO000109110	1
MO000109118	1
MO000109148	1
MO000109149	1
MO000109174	1
MO000109175	1
MO000109176	1
MO000109191	1
MO000109195	1
MO000109201	1
MO000109203	1
MO000109260	1
MO000109301	1
MO000109302	1
MO000109305	1
MO000109306	1
MO000109309	1
MO000109310	1
MO000109635	1
MO000109695	1
MO000109752	1
MO000109753	1
MO000109756	1
MO000109767	1
MO000109768	1
MO000109941	1
MO000109982	1
MO000109983	1
MO000110060	1
MO000110072	1
MO000110073	1
MO000110241	1
MO000110322	1
MO000110344	1
MO000110390	1
MO000110477	1
MO000110730	1
MO000110737	1
MO000110779	1
MO000110853	1
MO000110883	1
MO000110887	1
MO000110888	1
MO000110997	1
MO000111012	1
MO000111013	1
MO000111038	1
MO000111042	1
MO000111044	1
MO000111130	1
MO000111131	1
MO000111147	1
MO000111161	1
MO000111167	1
MO000111207	1
MO000111208	1
MO000111215	1
MO000111216	1
MO000111217	1
MO000111226	1
MO000111266	1
MO000111492	1
MO000111493	1
MO000111615	1
MO000111616	1
MO000111629	1
MO000111631	1
MO000111807	1
MO000111808	1
MO000111811	1
MO000111813	1
MO000111832	1
MO000111833	1
MO000111902	1
MO000111915	1
MO000111988	1
MO000112023	1
MO000112034	1
MO000112035	1
MO000112081	1
MO000112082	1
MO000112084	1
MO000112098	1
MO000112099	1
MO000112124	1
MO000112127	1
MO000112128	1
MO000112140	1
MO000112151	1
MO000112152	1
MO000112155	1
MO000112176	1
MO000112289	1
MO000112426	1
MO000112427	1
MO000112429	1
MO000112430	1
MO000112445	1
MO000112448	1
MO000112461	1
MO000112477	1
MO000112486	1
MO000112487	1
MO000112516	1
MO000112528	1
MO000112547	1
MO000112548	1
MO000112576	1
MO000112641	1
MO000112883	1
MO000112894	1
MO000112998	1
MO000113000	1
MO000113001	1
MO000113003	1
MO000113019	1
MO000113020	1
MO000113021	1
MO000113068	1
MO000113069	1
MO000113124	1
MO000113178	1
MO000113179	1
MO000113185	1
MO000113186	1
MO000113188	1
MO000113191	1
MO000113193	1
MO000113194	1
MO000113195	1
MO000113212	1
MO000113221	1
MO000113257	1
MO000113258	1
MO000113267	1
MO000113268	1
MO000113278	1
MO000113283	1
MO000113388	1
MO000113389	1
MO000113390	1
MO000113479	1
MO000113544	1
MO000113545	1
MO000113549	1
MO000113553	1
MO000113556	1
MO000113559	1
MO000113585	1
MO000113586	1
MO000113590	1
MO000113594	1
MO000113598	1
MO000113599	1
MO000113603	1
MO000113606	1
MO000113608	1
MO000113614	1
MO000113619	1
MO000113620	1
MO000113634	1
MO000113636	1
MO000113650	1
MO000113662	1
MO000113672	1
MO000113678	1
MO000113681	1
MO000113682	1
MO000113686	1
MO000113691	1
MO000113693	1
MO000113694	1
MO000113698	1
MO000113700	1
MO000113701	1
MO000113703	1
MO000113705	1
MO000113708	1
MO000113723	1
MO000113724	1
MO000113728	1
MO000113729	1
MO000113732	1
MO000113733	1
MO000113740	1
MO000113741	1
MO000113743	1
MO000113748	1
MO000113749	1
MO000113753	1
MO000113754	1
MO000113760	1
MO000113769	1
MO000113771	1
MO000113781	1
MO000113783	1
MO000113784	1
MO000113786	1
MO000113788	1
MO000113789	1
MO000113793	1
MO000113797	1
MO000113799	1
MO000113800	1
MO000113808	1
MO000113811	1
MO000113813	1
MO000113821	1
MO000113826	1
MO000113833	1
MO000113834	1
MO000113877	1
MO000113878	1
MO000113887	1
MO000113895	1
MO000113896	1
MO000113899	1
MO000113900	1
MO000113902	1
MO000113906	1
MO000113908	1
MO000113909	1
MO000113915	1
MO000113916	1
MO000113918	1
MO000113919	1
MO000113922	1
MO000113923	1
MO000113928	1
MO000113931	1
MO000113940	1
MO000113941	1
MO000113948	1
MO000113949	1
MO000113952	1
MO000113953	1
MO000113956	1
MO000113957	1
MO000113963	1
MO000113976	1
MO000113977	1
MO000113982	1
MO000113986	1
MO000113987	1
MO000114001	1
MO000114026	1
MO000114027	1
MO000114040	1
MO000114041	1
MO000114049	1
MO000114052	1
MO000114053	1
MO000114109	1
MO000114110	1
MO000114120	1
MO000114191	1
MO000114254	1
MO000114255	1
MO000114274	1
MO000114275	1
MO000114284	1
MO000114289	1
MO000114290	1
MO000114315	1
MO000114346	1
MO000114347	1
MO000114430	1
MO000114431	1
MO000114442	1
MO000114443	1
MO000114613	1
MO000114707	1
MO000114708	1
MO000114727	1
MO000114735	1
MO000114737	1
MO000114738	1
MO000114854	1
MO000114961	1
MO000115106	1
MO000115108	1
MO000115113	1
MO000115124	1
MO000115127	1
MO000115226	1
MO000115227	1
MO000115327	1
MO000115358	1
MO000115359	1
MO000115450	1
MO000115458	1
MO000115470	1
MO000115471	1
MO000115482	1
MO000115501	1
MO000115638	1
MO000115649	1
MO000115661	1
MO000115695	1
MO000115703	1
MO000115704	1
MO000115706	1
MO000115735	1
MO000115795	1
MO000115818	1
MO000115819	1
MO000115820	1
MO000115828	1
MO000115839	1
MO000115870	1
MO000115871	1
MO000115872	1
MO000115873	1
MO000115876	1
MO000115877	1
MO000115879	1
MO000115880	1
MO000115882	1
MO000115884	1
MO000115885	1
MO000115886	1
MO000115894	1
MO000115895	1
MO000115912	1
MO000115918	1
MO000115924	1
MO000115944	1
MO000115946	1
MO000115947	1
MO000115948	1
MO000115953	1
MO000115955	1
MO000115956	1
MO000115960	1
MO000115962	1
MO000115963	1
MO000115965	1
MO000115968	1
MO000115972	1
MO000115977	1
MO000115978	1
MO000116073	1
MO000116096	1
MO000116097	1
MO000116108	1
MO000116138	1
MO000116139	1
MO000116184	1
MO000116188	1
MO000116189	1
MO000116238	1
