ID	Average Intensity
A0AV96	13.867611225433938
A0AVT1	552.9880066184477
A0FGR8-2	199.53460469402154
A0FGR8-6	189.474665037818
A0JLT2	4.199507606477241
A0JNW5	2.6558588085191213
A0JP02	20.739984066124027
A0MZ66	17.71539586070002
A1A528	67.83922785155364
A1A5A9	2.7276400442106086
A1L0T0	210.75316234902346
A2A2A7	47.05279771999659
A2A2L6	26.420648750464842
A2A305	49.80275366343639
A2A376	4.098852513404413
A2A3N6	126.83798269800677
A2A3N8	99.71450403719018
A2AB05	43.34764177218507
A2ABB6	21.280268865032856
A2ABF4	1853.426794336938
A2ACR1	543.6503240382071
A2AE48	40.10678180309635
A2AEA2	1623.7957073860002
A2BDY9	2543.800424027878
A2BF25	516.8620047321923
A2RRF3	70.46360057701136
A2RTX5	134.60596701101719
A3KFJ0	46.09339590903599
A3KN83-3	2.939317897639373
A4D104	2.9619540379404294
A4D1E9	11.703342703744607
A4D1W8	12.624731460937305
A4D2Q0	71.97181850250338
A5PLL3	1.8813643517931693
A5YKK6	28.789404829459134
A5YKK6-2	27.814543092052965
A6NCC9	103.25600695853129
A6NCE7	283.7033009765165
A6NDG6	170.8445803536401
A6NDJ8	487.4287871434378
A6NDU8	46.88460753192187
A6NE09	5155.768815250565
A6NE42	2.994439978277206
A6NEC2	597.7622293720362
A6NEM2	234.197941589776
A6NF48	5.249849881959704
A6NFI3	0.2402619045368721
A6NFQ9	505.5347366209473
A6NG79	30.404510012268943
A6NG98	8.65763001814799
A6NGP5	1159.7956455792726
A6NH01	41.93611770176773
A6NHH0	51.25738229774727
A6NHK2	1033.2003451373143
A6NHL2-2	8287.637230879576
A6NHQ2	156.02840075677702
A6NHR9	59.60824890191804
A6NJZ9	30.92965559630847
A6NK38	195.2065179092877
A6NKD9	15.71632883745775
A6NKT7	35.23912399315683
A6NKV8	216.36166062222878
A6NKY0	26138.0519608515
A6NKZ8	28831.013994549277
A6NKZ9	221.82480363401
A6NLF3	13.436076189842847
A6NLN1	4405.747764581082
A6NM71	44.86327727402583
A6NMH6	527.8642244457495
A6NML8	1.988966776053572
A6NMQ7	99.80344373372131
A6NMU3	147.59745831516722
A6NMY6	29412.1830511991
A6NN80	1209.5796003244513
A6NNE7	803.2394263686175
A6NNI4	1016.9759293294646
A6NNK5	12.470778625456543
A6NNN6	16.82306882749046
A6NP24	58.91097081211936
A6P3A7	6.684680164078275
A6PVN3	66.95757916354876
A6PVX3	1203.4020897505509
A6PW79	56.2538334620853
A6PWM2	2.780338138436357
A6QRG9	16.333086796249802
A6QRH6	4.680624495358039
A6QRJ1	79.19329649476292
A6ZKI3	28.759037360974062
A7E2Y1	5.911746935900399
A7Y322	6.792896145875641
A7YIJ8	3933.822963513414
A8CG34	21.42088742942858
A8CTY3	4.053499039428768
A8DPD7	1.315373485311682
A8K092	3925.933118263787
A8K3Z3	1267.103890577491
A8MPQ2	62.066572075723684
A8MPZ0	38.814031213575475
A8MSH5	27.969043093505732
A8MT37	71.61920925718425
A8MT40	6.6492816859951365
A8MTM6	87.62288432514117
A8MTW5	6.471540161524631
A8MTY9	4.793358671429865
A8MU58	582.980363685591
A8MUD0	643.5713873007335
A8MUD9	3813.699584619723
A8MUN2	17.961722618322863
A8MUW5	222.1724938458675
A8MV37	639.0470058782832
A8MV58	266.88235956221104
A8MVI5	11.36295377192102
A8MVI8	3.716911586407839
A8MVZ6	0.5747069652324046
A8MW61	134.2276029938891
A8MWH4	29.354900917069948
A8MX96	35.06511881260749
A8MXH2	2388.269008892088
A8MXP9	890.7995368648449
A8MXV4	57.41498111788519
A8MY36	140.34610070900413
A8MYQ9	136.04728218297504
A8MYT4	10.173286580079587
A8MYV2	441.26988951313484
A8MZI9	16.200408345225483
A9C4B8	34.70590954734765
A9IYQ1	25.22705861587918
A9QM74	12.915851665915437
A9Z1X7	46.5401214284188
B0AZS6	26233.509643542533
B0AZU3	12.053935315434401
B0LM41	396.41357649157794
B0QYA3	521.4020187741326
B0QYA4	672.9128919300219
B0QYD3	4.497539669014726
B0QYK1	232.60664958527525
B0QYR6	9.612314293464296
B0QZ65	60.8368249886705
B0QZ77	20.785087283935997
B0QZK4	813.1048543845004
B0S8A9	335.2327507573898
B0UX83	301.72576482373313
B0UY14	872.8460839859515
B0UZY3	2.3618295845568285
B0V0C1	1063.8835266872236
B0V0F8	51.12014450216694
B0V2J7	72.92367424034902
B0V3J0	13.123326613631095
B1AH60	2.9513273120543433
B1AH77	2818.6899821869774
B1AH87	339.36694331452975
B1AHD1	1826.1237730323992
B1AHF3	1123.6386916914498
B1AK13	41.630470168890966
B1AK51	30.184321576760922
B1AK87	3365.812374650255
B1AKC7	6.745025305596945
B1AKC9	78.69593929506172
B1AKD8	4.886370598986473
B1AKP7	590.8080903275095
B1AKP8	10.297245575111639
B1AKU2	33.64912404120382
B1AKV3	8.252785075123267
B1AKY9	527.4737887079498
B1AL79	37.27141011528576
B1AMT4	11.596042142753765
B1AN89	361.8919202379482
B1ANH0	148.37344855072948
B1AP52	15.628470202186477
B1APM4	404.28934182588324
B1APP6	2771.124695227799
B1AUU8	46.57686074113243
B1AZV3	66.67173068367777
B1B0M1	5.84167564023717
B1P7G3	34.38332864076438
B2CI53	0.7783975615668806
B2R5P6	2420.2058366419374
B2R8E1	99.3363994465614
B2R9C2	10.228479355981419
B2R9R8	15.353518368800167
B2RDM2	2658.915196463164
B2WTI3	28.130609448723295
B3KMK8	9.022087921494101
B3KN96	114.85841651479299
B3KNT8	4918.867509939038
B3KP41	7.851736095296751
B3KQ59	767.7089198856436
B3KQC5	9.975999010831154
B3KQZ9	6.330567889218385
B3KR06	40.066867399106286
B3KR28	83.82456697812712
B3KR41	32.181309863336104
B3KR49	163.19092738414804
B3KR64	16.233455042718745
B3KRB7	9.863825847448723
B3KRS5	313.79421930919364
B3KSA0	14.866831661081854
B3KSC2	18.715568022418278
B3KSI3	200.47246094025942
B3KSI9	42.69504753139197
B3KT28	43.98578670800606
B3KT61	459.93113343170774
B3KUK2	359.7017414257632
B3KUU4	3.9337276961972876
B3KV55	1839.7983414159112
B3KV61	16.136085586763812
B3KVH8	4.556005359800486
B3KVK7	584.0266630733465
B3KW71	420.6697912645526
B3KWE1	482.8048223847762
B3KWU8	1.164184751916026
B3KWW1	4.262857045084827
B3KXE0	7.824928184681415
B3KXH8	24.51914377631357
B3KY17	286.0177150228907
B3KY21	135.51234590863277
B3KY83	7.962314167648854
B3KYA7	36.72034182355837
B3V0L1	44.14866078365592
B4DDF4	2676.922512043817
B4DDF9	261.6480842532553
B4DDG7	303.80821205672135
B4DDJ7	325.3665385387852
B4DDS3	102.97656804725024
B4DDT0	1641.4113258462207
B4DDT7	27.702626924145154
B4DDX8	733.604404279986
B4DDY8	150.35542310381953
B4DE11	33.062373939175366
B4DE16	67.48556830436291
B4DE93	136.49617037042916
B4DEH8	311.91287476774073
B4DEJ6	69.4266458174632
B4DEK4	115.56864363055382
B4DEM7	4829.599725066497
B4DEX5	86.42718246302799
B4DF47	18.20321994014337
B4DF77	41.371795453154746
B4DFA2	229.24855771482268
B4DFC9	140.8629814533602
B4DFG2	125.61597894932741
B4DFK6	3789.2120882971603
B4DFL2	97.1540777569877
B4DFN6	292.54056122371003
B4DFR2	1465.7801883936554
B4DFW2	30.641469205547224
B4DG44	14.779903690117116
B4DG80	15.987375006723445
B4DGJ5	24.441019731610275
B4DGL8	11.040662173946629
B4DGN5	1795.8022027327556
B4DGU4	137.6488460669893
B4DGW0	4.18392010168564
B4DGX2	42.70732114534086
B4DH53	92.3928381951044
B4DHG0	1045.9958556388292
B4DHJ7	19.21018749119625
B4DHX2	1.3763134241545407
B4DIH5	233.69072997510193
B4DII8	51.63008492309396
B4DIL8	1.9545235588014762
B4DIR9	65.13910801374712
B4DIZ1	156.7801778467055
B4DJE7	97.57112017078397
B4DJJ3	2.6674694969978767
B4DJK0	558.196075528906
B4DJP7	2881.6340643070016
B4DJU8	8.152939478160283
B4DJV2	958.6394755780077
B4DJV5	66.28027719912059
B4DK44	34.06692207422016
B4DK80	0.8060147527549446
B4DK85	26.83925661922359
B4DK95	1.2087215810972214
B4DL14	664.8507763197165
B4DL54	12.457162453331346
B4DL79	7.433568995751977
B4DLE8	0.444140786038296
B4DLH4	1054.3596777993387
B4DLN1	528.4712507504753
B4DLN5	122.54520736815782
B4DLQ9	7.426519620548376
B4DLT4	3.1735136277600158
B4DME1	18.13252361267313
B4DME4	60.198279585743876
B4DMG5	12.913117553793146
B4DMM8	48.35469145379584
B4DMU4	36.275092121043215
B4DN00	310.55745494285236
B4DN25	220.069246272741
B4DN45	827.697125863067
B4DN60	1208.58900677238
B4DN88	147.54020787924952
B4DNE4	658.9827695424947
B4DNJ1	29.089967377869886
B4DNK1	4.07703616416069
B4DNL6	1392.1582694992987
B4DNM1	97.09477400431305
B4DNT0	1463.072293830503
B4DNY1	4.160863671956646
B4DP08	40.671309179007096
B4DP11	5736.06459997009
B4DP36	28.60877128445618
B4DP62	123.58437899338871
B4DP98	1.7064323950540703
B4DPF6	36.62300163762805
B4DPJ6	2326.171210284657
B4DPR4	29.18072355102963
B4DPY8	36.49547406104663
B4DQ14	328.14795506813505
B4DQ19	750.9581528866861
B4DQ51	11.333992174098235
B4DQA8	26.805814956082134
B4DQI6	292.40790259290645
B4DQQ8	4.864400389587421
B4DQR4	1544.9569708771073
B4DQU7	18.86058306727235
B4DQW8	13.312465675673602
B4DQX7	1502.1434168384417
B4DR63	1990.5266419305508
B4DR67	72.11818851574358
B4DR80	180.63554317062363
B4DRD1	0.2767960254443555
B4DRF9	96.35996272015223
B4DRL9	3.5437155604532906
B4DRN8	11.908735863600524
B4DRW9	26.031396038901878
B4DS52	16.244162228271186
B4DS55	1.590583298720129
B4DS61	317.4067405153056
