ID	Ensembl ID	Gene symbol	Gene symbol ID	Average Intensity	FDR	Hit names	Hits	Master molecule name	Maximal radius	Ranks sum	Reachable total	Reached from set	Score	Transpath ID	UniProt ID	Z-Score
MO000270220	ENSG00000096717			3.0902875554831306	0.033	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	SIRT1-isoform1(h)	8.854378	130	89866	20	0.54593694	MO000084718	Q96EB6	1.7153803
MO000270309	ENSG00000154229		PRKCA	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270318	ENSG00000136997	MYC		NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270334	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270335	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270336	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270338	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270349	ENSG00000141510		TP53	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270361	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270367	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270368	ENSG00000139687		RB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270410	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000270416	ENSG00000108654		DDX5	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270425	ENSG00000105221			56.243657406021796	0.037	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	AKT-2-isoform1(h)	8.874628	188	84048	20	0.4352274	MO000100964	P31751	1.6177387
MO000270474	ENSG00000170312		CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270475	ENSG00000170312		CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270478	ENSG00000170312		CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270827	ENSG00000100462			363.7682855553583	0.025	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000129437","MO000257758"]	SKB1-isoform1(h)	9.807215	182	66154	18	0.34494087	MO000082834	O14744	1.8962641
MO000270880	ENSG00000012048		BRCA1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000270950	ENSG00000197467		COL13A1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271182	ENSG00000104365			12.373726233721133	0.008	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	IKK-beta-isoform1(h)	9.340879	80	71027	20	0.39722645	MO000060068	O14920	2.4391096
MO000271351	ENSG00000109320		NFKB1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271352	ENSG00000066136	NFYC		20.43126799168169	0.009	["NF-YC(h)","TFII-I(h)"]	["MO000019622","MO000079072"]	NF-YC(h)	5.6901345	206	82	2	0.23812184	MO000079072	Q13952	7.7015395
MO000271353	ENSG00000066136	NFYC		20.43126799168169	0.009	["NF-YC(h)","TFII-I(h)"]	["MO000019622","MO000079072"]	NF-YC(h)	5.6901345	206	82	2	0.23812184	MO000079072	Q13952	7.7015395
MO000271354	ENSG00000066136	NFYC		20.43126799168169	0.009	["NF-YC(h)","TFII-I(h)"]	["MO000019622","MO000079072"]	NF-YC(h)	5.6901345	206	82	2	0.23812184	MO000079072	Q13952	7.7015395
MO000271625	ENSG00000124214			368.74235782693506	0.016	["RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	STAU1(h)	9.054164	187	66013	19	0.32408172	MO000065171	O95793-2,O95793-3	2.0449724
MO000271635	ENSG00000115750		TAF1B	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271756	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271757	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271758	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271759	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271761	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271762	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271763	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271805	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271807	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271811	ENSG00000123374		CDK2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271813	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271814	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271815	ENSG00000117399,ENSG00000145386		CCNA2,CDC20	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271816	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271817	ENSG00000004897,ENSG00000145386		CCNA2,CDC27	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271824	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271826	ENSG00000123374,ENSG00000145386		CCNA2,CDK2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271827	ENSG00000145386,ENSG00000170312		CCNA2,CDK1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271829	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271830	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271833	ENSG00000145386		CCNA2	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271835	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271838	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271841	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271844	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271847	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271849	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271852	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271855	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271860	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271869	ENSG00000132155			11.984172105543447	0.026	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Raf-1-isoform1(h),Raf-1-isoform2(h)	9.6832695	177	79229	19	0.38069612	MO000057036,MO000178581	P04049	1.8105198
MO000271922	ENSG00000055130			68.05117173261286	0.039	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Cul-1(h)	8.913296	157	72932	19	0.381381	MO000019438	Q13616	1.8655007
MO000271925	ENSG00000113558			1027.713377032425	0.011	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000116288","MO000129437","MO000257758"]	Skp1(h),Skp1-isoform1(h)	9.648362	174	78888	19	0.40885067	MO000019439,MO000059278	P63208	2.587792
MO000271949	ENSG00000135341			9.80472830566038	0.01	["AP-4(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","TCF-4(h)","TCF-4-isoform10(h)","TCF-4-isoform8(h)","TFII-I(h)","TFII-I-isoform1(h)","TFII-I-isoform2(h)","TFII-I-isoform3(h)","TFII-I-isoform4(h)","c-Jun(h)","c-Myc(h)","c-Myc-isoform1(h)","c-Myc-isoform2(h)"]	["MO000019363","MO000019469","MO000019613","MO000019622","MO000024660","MO000025736","MO000026882","MO000027279","MO000056483","MO000058322","MO000079319","MO000079350","MO000083183","MO000083184","MO000083186","MO000083187","MO000125399","MO000125401","MO000129437","MO000257758"]	TAK1(h),TAK1a(h),TAK1b(h),TAK1d(h)	9.594858	264	76129	20	0.4455038	MO000016584,MO000016585,MO000016587,MO000021242	O43318	2.4426556
MO000271983	ENSG00000087586,ENSG00000164611		AURKA,PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271984	ENSG00000087586,ENSG00000164611		AURKA,PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271987	ENSG00000164611		PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271988	ENSG00000164611		PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271989	ENSG00000164611		PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271990	ENSG00000164611		PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271991	ENSG00000164611		PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
MO000271992	ENSG00000164611		PTTG1	NaN	NaN	[]	[]		NaN	0	0	0	NaN			NaN
