"","TF","symbol","gene"
"540","V.FOS_02","FOS","KLHL12"
"541","V.FOS_02","FOS","TRIOBP"
"542","V.FOS_03","FOS","SERPINA1"
"543","V.FOS_03","FOS","CDC20"
"544","V.FOS_03","FOS","IL4R"
"545","V.FOS_03","FOS","RASGRF1"
"546","V.FOS_03","FOS","KAT2A"
"547","V.FOS_03","FOS","HMGA2"
"548","V.FOS_03","FOS","TRIM33"
"549","V.FOS_03","FOS","S100A2"
"550","V.FOS_03","FOS","SH3YL1"
"551","V.FOS_03","FOS","NMT2"
"552","V.FOS_03","FOS","DNAJB2"
"553","V.FOS_03","FOS","ANXA1"
"554","V.FOS_03","FOS","TP53"
"555","V.FOS_03","FOS","BGN"
"556","V.FOS_03","FOS","PIAS3"
"557","V.FOS_03","FOS","MAPT"
"558","V.FOS_03","FOS","BIRC6"
"559","V.FOS_03","FOS","TBL1X"
"560","V.FOS_03","FOS","FN1"
"561","V.FOS_03","FOS","TAF1B"
"562","V.FOS_03","FOS","RHOD"
"563","V.FOS_03","FOS","LIMK2"
"564","V.FOS_03","FOS","PTPRA"
"565","V.FOS_03","FOS","TAF12"
"566","V.FOS_03","FOS","VIM"
"567","V.FOS_03","FOS","STX6"
"568","V.FOS_03","FOS","IL7R"
"569","V.FOS_03","FOS","EGFR"
"570","V.FOS_03","FOS","TPX2"
"571","V.FOS_03","FOS","TPR"
"572","V.FOS_03","FOS","KLHL12"
"573","V.FOS_03","FOS","AURKA"
"574","V.FOS_03","FOS","IGF1R"
"575","V.FOS_03","FOS","CKAP5"
"576","V.FOS_03","FOS","TNIK"
"577","V.FOS_03","FOS","MAD2L2"
"578","V.FOS_03","FOS","TGFA"
"579","V.FOS_03","FOS","ITGB8"
"580","V.FOS_03","FOS","TOP2A"
"581","V.FOS_03","FOS","ATF3"
"582","V.FOS_03","FOS","MAPK13"
"583","V.FOS_03","FOS","CD55"
"584","V.FOS_03","FOS","FGF13"
"585","V.FOS_03","FOS","COL13A1"
"586","V.FOS_03","FOS","SMAD4"
"587","V.FOS_03","FOS","MOCOS"
"588","V.FOS_03","FOS","ROCK1"
"589","V.FOS_03","FOS","GSN"
"590","V.FOS_03","FOS","SRPK1"
"591","V.FOS_03","FOS","FYN"
"592","V.FOS_03","FOS","SNAP29"
"593","V.FOS_03","FOS","BACE1"
"594","V.FOS_03","FOS","ICAM1"
"595","V.FOS_03","FOS","ADAM9"
"596","V.FOS_03","FOS","SHC1"
"597","V.FOS_03","FOS","SNRPA"
"598","V.FOS_03","FOS","PKIA"
"599","V.FOS_03","FOS","MEX3B"
"600","V.FOS_03","FOS","NDC80"
"601","V.FOS_03","FOS","HMGB2"
"602","V.FOS_03","FOS","TNK2"
"603","V.FOS_03","FOS","HUWE1"
"604","V.FOS_03","FOS","NUF2"
"605","V.FOS_03","FOS","SKIL"
"606","V.FOS_03","FOS","ARID3A"
"607","V.FOS_03","FOS","TACC1"
"608","V.FOS_03","FOS","RRM2B"
"609","V.FOS_03","FOS","CXXC5"
"610","V.FOS_03","FOS","TGFB1"
"611","V.FOS_03","FOS","CABLES2"
"612","V.FOS_03","FOS","FBLN1"
"613","V.FOS_03","FOS","LRP1"
"614","V.FOS_03","FOS","PLK1"
"615","V.FOS_03","FOS","SELPLG"
"616","V.FOS_03","FOS","PAG1"
"617","V.FOS_03","FOS","BUB1"
"618","V.FOS_03","FOS","RFWD2"
"619","V.FOS_03","FOS","LTBP3"
"620","V.FOS_03","FOS","TRIOBP"
"621","V.FOS_03","FOS","EVL"
"622","V.FOS_06","FOS","IGF1R"
"623","V.FOS_06","FOS","IL4R"
"624","V.FOS_06","FOS","S100A2"
"625","V.FOS_06","FOS","IL7R"
"626","V.FOS_06","FOS","SMAD4"
"627","V.FOS_06","FOS","FGF13"
"628","V.FOS_06","FOS","ATF3"
"629","V.FOS_06","FOS","RHOD"
"630","V.FOS_06","FOS","COL13A1"
"631","V.FOS_06","FOS","RASGRF1"
"632","V.FOS_06","FOS","TAF1B"
"633","V.FOS_06","FOS","TP53"
"634","V.FOS_06","FOS","ANXA1"
"635","V.FOS_06","FOS","SERPINA1"
"636","V.FOS_06","FOS","TNIK"
"637","V.FOS_06","FOS","ICAM1"
"638","V.FOS_06","FOS","PTPRA"
"639","V.FOS_06","FOS","TPR"
"640","V.FOS_06","FOS","FBLN1"
"641","V.FOS_06","FOS","GSN"
"642","V.FOS_06","FOS","TGFB1"
"643","V.FOS_06","FOS","MAPK13"
"644","V.FOS_06","FOS","SH3YL1"
"645","V.FOS_06","FOS","DNAJB2"
"646","V.FOS_06","FOS","SRPK1"
"647","V.FOS_06","FOS","LIMK2"
"648","V.FOS_06","FOS","ITGB8"
"649","V.FOS_06","FOS","TGFA"
"650","V.FOS_06","FOS","TBL1X"
"651","V.FOS_06","FOS","TACC1"
"652","V.FOS_06","FOS","CD55"
"653","V.FOS_06","FOS","KLHL12"
"654","V.FOS_06","FOS","LTBP3"
"655","V.FOS_06","FOS","NUF2"
"656","V.FOS_06","FOS","TNK2"
"657","V.FOS_06","FOS","TRIOBP"
"658","V.FOS_06","FOS","VIM"
"659","V.FOS_06","FOS","BACE1"
"660","V.FOS_06","FOS","SNRPA"
"661","V.FOS_10","FOS","CDC20"
"662","V.FOS_10","FOS","SHC1"
"663","V.FOS_10","FOS","AURKA"
"664","V.FOS_10","FOS","LRP1"
"665","V.FOS_10","FOS","TGFB1"
"666","V.FOS_10","FOS","BGN"
"667","V.FOS_10","FOS","S100A2"
"668","V.FOS_10","FOS","MOCOS"
"669","V.FOS_10","FOS","FN1"
"670","V.FOS_10","FOS","IL7R"
"671","V.FOS_10","FOS","SNRPA"
"672","V.FOS_10","FOS","PLK1"
"673","V.FOS_10","FOS","ATF3"
"674","V.FOS_10","FOS","TPX2"
"675","V.FOS_10","FOS","FGF13"
"676","V.FOS_10","FOS","SH3YL1"
"677","V.FOS_10","FOS","ADAM9"
"678","V.FOS_10","FOS","RASGRF1"
"679","V.FOS_10","FOS","TBL1X"
"680","V.FOS_10","FOS","GSN"
"681","V.FOS_10","FOS","CD55"
"682","V.FOS_10","FOS","COL13A1"
"683","V.FOS_10","FOS","ANXA1"
"684","V.FOS_10","FOS","TRIOBP"
"685","V.FOS_10","FOS","DNAJB2"
"686","V.FOS_10","FOS","IL4R"
"687","V.FOS_10","FOS","TPR"
"688","V.FOS_10","FOS","TRIM33"
"689","V.FOS_10","FOS","VIM"
"690","V.FOS_10","FOS","ICAM1"
"691","V.FOS_10","FOS","MAPT"
"692","V.FOS_10","FOS","LIMK2"
"693","V.FOS_10","FOS","KLHL12"
"694","V.FOS_10","FOS","TAF1B"
"695","V.FOS_10","FOS","SELPLG"
"696","V.FOS_10","FOS","TACC1"
"697","V.FOS_10","FOS","SERPINA1"
"698","V.FOS_10","FOS","CKAP5"
"699","V.FOS_10","FOS","TP53"
"700","V.FOS_10","FOS","LTBP3"
"701","V.FOS_10","FOS","PTPRA"
"702","V.FOS_10","FOS","TOP2A"
"703","V.FOS_10","FOS","MEX3B"
"704","V.FOS_10","FOS","RFWD2"
"705","V.FOS_10","FOS","SMAD4"
"706","V.FOS_10","FOS","MAPK13"
"707","V.FOS_10","FOS","SRPK1"
"708","V.FOS_10","FOS","TNK2"
"709","V.FOS_10","FOS","TGFA"
"710","V.FOS_10","FOS","ITGB8"
"711","V.FOS_10","FOS","FBLN1"
"712","V.FOS_10","FOS","PIAS3"
"713","V.FOS_10","FOS","BACE1"
"714","V.FOS_10","FOS","NDC80"
"715","V.FOS_10","FOS","BUB1"
"716","V.FOS_10","FOS","CXXC5"
"717","V.FOS_10","FOS","TNIK"
"718","V.FOS_10","FOS","RRM2B"
"719","V.FOS_10","FOS","KAT2A"
"720","V.FOS_10","FOS","NUF2"
"721","V.FOS_11","FOS","FGF13"
"722","V.FOS_11","FOS","TAF1B"
"723","V.FOS_11","FOS","MEX3B"
"724","V.FOS_11","FOS","SERPINA1"
"725","V.FOS_11","FOS","KLHL12"
"726","V.FOS_11","FOS","SNRPA"
"727","V.FOS_11","FOS","ICAM1"
"728","V.FOS_11","FOS","TPR"
"729","V.FOS_11","FOS","MAPK13"
"730","V.FOS_11","FOS","LTBP3"
"731","V.FOS_11","FOS","MAPT"
"732","V.FOS_11","FOS","TGFB1"
"733","V.FOS_11","FOS","TACC1"
"734","V.FOS_11","FOS","ANXA1"
"735","V.FOS_11","FOS","PTPRA"
"736","V.FOS_11","FOS","VIM"
"737","V.FOS_11","FOS","TGFA"
"738","V.FOS_11","FOS","FBLN1"
"739","V.FOS_11","FOS","S100A2"
"740","V.FOS_11","FOS","TNIK"
"741","V.FOS_11","FOS","SRPK1"
"742","V.FOS_11","FOS","ATF3"
"743","V.FOS_11","FOS","TBL1X"
"744","V.FOS_11","FOS","IL4R"
"745","V.FOS_11","FOS","TNK2"
"746","V.FOS_11","FOS","IL7R"
"747","V.FOS_11","FOS","TRIOBP"
"748","V.FOS_11","FOS","NUF2"
"749","V.FOS_11","FOS","ITGB8"
"750","V.FOSJUN_02","JUN","RRM2B"
"751","V.FOSJUN_02","JUN","TBL1X"
"752","V.FOSJUN_02","JUN","PIAS3"
"753","V.FOSJUN_02","JUN","TACC1"
"754","V.FOSJUN_02","JUN","IL4R"
"755","V.FOSJUN_02","JUN","SERPINA1"
"756","V.FOSJUN_02","JUN","RHOD"
"757","V.FOSJUN_02","JUN","CDC20"
"758","V.FOSJUN_02","JUN","SHC1"
"759","V.FOSJUN_02","JUN","ICAM1"
"760","V.FOSJUN_02","JUN","KAT2A"
"761","V.FOSJUN_02","JUN","VIM"
"762","V.FOSJUN_02","JUN","TP53"
"763","V.FOSJUN_02","JUN","FGF13"
"764","V.FOSJUN_02","JUN","RASGRF1"
"765","V.FOSJUN_02","JUN","STX6"
"766","V.FOSJUN_02","JUN","HMGB2"
"767","V.FOSJUN_02","JUN","TRIM33"
"768","V.FOSJUN_02","JUN","ITGB8"
"769","V.FOSJUN_02","JUN","CKAP5"
"770","V.FOSJUN_02","JUN","KLHL12"
"771","V.FOSJUN_02","JUN","RFWD2"
"772","V.FOSJUN_02","JUN","CD55"
"773","V.FOSJUN_02","JUN","EVL"
"774","V.FOSJUN_02","JUN","TGFB1"
"775","V.FOSJUN_02","JUN","MAPT"
"776","V.FOSJUN_02","JUN","SH3YL1"
"777","V.FOSJUN_02","JUN","ADAM9"
"778","V.FOSJUN_02","JUN","LIMK2"
"779","V.FOSJUN_02","JUN","S100A2"
"780","V.FOSJUN_02","JUN","TGFA"
"781","V.FOSJUN_02","JUN","DNAJB2"
"782","V.FOSJUN_02","JUN","IL7R"
"783","V.FOSJUN_02","JUN","HUWE1"
"784","V.FOSJUN_02","JUN","PLK1"
"785","V.FOSJUN_02","JUN","SNRPA"
"786","V.FOSJUN_02","JUN","TPX2"
"787","V.FOSJUN_02","JUN","GSN"
"788","V.FOSJUN_02","JUN","BGN"
"789","V.FOSJUN_02","JUN","MEX3B"
"790","V.FOSJUN_02","JUN","ANXA1"
"791","V.FOSJUN_02","JUN","TNIK"
"792","V.FOSJUN_02","JUN","CXXC5"
"793","V.FOSJUN_02","JUN","PTPRA"
"794","V.FOSJUN_02","JUN","TNK2"
"795","V.FOSJUN_02","JUN","BACE1"
"796","V.FOSJUN_02","JUN","LTBP3"
"797","V.FOSJUN_02","JUN","IGF1R"
"798","V.FOSJUN_02","JUN","ATF3"
"799","V.FOSJUN_02","JUN","MAPK13"
"800","V.FOSJUN_02","JUN","AURKA"
"801","V.FOSJUN_02","JUN","COL13A1"
"802","V.FOSJUN_02","JUN","SNAP29"
"803","V.FOSJUN_02","JUN","TOP2A"
"804","V.FOSJUN_02","JUN","FBLN1"
"805","V.FOSJUN_02","JUN","NDC80"
"806","V.FOSJUN_02","JUN","NUF2"
"807","V.FOSJUN_02","JUN","SMAD4"
"808","V.FOSJUN_02","JUN","TPR"
"809","V.FOSJUN_02","JUN","TAF1B"
"810","V.FOSJUN_02","JUN","BUB1"
"811","V.FOSJUN_02","JUN","PAG1"
"812","V.FOSJUN_02","JUN","FN1"
"813","V.FOSJUN_02","JUN","SRPK1"
"814","V.FOSJUN_02","JUN","TRIOBP"
"815","V.FOSJUN_02","FOS","RRM2B"
"816","V.FOSJUN_02","FOS","TBL1X"
"817","V.FOSJUN_02","FOS","PIAS3"
"818","V.FOSJUN_02","FOS","TACC1"
"819","V.FOSJUN_02","FOS","IL4R"
"820","V.FOSJUN_02","FOS","SERPINA1"
"821","V.FOSJUN_02","FOS","RHOD"
"822","V.FOSJUN_02","FOS","CDC20"
"823","V.FOSJUN_02","FOS","SHC1"
"824","V.FOSJUN_02","FOS","ICAM1"
"825","V.FOSJUN_02","FOS","KAT2A"
"826","V.FOSJUN_02","FOS","VIM"
"827","V.FOSJUN_02","FOS","TP53"
"828","V.FOSJUN_02","FOS","FGF13"
"829","V.FOSJUN_02","FOS","RASGRF1"
"830","V.FOSJUN_02","FOS","STX6"
"831","V.FOSJUN_02","FOS","HMGB2"
"832","V.FOSJUN_02","FOS","TRIM33"
"833","V.FOSJUN_02","FOS","ITGB8"
"834","V.FOSJUN_02","FOS","CKAP5"
"835","V.FOSJUN_02","FOS","KLHL12"
"836","V.FOSJUN_02","FOS","RFWD2"
"837","V.FOSJUN_02","FOS","CD55"
"838","V.FOSJUN_02","FOS","EVL"
"839","V.FOSJUN_02","FOS","TGFB1"
"840","V.FOSJUN_02","FOS","MAPT"
"841","V.FOSJUN_02","FOS","SH3YL1"
"842","V.FOSJUN_02","FOS","ADAM9"
"843","V.FOSJUN_02","FOS","LIMK2"
"844","V.FOSJUN_02","FOS","S100A2"
"845","V.FOSJUN_02","FOS","TGFA"
"846","V.FOSJUN_02","FOS","DNAJB2"
"847","V.FOSJUN_02","FOS","IL7R"
"848","V.FOSJUN_02","FOS","HUWE1"
"849","V.FOSJUN_02","FOS","PLK1"
"850","V.FOSJUN_02","FOS","SNRPA"
"851","V.FOSJUN_02","FOS","TPX2"
"852","V.FOSJUN_02","FOS","GSN"
"853","V.FOSJUN_02","FOS","BGN"
"854","V.FOSJUN_02","FOS","MEX3B"
"855","V.FOSJUN_02","FOS","ANXA1"
"856","V.FOSJUN_02","FOS","TNIK"
"857","V.FOSJUN_02","FOS","CXXC5"
"858","V.FOSJUN_02","FOS","PTPRA"
"859","V.FOSJUN_02","FOS","TNK2"
"860","V.FOSJUN_02","FOS","BACE1"
"861","V.FOSJUN_02","FOS","LTBP3"
"862","V.FOSJUN_02","FOS","IGF1R"
"863","V.FOSJUN_02","FOS","ATF3"
"864","V.FOSJUN_02","FOS","MAPK13"
"865","V.FOSJUN_02","FOS","AURKA"
"866","V.FOSJUN_02","FOS","COL13A1"
"867","V.FOSJUN_02","FOS","SNAP29"
"868","V.FOSJUN_02","FOS","TOP2A"
"869","V.FOSJUN_02","FOS","FBLN1"
"870","V.FOSJUN_02","FOS","NDC80"
"871","V.FOSJUN_02","FOS","NUF2"
"872","V.FOSJUN_02","FOS","SMAD4"
"873","V.FOSJUN_02","FOS","TPR"
"874","V.FOSJUN_02","FOS","TAF1B"
"875","V.FOSJUN_02","FOS","BUB1"
"876","V.FOSJUN_02","FOS","PAG1"
"877","V.FOSJUN_02","FOS","FN1"
"878","V.FOSJUN_02","FOS","SRPK1"
"879","V.FOSJUN_02","FOS","TRIOBP"
"880","V.FOXM1_01","FOXM1","BGN"
"881","V.FOXM1_01","FOXM1","ANXA1"
"882","V.FOXM1_01","FOXM1","NUF2"
"883","V.FOXM1_01","FOXM1","TNK2"
"884","V.FOXM1_01","FOXM1","TP53"
"885","V.FOXM1_01","FOXM1","RRM2B"
"886","V.FOXM1_01","FOXM1","BACE1"
"887","V.FOXM1_01","FOXM1","HUWE1"
"888","V.FOXM1_01","FOXM1","NMT2"
"889","V.FOXM1_01","FOXM1","ITGB8"
"890","V.FOXM1_01","FOXM1","STX6"
"891","V.FOXM1_01","FOXM1","SELPLG"
"892","V.FOXM1_01","FOXM1","FBLN1"
"893","V.FOXM1_01","FOXM1","CXXC5"
"894","V.FOXM1_01","FOXM1","SHC1"
"895","V.FOXM1_01","FOXM1","TPX2"
"896","V.FOXM1_01","FOXM1","MAPT"
"897","V.FOXM1_01","FOXM1","TOP2A"
"898","V.FOXM1_01","FOXM1","COL13A1"
"899","V.FOXM1_01","FOXM1","LIMK2"
"900","V.FOXM1_01","FOXM1","SRPK1"
"901","V.FOXM1_01","FOXM1","ICAM1"
"902","V.FOXM1_01","FOXM1","GSN"
"903","V.FOXM1_Q3","FOXM1","BGN"
"904","V.FOXM1_Q3","FOXM1","ATF3"
"905","V.FOXM1_Q3","FOXM1","RRM2B"
"906","V.FOXM1_Q3","FOXM1","TPR"
"907","V.FOXM1_Q3","FOXM1","PIAS3"
"908","V.FOXM1_Q3","FOXM1","FGF13"
"909","V.FOXM1_Q3","FOXM1","SELPLG"
"910","V.FOXM1_Q3","FOXM1","TP53"
"911","V.FOXM1_Q3","FOXM1","TAF12"
"912","V.FOXM1_Q3","FOXM1","CKAP5"
"913","V.FOXM1_Q3","FOXM1","ARID3A"
"914","V.FOXM1_Q3","FOXM1","NUF2"
"915","V.FOXM1_Q3","FOXM1","PTPRA"
"916","V.FOXM1_Q3","FOXM1","HUWE1"
"917","V.FOXM1_Q3","FOXM1","S100A2"
"918","V.HAND1E47_01","TCF3","SNRPA"
"919","V.HAND1E47_01","TCF3","TNIK"
"920","V.HAND1E47_01","TCF3","IGF1R"
"921","V.HAND1E47_01","TCF3","RASGRF1"
"922","V.HAND1E47_01","TCF3","AURKA"
"923","V.HAND1E47_01","TCF3","SMAD4"
"924","V.HAND1E47_01","TCF3","TPX2"
"925","V.HAND1E47_01","TCF3","BACE1"
"926","V.HAND1E47_01","TCF3","TGFB1"
"927","V.HAND1E47_01","TCF3","SRPK1"
"928","V.HAND1E47_01","TCF3","CKAP5"
"929","V.HAND1E47_01","TCF3","MAPK13"
"930","V.HAND1E47_01","TCF3","MAPT"
"931","V.HAND1E47_01","TCF3","EGFR"
"932","V.HAND1E47_01","TCF3","LIMK2"
"933","V.HAND1E47_01","TCF3","LRP1"
"934","V.HAND1E47_01","TCF3","FBLN1"
"935","V.HAND1E47_01","TCF3","NUF2"
"936","V.HAND1E47_01","TCF3","MOCOS"
"937","V.HAND1E47_01","TCF3","PLK1"
"938","V.HAND1E47_01","TCF3","STX6"
"939","V.HAND1E47_01","TCF3","RRM2B"
"940","V.HAND1E47_01","TCF3","CDC20"
"941","V.HAND1E47_01","TCF3","BGN"
"942","V.HAND1E47_01","TCF3","HMGA2"
"943","V.HAND1E47_01","TCF3","BUB1"
"944","V.HAND1E47_01","TCF3","SERPINA1"
"945","V.HAND1E47_01","TCF3","ADAM9"
"946","V.HAND1E47_01","TCF3","SNAP29"
"947","V.HAND1E47_01","TCF3","TAF1B"
"948","V.HAND1E47_01","TCF3","PKIA"
"949","V.HAND1E47_01","TCF3","HUWE1"
"950","V.HAND1E47_01","TCF3","TGFA"
"951","V.HAND1E47_01","TCF3","FGF13"
"952","V.HAND1E47_01","TCF3","RHOD"
"953","V.HAND1E47_01","TCF3","VIM"
"954","V.HAND1E47_01","TCF3","PIAS3"
"955","V.HAND1E47_01","TCF3","BIRC6"
"956","V.HAND1E47_01","TCF3","PTPRA"
"957","V.HAND1E47_01","TCF3","RFWD2"
"958","V.HAND1E47_01","TCF3","MEX3B"
"959","V.HAND1E47_01","TCF3","FN1"
"960","V.HAND1E47_01","TCF3","CD55"
"961","V.HAND1E47_01","TCF3","NMT2"
"962","V.HAND1E47_01","TCF3","KLHL12"
"963","V.HAND1E47_01","TCF3","ICAM1"
"964","V.HAND1E47_01","TCF3","SELPLG"
"965","V.HAND1E47_01","TCF3","TRIOBP"
"966","V.HAND1E47_01","TCF3","IL7R"
"967","V.HAND1E47_01","TCF3","TAF12"
"968","V.HAND1E47_01","TCF3","ANXA1"
"969","V.HAND1E47_01","TCF3","CABLES2"
"970","V.HAND1E47_01","TCF3","ARID3A"
"971","V.HAND1E47_01","TCF3","TPR"
"972","V.HAND1E47_01","TCF3","TBL1X"
"973","V.HAND1E47_01","TCF3","EVL"
"974","V.HAND1E47_01","TCF3","PAG1"
"975","V.HAND1E47_01","TCF3","TNK2"
"976","V.HAND1E47_01","TCF3","HMGB2"
"977","V.HAND1E47_01","TCF3","MAD2L2"
"978","V.HAND1E47_01","TCF3","IL4R"
"979","V.HAND1E47_01","TCF3","ATF3"
"980","V.HAND1E47_01","TCF3","DNAJB2"
"981","V.HAND1E47_01","TCF3","SKIL"
"982","V.HAND1E47_01","TCF3","CXXC5"
"983","V.HAND1E47_01","TCF3","GSN"
"984","V.HAND1E47_01","TCF3","LTBP3"
"985","V.HAND1E47_01","TCF3","KAT2A"
"986","V.HAND1E47_01","TCF3","NDC80"
"987","V.HAND1E47_01","TCF3","TACC1"
"988","V.HAND1E47_01","TCF3","COL13A1"
"989","V.HAND1E47_01","TCF3","ITGB8"
"990","V.HAND1E47_01","TCF3","S100A2"
"991","V.HAND1E47_01","TCF3","ROCK1"
"992","V.HAND1E47_01","TCF3","TRIM33"
"993","V.HAND1E47_01","TCF3","TOP2A"
"994","V.HAND1E47_01","TCF3","FYN"
"995","V.HAND1E47_01","TCF3","TP53"
"996","V.HAND1E47_01","TCF3","SH3YL1"
"997","V.HAND1E47_01","TCF3","SHC1"
"998","V.HOXB2TCF3_01","TCF3","SRPK1"
"999","V.HOXB2TCF3_01","TCF3","SMAD4"
"1000","V.HOXB2TCF3_01","TCF3","LIMK2"
"1001","V.HOXB2TCF3_01","TCF3","MAPK13"
"1002","V.HOXB2TCF3_01","TCF3","FBLN1"
"1003","V.HOXB2TCF3_01","TCF3","AURKA"
"1004","V.HOXB2TCF3_01","TCF3","TNK2"
"1005","V.HOXB2TCF3_01","TCF3","RASGRF1"
"1006","V.HOXB2TCF3_01","TCF3","TAF1B"
"1007","V.HOXB2TCF3_01","TCF3","VIM"
"1008","V.HOXB2TCF3_01","TCF3","BGN"
"1009","V.HOXB2TCF3_01","TCF3","GSN"
"1010","V.HOXB2TCF3_01","TCF3","MAD2L2"
"1011","V.HOXB2TCF3_01","TCF3","HMGA2"
"1012","V.HOXB2TCF3_01","TCF3","TRIOBP"
"1013","V.HOXB2TCF3_01","TCF3","SELPLG"
"1014","V.HOXB2TCF3_01","TCF3","SERPINA1"
"1015","V.HOXB2TCF3_01","TCF3","KLHL12"
"1016","V.HOXB2TCF3_01","TCF3","EVL"
"1017","V.HOXB2TCF3_01","TCF3","FGF13"
"1018","V.HOXB2TCF3_01","TCF3","RHOD"
"1019","V.HOXB2TCF3_01","TCF3","CD55"
"1020","V.HOXB2TCF3_01","TCF3","TGFA"
"1021","V.HOXB2TCF3_01","TCF3","RRM2B"
"1022","V.HOXB2TCF3_01","TCF3","TPR"
"1023","V.HOXB2TCF3_01","TCF3","PTPRA"
"1024","V.HOXB2TCF3_01","TCF3","CABLES2"
"1025","V.HOXB2TCF3_01","TCF3","LTBP3"
"1026","V.HOXB2TCF3_01","TCF3","SNAP29"
"1027","V.HOXB2TCF3_01","TCF3","KAT2A"
"1028","V.HOXB2TCF3_01","TCF3","COL13A1"
"1029","V.HOXB2TCF3_01","TCF3","PAG1"
"1030","V.HOXB2TCF3_01","TCF3","FN1"
"1031","V.HOXB2TCF3_01","TCF3","ICAM1"
"1032","V.HOXB2TCF3_01","TCF3","RFWD2"
"1033","V.HOXB2TCF3_01","TCF3","CDC20"
"1034","V.HOXB2TCF3_01","TCF3","BACE1"
"1035","V.HOXB2TCF3_01","TCF3","PIAS3"
"1036","V.HOXB2TCF3_01","TCF3","DNAJB2"
"1037","V.HOXB2TCF3_01","TCF3","CKAP5"
"1038","V.HOXB2TCF3_01","TCF3","IL7R"
"1039","V.HOXB2TCF3_01","TCF3","TBL1X"
"1040","V.HOXB2TCF3_01","TCF3","ROCK1"
"1041","V.HOXB2TCF3_01","TCF3","CXXC5"
"1042","V.HOXB2TCF3_01","TCF3","SNRPA"
"1043","V.HOXB2TCF3_01","TCF3","HUWE1"
"1044","V.HOXB2TCF3_01","TCF3","NDC80"
"1045","V.HOXB2TCF3_01","TCF3","TGFB1"
"1046","V.HOXB2TCF3_01","TCF3","TP53"
"1047","V.HOXB2TCF3_01","TCF3","STX6"
"1048","V.HOXB2TCF3_01","TCF3","PLK1"
"1049","V.HOXB2TCF3_01","TCF3","BIRC6"
"1050","V.HOXB2TCF3_01","TCF3","SH3YL1"
"1051","V.HOXB2TCF3_01","TCF3","IL4R"
"1052","V.HOXB2TCF3_01","TCF3","S100A2"
"1053","V.HOXB2TCF3_01","TCF3","ITGB8"
"1054","V.HOXB2TCF3_01","TCF3","ANXA1"
"1055","V.HOXB2TCF3_01","TCF3","TAF12"
"1056","V.HOXB2TCF3_01","TCF3","BUB1"
"1057","V.HOXB2TCF3_01","TCF3","MEX3B"
"1058","V.JUN_03","JUN","ATF3"
"1059","V.JUN_03","JUN","S100A2"
"1060","V.JUN_03","JUN","NDC80"
"1061","V.JUN_03","JUN","RFWD2"
"1062","V.JUN_03","JUN","SMAD4"
"1063","V.JUN_03","JUN","ITGB8"
"1064","V.JUN_03","JUN","TPR"
"1065","V.JUN_03","JUN","TBL1X"
"1066","V.JUN_03","JUN","SH3YL1"
"1067","V.JUN_04","JUN","VIM"
"1068","V.JUN_04","JUN","SERPINA1"
"1069","V.JUN_04","JUN","ATF3"
"1070","V.JUN_04","JUN","ICAM1"
"1071","V.JUN_04","JUN","KLHL12"
"1072","V.JUN_04","JUN","BGN"
"1073","V.JUN_04","JUN","FN1"
"1074","V.JUN_04","JUN","CD55"
"1075","V.JUN_04","JUN","TNK2"
"1076","V.JUN_04","JUN","STX6"
"1077","V.JUN_04","JUN","SNRPA"
"1078","V.JUN_04","JUN","TACC1"
"1079","V.JUN_04","JUN","PIAS3"
"1080","V.JUN_04","JUN","TPX2"
"1081","V.JUN_04","JUN","MAPT"
"1082","V.JUN_04","JUN","IL7R"
"1083","V.JUN_04","JUN","KAT2A"
"1084","V.JUN_04","JUN","TBL1X"
"1085","V.JUN_04","JUN","EVL"
"1086","V.JUN_04","JUN","MAPK13"
"1087","V.JUN_04","JUN","TPR"
"1088","V.JUN_04","JUN","RHOD"
"1089","V.JUN_04","JUN","COL13A1"
"1090","V.JUN_04","JUN","RRM2B"
"1091","V.JUN_04","JUN","TGFA"
"1092","V.JUN_04","JUN","CKAP5"
"1093","V.JUN_04","JUN","LIMK2"
"1094","V.JUN_04","JUN","PTPRA"
"1095","V.JUN_04","JUN","IGF1R"
"1096","V.JUN_04","JUN","ITGB8"
"1097","V.JUN_04","JUN","LTBP3"
"1098","V.JUN_04","JUN","S100A2"
"1099","V.JUN_04","JUN","NUF2"
"1100","V.JUN_04","JUN","HUWE1"
"1101","V.JUN_04","JUN","TNIK"
"1102","V.JUN_04","JUN","TAF1B"
"1103","V.JUN_04","JUN","DNAJB2"
"1104","V.JUN_04","JUN","FBLN1"
"1105","V.JUN_04","JUN","SMAD4"
"1106","V.JUN_04","JUN","ANXA1"
"1107","V.JUN_04","JUN","SH3YL1"
"1108","V.JUN_04","JUN","NDC80"
"1109","V.JUN_04","JUN","MEX3B"
"1110","V.JUN_04","JUN","IL4R"
"1111","V.JUN_04","JUN","SRPK1"
"1112","V.JUN_04","JUN","TGFB1"
"1113","V.JUN_04","JUN","FGF13"
"1114","V.JUN_04","JUN","PLK1"
"1115","V.JUN_04","JUN","BACE1"
"1116","V.JUN_04","JUN","GSN"
"1117","V.JUN_04","JUN","TRIOBP"
"1118","V.JUN_06","JUN","MAPK13"
"1119","V.JUN_06","JUN","MAPT"
"1120","V.JUN_06","JUN","DNAJB2"
"1121","V.JUN_06","JUN","ATF3"
"1122","V.JUN_06","JUN","PTPRA"
