"","TF","symbol","gene"
"1123","V.JUN_06","JUN","TPX2"
"1124","V.JUN_06","JUN","COL13A1"
"1125","V.JUN_06","JUN","NUF2"
"1126","V.JUN_06","JUN","TBL1X"
"1127","V.JUN_06","JUN","MEX3B"
"1128","V.JUN_06","JUN","LTBP3"
"1129","V.JUN_06","JUN","TGFB1"
"1130","V.JUN_06","JUN","SNRPA"
"1131","V.JUN_06","JUN","SRPK1"
"1132","V.JUN_06","JUN","RRM2B"
"1133","V.JUN_06","JUN","SH3YL1"
"1134","V.JUN_06","JUN","ANXA1"
"1135","V.JUN_06","JUN","VIM"
"1136","V.JUN_06","JUN","KAT2A"
"1137","V.JUN_06","JUN","CD55"
"1138","V.JUN_06","JUN","GSN"
"1139","V.JUN_06","JUN","S100A2"
"1140","V.JUN_06","JUN","SERPINA1"
"1141","V.JUN_06","JUN","IL4R"
"1142","V.JUN_06","JUN","FBLN1"
"1143","V.JUN_06","JUN","TAF1B"
"1144","V.JUN_06","JUN","FGF13"
"1145","V.JUN_06","JUN","TNIK"
"1146","V.JUN_06","JUN","LIMK2"
"1147","V.JUN_06","JUN","SMAD4"
"1148","V.JUN_06","JUN","RASGRF1"
"1149","V.JUN_06","JUN","IL7R"
"1150","V.JUN_06","JUN","TPR"
"1151","V.JUN_06","JUN","TRIOBP"
"1152","V.JUN_06","JUN","KLHL12"
"1153","V.JUN_06","JUN","TNK2"
"1154","V.JUN_06","JUN","ITGB8"
"1155","V.JUN_08","JUN","S100A2"
"1156","V.JUN_08","JUN","PTPRA"
"1157","V.JUN_08","JUN","SNRPA"
"1158","V.JUN_08","JUN","NUF2"
"1159","V.JUN_08","JUN","STX6"
"1160","V.JUN_08","JUN","LTBP3"
"1161","V.JUN_08","JUN","SMAD4"
"1162","V.JUN_08","JUN","DNAJB2"
"1163","V.JUN_08","JUN","IL4R"
"1164","V.JUN_08","JUN","TRIOBP"
"1165","V.JUN_08","JUN","SH3YL1"
"1166","V.JUN_08","JUN","MAPK13"
"1167","V.JUN_08","JUN","SERPINA1"
"1168","V.JUN_08","JUN","ICAM1"
"1169","V.JUN_08","JUN","TPR"
"1170","V.JUN_08","JUN","TNIK"
"1171","V.JUN_08","JUN","TGFB1"
"1172","V.JUN_08","JUN","IL7R"
"1173","V.JUN_08","JUN","SRPK1"
"1174","V.JUN_08","JUN","ITGB8"
"1175","V.JUN_09","JUN","LTBP3"
"1176","V.JUN_09","JUN","MAPK13"
"1177","V.JUN_09","JUN","SERPINA1"
"1178","V.JUN_09","JUN","IL7R"
"1179","V.JUNBFOS_01","FOS","IGF1R"
"1180","V.JUNBFOS_01","FOS","AURKA"
"1181","V.JUNBFOS_01","FOS","VIM"
"1182","V.JUNBFOS_01","FOS","FGF13"
"1183","V.JUNBFOS_01","FOS","MAPK13"
"1184","V.JUNBFOS_01","FOS","CD55"
"1185","V.JUNBFOS_01","FOS","ATF3"
"1186","V.JUNBFOS_01","FOS","TAF1B"
"1187","V.JUNBFOS_01","FOS","TBL1X"
"1188","V.JUNBFOS_01","FOS","MEX3B"
"1189","V.JUNBFOS_01","FOS","KAT2A"
"1190","V.JUNBFOS_01","FOS","LIMK2"
"1191","V.JUNBFOS_01","FOS","IL4R"
"1192","V.JUNBFOS_01","FOS","TPR"
"1193","V.JUNBFOS_01","FOS","SNRPA"
"1194","V.JUNBFOS_01","FOS","RASGRF1"
"1195","V.JUNBFOS_01","FOS","BACE1"
"1196","V.JUNBFOS_01","FOS","COL13A1"
"1197","V.JUNBFOS_01","FOS","S100A2"
"1198","V.JUNBFOS_01","FOS","SERPINA1"
"1199","V.JUNBFOS_01","FOS","TGFA"
"1200","V.JUNBFOS_01","FOS","KLHL12"
"1201","V.JUNBFOS_01","FOS","IL7R"
"1202","V.JUNBFOS_01","FOS","ITGB8"
"1203","V.JUNBFOS_01","FOS","PTPRA"
"1204","V.JUNBFOS_01","FOS","MAPT"
"1205","V.JUNBFOS_01","FOS","DNAJB2"
"1206","V.JUNBFOS_01","FOS","TACC1"
"1207","V.JUNBFOS_01","FOS","NUF2"
"1208","V.JUNBFOS_01","FOS","SH3YL1"
"1209","V.JUNBFOS_01","FOS","ICAM1"
"1210","V.JUNBFOS_01","FOS","RHOD"
"1211","V.JUNBFOS_01","FOS","TP53"
"1212","V.JUNBFOS_01","FOS","RRM2B"
"1213","V.JUNBFOS_01","FOS","SRPK1"
"1214","V.JUNBFOS_01","FOS","TRIOBP"
"1215","V.JUNBFOS_01","FOS","SMAD4"
"1216","V.JUNBFOS_01","FOS","STX6"
"1217","V.JUNBFOS_01","FOS","LTBP3"
"1218","V.JUNBFOS_01","FOS","EVL"
"1219","V.JUNBFOS_01","FOS","FBLN1"
"1220","V.JUNBFOS_01","FOS","TNK2"
"1221","V.JUNBFOS_01","FOS","TNIK"
"1222","V.JUNBFOS_01","FOS","TGFB1"
"1223","V.JUNBFOS_01","FOS","ANXA1"
"1224","V.JUNBFOS_01","FOS","NDC80"
"1225","V.JUNBFOS_01","FOS","GSN"
"1226","V.JUNBFOS_01","FOS","CKAP5"
"1227","V.JUNBJUN_01","JUN","NDC80"
"1228","V.JUNBJUN_01","JUN","IGF1R"
"1229","V.JUNBJUN_01","JUN","FN1"
"1230","V.JUNBJUN_01","JUN","HMGB2"
"1231","V.JUNBJUN_01","JUN","BIRC6"
"1232","V.JUNBJUN_01","JUN","BGN"
"1233","V.JUNBJUN_01","JUN","SHC1"
"1234","V.JUNBJUN_01","JUN","SH3YL1"
"1235","V.JUNBJUN_01","JUN","FYN"
"1236","V.JUNBJUN_01","JUN","PLK1"
"1237","V.JUNBJUN_01","JUN","ANXA1"
"1238","V.JUNBJUN_01","JUN","VIM"
"1239","V.JUNBJUN_01","JUN","COL13A1"
"1240","V.JUNBJUN_01","JUN","TOP2A"
"1241","V.JUNBJUN_01","JUN","MEX3B"
"1242","V.JUNBJUN_01","JUN","ATF3"
"1243","V.JUNBJUN_01","JUN","IL7R"
"1244","V.JUNBJUN_01","JUN","CD55"
"1245","V.JUNBJUN_01","JUN","RFWD2"
"1246","V.JUNBJUN_01","JUN","SNAP29"
"1247","V.JUNBJUN_01","JUN","GSN"
"1248","V.JUNBJUN_01","JUN","TBL1X"
"1249","V.JUNBJUN_01","JUN","RASGRF1"
"1250","V.JUNBJUN_01","JUN","CKAP5"
"1251","V.JUNBJUN_01","JUN","TACC1"
"1252","V.JUNBJUN_01","JUN","AURKA"
"1253","V.JUNBJUN_01","JUN","SERPINA1"
"1254","V.JUNBJUN_01","JUN","TPR"
"1255","V.JUNBJUN_01","JUN","TAF1B"
"1256","V.JUNBJUN_01","JUN","SELPLG"
"1257","V.JUNBJUN_01","JUN","PAG1"
"1258","V.JUNBJUN_01","JUN","LTBP3"
"1259","V.JUNBJUN_01","JUN","PKIA"
"1260","V.JUNBJUN_01","JUN","TNK2"
"1261","V.JUNBJUN_01","JUN","TP53"
"1262","V.JUNBJUN_01","JUN","HMGA2"
"1263","V.JUNBJUN_01","JUN","TGFB1"
"1264","V.JUNBJUN_01","JUN","TNIK"
"1265","V.JUNBJUN_01","JUN","IL4R"
"1266","V.JUNBJUN_01","JUN","TRIM33"
"1267","V.JUNBJUN_01","JUN","CABLES2"
"1268","V.JUNBJUN_01","JUN","MAPT"
"1269","V.JUNBJUN_01","JUN","KAT2A"
"1270","V.JUNBJUN_01","JUN","TRIOBP"
"1271","V.JUNBJUN_01","JUN","BUB1"
"1272","V.JUNBJUN_01","JUN","RHOD"
"1273","V.JUNBJUN_01","JUN","MAPK13"
"1274","V.JUNBJUN_01","JUN","ADAM9"
"1275","V.JUNBJUN_01","JUN","CDC20"
"1276","V.JUNBJUN_01","JUN","PIAS3"
"1277","V.JUNBJUN_01","JUN","KLHL12"
"1278","V.JUNBJUN_01","JUN","LIMK2"
"1279","V.JUNBJUN_01","JUN","RRM2B"
"1280","V.JUNBJUN_01","JUN","FGF13"
"1281","V.JUNBJUN_01","JUN","MOCOS"
"1282","V.JUNBJUN_01","JUN","CXXC5"
"1283","V.JUNBJUN_01","JUN","S100A2"
"1284","V.JUNBJUN_01","JUN","ICAM1"
"1285","V.JUNBJUN_01","JUN","ITGB8"
"1286","V.JUNBJUN_01","JUN","PTPRA"
"1287","V.JUNBJUN_01","JUN","HUWE1"
"1288","V.JUNBJUN_01","JUN","SRPK1"
"1289","V.JUNBJUN_01","JUN","DNAJB2"
"1290","V.JUNBJUN_01","JUN","SNRPA"
"1291","V.JUNBJUN_01","JUN","TGFA"
"1292","V.JUNBJUN_01","JUN","SMAD4"
"1293","V.JUNBJUN_01","JUN","STX6"
"1294","V.JUNBJUN_01","JUN","FBLN1"
"1295","V.JUNBJUN_01","JUN","NUF2"
"1296","V.JUNBJUN_01","JUN","BACE1"
"1297","V.JUNDFOS_01","FOS","COL13A1"
"1298","V.JUNDFOS_01","FOS","CD55"
"1299","V.JUNDFOS_01","FOS","MEX3B"
"1300","V.JUNDFOS_01","FOS","PTPRA"
"1301","V.JUNDFOS_01","FOS","ANXA1"
"1302","V.JUNDFOS_01","FOS","TPX2"
"1303","V.JUNDFOS_01","FOS","AURKA"
"1304","V.JUNDFOS_01","FOS","ATF3"
"1305","V.JUNDFOS_01","FOS","VIM"
"1306","V.JUNDFOS_01","FOS","IGF1R"
"1307","V.JUNDFOS_01","FOS","SERPINA1"
"1308","V.JUNDFOS_01","FOS","IL7R"
"1309","V.JUNDFOS_01","FOS","TGFB1"
"1310","V.JUNDFOS_01","FOS","TGFA"
"1311","V.JUNDFOS_01","FOS","SH3YL1"
"1312","V.JUNDFOS_01","FOS","TP53"
"1313","V.JUNDFOS_01","FOS","ITGB8"
"1314","V.JUNDFOS_01","FOS","ADAM9"
"1315","V.JUNDFOS_01","FOS","TAF1B"
"1316","V.JUNDFOS_01","FOS","TPR"
"1317","V.JUNDFOS_01","FOS","MOCOS"
"1318","V.JUNDFOS_01","FOS","LRP1"
"1319","V.JUNDFOS_01","FOS","KAT2A"
"1320","V.JUNDFOS_01","FOS","MAPK13"
"1321","V.JUNDFOS_01","FOS","SRPK1"
"1322","V.JUNDFOS_01","FOS","TNK2"
"1323","V.JUNDFOS_01","FOS","CDC20"
"1324","V.JUNDFOS_01","FOS","FGF13"
"1325","V.JUNDFOS_01","FOS","TOP2A"
"1326","V.JUNDFOS_01","FOS","SHC1"
"1327","V.JUNDFOS_01","FOS","RRM2B"
"1328","V.JUNDFOS_01","FOS","BACE1"
"1329","V.JUNDFOS_01","FOS","TBL1X"
"1330","V.JUNDFOS_01","FOS","MAPT"
"1331","V.JUNDFOS_01","FOS","S100A2"
"1332","V.JUNDFOS_01","FOS","FN1"
"1333","V.JUNDFOS_01","FOS","ICAM1"
"1334","V.JUNDFOS_01","FOS","LTBP3"
"1335","V.JUNDFOS_01","FOS","DNAJB2"
"1336","V.JUNDFOS_01","FOS","CXXC5"
"1337","V.JUNDFOS_01","FOS","SMAD4"
"1338","V.JUNDFOS_01","FOS","PIAS3"
"1339","V.JUNDFOS_01","FOS","PLK1"
"1340","V.JUNDFOS_01","FOS","SNRPA"
"1341","V.JUNDFOS_01","FOS","TACC1"
"1342","V.JUNDFOS_01","FOS","TRIM33"
"1343","V.JUNDFOS_01","FOS","IL4R"
"1344","V.JUNDFOS_01","FOS","CKAP5"
"1345","V.JUNDFOS_01","FOS","RASGRF1"
"1346","V.JUNDFOS_01","FOS","BUB1"
"1347","V.JUNDFOS_01","FOS","BGN"
"1348","V.JUNDFOS_01","FOS","RHOD"
"1349","V.JUNDFOS_01","FOS","STX6"
"1350","V.JUNDFOS_01","FOS","NUF2"
"1351","V.JUNDFOS_01","FOS","FBLN1"
"1352","V.JUNDFOS_01","FOS","HMGB2"
"1353","V.JUNDFOS_01","FOS","RFWD2"
"1354","V.JUNDFOS_01","FOS","LIMK2"
"1355","V.JUNDFOS_01","FOS","SELPLG"
"1356","V.JUNDFOS_01","FOS","TRIOBP"
"1357","V.JUNDFOS_01","FOS","GSN"
"1358","V.JUNDFOS_01","FOS","TNIK"
"1359","V.JUNDFOS_01","FOS","NDC80"
"1360","V.JUNDFOS_01","FOS","KLHL12"
"1361","V.JUNFOSB_01","JUN","FN1"
"1362","V.JUNFOSB_01","JUN","NDC80"
"1363","V.JUNFOSB_01","JUN","MEX3B"
"1364","V.JUNFOSB_01","JUN","ATF3"
"1365","V.JUNFOSB_01","JUN","IGF1R"
"1366","V.JUNFOSB_01","JUN","CDC20"
"1367","V.JUNFOSB_01","JUN","COL13A1"
"1368","V.JUNFOSB_01","JUN","SERPINA1"
"1369","V.JUNFOSB_01","JUN","HMGA2"
"1370","V.JUNFOSB_01","JUN","TBL1X"
"1371","V.JUNFOSB_01","JUN","ITGB8"
"1372","V.JUNFOSB_01","JUN","GSN"
"1373","V.JUNFOSB_01","JUN","TAF1B"
"1374","V.JUNFOSB_01","JUN","PTPRA"
"1375","V.JUNFOSB_01","JUN","PAG1"
"1376","V.JUNFOSB_01","JUN","TP53"
"1377","V.JUNFOSB_01","JUN","TPR"
"1378","V.JUNFOSB_01","JUN","EVL"
"1379","V.JUNFOSB_01","JUN","ADAM9"
"1380","V.JUNFOSB_01","JUN","KAT2A"
"1381","V.JUNFOSB_01","JUN","TNK2"
"1382","V.JUNFOSB_01","JUN","TOP2A"
"1383","V.JUNFOSB_01","JUN","SH3YL1"
"1384","V.JUNFOSB_01","JUN","RHOD"
"1385","V.JUNFOSB_01","JUN","TACC1"
"1386","V.JUNFOSB_01","JUN","AURKA"
"1387","V.JUNFOSB_01","JUN","MOCOS"
"1388","V.JUNFOSB_01","JUN","MAPT"
"1389","V.JUNFOSB_01","JUN","FYN"
"1390","V.JUNFOSB_01","JUN","RFWD2"
"1391","V.JUNFOSB_01","JUN","LTBP3"
"1392","V.JUNFOSB_01","JUN","CXXC5"
"1393","V.JUNFOSB_01","JUN","NUF2"
"1394","V.JUNFOSB_01","JUN","KLHL12"
"1395","V.JUNFOSB_01","JUN","SRPK1"
"1396","V.JUNFOSB_01","JUN","TGFA"
"1397","V.JUNFOSB_01","JUN","LIMK2"
"1398","V.JUNFOSB_01","JUN","DNAJB2"
"1399","V.JUNFOSB_01","JUN","TPX2"
"1400","V.JUNFOSB_01","JUN","CABLES2"
"1401","V.JUNFOSB_01","JUN","SHC1"
"1402","V.JUNFOSB_01","JUN","IL4R"
"1403","V.JUNFOSB_01","JUN","S100A2"
"1404","V.JUNFOSB_01","JUN","SNRPA"
"1405","V.JUNFOSB_01","JUN","HUWE1"
"1406","V.JUNFOSB_01","JUN","BGN"
"1407","V.JUNFOSB_01","JUN","FGF13"
"1408","V.JUNFOSB_01","JUN","BIRC6"
"1409","V.JUNFOSB_01","JUN","TGFB1"
"1410","V.JUNFOSB_01","JUN","CKAP5"
"1411","V.JUNFOSB_01","JUN","BACE1"
"1412","V.JUNFOSB_01","JUN","BUB1"
"1413","V.JUNFOSB_01","JUN","ANXA1"
"1414","V.JUNFOSB_01","JUN","ARID3A"
"1415","V.JUNFOSB_01","JUN","ICAM1"
"1416","V.JUNFOSB_01","JUN","SELPLG"
"1417","V.JUNFOSB_01","JUN","SNAP29"
"1418","V.JUNFOSB_01","JUN","PIAS3"
"1419","V.JUNFOSB_01","JUN","PKIA"
"1420","V.JUNFOSB_01","JUN","RRM2B"
"1421","V.JUNFOSB_01","JUN","SMAD4"
"1422","V.JUNFOSB_01","JUN","TNIK"
"1423","V.JUNFOSB_01","JUN","STX6"
"1424","V.JUNFOSB_01","JUN","IL7R"
"1425","V.JUNFOSB_01","JUN","CD55"
"1426","V.JUNFOSB_01","JUN","FBLN1"
"1427","V.JUNFOSB_01","JUN","MAPK13"
"1428","V.JUNFOSB_01","JUN","HMGB2"
"1429","V.JUNFOSB_01","JUN","TRIM33"
"1430","V.JUNFOSB_01","JUN","TRIOBP"
"1431","V.JUNFOSB_01","JUN","PLK1"
"1432","V.JUNFOSB_01","JUN","VIM"
"1433","V.JUNFRA1_01","JUN","NDC80"
"1434","V.JUNFRA1_01","JUN","S100A2"
"1435","V.JUNFRA1_01","JUN","SERPINA1"
"1436","V.JUNFRA1_01","JUN","TPR"
"1437","V.JUNFRA1_01","JUN","KAT2A"
"1438","V.JUNFRA1_01","JUN","ADAM9"
"1439","V.JUNFRA1_01","JUN","LTBP3"
"1440","V.JUNFRA1_01","JUN","AURKA"
"1441","V.JUNFRA1_01","JUN","TGFA"
"1442","V.JUNFRA1_01","JUN","IL4R"
"1443","V.JUNFRA1_01","JUN","SNRPA"
"1444","V.JUNFRA1_01","JUN","TBL1X"
"1445","V.JUNFRA1_01","JUN","TAF1B"
"1446","V.JUNFRA1_01","JUN","ICAM1"
"1447","V.JUNFRA1_01","JUN","MEX3B"
"1448","V.JUNFRA1_01","JUN","TNIK"
"1449","V.JUNFRA1_01","JUN","RASGRF1"
"1450","V.JUNFRA1_01","JUN","TGFB1"
"1451","V.JUNFRA1_01","JUN","FN1"
"1452","V.JUNFRA1_01","JUN","CDC20"
"1453","V.JUNFRA1_01","JUN","DNAJB2"
"1454","V.JUNFRA1_01","JUN","ATF3"
"1455","V.JUNFRA1_01","JUN","MAPT"
"1456","V.JUNFRA1_01","JUN","IL7R"
"1457","V.JUNFRA1_01","JUN","MAPK13"
"1458","V.JUNFRA1_01","JUN","CD55"
"1459","V.JUNFRA1_01","JUN","FGF13"
"1460","V.JUNFRA1_01","JUN","KLHL12"
"1461","V.JUNFRA1_01","JUN","FBLN1"
"1462","V.JUNFRA1_01","JUN","TRIM33"
"1463","V.JUNFRA1_01","JUN","TNK2"
"1464","V.JUNFRA1_01","JUN","ITGB8"
"1465","V.JUNFRA1_01","JUN","SH3YL1"
"1466","V.JUNFRA1_01","JUN","TRIOBP"
"1467","V.JUNFRA1_01","JUN","PTPRA"
"1468","V.JUNFRA1_01","JUN","SHC1"
"1469","V.JUNFRA1_01","JUN","HMGB2"
"1470","V.JUNFRA1_01","JUN","PLK1"
"1471","V.JUNFRA1_01","JUN","SMAD4"
"1472","V.JUNFRA1_01","JUN","GSN"
"1473","V.JUNFRA1_01","JUN","CKAP5"
"1474","V.JUNFRA1_01","JUN","LIMK2"
"1475","V.JUNFRA1_01","JUN","COL13A1"
"1476","V.JUNFRA1_01","JUN","VIM"
"1477","V.JUNFRA1_01","JUN","TP53"
"1478","V.JUNFRA1_01","JUN","STX6"
"1479","V.JUNFRA1_01","JUN","NUF2"
"1480","V.JUNFRA1_01","JUN","CXXC5"
"1481","V.JUNFRA1_01","JUN","SRPK1"
"1482","V.JUNFRA2_01","JUN","KLHL12"
"1483","V.JUNFRA2_01","JUN","IGF1R"
"1484","V.JUNFRA2_01","JUN","VIM"
"1485","V.JUNFRA2_01","JUN","AURKA"
"1486","V.JUNFRA2_01","JUN","ATF3"
"1487","V.JUNFRA2_01","JUN","ICAM1"
"1488","V.JUNFRA2_01","JUN","IL7R"
"1489","V.JUNFRA2_01","JUN","SNRPA"
"1490","V.JUNFRA2_01","JUN","CXXC5"
"1491","V.JUNFRA2_01","JUN","RHOD"
"1492","V.JUNFRA2_01","JUN","TRIOBP"
"1493","V.JUNFRA2_01","JUN","ITGB8"
"1494","V.JUNFRA2_01","JUN","TPX2"
"1495","V.JUNFRA2_01","JUN","MOCOS"
"1496","V.JUNFRA2_01","JUN","TGFA"
"1497","V.JUNFRA2_01","JUN","FN1"
"1498","V.JUNFRA2_01","JUN","KAT2A"
"1499","V.JUNFRA2_01","JUN","SERPINA1"
"1500","V.JUNFRA2_01","JUN","FYN"
"1501","V.JUNFRA2_01","JUN","COL13A1"
"1502","V.JUNFRA2_01","JUN","BGN"
"1503","V.JUNFRA2_01","JUN","S100A2"
"1504","V.JUNFRA2_01","JUN","GSN"
"1505","V.JUNFRA2_01","JUN","FGF13"
"1506","V.JUNFRA2_01","JUN","CDC20"
"1507","V.JUNFRA2_01","JUN","HMGA2"
"1508","V.JUNFRA2_01","JUN","MAPT"
"1509","V.JUNFRA2_01","JUN","PTPRA"
"1510","V.JUNFRA2_01","JUN","LRP1"
"1511","V.JUNFRA2_01","JUN","PAG1"
"1512","V.JUNFRA2_01","JUN","LTBP3"
"1513","V.JUNFRA2_01","JUN","PKIA"
"1514","V.JUNFRA2_01","JUN","EVL"
"1515","V.JUNFRA2_01","JUN","SNAP29"
"1516","V.JUNFRA2_01","JUN","CD55"
"1517","V.JUNFRA2_01","JUN","CKAP5"
"1518","V.JUNFRA2_01","JUN","FBLN1"
"1519","V.JUNFRA2_01","JUN","BACE1"
"1520","V.JUNFRA2_01","JUN","DNAJB2"
"1521","V.JUNFRA2_01","JUN","BUB1"
"1522","V.JUNFRA2_01","JUN","LIMK2"
"1523","V.JUNFRA2_01","JUN","SH3YL1"
"1524","V.JUNFRA2_01","JUN","TBL1X"
"1525","V.JUNFRA2_01","JUN","TP53"
"1526","V.JUNFRA2_01","JUN","NDC80"
"1527","V.JUNFRA2_01","JUN","HUWE1"
"1528","V.JUNFRA2_01","JUN","HMGB2"
"1529","V.JUNFRA2_01","JUN","MAPK13"
"1530","V.JUNFRA2_01","JUN","STX6"
"1531","V.JUNFRA2_01","JUN","NUF2"
"1532","V.JUNFRA2_01","JUN","TAF1B"
"1533","V.JUNFRA2_01","JUN","TGFB1"
"1534","V.JUNFRA2_01","JUN","TACC1"
"1535","V.JUNFRA2_01","JUN","TRIM33"
"1536","V.JUNFRA2_01","JUN","RASGRF1"
"1537","V.JUNFRA2_01","JUN","ANXA1"
"1538","V.JUNFRA2_01","JUN","RFWD2"
"1539","V.JUNFRA2_01","JUN","IL4R"
"1540","V.JUNFRA2_01","JUN","RRM2B"
"1541","V.JUNFRA2_01","JUN","MEX3B"
"1542","V.JUNFRA2_01","JUN","SELPLG"
"1543","V.JUNFRA2_01","JUN","TNIK"
"1544","V.JUNFRA2_01","JUN","PIAS3"
"1545","V.JUNFRA2_01","JUN","SRPK1"
"1546","V.JUNFRA2_01","JUN","PLK1"
"1547","V.JUNFRA2_01","JUN","ROCK1"
"1548","V.JUNFRA2_01","JUN","SMAD4"
"1549","V.JUNFRA2_01","JUN","TNK2"
"1550","V.JUNFRA2_01","JUN","SHC1"
"1551","V.JUNFRA2_01","JUN","ADAM9"
"1552","V.JUNFRA2_01","JUN","TPR"
"1553","V.JUNFRA2_01","JUN","TOP2A"
"1554","V.MATH1_Q2","TCF3","AURKA"
"1555","V.MATH1_Q2","TCF3","TGFA"
"1556","V.MATH1_Q2","TCF3","MAPK13"
"1557","V.MATH1_Q2","TCF3","CXXC5"
"1558","V.MATH1_Q2","TCF3","FGF13"
"1559","V.MATH1_Q2","TCF3","MAD2L2"
"1560","V.MIZ1_01","ZBTB17","TRIM33"
"1561","V.MIZ1_01","ZBTB17","PTPRA"
"1562","V.MIZ1_01","ZBTB17","TNK2"
"1563","V.MIZ1_01","ZBTB17","ATF3"
"1564","V.MIZ1_01","ZBTB17","ADAM9"
"1565","V.MIZ1_01","ZBTB17","TP53"
"1566","V.MIZ1_01","ZBTB17","SNRPA"
"1567","V.MIZ1_01","ZBTB17","RASGRF1"
"1568","V.MIZ1_01","ZBTB17","EGFR"
"1569","V.MIZ1_01","ZBTB17","TNIK"
"1570","V.MIZ1_01","ZBTB17","TGFB1"
"1571","V.MIZ1_01","ZBTB17","TPX2"
"1572","V.MIZ1_01","ZBTB17","SELPLG"
"1573","V.MIZ1_01","ZBTB17","HMGA2"
"1574","V.MIZ1_01","ZBTB17","HUWE1"
"1575","V.MIZ1_01","ZBTB17","TRIOBP"
"1576","V.MIZ1_01","ZBTB17","NUF2"
"1577","V.MIZ1_01","ZBTB17","SHC1"
"1578","V.MIZ1_01","ZBTB17","TOP2A"
"1579","V.MIZ1_01","ZBTB17","COL13A1"
"1580","V.MIZ1_01","ZBTB17","ROCK1"
"1581","V.MIZ1_01","ZBTB17","ITGB8"
"1582","V.MIZ1_01","ZBTB17","SMAD4"
"1583","V.MIZ1_01","ZBTB17","KAT2A"
"1584","V.MIZ1_01","ZBTB17","PKIA"
"1585","V.MIZ1_01","ZBTB17","BUB1"
"1586","V.MIZ1_01","ZBTB17","NDC80"
"1587","V.MIZ1_01","ZBTB17","HMGB2"
"1588","V.MIZ1_01","ZBTB17","TAF12"
"1589","V.MIZ1_01","ZBTB17","EVL"
"1590","V.MIZ1_01","ZBTB17","STX6"
"1591","V.MIZ1_01","ZBTB17","MEX3B"
"1592","V.MIZ1_01","ZBTB17","GSN"
"1593","V.MIZ1_01","ZBTB17","RHOD"
"1594","V.MIZ1_01","ZBTB17","BIRC6"
"1595","V.MIZ1_01","ZBTB17","ARID3A"
"1596","V.MIZ1_01","ZBTB17","LRP1"
"1597","V.MIZ1_01","ZBTB17","CABLES2"
"1598","V.MIZ1_01","ZBTB17","TGFA"
"1599","V.MIZ1_01","ZBTB17","VIM"
"1600","V.MIZ1_01","ZBTB17","IL7R"
"1601","V.MIZ1_01","ZBTB17","IGF1R"
"1602","V.MIZ1_01","ZBTB17","ICAM1"
"1603","V.MIZ1_01","ZBTB17","SNAP29"
"1604","V.MIZ1_01","ZBTB17","SKIL"
"1605","V.MIZ1_01","ZBTB17","MOCOS"
"1606","V.MIZ1_01","ZBTB17","MAPK13"
"1607","V.MIZ1_01","ZBTB17","MAPT"
"1608","V.MIZ1_01","ZBTB17","CDC20"
"1609","V.MIZ1_01","ZBTB17","BACE1"
"1610","V.MIZ1_01","ZBTB17","PIAS3"
"1611","V.MIZ1_01","ZBTB17","FN1"
"1612","V.MIZ1_01","ZBTB17","CXXC5"
"1613","V.MIZ1_01","ZBTB17","TBL1X"
"1614","V.MIZ1_01","ZBTB17","LTBP3"
"1615","V.MIZ1_01","ZBTB17","IL4R"
"1616","V.MIZ1_01","ZBTB17","DNAJB2"
"1617","V.MIZ1_01","ZBTB17","SERPINA1"
"1618","V.MIZ1_01","ZBTB17","CD55"
"1619","V.MIZ1_01","ZBTB17","NMT2"
"1620","V.MIZ1_01","ZBTB17","BGN"
"1621","V.MIZ1_01","ZBTB17","FYN"
"1622","V.MIZ1_01","ZBTB17","RRM2B"
"1623","V.MIZ1_01","ZBTB17","MAD2L2"
"1624","V.MIZ1_01","ZBTB17","PAG1"
"1625","V.MIZ1_01","ZBTB17","TPR"
"1626","V.MIZ1_01","ZBTB17","RFWD2"
"1627","V.MIZ1_01","ZBTB17","LIMK2"
"1628","V.MYOD_Q6_01","TCF3","LIMK2"
"1629","V.MYOD_Q6_01","TCF3","MOCOS"
"1630","V.MYOD_Q6_01","TCF3","FBLN1"
"1631","V.MYOD_Q6_01","TCF3","CXXC5"
"1632","V.MYOD_Q6_01","TCF3","TPR"
"1633","V.MYOD_Q6_01","TCF3","BUB1"
"1634","V.MYOD_Q6_01","TCF3","RHOD"
"1635","V.MYOD_Q6_01","TCF3","TRIM33"
"1636","V.MYOD_Q6_01","TCF3","SKIL"
"1637","V.MYOD_Q6_01","TCF3","IL7R"
"1638","V.MYOD_Q6_01","TCF3","SERPINA1"
"1639","V.MYOD_Q6_01","TCF3","TGFA"
"1640","V.MYOD_Q6_01","TCF3","EVL"
"1641","V.MYOD_Q6_01","TCF3","MAD2L2"
"1642","V.MYOD_Q6_01","TCF3","PLK1"
"1643","V.NFKAPPAB_01","RELA","TGFB1"
"1644","V.NFKAPPAB_01","RELA","CABLES2"
"1645","V.NFKAPPAB_01","RELA","TNK2"
"1646","V.NFKAPPAB_01","RELA","TNIK"
"1647","V.NFKAPPAB_01","RELA","HMGB2"
"1648","V.NFKAPPAB_01","RELA","RHOD"
"1649","V.NFKAPPAB_01","RELA","ICAM1"
"1650","V.NFKAPPAB_01","RELA","NUF2"
"1651","V.NFKAPPAB_01","RELA","ARID3A"
"1652","V.NFKAPPAB_01","RELA","IL7R"
"1653","V.NFKAPPAB_01","RELA","LRP1"
