name a20 apoptosis bclxl bid caspase ceramide creb ctla4 cytoskeletonsignaling disc erk fas fasl fast flip fyn gap gpcr grb2 gzmb iap ifng ifngt il2 il2ra il2rat il2rb il2rbt jak lck mcl1 mek nfat nfkb p2 p27 pdgfr pi3k plcg1 proliferation rantes ras s1p sfas smad socs sphk1 stat3 tbet tcr tnf tpl2 tradd zap70 il15 stimuli cd45 stimuli2 pdgf tax
A2.1 0.00868292511 0.13453001214 -0.17993551416 0.22863876674 0.21139351969 1.0 0.12720237464 0.01757196795 0.04046426972 0.29735449821 0.21432753807 0.14523043694 0.07854872638 0.00868292511 0.0121739821 0.0635834656 0.13608231108 -0.22280291569 1.0 0.31867818012 -0.07786749186 0.1702479244 0.25376790684 -0.1783813194 -0.03545395419 -0.0258790967 0.17975161998 0.36335395533 0.04338188943 0.04496029969 0.00531609019 0.27290287805 0.05749232088 0.03199778298 0.06254111581 0.00717278579 -0.15754545255 0.14284081964 0.39986934397 0.00050719255 0.00868292511 0.52520183369 -0.49511759043 -0.19593429067 -0.20052262412 0.02206720037 -0.07089545365 0.02254189099 1.0 0.03381726808 0.00868292511 0.03638351734 0.02203877772 0.0 0.1 0.1 0.0 0.0 0.0 0.0
A2.2 0.0525092146 0.26802434634 -0.24628023627 0.44232447342 0.42115962848 1.0 0.25384740031 0.09272145256 0.20437733387 0.32964649115 0.46781502384 0.26111564303 0.22004898549 0.0525092146 0.09081320462 0.16401315684 0.16581017661 -0.22280291569 1.0 0.49256951854 -0.12539076738 0.28798224906 0.41580896645 -0.10273904096 -0.00412022059 0.02798890332 0.24300300299 0.45649120478 0.18699298694 0.14033183984 0.06774915761 0.44618879295 0.21859908151 0.19350373651 0.2638748311 0.03091752474 -0.15754545255 0.29466178703 0.49986934397 0.00218619914 0.0525092146 0.66624064266 -0.49511759043 -0.25215209463 -0.20052262412 0.05029468106 -0.07089545365 0.09716440621 1.0 -0.01400757108 0.0525092146 0.08776632902 0.02962575933 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
A2.3 0.013311417 0.1648013118 -0.2191500153 0.28659824564 0.25896027805 1.0 0.1595264718 0.0566207856 0.06038706598 0.30022661025 0.2736719529 0.16644591777 0.10236479612 0.013311417 0.03156592463 0.09488911967 0.17858494099 -0.22280291569 1.0 0.43914400216 -0.09589032622 0.20720991469 0.3607927499 -0.16998338091 -0.03223480856 -0.02058169073 0.19273090866 0.38515848564 0.05360427092 0.06709673998 0.01891750151 0.34374984986 0.07765572255 0.04905441734 0.07611922035 0.00886296005 -0.15754545255 0.19293719384 0.49986934397 0.00062670591 0.013311417 0.66154689451 -0.49511759043 -0.2102751718 -0.20052262412 0.02348459244 -0.07089545365 0.02785359622 1.0 0.10896675269 0.013311417 0.04972547923 0.02674120961 0.0 0.1 0.1 0.0 0.0 0.0 0.0
A2.4 0.02273975607 0.19969034006 -0.25501475174 0.41964881963 0.31378309688 1.0 0.22152906544 0.13177027021 0.11665702425 0.30169958862 0.36629329346 0.19864332936 0.14358492034 0.02273975607 0.07545650277 0.18330882871 0.1753256497 -0.22280291569 1.0 0.48476371327 -0.13810938617 0.30549118566 0.37515979327 -0.15282698684 -0.02557098956 -0.00952964093 0.21378351563 0.41918973919 0.07706080248 0.15397594026 0.04644065743 0.44437210995 0.11808204447 0.08379915411 0.11222315742 0.01274127605 -0.15754545255 0.29337719817 0.49986934397 0.00090094427 0.02273975607 0.6627444346 -0.49511759043 -0.22557554096 -0.20052262412 0.02715210301 -0.07089545365 0.04004196755 1.0 0.06114191354 0.02273975607 0.07652982005 0.03797201188 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
A2.5 0.16470539539 0.36393599625 -0.22723790881 0.4220846938 0.4147354061 1.0 0.33118065531 0.01757196794 0.16225887545 0.35942951444 0.46858410771 0.36840013527 0.34556329093 0.16470539539 0.19858978289 0.09783038449 0.16100104821 -0.22280291569 1.0 0.50224552583 -0.10933019535 0.20734654235 0.43799815525 -0.07742454937 0.01248252382 0.06211283455 0.30008302726 0.55677378423 0.22616798522 0.06917652828 0.0947279524 0.44710694612 0.21886039249 0.2384483538 0.23425304811 0.06921454595 -0.15754545255 0.29531101937 0.49986934397 0.00489420748 0.16470539539 0.66800762926 -0.49511759043 -0.2683303956 -0.20052262412 0.05707551309 -0.07089545365 0.21752033243 1.0 0.03381726807 0.16470539539 0.12914070609 0.00773225117 0.0 0.1 0.1 0.0 0.0 0.0 0.0
A2.6 0.1616841014 0.38765372284 -0.26101936848 0.4478735554 0.45200421789 1.0 0.23128833434 0.01757196794 0.24399695326 0.53813167069 0.46857275639 0.47417283019 0.34518671193 0.1616841014 0.02516469858 0.22626938249 0.16107202865 -0.22280291569 1.0 0.46563406845 -0.12094200561 0.2077395424 0.43931106957 -0.07779817921 0.01223747522 0.06160918157 0.40000748064 0.5567696135 0.23993374483 0.18435363916 0.07641622552 0.44709339461 0.21885653566 0.22731446654 0.23439741792 0.17149058432 -0.15754545255 0.29530143701 0.49986934397 -0.05858446261 0.1616841014 0.66798154938 -0.49511759043 -0.28156087604 -0.20052262412 0.06127862041 -0.07089545365 0.22467323095 1.0 0.03381726808 0.1616841014 0.22802838505 0.01167561036 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
A2.7 0.1616841014 0.38765372284 -0.26101936848 0.4478735554 0.45200421789 1.0 0.23128833434 0.09272145256 0.23281422133 0.53813167069 0.46857275639 0.47417283019 0.34518671193 0.1616841014 0.02516469858 0.20869741454 0.16107202865 -0.22280291569 1.0 0.46563406845 -0.12094200561 0.2077395424 0.43931106957 -0.07779817921 0.01223747522 0.06160918157 0.40000748064 0.5567696135 0.23993374483 0.17192838147 0.07641622552 0.44709339461 0.21885653566 0.22731446654 0.23439741792 0.17149058432 -0.15754545255 0.29530143701 0.49986934397 -0.05858446261 0.1616841014 0.66798154938 -0.49511759043 -0.28156087604 -0.20052262412 0.06127862041 -0.07089545365 0.22467323095 1.0 -0.01400757108 0.1616841014 0.22802838505 0.01167561036 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
A2.8 0.1616841014 0.38765372284 -0.26101936848 0.4478735554 0.45200421789 1.0 0.23128833434 0.13177027022 0.15038618928 0.53813167069 0.46857275639 0.47417283019 0.34518671193 0.1616841014 0.02516469858 0.2363090983 0.16107202865 -0.22280291569 1.0 0.46563406845 -0.12094200561 0.2077395424 0.43931106957 -0.07779817921 0.01223747522 0.06160918157 0.40000748064 0.5567696135 0.23993374483 0.1914527903 0.07641622552 0.44709339461 0.21885653566 0.22731446654 0.23439741792 0.17149058432 -0.15754545255 0.29530143701 0.49986934397 -0.05858446261 0.1616841014 0.66798154938 -0.49511759043 -0.28156087604 -0.20052262412 0.06127862041 -0.07089545365 0.22467323095 1.0 0.06114191353 0.1616841014 0.22802838505 0.01167561036 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
A2.9 0.1616841014 0.38765372284 -0.26101936848 0.4478735554 0.45200421789 1.0 0.23128833434 0.0566207856 0.2615689212 0.53813167069 0.46857275639 0.47417283019 0.34518671193 0.1616841014 0.02516469858 0.25388106625 0.16107202865 -0.22280291569 1.0 0.46563406845 -0.12094200561 0.2077395424 0.43931106957 -0.07779817921 0.01223747522 0.06160918157 0.40000748064 0.5567696135 0.23993374483 0.20387804799 0.07641622552 0.44709339461 0.21885653566 0.22731446654 0.23439741792 0.17149058432 -0.15754545255 0.29530143701 0.49986934397 -0.05858446261 0.1616841014 0.66798154938 -0.49511759043 -0.28156087604 -0.20052262412 0.06127862041 -0.07089545365 0.22467323095 1.0 0.10896675269 0.1616841014 0.22802838505 0.01167561036 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
A2.10 0.1616841014 0.38765372284 -0.26101936848 0.4478735554 0.45200421789 1.0 0.23128833434 0.13177027022 0.25038618928 0.53813167069 0.46857275639 0.47417283019 0.34518671193 0.1616841014 0.02516469858 0.2363090983 0.16107202865 -0.22280291569 1.0 0.46563406845 -0.12094200561 0.2077395424 0.43931106957 -0.07779817921 0.01223747522 0.06160918157 0.40000748064 0.5567696135 0.23993374483 0.1914527903 0.07641622552 0.44709339461 0.21885653566 0.22731446654 0.23439741792 0.17149058432 -0.15754545255 0.29530143701 0.49986934397 -0.05858446261 0.1616841014 0.66798154938 -0.49511759043 -0.28156087604 -0.20052262412 0.06127862041 -0.07089545365 0.22467323095 1.0 0.06114191353 0.1616841014 0.22802838505 0.01167561036 0.01550071543 0.1 0.1 0.0 0.0 0.0 0.0
