ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	P-value
V$TFAP2CETV7_01	2.5818181818181816	1.692501047339757	1.5254455445544552	6.873278164090162E-7
V$ZNF208_07	1.8181818181818181	1.0892333472978635	1.669230769230769	7.271588833126736E-7
V$IPF1_01	2.012121212121212	1.2442396313364055	1.617149270482604	8.426920939667409E-7
V$VSX1_01	0.8	0.3519061583577713	2.2733333333333334	8.920556524200351E-7
V$SP2_Q3_01	1.2606060606060605	0.6744868035190615	1.8689855072463768	9.116873796131831E-7
V$MSX2_Q6	0.593939393939394	0.2220360284876414	2.6749685534591197	1.0053086019755299E-6
V$ZNF580_01	1.8909090909090909	1.1562630917469627	1.6353623188405797	1.0862163119542091E-6
V$ZNF580_02	1.8909090909090909	1.1562630917469627	1.6353623188405797	1.0862163119542091E-6
V$ZNF575_01	2.2666666666666666	1.453707582739841	1.5592315081652255	1.100167002297117E-6
V$ZNF57_03	1.3818181818181818	0.7708420611646418	1.7926086956521738	1.265597733595156E-6
V$S8_02	0.8848484848484849	0.4147465437788018	2.1334680134680135	1.3026614209220748E-6
V$NKX61_03	0.9818181818181818	0.48177628822790114	2.0379130434782606	1.303311793654145E-6
V$AIOLOS_01	2.193939393939394	1.4034352744030163	1.5632636815920398	1.4274483928505798E-6
V$PAX4_05	0.7636363636363637	0.3351487222454964	2.2785	1.4764238247076007E-6
V$LHX9_01	1.090909090909091	0.5613741097612065	1.9432835820895527	1.4894504213270842E-6
V$BTEB1_03	1.8666666666666667	1.1478843736908253	1.6261800486618005	1.6055642740029537E-6
V$NKX61_07	0.6909090909090909	0.2890657729367407	2.390144927536232	1.6370386000433789E-6
V$AP2REP_03	0.8363636363636364	0.3854210305823209	2.17	1.6417565714933702E-6
V$DLX3_01	0.30303030303030304	0.06702974444909929	4.520833333333333	1.965001122060509E-6
V$NFAT2_02	0.46060606060606063	0.1508169250104734	3.0540740740740744	2.0862871307671844E-6
V$ZNF66_02	1.7333333333333332	1.0515291160452451	1.6483930942895084	2.1395811636465163E-6
V$KLF7_03	0.9333333333333333	0.4566401340594889	2.0439143730886853	2.1621425125604386E-6
V$LHX2_02	0.6909090909090909	0.2932551319648094	2.356	2.2284968333712323E-6
V$HOXB7_01	0.5696969696969697	0.21784666945957268	2.6151282051282054	2.5103218348217292E-6
V$SP4_07	1.2121212121212122	0.6619187264348555	1.8312236286919832	2.7806050988310517E-6
V$ZBTB11_03	0.8484848484848485	0.4021784666945957	2.1097222222222225	2.7972621459352193E-6
V$HOXA3_02	0.6909090909090909	0.29744449099287806	2.322816901408451	3.014720901077978E-6
V$HOXC6_01	0.703030303030303	0.3058232090490155	2.2988127853881277	3.105530061220137E-6
V$ZNF208_06	2.084848484848485	1.3405948889819856	1.5551666666666668	3.202740633818547E-6
V$HB9_01	0.7272727272727272	0.3225806451612903	2.2545454545454544	3.263948681873663E-6
V$DLX1_01	0.6303030303030303	0.2597402597402597	2.4266666666666667	3.3860043783974082E-6
V$KLF3_Q3_01	0.5090909090909091	0.18433179723502305	2.761818181818182	3.389383439267381E-6
V$NOTO_01	1.103030303030303	0.5865102639296188	1.8806666666666665	3.4704494493060067E-6
V$MAZ_Q6_01	0.9333333333333333	0.4650188521156263	2.007087087087087	3.494407209390476E-6
V$HOXC4_01	0.8	0.3728529534981148	2.1456179775280897	3.555528483794861E-6
V$BRN3C_01	1.4666666666666668	0.8588186007540847	1.7077723577235773	3.5637248239976E-6
V$EKLF_02	0.8363636363636364	0.397989107666527	2.1014736842105264	3.6057397430696705E-6
V$GSX1_01	0.6666666666666666	0.28487641390867197	2.3401960784313727	3.815923355953797E-6
V$IPF1_03	0.6666666666666666	0.28487641390867197	2.3401960784313727	3.815923355953797E-6
V$SP2_Q3	1.2727272727272727	0.7163803937997486	1.776608187134503	4.292147179111703E-6
V$SP4_08	1.1636363636363636	0.6367825722664432	1.8273684210526315	4.611152176958435E-6
V$HOXA1_01	0.6303030303030303	0.26392961876832843	2.388148148148148	4.641112585047147E-6
V$BTEB2_03	0.46060606060606063	0.1591956430666108	2.8933333333333335	4.789158568290672E-6
V$ALX1_05	0.6545454545454545	0.28068705488060325	2.3319402985074626	4.99220172545774E-6
V$HNF1A_03	0.19393939393939394	0.025136154168412233	7.7155555555555555	5.116473094064646E-6
V$LHX6_08	0.6909090909090909	0.3058232090490155	2.259178082191781	5.417540523393352E-6
V$HOXD9_02	0.7151515151515151	0.3225806451612903	2.216969696969697	5.632327616343222E-6
V$SP2_08	1.0666666666666667	0.5697528278173439	1.872156862745098	5.644890563904111E-6
V$LHX61_01	0.7272727272727272	0.33095936321742775	2.1974683544303795	5.7194275560803125E-6
V$EKLF_01	0.896969696969697	0.4482614160033515	2.000996884735202	5.762983162944302E-6
V$ALX3_03	0.7757575757575758	0.3644742354419774	2.1284291187739464	5.93979465409076E-6
V$GSH2_01	0.6181818181818182	0.2597402597402597	2.3800000000000003	6.0864687338644455E-6
V$OCT1_03	1.1151515151515152	0.6074570590699623	1.835770114942529	6.268773864719505E-6
V$MNX1_02	0.6303030303030303	0.26811897779639715	2.350833333333333	6.3171199235584975E-6
V$HOXA10_01	0.4121212121212121	0.13405948889819858	3.0741666666666667	6.443309884174052E-6
V$DLX1_03	0.6424242424242425	0.2764976958525346	2.3234343434343434	6.529973984678984E-6
V$DLX1_05	0.6424242424242425	0.2764976958525346	2.3234343434343434	6.529973984678984E-6
V$EMX1_01	0.6424242424242425	0.2764976958525346	2.3234343434343434	6.529973984678984E-6
V$HOXA2_03	0.6424242424242425	0.2764976958525346	2.3234343434343434	6.529973984678984E-6
V$HOXD12_03	0.6545454545454545	0.28487641390867197	2.2976470588235296	6.7246468550205035E-6
V$PMX2A_01	0.6545454545454545	0.28487641390867197	2.2976470588235296	6.7246468550205035E-6
V$ALX3_01	0.6909090909090909	0.3100125680770842	2.2286486486486488	7.198413446958988E-6
V$SP1_Q3	1.1272727272727272	0.6200251361541684	1.8181081081081079	7.441290301630804E-6
V$SP1_01	1.0303030303030303	0.5488060326770005	1.8773536895674299	7.453277722458484E-6
V$EMX1_04	0.6424242424242425	0.28068705488060325	2.288756218905473	8.782772524413991E-6
V$EMX2_03	0.6424242424242425	0.28068705488060325	2.288756218905473	8.782772524413991E-6
V$EVX1_01	0.6424242424242425	0.28068705488060325	2.288756218905473	8.782772524413991E-6
V$K2B_01	0.9212121212121213	0.4733975701717637	1.945958702064897	8.889506494144683E-6
V$VAX2_01	0.6545454545454545	0.2890657729367407	2.2643478260869565	9.001039158639446E-6
V$HOXC5_01	0.6666666666666666	0.29744449099287806	2.2413145539906103	9.194795733646762E-6
V$LHX6_05	0.6787878787878787	0.3058232090490155	2.2195433789954335	9.364320172821786E-6
V$TIEG1_03	1.6606060606060606	1.0347716799329703	1.604804318488529	9.40844381975253E-6
V$BTEB1_02	0.8484848484848485	0.42312526183493926	2.0052805280528054	9.605973209185114E-6
V$NFKB2_01	0.8	0.38961038961038963	2.0533333333333332	9.875332237428459E-6
V$HOXA7_03	0.5818181818181818	0.24298282362798493	2.3944827586206894	1.0065027271415675E-5
V$DLX2_01	0.20606060606060606	0.033514872224549644	6.148333333333333	1.0898869927077432E-5
V$RAX_01	0.9090909090909091	0.46920821114369504	1.9374999999999998	1.1298988127187134E-5
V$BRN4_01	0.4727272727272727	0.17595307917888564	2.6866666666666665	1.1438906225970728E-5
V$KLF3_01	0.4727272727272727	0.17595307917888564	2.6866666666666665	1.1438906225970728E-5
V$KLF3_02	0.4727272727272727	0.17595307917888564	2.6866666666666665	1.1438906225970728E-5
V$HOXA1_03	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$HOXA3_08	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$HOXB2_01	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$HOXD3_03	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$LHX4_03	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$LHX8_04	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$MEOX1_02	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$PDX1_06	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$VAX1_03	0.6303030303030303	0.2764976958525346	2.279595959595959	1.1468209278895889E-5
V$HOXC8_01	0.30303030303030304	0.0795978215333054	3.8070175438596494	1.1581165585022175E-5
V$NFE4_Q5	1.490909090909091	0.9090909090909091	1.6400000000000001	1.2354590624482074E-5
V$SP1_05	0.787878787878788	0.3854210305823209	2.044202898550725	1.2683543203456581E-5
V$EN2_01	0.7757575757575758	0.3770423125261835	2.0574814814814815	1.2740016989105215E-5
V$GSX2_02	0.7636363636363637	0.3686635944700461	2.0713636363636363	1.2776328481044757E-5
V$STAT5ASTAT5B_01	1.3575757575757574	0.8085462924172602	1.679032815198618	1.3802877780602332E-5
V$DLX3_02	0.4484848484848485	0.16338500209467952	2.744957264957265	1.3850722690201475E-5
V$GKLF_04	1.090909090909091	0.6074570590699623	1.7958620689655176	1.4565171153082072E-5
V$HOXD8_01	0.8363636363636364	0.42312526183493926	1.9766336633663368	1.550530210295568E-5
V$ZNF860_02	1.6727272727272728	1.0599078341013826	1.5781818181818181	1.6219249801738934E-5
V$LHX2_01	0.7515151515151515	0.3644742354419774	2.0619157088122604	1.643897195684926E-5
V$NFATC1_03	0.7515151515151515	0.3644742354419774	2.0619157088122604	1.643897195684926E-5
V$LBX1_02	1.103030303030303	0.6200251361541684	1.779009009009009	1.7090304015734425E-5
V$HOXB3_01	0.8606060606060606	0.4440720569752828	1.9379874213836477	1.8881083405104208E-5
V$BTEB3_01	1.6606060606060606	1.0557184750733137	1.5729629629629631	1.95514345967436E-5
V$SP9_01	1.6606060606060606	1.0557184750733137	1.5729629629629631	1.95514345967436E-5
V$DBX2_01	0.4	0.1382488479262673	2.893333333333333	1.9730332159761697E-5
V$SP8_01	0.2787878787878788	0.07121910347716799	3.914509803921569	1.981286625652664E-5
V$HOXA7_02	0.6181818181818182	0.2764976958525346	2.2357575757575754	1.994077014157895E-5
V$ZNF341_02	1.6848484848484848	1.0766652702136572	1.5648767833981843	2.0646851899523026E-5
V$SP5_02	1.5515151515151515	0.9719312945119397	1.5963218390804597	2.1552265799602817E-5
V$BTEB3_02	1.0545454545454545	0.5906996229576875	1.7852482269503542	2.3419558727608725E-5
V$E2F1_12	1.0545454545454545	0.5906996229576875	1.7852482269503542	2.3419558727608725E-5
V$HNF1B_06	0.26666666666666666	0.06702974444909929	3.9783333333333335	2.586560447942206E-5
V$LHX2_05	1.406060606060606	0.8630079597821533	1.6292556634304207	2.6342142354878437E-5
V$SP1_10	1.006060606060606	0.5571847507331378	1.8056140350877194	2.6441393885548445E-5
V$TIEG1_01	1.575757575757576	0.9970674486803519	1.5803921568627453	2.6505714289136483E-5
V$TST1_02	0.43636363636363634	0.16338500209467952	2.670769230769231	2.6614809871663574E-5
V$KLF7_07	0.7393939393939394	0.3644742354419774	2.0286590038314176	2.6993518200390798E-5
V$P63_01	0.5090909090909091	0.20946795140343527	2.4304	2.755358996222471E-5
V$IK3_01	1.6	1.0180142438206954	1.5716872427983541	2.8050842020126378E-5
V$ZNF425_04	0.8727272727272727	0.4608294930875576	1.8938181818181816	2.8667754664474587E-5
V$HOXD10_Q2	1.987878787878788	1.3322161709258484	1.4921593291404611	2.871993905871024E-5
V$SP2_01	0.9575757575757575	0.5236698785085881	1.8285866666666668	2.964292667083258E-5
V$HOXA6_03	1.6606060606060606	1.06828655215752	1.554457516339869	2.983079212980567E-5
V$SP1_Q6_01	1.0181818181818183	0.5697528278173439	1.787058823529412	3.111479845122357E-5
V$MEOX2_01	0.5696969696969697	0.25136154168412234	2.2664444444444443	3.256929173837083E-5
V$HOXD1_01	0.5818181818181818	0.2597402597402597	2.24	3.3254095840499386E-5
V$RXRA_13	1.7696969696969698	1.1604524507750313	1.5250060168471722	3.427953444000023E-5
V$CPBP_03	0.6909090909090909	0.3351487222454964	2.0615	3.526802378483939E-5
V$SP4_05	1.0303030303030303	0.5823209049015501	1.769304556354916	3.641890988460202E-5
V$POU6F2_03	1.3818181818181818	0.854629241726016	1.616862745098039	3.9004428961896705E-5
V$SP2_07	0.993939393939394	0.5571847507331378	1.7838596491228074	4.008560381403088E-5
V$ZNF658B_04	1.4545454545454544	0.9132802681189778	1.5926605504587155	4.083356519354815E-5
V$HOXC12_03	0.3515151515151515	0.11730205278592376	2.9966666666666666	4.084624979242395E-5
V$SP1_Q6	1.2242424242424244	0.7331378299120235	1.6698666666666668	4.111127174980996E-5
V$UNCX_03	0.7636363636363637	0.38961038961038963	1.96	4.223183099766582E-5
V$GBX2_03	0.2909090909090909	0.0837871805613741	3.472	4.317400799019579E-5
V$HOXB6_01	0.2909090909090909	0.0837871805613741	3.472	4.317400799019579E-5
V$ZNF780A_03	0.2909090909090909	0.0837871805613741	3.472	4.317400799019579E-5
V$HOXB5_03	0.5696969696969697	0.25555090071219105	2.2292896174863386	4.336312432520829E-5
V$ZFP740_03	0.5696969696969697	0.25555090071219105	2.2292896174863386	4.336312432520829E-5
V$POU6F2_02	0.9575757575757575	0.5320485965647256	1.799790026246719	4.3965654386326935E-5
V$HOXB3_03	0.593939393939394	0.27230833682446587	2.1811282051282053	4.4614443412791656E-5
V$GC_01	0.6060606060606061	0.28068705488060325	2.1592039800995027	4.504989940768028E-5
V$NKX12_01	0.6303030303030303	0.29744449099287806	2.1190610328638497	4.557010857695004E-5
V$BTEB1_01	1.503030303030303	0.9551738583996648	1.5735672514619883	4.5928506041763483E-5
V$KLF14_02	1.503030303030303	0.9551738583996648	1.5735672514619883	4.5928506041763483E-5
V$E2F4_Q6	1.3212121212121213	0.8127356514453289	1.6256357388316152	4.807560576148755E-5
V$MIXA_01	1.1151515151515152	0.6535400083787181	1.7063247863247863	4.896679703721906E-5
V$GKLF_03	0.9090909090909091	0.49853372434017595	1.8235294117647058	4.941412486968447E-5
V$HB24_01	0.9090909090909091	0.49853372434017595	1.8235294117647058	4.941412486968447E-5
V$BTEB3_Q5	1.2	0.7205697528278173	1.6653488372093024	5.246223844820541E-5
V$NKX62_01	0.7515151515151515	0.3854210305823209	1.949855072463768	5.3841240179356406E-5
V$MEOX2_04	0.5333333333333333	0.23460410557184752	2.273333333333333	5.4367032960080496E-5
V$GKLF_02	0.5575757575757576	0.25136154168412234	2.2182222222222223	5.6526892147901365E-5
V$MSX1_02	0.3878787878787879	0.14243820695433598	2.723137254901961	5.704341634954608E-5
V$LHX2_Q6	0.5818181818181818	0.26811897779639715	2.17	5.7974063018009496E-5
V$STAT3_11	1.6848484848484848	1.110180142438207	1.517635220125786	6.119290869230667E-5
V$FKLF_01	1.575757575757576	1.0222036028487642	1.5415300546448087	6.15722374836335E-5
V$ASCL2_04	0.787878787878788	0.4147465437788018	1.8996632996632998	6.347115066350579E-5
V$KLF3_Q3	0.787878787878788	0.4147465437788018	1.8996632996632998	6.347115066350579E-5
V$OSX_02	0.8848484848484849	0.48596564725596986	1.8208045977011493	6.38251401338617E-5
V$HOXA6_01	0.4121212121212121	0.1591956430666108	2.5887719298245617	6.686425483786112E-5
V$ISX_04	0.8484848484848485	0.4608294930875576	1.8412121212121213	6.935078251996308E-5
V$VAX2_03	0.5090909090909091	0.2220360284876414	2.2928301886792455	6.941958500286408E-5
V$EGR4_02	0.2909090909090909	0.08797653958944282	3.306666666666666	7.000628496877653E-5
V$HOXB5_01	0.5212121212121212	0.2304147465437788	2.262060606060606	7.108382747781192E-5
V$DBX1_01	1.0424242424242425	0.6074570590699623	1.7160459770114944	7.275484004361414E-5
V$MIXL1_01	0.5696969696969697	0.26392961876832843	2.1585185185185187	7.530179923638866E-5
V$EN1_07	0.5818181818181818	0.27230833682446587	2.1366153846153844	7.579875892926174E-5
V$NKX61_02	0.6181818181818182	0.29744449099287806	2.07830985915493	7.614502787528111E-5
V$BTEB2_Q3_01	0.8848484848484849	0.4901550062840385	1.8052421652421653	7.775273850718528E-5
V$HOXC10_07	0.4484848484848485	0.18433179723502305	2.433030303030303	7.92887651252516E-5
V$HOXD13_05	0.9333333333333333	0.5278592375366569	1.7681481481481482	8.304077047765447E-5
V$VAX1_01	0.4727272727272727	0.20108923334729786	2.350833333333333	8.581418161336358E-5
V$RAX2_01	1.2121212121212122	0.7457059069962296	1.6254681647940075	9.558806854548677E-5
V$RAX_03	1.2121212121212122	0.7457059069962296	1.6254681647940075	9.558806854548677E-5
V$SHOX2_04	1.1636363636363636	0.7080016757436113	1.643550295857988	9.634337809758171E-5
V$ZNF276_02	0.6424242424242425	0.3183912861332216	2.0177192982456145	9.638800858836851E-5
V$EVX2_03	0.5575757575757576	0.2597402597402597	2.146666666666667	9.776403951570777E-5
V$SP5_01	1.4303030303030302	0.9216589861751152	1.5518787878787876	1.0542378135144921E-4
V$SP8_02	1.4303030303030302	0.9216589861751152	1.5518787878787876	1.0542378135144921E-4
V$PRRX1_02	1.2121212121212122	0.7498952660242982	1.6163873370577282	1.1161058103737624E-4
V$EVX1_03	0.46060606060606063	0.19689987431922915	2.339290780141844	1.1274981933660843E-4
V$STAT6_Q4	0.4727272727272727	0.20527859237536658	2.3028571428571425	1.161126520378026E-4
V$HOXD11_04	0.3878787878787879	0.1508169250104734	2.571851851851852	1.1746048856816622E-4
V$SP4_Q5	0.3878787878787879	0.1508169250104734	2.571851851851852	1.1746048856816622E-4
V$ZFP202_02	0.9333333333333333	0.5362379555927943	1.7405208333333333	1.2018489327894898E-4
V$SHOX_01	0.9090909090909091	0.5194805194805194	1.75	1.2884221140504193E-4
V$OSX_01	0.896969696969697	0.5111018014243821	1.7549726775956282	1.333344517134239E-4
V$POU4F2_01	0.8	0.4398826979472141	1.8186666666666669	1.4188255416536325E-4
V$MATH1_01	0.4484848484848485	0.19271051529116046	2.327246376811594	1.4812268236188105E-4
V$MATH1_02	0.4484848484848485	0.19271051529116046	2.327246376811594	1.4812268236188105E-4
V$ZFP14_02	0.12121212121212122	0.012568077084206116	9.644444444444444	1.6132745057636532E-4
V$CDX2_01	0.593939393939394	0.2932551319648094	2.025333333333333	1.619759973118009E-4
V$NFKB1_04	0.5333333333333333	0.25136154168412234	2.1217777777777775	1.6454478305848077E-4
V$NFKB1_05	0.5333333333333333	0.25136154168412234	2.1217777777777775	1.6454478305848077E-4
