ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	P-value
V$TFAP2CHES7_02	1.187878787878788	0.7415165479681609	1.6019585687382298	1.649405927393488E-4
V$ZNF226_01	1.2242424242424244	0.7708420611646418	1.5881884057971016	1.681196667143569E-4
V$GBX1_03	0.993939393939394	0.5906996229576875	1.6826477541371159	1.6894294959790687E-4
V$ZBTB11_02	0.993939393939394	0.5906996229576875	1.6826477541371159	1.6894294959790687E-4
V$DLX7_01	0.2909090909090909	0.09635525764558023	3.0191304347826087	1.714156374112717E-4
V$HOX13_02	0.23030303030303031	0.06284038542103058	3.664888888888889	1.7526138878459397E-4
V$GCM2E2F8_01	0.9818181818181818	0.5823209049015501	1.6860431654676258	1.7565509329038067E-4
V$ESX1_03	1.0303030303030303	0.6200251361541684	1.6617117117117115	1.7724377413636737E-4
V$SP1_Q2_02	0.896969696969697	0.5194805194805194	1.7266666666666668	1.9199641133180482E-4
V$NGN2_Q3	0.16969696969696968	0.033514872224549644	5.063333333333333	1.9672904663921339E-4
V$LHX2_04	0.8121212121212121	0.4566401340594889	1.7784709480122325	2.0320612295981778E-4
V$ZFP740_05	0.46060606060606063	0.20527859237536658	2.243809523809524	2.0377622477839362E-4
V$HESX1_01	0.9818181818181818	0.5865102639296188	1.674	2.079807187716827E-4
V$CPHX_01	0.5333333333333333	0.25555090071219105	2.0869945355191253	2.132622280326631E-4
V$KLF8_01	1.0181818181818183	0.6158357771260997	1.6533333333333335	2.1744749740502007E-4
V$POU4F1_01	0.24242424242424243	0.07121910347716799	3.4039215686274513	2.188220401254252E-4
V$ZNF236_01	0.24242424242424243	0.07121910347716799	3.4039215686274513	2.188220401254252E-4
V$MOX1_01	0.19393939393939394	0.04608294930875576	4.208484848484848	2.2767606079465233E-4
V$PBX4_01	0.896969696969697	0.5236698785085881	1.7128533333333336	2.2938369768848202E-4
V$ZNF641_01	1.090909090909091	0.6744868035190615	1.6173913043478263	2.325030705562974E-4
V$KLF15_03	0.32727272727272727	0.12149141181399246	2.6937931034482756	2.373339509626734E-4
V$ZNF180_03	0.32727272727272727	0.12149141181399246	2.6937931034482756	2.373339509626734E-4
V$ZAC_04	0.6424242424242425	0.3351487222454964	1.9168333333333336	2.4262917597057552E-4
V$HOXC11_04	0.6060606060606061	0.3100125680770842	1.954954954954955	2.5639777554327305E-4
V$IPF1_06	0.2545454545454546	0.0795978215333054	3.197894736842106	2.6267134205153626E-4
V$CPEB1_01	0.5090909090909091	0.24298282362798493	2.0951724137931036	2.7633797512191126E-4
V$LBX2_01	0.5090909090909091	0.24298282362798493	2.0951724137931036	2.7633797512191126E-4
V$EBF1_03	1.0303030303030303	0.6325932132383745	1.6286975717439294	2.874630251517671E-4
V$LBX2_04	1.0303030303030303	0.6325932132383745	1.6286975717439294	2.874630251517671E-4
V$ESR1_03	0.26666666666666666	0.08797653958944282	3.031111111111111	3.0563942043216886E-4
V$OG2_01	0.9575757575757575	0.5781315458734814	1.6563285024154588	3.141051645668367E-4
V$EHF_07	0.896969696969697	0.5320485965647256	1.6858792650918635	3.2462083544743093E-4
V$GBX2_04	0.993939393939394	0.6074570590699623	1.6362298850574715	3.2613410996262186E-4
V$POU3F3_04	0.4	0.17176372015081692	2.3287804878048783	3.267029132351712E-4
V$LHX3b_01	0.6909090909090909	0.3770423125261835	1.8324444444444445	3.35915575527605E-4
V$HOXD3_01	0.24242424242424243	0.0754084625052367	3.2148148148148152	3.507246653787519E-4
V$ZFP3_02	0.5090909090909091	0.24717218265605362	2.059661016949153	3.564284056633421E-4
V$NFKB2_02	0.6424242424242425	0.34352744030163385	1.8700813008130082	3.7384063160845766E-4
V$NFKB2_03	0.6424242424242425	0.34352744030163385	1.8700813008130082	3.7384063160845766E-4
V$ZNF546_01	0.16969696969696968	0.03770423125261835	4.50074074074074	3.8375979845939713E-4
V$STAT3_10	0.8363636363636364	0.4901550062840385	1.7063247863247866	3.937732767119545E-4
V$IPF1_Q5_01	0.7636363636363637	0.43569333891914536	1.7526923076923078	4.092459351006026E-4
V$AP4_Q6	0.6787878787878787	0.3728529534981148	1.820524344569288	4.2320253945723444E-4
V$ZNF225_02	0.3878787878787879	0.1675743611227482	2.3146666666666667	4.298808146529251E-4
V$AIOLOS_03	0.6666666666666666	0.3644742354419774	1.8291187739463601	4.357166227316858E-4
V$ATOH1_03	0.8	0.4650188521156263	1.7203603603603603	4.407918435609323E-4
V$ZNF816A_05	0.4121212121212121	0.18433179723502305	2.235757575757576	4.490776088927067E-4
V$ZFP3_04	0.5212121212121212	0.2597402597402597	2.006666666666667	4.5197770381106845E-4
V$DLX6_01	0.9454545454545454	0.5781315458734814	1.6353623188405797	4.526249127435153E-4
V$LMX1B_03	0.496969696969697	0.24298282362798493	2.0452873563218392	4.603110308058784E-4
V$LHX4_01	0.6424242424242425	0.34771679932970256	1.847550200803213	4.6081929624294555E-4
V$EN1_09	0.48484848484848486	0.23460410557184752	2.0666666666666664	4.6293740471607523E-4
V$NKX62_Q2	0.4484848484848485	0.20946795140343527	2.1410666666666667	4.631668885690014E-4
V$EN1_02	0.46060606060606063	0.21784666945957268	2.1143589743589746	4.6449684487080695E-4
V$OLIG2_02	0.23030303030303031	0.07121910347716799	3.2337254901960786	4.686527386530006E-4
V$ZBTB8B_01	0.8363636363636364	0.49434436531210724	1.691864406779661	4.686650563740921E-4
V$ZNF563_02	0.9333333333333333	0.5697528278173439	1.6381372549019608	4.720800892466274E-4
V$PAX6_02	0.7757575757575758	0.4482614160033515	1.7305919003115264	4.7449598130905926E-4
V$E2F4_09	0.32727272727272727	0.12987012987012986	2.52	4.829792904466652E-4
V$LEF1_Q3	0.15757575757575756	0.033514872224549644	4.701666666666666	4.946180216405692E-4
V$ZNF501_01	0.7515151515151515	0.43150397989107664	1.7416181229773462	5.100747210990632E-4
V$HOXA2_01	0.2787878787878788	0.10054461667364893	2.772777777777778	5.149072965789652E-4
V$LHX8_03	0.20606060606060606	0.05865102639296188	3.513333333333333	5.163797326738521E-4
V$SP3_Q3_01	0.20606060606060606	0.05865102639296188	3.513333333333333	5.163797326738521E-4
V$ZNF515_Q6_01	0.20606060606060606	0.05865102639296188	3.513333333333333	5.163797326738521E-4
V$TFIII_Q6	0.3636363636363636	0.1550062840385421	2.3459459459459455	5.498540427086954E-4
V$EN2_03	1.2	0.7875994972769166	1.5236170212765958	5.679930022306086E-4
V$ARID3A_04	0.5212121212121212	0.26392961876832843	1.974814814814815	5.730613140239115E-4
V$ZNF248_02	0.8727272727272727	0.5278592375366569	1.6533333333333333	5.815612164411E-4
V$CDX1_01	0.4	0.18014243820695433	2.22046511627907	5.881150012153516E-4
V$ZNF37A_03	0.4	0.18014243820695433	2.22046511627907	5.881150012153516E-4
V$GBX1_04	1.0787878787878786	0.6912442396313364	1.5606464646464644	5.933244176982429E-4
V$VSX1_04	0.48484848484848486	0.2387934645999162	2.0304093567251464	5.940247837292395E-4
V$CDX1_Q4	0.42424242424242425	0.19689987431922915	2.1546099290780143	6.000549505490047E-4
V$ATOH1_04	0.30303030303030304	0.11730205278592376	2.583333333333333	6.040745682481439E-4
V$ZNF383_03	0.6060606060606061	0.32677000418935903	1.8547008547008548	6.15126624990703E-4
V$HOXA10_04	0.2545454545454546	0.08797653958944282	2.8933333333333335	6.203624613870227E-4
V$RXRG_03	0.896969696969697	0.5488060326770005	1.6344020356234095	6.28883851459369E-4
V$ZNF410_01	0.3151515151515151	0.12568077084206117	2.5075555555555553	6.414768161038414E-4
V$EZI_08	0.5818181818181818	0.3100125680770842	1.8767567567567567	6.476963409158504E-4
V$OVOL3_01	0.8363636363636364	0.5027230833682447	1.6636666666666666	6.579504033660524E-4
V$AP2_Q6_01	0.32727272727272727	0.13405948889819858	2.44125	6.740342305800409E-4
V$ZNF616_03	0.9090909090909091	0.5613741097612065	1.619402985074627	7.058730719612613E-4
V$KLF15_01	0.6303030303030303	0.34771679932970256	1.8126907630522087	7.124775610746195E-4
V$KLF15_02	0.6303030303030303	0.34771679932970256	1.8126907630522087	7.124775610746195E-4
V$BARX2_01	0.3515151515151515	0.1508169250104734	2.330740740740741	7.250980267030793E-4
V$HNF3B_01	0.23030303030303031	0.0754084625052367	3.0540740740740744	7.323629204320972E-4
V$SHOX2_03	0.9818181818181818	0.6200251361541684	1.5835135135135134	7.353721172567499E-4
V$SHOX_02	0.9818181818181818	0.6200251361541684	1.5835135135135134	7.353721172567499E-4
V$ZNF99_06	0.3636363636363636	0.1591956430666108	2.2842105263157895	7.440158011222618E-4
V$ZNF293_01	0.6060606060606061	0.33095936321742775	1.8312236286919832	7.561892423279006E-4
V$ZNF323_02	0.6060606060606061	0.33095936321742775	1.8312236286919832	7.561892423279006E-4
V$ZNF471_01	0.4	0.18433179723502305	2.17	7.775345301379178E-4
V$ZIM2_01	0.43636363636363634	0.20946795140343527	2.0831999999999997	7.823465973024069E-4
V$GKLF_Q3	0.24242424242424243	0.0837871805613741	2.8933333333333335	8.308720919724762E-4
V$ZNF660_01	0.20606060606060606	0.06284038542103058	3.279111111111111	8.389236649343168E-4
V$STAT6_06	0.30303030303030304	0.12149141181399246	2.4942528735632186	8.523134194000052E-4
V$UF1H3BETA_Q6	1.0545454545454545	0.682865521575199	1.5442944785276074	8.620413702383441E-4
V$EBF4_01	0.1818181818181818	0.050272308336824466	3.6166666666666663	9.167170395905967E-4
V$HNF1B_07	0.1818181818181818	0.050272308336824466	3.6166666666666663	9.167170395905967E-4
V$ZNF714_01	0.1818181818181818	0.050272308336824466	3.6166666666666663	9.167170395905967E-4
V$ZNF880_03	0.1818181818181818	0.050272308336824466	3.6166666666666663	9.167170395905967E-4
V$EN1_08	0.32727272727272727	0.1382488479262673	2.367272727272727	9.27881925311709E-4
V$ISX_03	0.32727272727272727	0.1382488479262673	2.367272727272727	9.27881925311709E-4
V$ZFP770_04	0.46060606060606063	0.2304147465437788	1.9990303030303032	9.868380718299286E-4
V$AP4_03	0.43636363636363634	0.213657310431504	2.0423529411764703	0.0010076499211141708
V$HOXA2_04	0.43636363636363634	0.213657310431504	2.0423529411764703	0.0010076499211141708
V$ZNF579_02	0.2909090909090909	0.11730205278592376	2.4799999999999995	0.0011329013761684223
V$NEUROD2_03	0.46060606060606063	0.23460410557184752	1.9633333333333334	0.0012503058633238306
V$KLF5_01	0.5454545454545455	0.29744449099287806	1.833802816901409	0.0013175095345166448
V$TCF7RELATED_Q4	0.3636363636363636	0.1675743611227482	2.17	0.0013181165822153985
V$DLX3_04	0.7636363636363637	0.4650188521156263	1.6421621621621623	0.001385660031405229
V$DLX3_05	0.7636363636363637	0.4650188521156263	1.6421621621621623	0.001385660031405229
V$DLX4_02	0.7636363636363637	0.4650188521156263	1.6421621621621623	0.001385660031405229
V$DLX4_03	0.7636363636363637	0.4650188521156263	1.6421621621621623	0.001385660031405229
V$KLF7_05	0.8848484848484849	0.5613741097612065	1.576218905472637	0.0014175211049387575
V$HOXC10_04	0.26666666666666666	0.10473397570171764	2.546133333333333	0.001429236276795302
V$ZNF177_02	0.1818181818181818	0.05446166736489317	3.338461538461538	0.001507556969751809
V$VAX1_04	0.07272727272727272	0.0041893590280687055	17.36	0.0015673860342582961
V$HNF3A_02	0.46060606060606063	0.2387934645999162	1.928888888888889	0.0015731979556288236
V$BCL6_Q3_01	0.30303030303030304	0.12987012987012986	2.3333333333333335	0.0016221968166349311
V$NR2F6_01	0.30303030303030304	0.12987012987012986	2.3333333333333335	0.0016221968166349311
V$ZNF470_03	0.15757575757575756	0.04189359028068705	3.7613333333333334	0.0016283870842806075
V$ZNF668_01	0.3515151515151515	0.16338500209467952	2.151452991452991	0.001723520365908707
V$HOXA9_Q5_01	0.43636363636363634	0.22622538751571009	1.9288888888888889	0.0020568035822143703
V$FOXO4_05	0.6424242424242425	0.3812316715542522	1.6851282051282053	0.002102629840581249
V$HOXC13_03	0.6909090909090909	0.41893590280687054	1.6492	0.0021080959384237813
V$PAX5_01	0.30303030303030304	0.13405948889819858	2.2604166666666665	0.0021915895795389835
V$ZNF681_02	0.4484848484848485	0.2387934645999162	1.8781286549707603	0.0025074323913808435
V$KLF7_06	0.8484848484848485	0.5488060326770005	1.5460559796437658	0.002512191458759769
V$ZNF647_07	0.6303030303030303	0.3854210305823209	1.6353623188405795	0.00363461056431347
V$ZID_02	0.1818181818181818	0.06284038542103058	2.893333333333333	0.003647435452168281
V$MZF1_01	0.6666666666666666	0.4147465437788018	1.6074074074074074	0.003731335063613004
V$ZNF445_03	0.3151515151515151	0.1508169250104734	2.0896296296296297	0.0038405373298421807
V$MATH1_Q2	0.21818181818181817	0.08797653958944282	2.4799999999999995	0.004548386414319478
V$DLX5_01	0.1818181818181818	0.07121910347716799	2.552941176470588	0.007787988679400236
V$EGR1_22	0.2545454545454546	0.12149141181399246	2.0951724137931036	0.008679621458452132
V$KLF_Q3	0.4727272727272727	0.2890657729367407	1.6353623188405797	0.010645580129649002
V$SP4_Q3	0.3878787878787879	0.2304147465437788	1.6833939393939394	0.014568744677628805
V$LBP1_Q6	0.3151515151515151	0.2304147465437788	1.3677575757575757	0.11761676841759719
V$TAL1_Q6_01	0.14545454545454545	0.10473397570171764	1.3888	0.22230699280801292
V$VSX2_01	0.21818181818181817	0.17176372015081692	1.2702439024390244	0.2384928888933161
