ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
V$ZNF605_03	0.07905006781663712	0.003223726627981947	24.521331036720838	0.9093	1.6957309217409223E-6
V$IRXB3_01	0.06656847816137863	0.003223726627981947	20.649541925659655	0.979	1.7436953009229448E-5
V$DLX5_03	0.041605298850861644	0.003223726627981947	12.905963703537283	1.0	0.0016684422474016892
V$CMYC_Q3	0.037444768965775484	0.003223726627981947	11.615367333183556	0.9971	0.0034971602403847373
V$IRX5_01	0.07488953793155097	0.006447453255963894	11.615367333183556	0.9851	2.1711088689595977E-5
V$MYC_01	0.037444768965775484	0.003223726627981947	11.615367333183556	0.995	0.0034971602403847373
V$PTF1BETA_Q6	0.037444768965775484	0.003223726627981947	11.615367333183556	0.9568	0.0034971602403847373
V$SRF_Q6	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9702	0.007267129430196464
V$STAT4_Q4	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9757	0.007267129430196464
V$ZFP319_02	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9562	0.007267129430196464
V$ZNF319_01	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9559	0.007267129430196464
V$ZNF667_02	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9083	0.007267129430196464
V$ARNTLIKE_Q6	0.029123709195603153	0.003223726627981947	9.034174592476099	0.9987	0.01494310938596633
V$ESRRA_13	0.029123709195603153	0.003223726627981947	9.034174592476099	0.9946	0.01494310938596633
V$ZNF37A_02	0.029123709195603153	0.003223726627981947	9.034174592476099	0.904	0.01494310938596633
V$ZNF496_01	0.029123709195603153	0.003223726627981947	9.034174592476099	0.942	0.01494310938596633
V$ZNF721_02	0.029123709195603153	0.003223726627981947	9.034174592476099	0.9355	0.01494310938596633
V$MYF_01	0.10817377701224029	0.012894906511927788	8.388876407299236	0.9529	1.3602745953541834E-6
V$CPHX_01	0.04992635862103397	0.006447453255963894	7.74357822212237	0.9603	0.001558851894775037
V$KLF8_02	0.024963179310516986	0.003223726627981947	7.74357822212237	0.9888	0.030327859212630107
V$SRF_Q5_02	0.024963179310516986	0.003223726627981947	7.74357822212237	0.9529	0.030327859212630107
V$ZXDL_01	0.024963179310516986	0.003223726627981947	7.74357822212237	0.8017	0.030327859212630107
V$IRX2_01	0.0707290080464648	0.00967117988394584	7.313379432004461	0.9809	1.7670156789795872E-4
V$MEIS1EVX1_01	0.04576582873594781	0.006447453255963894	7.098280036945506	0.8175	0.003090595561866613
V$BLIMP1_08	0.06656847816137863	0.00967117988394584	6.883180641886551	0.9569	3.467271851038071E-4
V$BLIMP1_09	0.06656847816137863	0.00967117988394584	6.883180641886551	0.9569	3.467271851038071E-4
V$IRX3_02	0.08321059770172329	0.012894906511927788	6.452981851768642	0.9801	7.88530569899268E-5
V$PRDM15_01	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9791	0.06053378857174821
V$PREP1_01	0.020802649425430822	0.003223726627981947	6.452981851768642	0.962	0.06053378857174821
V$RARG_05	0.041605298850861644	0.006447453255963894	6.452981851768642	0.9384	0.006059416332586004
V$RARG_06	0.041605298850861644	0.006447453255963894	6.452981851768642	0.9384	0.006059416332586004
V$SRF_Q5_01	0.041605298850861644	0.006447453255963894	6.452981851768642	0.9439	0.006059416332586004
V$TBX22_02	0.020802649425430822	0.003223726627981947	6.452981851768642	0.8931	0.06053378857174821
V$TBX5CSX_Q5	0.041605298850861644	0.006447453255963894	6.452981851768642	0.9277	0.006059416332586004
V$TGIF_02	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9795	0.06053378857174821
V$TR4_04	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9577	0.06053378857174821
V$ZFP367_01	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9729	0.06053378857174821
V$ZFP3_01	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9201	0.06053378857174821
V$ZNF43_01	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9652	0.06053378857174821
V$ZNF480_01	0.020802649425430822	0.003223726627981947	6.452981851768642	0.9398	0.06053378857174821
V$ZNF552_01	0.062407948276292466	0.00967117988394584	6.452981851768642	0.7536	6.746935416989418E-4
V$ZNF708_03	0.041605298850861644	0.006447453255963894	6.452981851768642	0.9616	0.006059416332586004
V$RP58_02	0.037444768965775484	0.006447453255963894	5.807683666591778	0.9597	0.011726391208808409
V$SNA_Q4	0.037444768965775484	0.006447453255963894	5.807683666591778	0.9895	0.011726391208808409
V$SRF_Q4	0.037444768965775484	0.006447453255963894	5.807683666591778	0.9151	0.011726391208808409
V$TEAD4TCF3_01	0.037444768965775484	0.006447453255963894	5.807683666591778	0.9415	0.011726391208808409
V$TFAP2CONECUT2_01	0.037444768965775484	0.006447453255963894	5.807683666591778	0.8558	0.011726391208808409
V$ZBTB41_01	0.037444768965775484	0.006447453255963894	5.807683666591778	0.8256	0.011726391208808409
V$ZFP62_02	0.037444768965775484	0.006447453255963894	5.807683666591778	0.8963	0.011726391208808409
V$ZNF311_01	0.037444768965775484	0.006447453255963894	5.807683666591778	0.9128	0.011726391208808409
V$SMAD7_02	0.054086888506120145	0.00967117988394584	5.592584271532823	0.9037	0.00248165595512867
V$ZNF470_02	0.054086888506120145	0.00967117988394584	5.592584271532823	0.8363	0.00248165595512867
V$ZNF561_02	0.13729748620784343	0.025789813023855575	5.323710027709129	0.7542	1.5599100610609816E-6
V$HEY1_01	0.033284239080689317	0.006447453255963894	5.162385481414914	0.988	0.022347006189443394
V$JUN_07	0.033284239080689317	0.006447453255963894	5.162385481414914	0.9972	0.022347006189443394
V$MEIS1_07	0.033284239080689317	0.006447453255963894	5.162385481414914	0.979	0.022347006189443394
V$MEIS1_08	0.033284239080689317	0.006447453255963894	5.162385481414914	0.979	0.022347006189443394
V$P53_02	0.033284239080689317	0.006447453255963894	5.162385481414914	0.9829	0.022347006189443394
V$IRX3_01	0.08321059770172329	0.016118633139909737	5.162385481414913	0.9842	2.3149294251091052E-4
V$ZFY1_01	0.04992635862103397	0.00967117988394584	5.162385481414913	0.7824	0.004679496565112533
V$ZNF320_02	0.08321059770172329	0.016118633139909737	5.162385481414913	0.9052	2.3149294251091052E-4
V$ZNF546_01	0.08321059770172329	0.016118633139909737	5.162385481414913	0.7621	2.3149294251091052E-4
V$ESR1_06	0.062407948276292466	0.012894906511927788	4.839736388826481	0.9255	0.0019045673789306937
V$MXI1_01	0.062407948276292466	0.012894906511927788	4.839736388826481	0.8874	0.0019045673789306937
V$RFX2_01	0.062407948276292466	0.012894906511927788	4.839736388826481	0.8309	0.0019045673789306937
V$PPARA_01	0.04576582873594781	0.00967117988394584	4.732186691297004	0.8105	0.008706989007869068
V$RFX3_08	0.058247418391206306	0.012894906511927788	4.517087296238049	0.8475	0.003491837993902441
V$ZFP787_01	0.029123709195603153	0.006447453255963894	4.517087296238049	0.9665	0.04180903923116076
V$ZNF648_01	0.029123709195603153	0.006447453255963894	4.517087296238049	0.913	0.04180903923116076
