name a20 apoptosis bclxl bid caspase ceramide creb ctla4 cytoskeletonsignaling disc erk fas fasl fast flip fyn gap gpcr grb2 gzmb iap ifng ifngt il2 il2ra il2rat il2rb il2rbt jak lck mcl1 mek nfat nfkb p2 p27 pdgfr pi3k plcg1 proliferation rantes ras s1p sfas smad socs sphk1 stat3 tbet tcr tnf tpl2 tradd zap70 il15 stimuli cd45 stimuli2 pdgf tax
A5.1 0.000515432346839612 0.16539624617138585 -0.2213289109220415 0.293269197783233 0.25993368352739565 0.0 1.0 0.4131595272691287 0.017602888058781102 0.06686167635162966 0.29695325931057387 1.0 0.24717162155858763 0.26101617948171524 0.000515432346839612 0.09725296718136078 0.10508618745113049 -0.018118554784003395 -0.22280278812319296 0.09263906593629867 0.421526989035041 -0.10737194996048596 0.16069638912085457 0.23347693874148004 0.09999999999999998 -0.20003755962859748 -0.04144056164803007 -0.033448673140797636 0.32549856000433436 0.6520284508326308 0.05803208623085929 0.07430715575573504 -0.003268438081498816 0.018866670591404733 -0.0148072100845213 0.0018894468726933641 0.05903378210003176 0.00959532835888826 0.0 -0.1575453623491793 -0.03678987661412331 -0.008442849086344791 0.0006778547704415832 0.000515432346839612 0.03630858272392061 -0.49511730694042877 -0.21440040307680427 -0.20052250931087368 0.030716382560843244 -0.07089541305713068 0.030156773188749292 0.09999999999999998 0.0 0.0 1.0 0.033818866983272106 0.000515432346839612 -0.008358205083539167 0.03212466149257922 6.245004513516506e-18
A5.2 0.003984514284516637 0.3074714529587454 -0.30679141332883664 0.5278828282982041 0.4831352849748486 0.0 1.0 0.5401276786409211 0.09276018331886203 0.24739972264426977 0.31188855154713035 1.0 0.3462033916704794 0.3767666578491574 0.003984514284516637 0.15509453441439225 0.23164944137832402 0.005254441775815237 -0.2228015157552044 0.24374301300566428 0.5901946258655267 -0.1911267376617791 0.2554619889171914 0.34966114920153757 0.09999999999999998 -0.18428708126115523 -0.03248462490528531 -0.01581719669449395 0.48055404842119653 0.7520284508326308 0.1893487334213691 0.18815867457214525 0.038336868954604364 0.061613541315522206 -0.002641660577784552 0.014656920620844316 0.25192554065982675 0.03130595626513805 0.0 -0.15754446264914643 -0.006562988167797725 0.05955296209925223 0.002205422406196784 0.003984514284516637 0.11857259320833811 -0.49511730694042877 -0.28719690616118926 -0.20052136417968397 0.06700604169809517 -0.07089500819211589 0.09837120977735085 0.09999999999999998 0.0 0.0 1.0 -0.014005568277960312 0.003984514284516637 -6.324717427905306e-05 0.05674075365510922 0.015500671603810053
A5.3 0.015572346826713854 0.39042471609842305 -0.26927836212549683 0.48168556041593386 0.4563883996843285 0.0 1.0 0.5174410500384153 0.01756945550550462 0.25949988099630894 0.30559226197144307 1.0 0.3842222428570341 0.40363587881155943 0.015572346826713854 0.23904523651110557 0.2506939204143318 0.044508963948699236 -0.22280278812319296 0.24524574150634876 0.563337106869555 -0.1659672418144865 0.17574212716896023 0.3739968148750924 0.09999999999999998 -0.1574178602987533 -0.017150081754134894 0.014344783384971582 0.48583204144173087 0.7520284508326308 0.18749777356398423 0.20162440950676003 0.0689845607165277 0.13354968750644483 0.017832484202472496 0.057389923728785756 0.2226431064022074 0.06281845360389612 0.0 -0.1575453623491793 0.044303548616230495 0.1602299050090053 0.004435058067324858 0.015572346826713854 0.2570129479638298 -0.49511730694042877 -0.3268220439720341 -0.20052136417968397 0.06118172628990963 -0.07089500819211589 0.19742495164462662 0.09999999999999998 0.0 0.0 1.0 0.033876773864173725 0.015572346826713854 0.01602079502158356 0.04740965931059349 0.01550119863588722
A5.4 0.00032510318840494104 0.1974317703734773 -0.26363912442400544 0.35388028855917203 0.31025399586186553 0.0 1.0 0.42290453410553486 0.056653551971741704 0.0939214851002302 0.3127393392874683 1.0 0.3084353941199484 0.3623038124570763 0.00032510318840494104 0.1035957462805193 0.14755961060994263 -0.015770088849794174 -0.22280278812319296 0.10749949983241955 0.5330641949568639 -0.12978065302247843 0.19493550042074317 0.3350736558222212 0.09999999999999998 -0.19874992665323638 -0.04073386809487432 -0.03206767680404376 0.37771232412076317 0.7520284508326308 0.071014113395646 0.10434040129153685 0.004359809178612725 0.023060380239766375 -0.013613681859401257 0.0011886563525697624 0.07161177875469497 0.01174072103357576 0.0 -0.1575453623491793 -0.03382447608343934 -0.0017557963374301058 0.0008312168736920128 0.00032510318840494104 0.04438030232766328 -0.49511730694042877 -0.23111289774629354 -0.20052250931087368 0.03435852138299897 -0.07089541305713068 0.03690203498101346 0.09999999999999998 0.0 0.0 1.0 0.10892462395360844 0.00032510318840494104 -0.0077404966147479855 0.03888229563465563 2.4980018054066023e-17
A5.5 0.0012093292477141145 0.23014906223635093 -0.2975633980544246 0.48336431981035705 0.3616540870412614 0.0 1.0 0.44936876162611417 0.13175930894207805 0.1646218014210141 0.30846961738615497 1.0 0.3192951439561963 0.3659455424580288 0.0012093292477141145 0.1321317743785193 0.2586204295096448 -0.010243033519999924 -0.22280278812319296 0.14313874617705216 0.5643964519240776 -0.17673461543143773 0.2879218516271038 0.33876825526158627 0.09999999999999998 -0.1951081966522839 -0.0386701946498264 -0.028008703803881416 0.4784267609873529 0.7520284508326308 0.1006917388974026 0.20722913013861263 0.027219929425368473 0.03313928182595321 -0.010745177807181702 0.00444934761642123 0.10577096961455501 0.016649401485364274 0.0 -0.1575453623491793 -0.026697616424934786 0.014282017742278741 0.0011819116240220516 0.0012093292477141145 0.06377759796432339 -0.49511730694042877 -0.24785425801778743 -0.20052250931087368 0.04254943646082805 -0.07089541305713068 0.05232655700802918 0.09999999999999998 0.0 0.0 1.0 0.06109752360177334 0.0012093292477141145 -0.005760254399372658 0.05283606798689945 0.015500724307017738
A5.6 0.04255489309352197 0.38255426593305886 -0.2538190281724796 0.45316921421092604 0.44400767291788257 0.0 1.0 0.42354394398207307 0.13175930894207805 0.267807990418533 0.36353634538644597 1.0 0.41294634682001186 0.45551713041136677 0.04255489309352197 0.11393655982175661 0.2636272600458477 0.03515921103196309 -0.22280278812319296 0.248145576713255 0.5338212857177497 -0.13640779268768063 0.1971841025752787 0.41832574367861614 0.09999999999999998 -0.10553660869894593 0.0008545650613183133 0.04213489368698483 0.49601964073560456 0.7520284508326308 0.20869309629265692 0.21076949396301356 0.09113356221273183 0.23623914212008565 0.1588470606812108 0.1568194848382244 0.23052108389649306 0.16632435074397617 0.0 -0.1575453623491793 0.14620499392843192 0.16153499358856627 -0.058951016196067435 0.04255489309352197 0.2621921109717477 -0.49511730694042877 -0.31464122726816457 -0.20052250931087368 0.0573547052026075 -0.07089541305713068 0.20844179626392387 0.09999999999999998 0.0 0.0 1.0 0.06109752360177334 0.04255489309352197 0.04961207852286847 0.034441691633596935 0.015500724307017738
A5.7 0.012121187100266374 0.3878860840309485 -0.2675704541688075 0.46675948780368204 0.45238052866547146 0.0 1.0 0.4189218372859666 0.056653551971741704 0.27745747934912224 0.34735193319904756 1.0 0.3876287066517814 0.41246339557921513 0.012121187100266374 0.09762195472163894 0.2788235298983245 0.04291892624358921 -0.22280278812319296 0.24573895850695063 0.5283492462757753 -0.16291908434924737 0.1809436445145976 0.3861824812363371 0.09999999999999998 -0.1485903435310976 -0.015964505520419888 0.014155265315696 0.4875633929598781 0.7520284508326308 0.18823100781967175 0.2215148794244406 0.07746118350128738 0.23400572330597236 0.05821130557458723 0.04466211450541104 0.2245552162339246 0.1629425696102134 0.0 -0.1575453623491793 0.1446257283397428 0.16045195766889342 0.040812260320623274 0.012121187100266374 0.25789427911253926 -0.49511730694042877 -0.3265421832696496 -0.20052250931087368 0.05967261797931943 -0.07089541305713068 0.1978098881717525 0.09999999999999998 0.0 0.0 1.0 0.10892462395360844 0.012121187100266374 0.038061754718262085 0.047029782423495564 0.015500724307017764
A5.8 0.15541897009187128 0.362419561206211 -0.22944182737500055 0.38339350772889347 0.4124085485554516 0.0 1.0 0.4242682406886069 0.09272249324610932 0.2505709134277575 0.3653848035396029 1.0 0.4288368580248468 0.4653069508228112 0.15541897009187128 0.22069775206139067 0.23657208226808887 0.033394694696851454 -0.22280278812319296 0.2486933588656104 0.5346779359300723 -0.10166133908490081 0.19972832120166473 0.4222029762604742 0.09999999999999998 -0.09574678828750145 0.007275127533136396 0.055320068304825026 0.49794390803261795 0.7520284508326308 0.24884825420715043 0.1916387619907328 0.19989881071717203 0.236749623581566 0.15899272641871282 0.20421737593929712 0.2314561432631598 0.1729647373646231 0.0 -0.1575453623491793 0.14656624511431213 0.16178148012160204 -0.0584860510952249 0.15541897009187128 0.26317053617033187 -0.49511730694042877 -0.27029814225227333 -0.20052136417968397 0.06747632791083269 -0.07089500819211589 0.2293058897753833 0.09999999999999998 0.0 0.0 1.0 -0.01403221918398716 0.15541897009187128 0.09116758188287466 0.006829919020370229 0.015501198635887259
A5.9 0.15384295062338357 0.40953465002280154 -0.2906557604072182 0.4953613069609408 0.4863835382879499 0.0 1.0 0.42422920416272725 0.01756945550550462 0.2616627233806622 0.5364532630678372 1.0 0.5409265517728908 0.46445188209182936 0.15384295062338357 0.08137463671628427 0.2540930218951153 0.03354949075069679 -0.22280278812319296 0.2486448429871322 0.5346314934707772 -0.14393665452054796 0.1995929296253877 0.4221255432008376 0.09999999999999998 -0.09660185701848335 0.006710519505483584 0.05416781002067028 0.49777474122142645 0.7520284508326308 0.2480905392480505 0.20402793721376328 0.06466973314233779 0.23670363963173516 0.1589792608923619 0.19841904228574653 0.2314051064826494 0.17283799245345077 0.0 -0.1575453623491793 0.146533729551561 0.16175926552561917 -0.05849250957305838 0.15384295062338357 0.26308355683093254 -0.49511730694042877 -0.2952848565835881 -0.20052136417968397 0.0674163226661761 -0.07089500819211589 0.22890895213097934 0.09999999999999998 0.0 0.0 1.0 0.033876773864173725 0.15384295062338357 0.1905776327228346 0.01976796967111318 0.015501198635887245
A5.10 0.15384412403049555 0.40953926440588306 -0.2906563750937753 0.4953667610752566 0.48638677787406165 0.0 1.0 0.4242265786959924 0.09276018331886203 0.2505209042697004 0.5364561566706216 1.0 0.5409338614703708 0.4644557595739523 0.15384412403049555 0.08137282244172682 0.23654999852941577 0.033549492839786435 -0.2228015157552044 0.248643570156756 0.5346294117827836 -0.1439392696037093 0.19959503472508655 0.4221293430646206 0.09999999999999998 -0.09659797953636037 0.00671437819465283 0.05417278759175061 0.49777602654310443 0.7520284508326308 0.2480853940459117 0.19162389176527445 0.06467151668205677 0.2367056509916494 0.1589783595938693 0.19841873869266194 0.231404416653422 0.17284321420989784 0.0 -0.15754446264914643 0.14653515179779575 0.16175997079190907 -0.05849137791660755 0.15384412403049555 0.26308627713527966 -0.49511730694042877 -0.2952858385335721 -0.20052136417968397 0.06741432954483335 -0.07089500819211589 0.22890772618599842 0.09999999999999998 0.0 0.0 1.0 -0.014005568277960312 0.15384412403049555 0.19057806904083124 0.019767307014365375 0.015500671603810029
