ID	Hits	Hit names
MO000000008	[]	[]
MO000000011	[]	[]
MO000000013	[]	[]
MO000000022	[]	[]
MO000000024	[]	[]
MO000000049	[]	[]
MO000000051	[]	[]
MO000000058	[]	[]
MO000000077	[]	[]
MO000000081	[]	[]
MO000000105	[]	[]
MO000000107	[]	[]
MO000000108	[]	[]
MO000000110	[]	[]
MO000000111	[]	[]
MO000000127	[]	[]
MO000000129	[]	[]
MO000000136	[]	[]
MO000000143	[]	[]
MO000000149	[]	[]
MO000000152	[]	[]
MO000000191	[]	[]
MO000000193	[]	[]
MO000000223	[]	[]
MO000000229	[]	[]
MO000000231	[]	[]
MO000000244	[]	[]
MO000000254	[]	[]
MO000000276	[]	[]
MO000000279	[]	[]
MO000000284	[]	[]
MO000000286	[]	[]
MO000000294	[]	[]
MO000000306	[]	[]
MO000000341	[]	[]
MO000000342	[]	[]
MO000004676	[]	[]
MO000004677	[]	[]
MO000004681	[]	[]
MO000004682	[]	[]
MO000005077	[]	[]
MO000005078	[]	[]
MO000005412	[]	[]
MO000007225	[]	[]
MO000007228	[]	[]
MO000008120	[]	[]
MO000008563	[]	[]
MO000008564	[]	[]
MO000009253	[]	[]
MO000009339	[]	[]
MO000011271	[]	[]
MO000012555	[]	[]
MO000012556	[]	[]
MO000013122	[]	[]
MO000013123	[]	[]
MO000016632	[]	[]
MO000016634	[]	[]
MO000016635	[]	[]
MO000016672	[]	[]
MO000016677	[]	[]
MO000016681	[]	[]
MO000016709	[]	[]
MO000016713	[]	[]
MO000016715	[]	[]
MO000016780	[]	[]
MO000016791	[]	[]
MO000016802	[]	[]
MO000016803	[]	[]
MO000016821	[]	[]
MO000016822	[]	[]
MO000016826	[]	[]
MO000016833	[]	[]
MO000016838	[]	[]
MO000016839	[]	[]
MO000016840	[]	[]
MO000016862	[]	[]
MO000016869	[]	[]
MO000016894	[]	[]
MO000016936	[]	[]
MO000016939	[]	[]
MO000016941	[]	[]
MO000016957	[]	[]
MO000016958	[]	[]
MO000016961	[]	[]
MO000016967	[]	[]
MO000016974	[]	[]
MO000016978	[]	[]
MO000016979	[]	[]
MO000016989	[]	[]
MO000017007	[]	[]
MO000017039	[]	[]
MO000017049	[]	[]
MO000017054	[]	[]
MO000017055	[]	[]
MO000017058	[]	[]
MO000017059	[]	[]
MO000017102	[]	[]
MO000017103	[]	[]
MO000017134	[]	[]
MO000017177	[]	[]
MO000017192	[]	[]
MO000017199	[]	[]
MO000017203	[]	[]
MO000017213	[]	[]
MO000017218	[]	[]
MO000017222	[]	[]
MO000017230	[]	[]
MO000017234	[]	[]
MO000017242	[]	[]
MO000017245	[]	[]
MO000017258	[]	[]
MO000017259	[]	[]
MO000017261	[]	[]
MO000017290	[]	[]
MO000017293	[]	[]
MO000017327	[]	[]
MO000017332	[]	[]
MO000017333	[]	[]
MO000017334	[]	[]
MO000017401	[]	[]
MO000017425	[]	[]
MO000017458	[]	[]
MO000017467	[]	[]
MO000017501	[]	[]
MO000017507	[]	[]
MO000017508	[]	[]
MO000017522	[]	[]
MO000017523	[]	[]
MO000017524	[]	[]
MO000017549	[]	[]
MO000017574	[]	[]
MO000017598	[]	[]
MO000017615	[]	[]
MO000017642	[]	[]
MO000017649	[]	[]
MO000017655	[]	[]
MO000017666	[]	[]
MO000017700	[]	[]
MO000017735	[]	[]
MO000017779	[]	[]
MO000017856	[]	[]
MO000017859	[]	[]
MO000017896	[]	[]
MO000018111	[]	[]
MO000018137	[]	[]
MO000018193	[]	[]
MO000018272	[]	[]
MO000018274	[]	[]
MO000018279	[]	[]
MO000018280	[]	[]
MO000018281	[]	[]
MO000018331	[]	[]
MO000018446	[]	[]
MO000018454	[]	[]
MO000018455	[]	[]
MO000018457	[]	[]
MO000018778	[]	[]
MO000018832	[]	[]
MO000018836	[]	[]
MO000018838	[]	[]
MO000018877	[]	[]
MO000018882	[]	[]
MO000018883	[]	[]
MO000018932	[]	[]
MO000018945	[]	[]
MO000018952	[]	[]
MO000018962	[]	[]
MO000018963	[]	[]
MO000018964	[]	[]
MO000018965	[]	[]
MO000018971	[]	[]
MO000019013	[]	[]
MO000019082	[]	[]
MO000019118	[]	[]
MO000019134	[]	[]
MO000019148	[]	[]
MO000019149	[]	[]
MO000019157	[]	[]
MO000019292	[]	[]
MO000019363	[]	[]
MO000019387	[]	[]
MO000019468	[]	[]
MO000019469	[]	[]
MO000019475	[]	[]
MO000019490	[]	[]
MO000019494	[]	[]
MO000019496	[]	[]
MO000019498	[]	[]
MO000019499	[]	[]
MO000019562	[]	[]
MO000019568	[]	[]
MO000019585	[]	[]
MO000019596	[]	[]
MO000019597	[]	[]
MO000019645	[]	[]
MO000019655	[]	[]
MO000019675	[]	[]
MO000019707	[]	[]
MO000019708	[]	[]
