name clusters
is_000001 2
is_000002 1
is_000003 1
is_000004 2
is_000005 2
is_000006 2
is_000007 0
is_000008 2
is_000009 0
is_000010 2
is_000011 2
is_000012 2
is_000013 0
is_000014 2
is_000015 0
is_000016 2
is_000017 2
is_000018 2
is_000019 2
is_000020 0
is_000021 1
is_000022 1
is_000023 1
is_000024 1
is_000025 2
is_000026 2
is_000027 1
is_000028 0
is_000029 2
is_000030 2
is_000031 2
is_000032 1
is_000033 1
is_000034 2
is_000035 2
is_000036 0
is_000037 0
is_000038 0
is_000039 2
is_000040 2
is_000041 2
is_000042 1
is_000043 1
is_000044 1
is_000045 1
is_000046 2
is_000047 2
is_000048 1
is_000049 2
is_000050 1
is_000051 2
is_000052 0
is_000053 2
is_000054 2
is_000055 1
is_000056 2
is_000057 1
is_000058 2
is_000059 0
is_000060 0
is_000061 1
is_000062 2
is_000063 1
is_000064 0
is_000065 0
is_000066 1
is_000067 2
is_000068 0
is_000069 0
is_000070 2
is_000071 1
is_000072 2
is_000073 2
is_000074 1
is_000075 2
is_000076 0
is_000077 2
is_000078 1
is_000079 2
is_000080 2
is_000081 0
is_000082 2
is_000083 1
is_000084 2
is_000085 1
is_000086 0
is_000087 1
is_000088 2
is_000089 1
is_000090 0
is_000091 2
is_000092 2
is_000093 1
is_000094 0
is_000095 0
is_000096 2
is_000097 2
is_000098 1
is_000099 0
is_000100 2
is_000101 2
is_000102 1
is_000103 2
is_000104 2
is_000105 2
is_000106 2
is_000107 0
is_000108 2
is_000109 2
is_000110 2
is_000111 1
is_000112 1
is_000113 2
is_000114 2
is_000115 0
is_000116 2
is_000117 0
is_000118 1
is_000119 2
is_000120 2
is_000121 2
is_000122 1
is_000123 2
is_000124 2
is_000125 2
is_000126 0
is_000127 0
is_000128 1
is_000129 2
is_000130 2
is_000131 2
is_000132 2
is_000133 1
is_000134 1
is_000135 0
is_000136 2
is_000137 1
is_000138 2
is_000139 2
is_000140 2
is_000141 1
is_000142 1
is_000143 2
is_000144 1
is_000145 2
is_000146 1
is_000147 1
is_000148 0
is_000149 2
is_000150 1
is_000151 0
is_000152 1
is_000153 2
is_000154 1
is_000155 2
is_000156 1
is_000157 0
is_000158 1
is_000159 1
is_000160 1
is_000161 0
is_000162 0
is_000163 0
is_000164 2
is_000165 2
is_000166 1
is_000167 1
is_000168 1
is_000169 2
is_000170 1
is_000171 0
is_000172 1
is_000173 0
is_000174 2
is_000175 2
is_000176 2
is_000177 1
is_000178 1
is_000179 2
is_000180 2
is_000181 0
is_000182 1
is_000183 2
is_000184 1
is_000185 0
is_000186 2
is_000187 2
is_000188 2
is_000189 2
is_000190 2
is_000191 2
is_000192 2
is_000193 1
is_000194 1
is_000195 2
is_000196 0
is_000197 2
is_000198 2
is_000199 1
is_000200 2
is_000201 1
is_000202 1
is_000203 2
is_000204 2
is_000205 2
is_000206 1
is_000207 2
is_000208 1
is_000209 1
is_000210 0
is_000211 2
is_000212 1
is_000213 2
is_000214 2
is_000215 1
is_000216 2
is_000217 0
is_000218 0
is_000219 1
is_000220 2
is_000221 2
is_000222 2
is_000223 2
is_000224 2
is_000225 0
is_000226 2
is_000227 1
is_000228 1
is_000229 0
is_000230 2
is_000231 2
is_000232 2
is_000233 1
is_000234 2
is_000235 2
is_000236 1
is_000237 2
is_000238 2
is_000239 1
is_000240 2
is_000241 2
is_000242 0
is_000243 0
is_000244 0
is_000245 1
is_000246 1
is_000247 1
is_000248 0
is_000249 1
is_000250 0
is_000251 0
is_000252 1
is_000253 0
is_000254 1
is_000255 2
is_000256 1
is_000257 2
is_000258 2
is_000259 1
is_000260 1
is_000261 1
is_000262 1
is_000263 0
is_000264 2
is_000265 2
is_000266 1
is_000267 1
is_000268 2
is_000269 1
is_000270 0
is_000271 0
is_000272 1
is_000273 1
is_000274 2
is_000275 2
is_000276 1
is_000277 2
is_000278 2
is_000279 2
is_000280 1
is_000281 1
is_000282 2
is_000283 2
is_000284 2
is_000285 0
is_000286 1
is_000287 1
is_000288 2
is_000289 1
is_000290 2
is_000291 2
is_000292 0
is_000293 1
is_000294 1
is_000295 1
is_000296 2
is_000297 2
is_000298 0
is_000299 2
is_000300 2
is_000301 0
is_000302 0
